wbcode,pitfcode,name,year,eu,nato,natopfp,osce,oecd,coe,comnw,franc,geneva,gattwto,apec,asean,seato,oas,mercosur,opec,arablg,oau,ecowas,iccpr,iccpr1,achr,achpr,icj,oic,colbrit,colfrnc,colespn,colport,colbelg,empotto,empruss,empaush,empussr,caplat,disrisk,pitfreg,pitfreg2,sftpybeg,sftpyend,dosreg
AFG,AFG,Afghanistan,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1960,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1961,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1964,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1966,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1967,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1969,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1970,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1972,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1974,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1975,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1978,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1988,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,1999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,2001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,2002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,2003,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,2004,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,2005,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,2006,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,2008,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,2009,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
AFG,AFG,Afghanistan,2010,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.28,8,NE,SA,1919,9999,South & Central Asia
ALB,ALB,Albania,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1960,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1961,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1964,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1966,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1967,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1969,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1970,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1972,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1974,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1975,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1978,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1988,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1991,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1992,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1993,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1994,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1995,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1996,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1997,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1998,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,1999,0,0,1,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,2000,0,0,1,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,2001,0,0,1,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,2002,0,0,1,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,2003,0,0,1,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,2004,0,0,1,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,2005,0,0,1,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,2006,0,0,1,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,2007,0,0,1,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,2008,0,1,1,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,2009,0,2,0,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
ALB,ALB,Albania,2010,0,2,0,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,41.18,0,EU,EE,1913,9999,Europe & Eurasia
DZA,ALG,Algeria,1963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,36.42,7,NE,ME,1963,9999,Near East & North Africa
DZA,ALG,Algeria,1964,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,36.42,7,NE,ME,1963,9999,Near East & North Africa
DZA,ALG,Algeria,1965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,36.42,7,NE,ME,1963,9999,Near East & North Africa
DZA,ALG,Algeria,1966,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,36.42,7,NE,ME,1963,9999,Near East & North Africa
DZA,ALG,Algeria,1967,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,36.42,7,NE,ME,1963,9999,Near East & North Africa
DZA,ALG,Algeria,1968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,36.42,7,NE,ME,1963,9999,Near East & North Africa
DZA,ALG,Algeria,1969,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,36.42,7,NE,ME,1963,9999,Near East & North Africa
DZA,ALG,Algeria,1970,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,36.42,7,NE,ME,1963,9999,Near East & North Africa
DZA,ALG,Algeria,1971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,36.42,7,NE,ME,1963,9999,Near East & North Africa
DZA,ALG,Algeria,1972,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,36.42,7,NE,ME,1963,9999,Near East & North Africa
DZA,ALG,Algeria,1973,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,36.42,7,NE,ME,1963,9999,Near East & North Africa
