SFTGCODE,YEAR,CNSIMR,XXXCIMR,"SFTPUHVL (ETH,REV,REG,GEN)","SFTPUHV3 (ETH,REV,REG) ","SFTPUHV4 (ETH,REV,GEN)",,
LAT ,1994,15.2,0.380225282,0,0,0,,
LAT ,1995,19.5,0.505636906,0,0,0,,
LAT ,1996,15.3,0.406063024,0,0,0,,
LAT ,1997,12.8,0.367693637,0,0,0,,
LAT ,1998,14.8,0.442155546,0,0,0,,
LAT ,1999,11.6,0.356210656,0,0,0,,
LAT ,2000,10.6,0.328886131,0,0,0,,
LAT ,2001,10.9,0.355112708,0,0,0,,
LAT ,2002,9.9,0.337521222,0,0,0,,
LAT ,2003,9.8,0.346534654,0,0,0,,
LAT ,2004,9.7,0.353498542,0,0,0,,
LAT ,2005,9.6,0.35741018,0,0,0,,
LAT ,2006,9.4,0.375502008,0,0,0,,
LAT ,2007,9.2,0.372736521,0,0,0,,
LAT ,2008,9,0.369789517,0,0,0,,
LAT ,2009,8.8,0.374306445,0,0,0,,
LAT ,2010,8.6,0.379082083,0,0,0,,
LAT ,2011,8.4,0.38185941,0,0,0,,
LAT ,2012,8.2,0.387764706,0,0,0,,
LBR ,1955,182.3,1.842826098,0,0,0,,
LBR ,1956,181.6,1.879346027,0,0,0,,
LBR ,1957,180.9,1.892677824,0,0,0,,
LBR ,1958,180.2,1.982838284,0,0,0,,
LBR ,1959,179.6,1.964012251,0,0,0,,
LBR ,1960,178.9,1.821746881,0,0,0,,
LBR ,1961,178.2,1.498969506,0,0,0,,
LBR ,1962,177.5,1.52985782,0,0,0,,
LBR ,1963,176.9,1.571238231,0,0,0,,
LBR ,1964,176.2,1.558680463,0,0,0,,
LBR ,1965,175.6,1.565791234,0,0,0,,
LBR ,1966,175,1.601098147,0,0,0,,
LBR ,1967,174.3,1.693346285,0,0,0,,
LBR ,1968,173.7,1.689113629,0,0,0,,
LBR ,1969,173.1,1.718427323,0,0,0,,
LBR ,1970,172.5,1.772456321,0,0,0,,
LBR ,1971,171.9,1.826345714,0,0,0,,
LBR ,1972,171.3,1.936998077,0,0,0,,
LBR ,1973,170.7,1.996256653,0,0,0,,
LBR ,1974,170,2.059853396,0,0,0,,
LBR ,1975,167.9,2.077460867,0,0,0,,
LBR ,1976,165.9,1.97382199,0,0,0,,
LBR ,1977,163.9,2.020220702,0,0,0,,
LBR ,1978,161.9,2.135224274,0,0,0,,
LBR ,1979,158.2,2.180452164,0,0,0,,
LBR ,1980,154.6,2.257466229,0,0,0,,
LBR ,1981,151.1,2.33117284,0,0,0,,
LBR ,1982,147.6,2.412057838,0,0,0,,
LBR ,1983,144.3,2.452945677,0,0,0,,
LBR ,1984,142.2,2.496268329,0,0,0,,
LBR ,1985,140.1,2.518065792,2,2,2,,
LBR ,1986,138,2.618975332,2,2,2,,
LBR ,1987,136,2.660602504,2,2,2,,
LBR ,1988,134,2.69983884,2,2,2,,
LBR ,1989,132.1,2.826752274,5,5,5,,
LBR ,1990,235.3,5.228888889,9,9,9,,
LBR ,1991,233.8,5.268649989,13,13,13,,
LBR ,1992,225.1,5.446057088,17,17,17,,
LBR ,1993,229.3,5.625858685,21,21,21,,
LBR ,1994,230.8,5.776220275,25,25,21,,
LBR ,1995,229.9,5.957496436,29,29,21,,
LBR ,1996,229.4,6.101316314,33,33,21,,
LBR ,1997,197,5.671753527,33,33,21,,
LBR ,1998,169.8,5.070309001,33,33,21,,
LBR ,1999,147,4.512513435,33,33,21,,
LBR ,2000,126,3.910331989,33,33,21,,
LBR ,2001,108,3.526625286,35,35,23,,
LBR ,2002,92.3,3.134125637,37,37,25,,
LBR ,2003,90.4,3.194837341,39,39,27,,
LBR ,2004,88,3.208090379,36,36,24,,
LBR ,2005,85.5,3.199101796,32,32,20,,
LBR ,2006,83.5,3.35502008,28,28,16,,
LBR ,2007,81.8,3.327365209,24,24,12,,
LBR ,2008,79.9,3.295501445,20,20,8,,
LBR ,2009,78.1,3.334613743,16,16,8,,
LBR ,2010,76.4,3.372903795,12,12,8,,
LBR ,2011,74.5,3.379591837,8,8,8,,
LBR ,2012,72.7,3.421647059,8,8,8,,
LEB ,1955,73,0.73785819,0,0,0,,
LEB ,1956,71.6,0.740790563,0,0,0,,
LEB ,1957,69.9,0.731066946,0,0,0,,
LEB ,1958,70.4,0.774147415,4,4,4,,
LEB ,1959,66.6,0.728505797,4,4,4,,
LEB ,1960,65,0.662083015,4,4,4,,
LEB ,1961,63.4,0.533333333,4,4,4,,
LEB ,1962,61.9,0.532959931,4,4,4,,
LEB ,1963,60.2,0.534730858,4,4,4,,
LEB ,1964,58.6,0.518263023,4,4,4,,
LEB ,1965,57,0.508315869,4,4,4,,
LEB ,1966,55.4,0.507069321,4,4,4,,
LEB ,1967,53.8,0.522583779,4,4,4,,
LEB ,1968,52.2,0.507609277,4,4,4,,
LEB ,1969,50.8,0.504169976,4,4,4,,
LEB ,1970,49,0.503186023,4,4,4,,
LEB ,1971,48.1,0.510972953,4,4,4,,
LEB ,1972,47.2,0.533989368,4,4,4,,
LEB ,1973,46.4,0.542317366,0,0,0,,
LEB ,1974,45.5,0.551523596,0,0,0,,
LEB ,1975,44.7,0.55311514,4,4,4,,
LEB ,1976,43.9,0.5223703,8,8,8,,
LEB ,1977,43.1,0.531533198,12,12,12,,
LEB ,1978,42.3,0.558443272,16,16,16,,
LEB ,1979,41.6,0.573063138,20,20,20,,
LEB ,1980,40.8,0.596129974,24,24,24,,
LEB ,1981,40.1,0.618518519,28,28,28,,
LEB ,1982,39.4,0.643084715,32,32,32,,
LEB ,1983,38.7,0.657145286,36,36,36,,
LEB ,1984,38,0.666608131,40,40,40,,
LEB ,1985,37.3,0.67014201,44,44,44,,
LEB ,1986,36.6,0.694686907,48,48,48,,
LEB ,1987,36,0.703247261,52,52,52,,
LEB ,1988,35.3,0.711321515,56,56,56,,
LEB ,1989,34.7,0.74200107,60,60,60,,
LEB ,1990,34.1,0.756666667,60,60,60,,
LEB ,1991,33.4,0.753662385,60,60,60,,
LEB ,1992,32.1,0.776487663,56,56,56,,
LEB ,1993,30.8,0.755642787,52,52,52,,
LEB ,1994,29.6,0.739924906,48,48,48,,
LEB ,1995,28.4,0.735259816,44,44,44,,
LEB ,1996,27.3,0.72703098,40,40,40,,
LEB ,1997,26.3,0.758422113,36,36,36,,
LEB ,1998,25.4,0.757426482,32,32,32,,
LEB ,1999,24.5,0.75080608,28,28,28,,
LEB ,2000,23.6,0.730685697,24,24,24,,
LEB ,2001,22.7,0.741587716,20,20,20,,
LEB ,2002,21.9,0.743293718,16,16,16,,
LEB ,2003,21.1,0.746110325,12,12,12,,
LEB ,2004,20.3,0.741253644,8,8,8,,
LEB ,2005,19.6,0.733532934,4,4,4,,
LEB ,2006,18.9,0.759839357,0,0,0,,
LEB ,2007,18.3,0.742624619,0,0,0,,
LEB ,2008,17.6,0.727197689,0,0,0,,
LEB ,2009,17,0.725565514,0,0,0,,
LEB ,2010,16.4,0.723742277,0,0,0,,
LEB ,2011,15.9,0.718820862,0,0,0,,
LEB ,2012,15.3,0.720941177,0,0,0,,
LES ,1967,129,1.253035454,0,0,0,,
LES ,1968,127,1.234988088,0,0,0,,
LES ,1969,126,1.250992852,0,0,0,,
LES ,1970,125,1.284686537,4,4,0,,
LES ,1971,124,1.3178171,4,4,0,,
LES ,1972,121,1.368623459,4,4,0,,
LES ,1973,119,1.392057086,4,4,0,,
LES ,1974,117,1.41758042,4,4,0,,
LES ,1975,115,1.423003155,4,4,0,,
LES ,1976,111.4,1.326035221,4,4,0,,
LES ,1977,107.4,1.324332655,4,4,0,,
LES ,1978,103.5,1.365963061,4,4,0,,
LES ,1979,99.8,1.375930521,4,4,0,,
LES ,1980,96.2,1.404892297,4,4,0,,
LES ,1981,92.7,1.430709877,4,4,0,,
LES ,1982,89.3,1.459684666,4,4,0,,
LES ,1983,86.1,1.463742243,4,4,0,,
LES ,1984,83,1.456844324,4,4,0,,
LES ,1985,79.9,1.436634909,0,0,0,,
LES ,1986,77.2,1.464326376,0,0,0,,
LES ,1987,74.5,1.45657277,0,0,0,,
LES ,1988,71.8,1.445809831,0,0,0,,
LES ,1989,69.3,1.483146067,0,0,0,,
LES ,1990,67.1,1.491111111,0,0,0,,
LES ,1991,65.3,1.47103899,0,0,0,,
LES ,1992,64.1,1.551523948,0,0,0,,
LES ,1993,64,1.570657507,0,0,0,,
LES ,1994,65.2,1.632290363,0,0,0,,
LES ,1995,67.6,1.753012829,0,0,0,,
LES ,1996,70.8,1.882196516,0,0,0,,
LES ,1997,73.4,2.112006911,0,0,0,,
LES ,1998,74.5,2.223914017,3,3,0,,
LES ,1999,74.4,2.28404729,6,6,0,,
LES ,2000,73.7,2.28606888,6,6,0,,
LES ,2001,72.4,2.36622019,6,6,0,,
LES ,2002,70.9,2.406451613,6,6,0,,
LES ,2003,69.2,2.446251768,6,6,0,,
LES ,2004,67.5,2.458090379,6,6,0,,
LES ,2005,65.5,2.452095808,6,6,0,,
LES ,2006,63.4,2.546586345,6,6,0,,
LES ,2007,61.4,2.499694812,6,6,0,,
LES ,2008,59.5,2.453569955,6,6,0,,
LES ,2009,57.8,2.466495945,6,6,0,,
LES ,2010,56.4,2.489849956,6,6,0,,
LES ,2011,55,2.496145125,6,6,0,,
LES ,2012,53.4,2.514823529,6,6,0,,
LIB ,1955,188.4,1.904078435,0,0,0,,
LIB ,1956,183.7,1.900972682,0,0,0,,
LIB ,1957,179,1.872384937,0,0,0,,
LIB ,1958,174.3,1.917051705,0,0,0,,
LIB ,1959,169.5,1.853970685,0,0,0,,
LIB ,1960,164.7,1.677412783,0,0,0,,
LIB ,1961,159.6,1.342923239,0,0,0,,
LIB ,1962,154.6,1.331839724,0,0,0,,
LIB ,1963,149.9,1.331231125,0,0,0,,
LIB ,1964,144.3,1.276023702,0,0,0,,
LIB ,1965,139.1,1.240290721,0,0,0,,
LIB ,1966,134.7,1.232212308,0,0,0,,
LIB ,1967,130.2,1.264691598,0,0,0,,
LIB ,1968,125.7,1.222443721,0,0,0,,
LIB ,1969,121.2,1.203236696,0,0,0,,
LIB ,1970,116.3,1.194861254,0,0,0,,
LIB ,1971,111.3,1.183059674,0,0,0,,
LIB ,1972,106.4,1.202918222,0,0,0,,
LIB ,1973,100.4,1.174709013,0,0,0,,
LIB ,1974,95.9,1.161931302,0,0,0,,
LIB ,1975,91.6,1.133329209,0,0,0,,
LIB ,1976,86.4,1.028438839,0,0,0,,
LIB ,1977,81.5,1.005116824,0,0,0,,
LIB ,1978,76.9,1.014775726,0,0,0,,
LIB ,1979,72.5,1,0,0,0,,
LIB ,1980,68.4,0.999050748,0,0,0,,
LIB ,1981,64.5,0.995679012,0,0,0,,
LIB ,1982,60.2,0.983743158,0,0,0,,
LIB ,1983,55.9,0.950437814,0,0,0,,
LIB ,1984,51.6,0.905961893,0,0,0,,
LIB ,1985,48.7,0.875247169,0,0,0,,
LIB ,1986,46,0.871916509,0,0,0,,
LIB ,1987,43.4,0.848200313,0,0,0,,
LIB ,1988,40.9,0.824133763,0,0,0,,
LIB ,1989,38.6,0.826110219,0,0,0,,
LIB ,1990,36.4,0.809333333,0,0,0,,
LIB ,1991,34.4,0.774171738,0,0,0,,
LIB ,1992,32.4,0.783744557,0,0,0,,
LIB ,1993,30.6,0.749754661,0,0,0,,
LIB ,1994,28.8,0.721401752,0,0,0,,
LIB ,1995,27.2,0.704418816,0,0,0,,
LIB ,1996,25.6,0.681558303,0,0,0,,
LIB ,1997,24.2,0.695940109,0,0,0,,
LIB ,1998,22.8,0.68040006,0,0,0,,
LIB ,1999,21.5,0.659603869,0,0,0,,
LIB ,2000,20.3,0.628296618,0,0,0,,
LIB ,2001,19.1,0.623979092,0,0,0,,
LIB ,2002,18,0.611205433,0,0,0,,
LIB ,2003,17.4,0.613861386,0,0,0,,
LIB ,2004,16.7,0.610058309,0,0,0,,
LIB ,2005,16.1,0.604041916,0,0,0,,
LIB ,2006,15.6,0.625702811,0,0,0,,
LIB ,2007,15.1,0.612410987,0,0,0,,
LIB ,2008,14.5,0.599669831,0,0,0,,
LIB ,2009,14,0.598804951,0,0,0,,
LIB ,2010,13.6,0.597969991,0,0,0,,
LIB ,2011,18.7,0.849886621,4,4,4,,
LIB ,2012,12.7,0.596705882,8,8,4,,
LIT ,1992,16.2,0.392356072,0,0,0,,
LIT ,1993,15.5,0.379784102,0,0,0,,
LIT ,1994,13.8,0.344430538,0,0,0,,
LIT ,1995,12.3,0.319295063,0,0,0,,
LIT ,1996,9.8,0.261667332,0,0,0,,
LIT ,1997,10.2,0.292542471,0,0,0,,
LIT ,1998,9.2,0.274070757,0,0,0,,
LIT ,1999,8.6,0.263473054,0,0,0,,
LIT ,2000,8.3,0.258765126,0,0,0,,
LIT ,2001,7.6,0.248284874,0,0,0,,
LIT ,2002,7.6,0.25942275,0,0,0,,
LIT ,2003,7.4,0.260961811,0,0,0,,
LIT ,2004,7.1,0.25983965,0,0,0,,
LIT ,2005,6.9,0.257859281,0,0,0,,
LIT ,2006,6.8,0.272289157,0,0,0,,
LIT ,2007,6.7,0.271820956,0,0,0,,
LIT ,2008,6.6,0.271151465,0,0,0,,
LIT ,2009,6.5,0.276141699,0,0,0,,
LIT ,2010,6.4,0.281112092,0,0,0,,
LIT ,2011,6.3,0.284353742,0,0,0,,
LIT ,2012,6.2,0.290823529,0,0,0,,
LUX ,1955,. ,. ,0,0,0,,
LUX ,1956,. ,. ,0,0,0,,
LUX ,1957,. ,. ,0,0,0,,
LUX ,1958,. ,. ,0,0,0,,
LUX ,1959,. ,. ,0,0,0,,
LUX ,1960,. ,. ,0,0,0,,
LUX ,1961,. ,. ,0,0,0,,
LUX ,1962,. ,. ,0,0,0,,
LUX ,1963,. ,. ,0,0,0,,
LUX ,1964,. ,. ,0,0,0,,
LUX ,1965,. ,. ,0,0,0,,
LUX ,1966,. ,. ,0,0,0,,
LUX ,1967,. ,. ,0,0,0,,
LUX ,1968,. ,. ,0,0,0,,
LUX ,1969,. ,. ,0,0,0,,
LUX ,1970,. ,. ,0,0,0,,
LUX ,1971,. ,. ,0,0,0,,
LUX ,1972,. ,. ,0,0,0,,
LUX ,1973,. ,. ,0,0,0,,
LUX ,1974,. ,. ,0,0,0,,
LUX ,1975,. ,. ,0,0,0,,
LUX ,1976,. ,. ,0,0,0,,
LUX ,1977,. ,. ,0,0,0,,
LUX ,1978,. ,. ,0,0,0,,
LUX ,1979,. ,. ,0,0,0,,
LUX ,1980,. ,. ,0,0,0,,
LUX ,1981,. ,. ,0,0,0,,
LUX ,1982,. ,. ,0,0,0,,
LUX ,1983,. ,. ,0,0,0,,
LUX ,1984,. ,. ,0,0,0,,
LUX ,1985,. ,. ,0,0,0,,
LUX ,1986,. ,. ,0,0,0,,
LUX ,1987,. ,. ,0,0,0,,
LUX ,1988,. ,. ,0,0,0,,
LUX ,1989,. ,. ,0,0,0,,
LUX ,1990,. ,. ,0,0,0,,
LUX ,1991,9.1,0.205995042,0,0,0,,
LUX ,1992,8.6,0.208756652,0,0,0,,
LUX ,1993,6.1,0.14892051,0,0,0,,
LUX ,1994,5.3,0.133416771,0,0,0,,
LUX ,1995,5.5,0.142024103,0,0,0,,
LUX ,1996,5,0.133226965,0,0,0,,
LUX ,1997,4.1,0.117765621,0,0,0,,
LUX ,1998,4.9,0.146887595,0,0,0,,
LUX ,1999,4.7,0.144019653,0,0,0,,
LUX ,2000,5.2,0.160409556,0,0,0,,
LUX ,2001,5.1,0.166285528,0,0,0,,
LUX ,2002,5,0.170458404,0,0,0,,
LUX ,2003,5,0.175035361,0,0,0,,
LUX ,2004,4.9,0.177842566,0,0,0,,
LUX ,2005,4.8,0.18001497,0,0,0,,
LUX ,2006,4.7,0.190361446,0,0,0,,
LUX ,2007,4.7,0.190437436,0,0,0,,
LUX ,2008,4.6,0.19067272,0,0,0,,
LUX ,2009,4.6,0.194622279,0,0,0,,
LUX ,2010,4.5,0.198146514,0,0,0,,
LUX ,2011,4.4,0.201360544,0,0,0,,
LUX ,2012,4.4,0.206588235,0,0,0,,
MAA ,1961,141,1.185699264,0,0,0,,
MAA ,1962,139.6,1.202757432,0,0,0,,
MAA ,1963,138.2,1.22766033,0,0,0,,
MAA ,1964,136.8,1.210223755,0,0,0,,
MAA ,1965,135.5,1.208008204,0,0,0,,
MAA ,1966,133.9,1.225623427,0,0,0,,
MAA ,1967,132.4,1.286061195,0,0,0,,
MAA ,1968,130.9,1.272621189,0,0,0,,
MAA ,1969,129.3,1.284054805,0,0,0,,
MAA ,1970,127.8,1.31336074,0,0,0,,
MAA ,1971,126.1,1.340241246,0,0,0,,
MAA ,1972,124.4,1.407419975,0,0,0,,
MAA ,1973,122.7,1.435807452,0,0,0,,
MAA ,1974,121.1,1.466650512,0,0,0,,
MAA ,1975,119.4,1.476953536,0,0,0,,
MAA ,1976,117.6,1.398976678,0,0,0,,
MAA ,1977,115.8,1.427532211,0,0,0,,
MAA ,1978,114,1.503957784,0,0,0,,
MAA ,1979,112.3,1.547559967,0,0,0,,
MAA ,1980,110.5,1.614311793,0,0,0,,
MAA ,1981,108.8,1.67962963,0,0,0,,
MAA ,1982,107.2,1.751000735,0,0,0,,
MAA ,1983,105.5,1.794100145,0,0,0,,
MAA ,1984,103.5,1.81789446,0,0,0,,
MAA ,1985,101.6,1.825453892,0,0,0,,
MAA ,1986,99.6,1.890322581,0,0,0,,
MAA ,1987,97.7,1.911580595,0,0,0,,
MAA ,1988,95.9,1.931103948,0,0,0,,
MAA ,1989,94.3,2.018191546,0,0,0,,
MAA ,1990,92.8,2.061777778,0,0,0,,
MAA ,1991,91.3,2.057245887,0,0,0,,
MAA ,1992,89.8,2.172472182,0,0,0,,
MAA ,1993,88.4,2.16781158,0,0,0,,
MAA ,1994,86.9,2.176220275,0,0,0,,
MAA ,1995,85.6,2.217182843,0,0,0,,
MAA ,1996,84.2,2.238266188,0,0,0,,
MAA ,1997,82.8,2.384969767,0,0,0,,
MAA ,1998,81.5,2.433198985,0,0,0,,
MAA ,1999,79.6,2.445570398,0,0,0,,
MAA ,2000,77.8,2.414520633,0,0,0,,
MAA ,2001,76.1,2.48709572,0,0,0,,
MAA ,2002,74.5,2.528353141,0,0,0,,
MAA ,2003,72.8,2.575671853,0,0,0,,
MAA ,2004,71.2,2.596209913,0,0,0,,
MAA ,2005,69.7,2.607784431,0,0,0,,
MAA ,2006,68.1,2.733333333,0,0,0,,
MAA ,2007,66.5,2.705188199,0,0,0,,
MAA ,2008,64.9,2.679735865,3,3,0,,
MAA ,2009,63.4,2.706786172,3,3,0,,
MAA ,2010,61.9,2.733451015,3,3,0,,
MAA ,2011,60.4,2.740136054,3,3,0,,
MAA ,2012,58.9,2.773176471,3,3,0,,
MAC ,1992,. ,. ,0,0,0,,
MAC ,1993,28.2,0.691118744,0,0,0,,
MAC ,1994,25.5,0.637546934,0,0,0,,
MAC ,1995,22.9,0.592976545,0,0,0,,
MAC ,1996,16.2,0.4310597,0,0,0,,
MAC ,1997,15.9,0.457241578,0,0,0,,
MAC ,1998,17.8,0.530228392,0,0,0,,
MAC ,1999,15.8,0.484569323,0,0,0,,
MAC ,2000,13.6,0.420726032,0,0,0,,
MAC ,2001,11.4,0.37144724,0,0,0,,
MAC ,2002,11,0.374872666,0,0,0,,
MAC ,2003,10.7,0.378712871,0,0,0,,
MAC ,2004,10.4,0.378644315,0,0,0,,
MAC ,2005,10.1,0.377619761,0,0,0,,
MAC ,2006,9.8,0.393975904,0,0,0,,
MAC ,2007,9.5,0.387792472,0,0,0,,
MAC ,2008,9.3,0.382583574,0,0,0,,
MAC ,2009,9,0.384549723,0,0,0,,
MAC ,2010,8.8,0.38658429,0,0,0,,
MAC ,2011,8.5,0.387301587,0,0,0,,
MAC ,2012,8.3,0.391529412,0,0,0,,
MAG ,1960,154.6,1.574229692,0,0,0,,
MAG ,1961,153.2,1.288580442,0,0,0,,
MAG ,1962,151.8,1.308143042,0,0,0,,
MAG ,1963,150.4,1.336294191,0,0,0,,
MAG ,1964,149.1,1.318298399,0,0,0,,
MAG ,1965,147.7,1.316983993,0,0,0,,
MAG ,1966,146,1.335895676,0,0,0,,
MAG ,1967,144.3,1.401457018,0,0,0,,
MAG ,1968,142.6,1.386492926,0,0,0,,
MAG ,1969,140.9,1.398629865,0,0,0,,
MAG ,1970,139.2,1.430215827,0,0,0,,
MAG ,1971,137.4,1.45990754,0,0,0,,
MAG ,1972,135.6,1.533423821,0,0,0,,
MAG ,1973,133.1,1.556764345,0,0,0,,
MAG ,1974,130.6,1.582116678,0,0,0,,
MAG ,1975,127.6,1.579409763,0,0,0,,
MAG ,1976,125.1,1.488457877,0,0,0,,
MAG ,1977,122.6,1.511497442,0,0,0,,
MAG ,1978,120.1,1.584960422,0,0,0,,
MAG ,1979,117.7,1.622966639,0,0,0,,
MAG ,1980,115.4,1.684702446,0,0,0,,
MAG ,1981,113.4,1.750462963,0,0,0,,
MAG ,1982,111.5,1.822236745,0,0,0,,
MAG ,1983,109.7,1.864490351,0,0,0,,
MAG ,1984,107.8,1.893581526,0,0,0,,
MAG ,1985,106,1.905985979,0,0,0,,
MAG ,1986,104.3,1.978178368,0,0,0,,
MAG ,1987,102.5,2.00528169,0,0,0,,
MAG ,1988,101.8,2.04995971,0,0,0,,
MAG ,1989,101,2.162439807,0,0,0,,
MAG ,1990,100.4,2.23,0,0,0,,
MAG ,1991,99.7,2.247239126,0,0,0,,
MAG ,1992,99.1,2.396952105,0,0,0,,
MAG ,1993,94.2,2.312070658,0,0,0,,
MAG ,1994,89.6,2.24330413,0,0,0,,
MAG ,1995,85.2,2.208630297,0,0,0,,
MAG ,1996,81,2.154766653,0,0,0,,
MAG ,1997,77,2.218255111,0,0,0,,
MAG ,1998,73.3,2.186893566,0,0,0,,
MAG ,1999,69.6,2.138185168,0,0,0,,
MAG ,2000,66.6,2.067018306,0,0,0,,
MAG ,2001,63.7,2.082326037,0,0,0,,
MAG ,2002,61,2.070967742,0,0,0,,
MAG ,2003,58.4,2.063649222,0,0,0,,
MAG ,2004,55.9,2.035349854,0,0,0,,
MAG ,2005,54.8,2.052020958,0,0,0,,
MAG ,2006,53.8,2.162248996,0,0,0,,
MAG ,2007,52.9,2.150966429,0,0,0,,
MAG ,2008,51.9,2.142385473,0,0,0,,
MAG ,2009,51,2.175842936,2,2,0,,
MAG ,2010,50.1,2.209620477,2,2,0,,
MAG ,2011,48.7,2.20952381,2,2,0,,
MAG ,2012,47.4,2.231058824,2,2,0,,
MAL ,1958,80.1,0.88129813,42,42,42,,
MAL ,1959,78.2,0.855392693,46,46,46,,
MAL ,1960,76.3,0.777081742,50,50,50,,
MAL ,1961,74.5,0.626624606,50,50,50,,
MAL ,1962,72.7,0.626281775,50,50,50,,
MAL ,1963,70.9,0.629507906,47,47,47,,
MAL ,1964,69.1,0.610772088,44,44,44,,
MAL ,1965,67.3,0.599723548,40,40,40,,
MAL ,1966,65.5,0.599130634,36,36,36,,
MAL ,1967,63.7,0.61864983,32,32,32,,
MAL ,1968,61.9,0.602032382,28,28,28,,
MAL ,1969,60.1,0.596902303,28,28,24,,
MAL ,1970,58.3,0.5995889,24,24,20,,
MAL ,1971,56.6,0.601519741,20,20,16,,
MAL ,1972,54.9,0.62063115,16,16,12,,
MAL ,1973,53.1,0.621512546,12,12,8,,
MAL ,1974,51.4,0.622644939,8,8,4,,
MAL ,1975,49.7,0.614366145,4,4,0,,
MAL ,1976,48,0.570680628,4,4,0,,
MAL ,1977,46.3,0.570495037,4,4,0,,
MAL ,1978,44.6,0.587994723,4,4,0,,
MAL ,1979,42.9,0.590984285,4,4,0,,
MAL ,1980,42.1,0.614676889,4,4,0,,
MAL ,1981,40.2,0.620679012,4,4,0,,
MAL ,1982,39,0.636385916,4,4,0,,
MAL ,1983,37.7,0.641332993,4,4,0,,
MAL ,1984,36.5,0.641496181,0,0,0,,
MAL ,1985,35.4,0.635808017,0,0,0,,
MAL ,1986,34.2,0.649335863,0,0,0,,
MAL ,1987,33.1,0.647691706,0,0,0,,
MAL ,1988,32,0.64524577,0,0,0,,
MAL ,1989,31,0.663242376,0,0,0,,
MAL ,1990,30,0.666444444,0,0,0,,
MAL ,1991,29,0.653820149,0,0,0,,
MAL ,1992,28,0.678277697,0,0,0,,
MAL ,1993,27.1,0.665603533,0,0,0,,
MAL ,1994,26.2,0.656821026,0,0,0,,
MAL ,1995,25.4,0.657768563,0,0,0,,
MAL ,1996,24.5,0.652572796,0,0,0,,
MAL ,1997,23.7,0.683270947,0,0,0,,
MAL ,1998,23,0.685176892,0,0,0,,
MAL ,1999,22.2,0.681713496,0,0,0,,
MAL ,2000,21.5,0.66583928,0,0,0,,
MAL ,2001,20.8,0.678536426,0,0,0,,
MAL ,2002,20.1,0.682512733,0,0,0,,
MAL ,2003,19.5,0.687765205,0,0,0,,
MAL ,2004,18.8,0.685495627,0,0,0,,
MAL ,2005,18.2,0.681137725,0,0,0,,
MAL ,2006,17.6,0.708032129,0,0,0,,
MAL ,2007,17.1,0.694608342,0,0,0,,
MAL ,2008,16.5,0.682212134,0,0,0,,
MAL ,2009,16,0.68288519,0,0,0,,
MAL ,2010,15.5,0.684024713,0,0,0,,
MAL ,2011,15,0.681179138,0,0,0,,
MAL ,2012,14.6,0.685647059,0,0,0,,
MAS ,1968,70,0.680702096,0,0,0,,
MAS ,1969,69.1,0.686060365,0,0,0,,
MAS ,1970,58.5,0.601233299,0,0,0,,
MAS ,1971,51.9,0.551570222,0,0,0,,
MAS ,1972,64.1,0.725031105,0,0,0,,
MAS ,1973,62.5,0.731122419,0,0,0,,
MAS ,1974,45.3,0.54885806,0,0,0,,
MAS ,1975,48.7,0.602610901,0,0,0,,
MAS ,1976,40.4,0.480723465,0,0,0,,
MAS ,1977,45,0.554836323,0,0,0,,
MAS ,1978,33.9,0.447229552,0,0,0,,
MAS ,1979,32.9,0.453542873,0,0,0,,
MAS ,1980,32.3,0.471705002,0,0,0,,
MAS ,1981,33.6,0.518518519,0,0,0,,
MAS ,1982,29.4,0.480352912,0,0,0,,
MAS ,1983,26.3,0.446994814,0,0,0,,
MAS ,1984,24.6,0.432171393,0,0,0,,
MAS ,1985,24.8,0.445622865,0,0,0,,
MAS ,1986,27.4,0.520683112,0,0,0,,
MAS ,1987,25.7,0.502934272,0,0,0,,
MAS ,1988,23.1,0.465954875,0,0,0,,
MAS ,1989,23.4,0.500160514,0,0,0,,
MAS ,1990,20.9,0.464,0,0,0,,
MAS ,1991,18.5,0.416272256,0,0,0,,
MAS ,1992,18.9,0.456942429,0,0,0,,
MAS ,1993,19.3,0.474484789,0,0,0,,
MAS ,1994,18,0.449561952,0,0,0,,
MAS ,1995,19.1,0.494751847,0,0,0,,
MAS ,1996,22.3,0.593272171,0,0,0,,
MAS ,1997,20.2,0.580190037,0,0,0,,
MAS ,1998,19.2,0.574414092,0,0,0,,
MAS ,1999,20,0.61292799,0,0,0,,
MAS ,2000,16.4,0.510083773,0,0,0,,
MAS ,2001,15.9,0.517804639,0,0,0,,
MAS ,2002,15.3,0.519185059,0,0,0,,
MAS ,2003,14.7,0.521216407,0,0,0,,
MAS ,2004,14.2,0.518221574,0,0,0,,
MAS ,2005,13.7,0.513098802,0,0,0,,
MAS ,2006,13.3,0.534538153,0,0,0,,
MAS ,2007,12.9,0.526144456,0,0,0,,
MAS ,2008,12.6,0.518365662,0,0,0,,
MAS ,2009,12.2,0.520699957,0,0,0,,
MAS ,2010,11.9,0.522947926,0,0,0,,
MAS ,2011,11.5,0.52244898,0,0,0,,
MAS ,2012,11.2,0.527058824,0,0,0,,
MAW ,1965,188.6,1.681455389,0,0,0,,
MAW ,1966,186.9,1.710089224,0,0,0,,
MAW ,1967,185.2,1.798834386,0,0,0,,
