SFTGCODE,YEAR,CNSIMR,XXXCIMR,"SFTPUHVL (ETH,REV,REG,GEN)","SFTPUHV3 (ETH,REV,REG) ","SFTPUHV4 (ETH,REV,GEN)",,
AFG ,1955,198.9,2.010309799,0,0,0,,
AFG ,1956,198.3,2.051531457,0,0,0,,
AFG ,1957,197.6,2.067154812,0,0,0,,
AFG ,1958,197,2.1669967,0,0,0,,
AFG ,1959,196.4,2.147888865,0,0,0,,
AFG ,1960,195.7,1.99337917,0,0,0,,
AFG ,1961,195,1.640715037,0,0,0,,
AFG ,1962,194.4,1.675053856,0,0,0,,
AFG ,1963,193.7,1.72082075,0,0,0,,
AFG ,1964,193.1,1.707526311,0,0,0,,
AFG ,1965,192.4,1.715878183,0,0,0,,
AFG ,1966,191.7,1.754655685,0,0,0,,
AFG ,1967,191.1,1.856046625,0,0,0,,
AFG ,1968,190.4,1.851704186,0,0,0,,
AFG ,1969,189.8,1.883935663,0,0,0,,
AFG ,1970,189.1,1.943371018,0,0,0,,
AFG ,1971,188.4,2.002444338,0,0,0,,
AFG ,1972,187.8,2.123741658,0,0,0,,
AFG ,1973,187.1,2.188220156,0,0,0,,
AFG ,1974,186.4,2.258314654,0,0,0,,
AFG ,1975,185.7,2.297964487,0,0,0,,
AFG ,1976,185,2.201689672,0,0,0,,
AFG ,1977,184.3,2.272732877,0,0,0,,
AFG ,1978,187.9,2.478759895,4,4,4,,
AFG ,1979,191.5,2.639233526,8,8,8,,
AFG ,1980,191.2,2.79211391,12,12,12,,
AFG ,1981,190.9,2.946604938,16,16,16,,
AFG ,1982,190.7,3.115595131,20,20,20,,
AFG ,1983,190.4,3.237779478,24,24,24,,
AFG ,1984,187.3,3.288963035,28.5,28,28.5,,
AFG ,1985,184.2,3.310983282,33,32,33,,
AFG ,1986,181.1,3.437191651,37,36,37,,
AFG ,1987,178.1,3.484546166,41,40,41,,
AFG ,1988,174.6,3.517324738,45,44,45,,
AFG ,1989,171.1,3.662493312,49,48,49,,
AFG ,1990,167.7,3.727333333,53,52,53,,
AFG ,1991,164.4,3.704755465,57,56,57,,
AFG ,1992,162.5,3.929608128,61,60,61,,
AFG ,1993,160.5,3.93842002,61,60,61,,
AFG ,1994,158.6,3.970713392,61,60,61,,
AFG ,1995,156.8,4.062459505,61,60,61,,
AFG ,1996,154.9,4.119133094,61,60,61,,
AFG ,1997,152.8,4.400230348,61,60,61,,
AFG ,1998,150.8,4.501268846,61,60,61,,
AFG ,1999,148.8,4.567787502,60.5,60,60.5,,
AFG ,2000,146.8,4.553211294,60,60,60,,
AFG ,2001,144.8,4.729500163,60,60,60,,
AFG ,2002,143,4.856706282,60,60,60,,
AFG ,2003,141.3,4.996463932,60,60,60,,
AFG ,2004,139.6,5.087463557,60,60,60,,
AFG ,2005,137.3,5.137724551,60,60,60,,
AFG ,2006,135,5.421285141,59,59,59,,
AFG ,2007,132.7,5.401424212,59,59,59,,
AFG ,2008,130.5,5.386710689,59,59,59,,
AFG ,2009,128.3,5.47759283,59,59,59,,
AFG ,2010,126.2,5.568843778,59,59,59,,
AFG ,2011,123.9,5.618594104,59,59,59,,
AFG ,2012,121.6,5.723764706,59,59,59,,
ALB ,1955,165.7,1.675039167,0,0,0,,
ALB ,1956,157.3,1.628000828,0,0,0,,
ALB ,1957,148.9,1.557949791,0,0,0,,
ALB ,1958,140.5,1.54609461,0,0,0,,
ALB ,1959,132.2,1.445526143,0,0,0,,
ALB ,1960,123.8,1.260606061,0,0,0,,
ALB ,1961,120.3,1.012155626,0,0,0,,
ALB ,1962,141.5,1.218871176,0,0,0,,
ALB ,1963,141.2,1.25404157,0,0,0,,
ALB ,1964,128.8,1.139294243,0,0,0,,
ALB ,1965,139.2,1.240914969,0,0,0,,
ALB ,1966,144.9,1.326012354,0,0,0,,
ALB ,1967,150.7,1.463331714,0,0,0,,
ALB ,1968,156.4,1.520882968,0,0,0,,
ALB ,1969,162.2,1.609908658,0,0,0,,
ALB ,1970,167.9,1.725693731,0,0,0,,
ALB ,1971,163,1.732079282,0,0,0,,
ALB ,1972,143.6,1.62436376,0,0,0,,
ALB ,1973,138.6,1.621454056,0,0,0,,
ALB ,1974,133.6,1.618949537,0,0,0,,
ALB ,1975,128.6,1.591659964,0,0,0,,
ALB ,1976,131.7,1.566872918,0,0,0,,
ALB ,1977,126.5,1.560199741,0,0,0,,
ALB ,1978,113.7,1.499472296,0,0,0,,
ALB ,1979,120.2,1.656603253,0,0,0,,
ALB ,1980,100.6,1.469733479,0,0,0,,
ALB ,1981,99.3,1.531635803,0,0,0,,
ALB ,1982,82.1,1.341883833,0,0,0,,
ALB ,1983,82.7,1.405423786,0,0,0,,
ALB ,1984,65.7,1.154271666,0,0,0,,
ALB ,1985,61.7,1.109653065,0,0,0,,
ALB ,1986,66.6,1.262998103,0,0,0,,
ALB ,1987,59.1,1.156103286,0,0,0,,
ALB ,1988,54.9,1.104955681,0,0,0,,
ALB ,1989,46.8,1.000535046,0,0,0,,
ALB ,1990,44.3,0.984,0,0,0,,
ALB ,1991,50.7,1.141537075,0,0,0,,
ALB ,1992,53.2,1.287373004,0,0,0,,
ALB ,1993,54.3,1.33218842,0,0,0,,
ALB ,1994,60.3,1.509386733,0,0,0,,
ALB ,1995,50.5,1.308798756,0,0,0,,
ALB ,1996,43.3,1.150378939,3,3,0,,
ALB ,1997,38.2,1.100777426,7,7,4,,
ALB ,1998,27.9,0.833557247,7,7,4,,
ALB ,1999,22.6,0.693689544,7,7,4,,
ALB ,2000,22.6,0.701830593,7,7,4,,
ALB ,2001,23.9,0.779810519,7,7,4,,
ALB ,2002,18.8,0.636672326,7,7,4,,
ALB ,2003,17.1,0.606082037,7,7,4,,
ALB ,2004,15,0.54664723,7,7,4,,
ALB ,2005,14.7,0.551646707,7,7,4,,
ALB ,2006,13.8,0.553413655,7,7,4,,
ALB ,2007,12.2,0.497660224,7,7,4,,
ALB ,2008,13.1,0.541477507,7,7,4,,
ALB ,2009,14.1,0.600938967,7,7,4,,
ALB ,2010,15.1,0.666813769,7,7,4,,
ALB ,2011,14.6,0.662585034,4,4,4,,
ALB ,2012,14.1,0.664470588,0,0,0,,
ALG ,1963,137.5,1.220909575,35.5,35,35.5,,
ALG ,1964,133.8,1.183603078,35.5,35,35.5,,
ALG ,1965,130.2,1.161189638,35.5,35,35.5,,
ALG ,1966,126.6,1.158544955,35.5,35,35.5,,
ALG ,1967,123,1.194560466,35.5,35,35.5,,
ALG ,1968,119.4,1.160694316,35.5,35,35.5,,
ALG ,1969,115.7,1.149126291,31.5,31,31.5,,
ALG ,1970,112.1,1.152312436,27.5,27,27.5,,
ALG ,1971,108.5,1.153089962,23.5,23,23.5,,
ALG ,1972,104.9,1.186404253,19.5,19,19.5,,
ALG ,1973,101.3,1.184652278,15.5,15,15.5,,
ALG ,1974,97.7,1.183134428,11.5,11,11.5,,
ALG ,1975,94,1.163521624,7.5,7,7.5,,
ALG ,1976,90.4,1.075797239,3.5,3,3.5,,
ALG ,1977,86.8,1.070094322,0,0,0,,
ALG ,1978,83.2,1.097361478,0,0,0,,
ALG ,1979,79.6,1.096774194,0,0,0,,
ALG ,1980,75.9,1.10901789,0,0,0,,
ALG ,1981,72.3,1.116049383,0,0,0,,
ALG ,1982,68.7,1.122457316,0,0,0,,
ALG ,1983,65.1,1.106520446,0,0,0,,
ALG ,1984,61.5,1.079462639,0,0,0,,
ALG ,1985,57.9,1.039906525,0,0,0,,
ALG ,1986,54.2,1.029032258,0,0,0,,
ALG ,1987,50.6,0.990023474,0,0,0,,
ALG ,1988,47.4,0.9544722,0,0,0,,
ALG ,1989,44.3,0.947672552,0,0,0,,
ALG ,1990,44.5,0.987777778,0,0,0,,
ALG ,1991,42.5,0.958079784,4,4,4,,
ALG ,1992,41.6,1.006047412,8,8,8,,
ALG ,1993,42.9,1.051275761,12,12,12,,
ALG ,1994,40.9,1.02252816,16,16,16,,
ALG ,1995,39.4,1.021122198,20,20,20,,
ALG ,1996,38.8,1.031777689,24,24,24,,
ALG ,1997,41.9,1.206737691,28,28,28,,
ALG ,1998,38.1,1.138080311,32,32,32,,
ALG ,1999,40.9,1.255949639,34,34,34,,
ALG ,2000,38.5,1.195470059,36,36,36,,
ALG ,2001,40,1.305782424,38,38,38,,
ALG ,2002,35.8,1.214601019,40,40,40,,
ALG ,2003,35.5,1.254950495,42,42,42,,
ALG ,2004,32.7,1.191690962,43,43,43,,
ALG ,2005,32.9,1.232035928,43,43,43,,
ALG ,2006,29,1.164658635,39,39,39,,
ALG ,2007,27.8,1.130010173,35,35,35,,
ALG ,2008,26.7,1.102765167,31,31,31,,
ALG ,2009,26,1.107554417,27,27,27,,
ALG ,2010,25.2,1.110767873,23,23,23,,
ALG ,2011,24.3,1.100680272,19,19,19,,
ALG ,2012,23.4,1.101647059,15,15,15,,
ANG ,1976,159.3,1.895644931,47,47,47,,
ANG ,1977,155.5,1.917514333,48,48,48,,
ANG ,1978,156.1,2.059762533,49,49,49,,
ANG ,1979,155.9,2.14846981,50,50,50,,
ANG ,1980,155.6,2.272362176,51,51,51,,
ANG ,1981,156.2,2.410030864,52,52,52,,
ANG ,1982,156,2.548484601,53,53,53,,
ANG ,1983,155.8,2.648984103,54,54,54,,
ANG ,1984,156,2.738607428,55,55,55,,
ANG ,1985,156.1,2.80532087,56,56,56,,
ANG ,1986,156,2.960151803,57,57,57,,
ANG ,1987,156.1,3.054186229,58,58,58,,
ANG ,1988,156.2,3.145850121,59,59,59,,
ANG ,1989,156.3,3.344034243,60,60,60,,
ANG ,1990,156.4,3.474888889,60,60,60,,
ANG ,1991,156.5,3.5280595,60,60,60,,
ANG ,1992,156.7,3.791243348,60,60,60,,
ANG ,1993,156.9,3.849852797,60,60,60,,
ANG ,1994,157.1,3.933416771,60,60,60,,
ANG ,1995,141.2,3.658934819,58,58,57,,
ANG ,1996,126.8,3.37242388,56,56,54,,
ANG ,1997,113.8,3.276130147,54,54,51,,
ANG ,1998,102,3.044334975,54,54,51,,
ANG ,1999,105.3,3.23414709,54,54,51,,
ANG ,2000,108.7,3.372944462,53,53,50,,
ANG ,2001,110.4,3.606337798,53,53,50,,
ANG ,2002,112,3.804074703,53,53,50,,
ANG ,2003,104.7,3.702263084,49,49,46,,
ANG ,2004,97.9,3.568877551,45,45,42,,
ANG ,2005,96.2,3.59992515,41,41,38,,
ANG ,2006,94.4,3.791164659,37,37,34,,
ANG ,2007,92.5,3.765208545,33,33,30,,
ANG ,2008,90.7,3.742468015,29,29,26,,
ANG ,2009,88.9,3.794280837,25,25,22,,
ANG ,2010,87.2,3.845984113,23,23,21,,
ANG ,2011,85.3,3.867573696,21,21,20,,
ANG ,2012,83.5,3.930823529,19,19,19,,
ARG ,1955,62,0.626674079,0,0,0,,
ARG ,1956,57,0.589817881,0,0,0,,
ARG ,1957,68,0.711297071,0,0,0,,
ARG ,1958,61,0.671067107,0,0,0,,
ARG ,1959,59,0.645373004,0,0,0,,
ARG ,1960,62,0.631525337,0,0,0,,
ARG ,1961,59,0.496319664,0,0,0,,
ARG ,1962,59,0.508401551,0,0,0,,
ARG ,1963,62,0.550719488,0,0,0,,
ARG ,1964,58,0.512956576,0,0,0,,
ARG ,1965,57,0.508315869,0,0,0,,
ARG ,1966,53,0.485014871,3,3,0,,
ARG ,1967,55,0.534239922,3,3,0,,
ARG ,1968,60,0.583458939,3,3,0,,
ARG ,1969,52,0.516282764,3,3,0,,
ARG ,1970,59,0.606372045,3,3,0,,
ARG ,1971,62,0.65890855,3,3,0,,
ARG ,1972,57,0.644723448,3,3,0,,
ARG ,1973,55,0.643387729,3,3,0,,
ARG ,1974,49,0.593687527,3,3,0,,
ARG ,1975,43,0.532079441,3,3,0,,
ARG ,1976,46,0.547358401,6,6,1.5,,
ARG ,1977,44,0.542506627,7.5,6,3,,
ARG ,1978,40,0.527704486,9,6,4.5,,
ARG ,1979,36,0.496277916,10,6,5.5,,
ARG ,1980,32.3,0.471412924,11,6,6.5,,
ARG ,1981,32.1,0.494753086,8,3,6.5,,
ARG ,1982,29.8,0.486888326,8,3,6.5,,
ARG ,1983,29.3,0.49834226,8,3,6.5,,
ARG ,1984,29.2,0.513302309,8,3,6.5,,
ARG ,1985,26,0.467553478,8,3,6.5,,
ARG ,1986,26.7,0.5056926,8,3,6.5,,
ARG ,1987,25.7,0.5021518,8,3,6.5,,
ARG ,1988,25.3,0.510475423,8,3,6.5,,
ARG ,1989,24.7,0.529266988,8,3,6.5,,
ARG ,1990,25.1,0.558666667,8,3,6.5,,
ARG ,1991,24.8,0.558034708,5,0,5,,
ARG ,1992,22.8,0.550314465,3.5,0,3.5,,
ARG ,1993,22.4,0.550049068,2,0,2,,
ARG ,1994,21.6,0.540425532,1,0,1,,
ARG ,1995,21.4,0.555397175,0,0,0,,
ARG ,1996,20.7,0.550458716,0,0,0,,
ARG ,1997,20.1,0.579326231,0,0,0,,
ARG ,1998,18.5,0.553216898,0,0,0,,
ARG ,1999,18.9,0.579149394,0,0,0,,
ARG ,2000,18.1,0.560347502,0,0,0,,
ARG ,2001,17.5,0.573015355,0,0,0,,
ARG ,2002,17.1,0.578947368,0,0,0,,
ARG ,2003,16.3,0.575671853,0,0,0,,
ARG ,2004,14.4,0.525874636,0,0,0,,
ARG ,2005,12.9,0.481287425,0,0,0,,
ARG ,2006,12.5,0.501606426,0,0,0,,
ARG ,2007,12.1,0.493591048,0,0,0,,
ARG ,2008,11.8,0.486174164,0,0,0,,
ARG ,2009,11.4,0.488262911,0,0,0,,
ARG ,2010,11.1,0.490291262,0,0,0,,
ARG ,2011,10.8,0.490249433,0,0,0,,
ARG ,2012,10.5,0.495058824,0,0,0,,
ARM ,1992,33.7,0.814465409,0,0,0,,
ARM ,1993,29.6,0.725220805,0,0,0,,
ARM ,1994,25.7,0.642052566,0,0,0,,
ARM ,1995,25.3,0.654399378,2,2,0,,
ARM ,1996,28,0.744315915,5,5,0,,
ARM ,1997,26.7,0.769363663,5,5,0,,
ARM ,1998,25.3,0.754440961,5,5,0,,
ARM ,1999,27.3,0.838323353,5,5,0,,
ARM ,2000,27.7,0.85913745,5,5,0,,
ARM ,2001,27,0.883371447,5,5,0,,
ARM ,2002,26,0.884210526,5,5,0,,
ARM ,2003,25.1,0.887199434,5,5,0,,
ARM ,2004,24.2,0.881924198,5,5,0,,
ARM ,2005,23.3,0.871257485,5,5,0,,
ARM ,2006,22.5,0.902409639,5,5,0,,
ARM ,2007,21.7,0.882604273,5,5,0,,
ARM ,2008,20.9,0.864217912,5,5,0,,
ARM ,2009,20.2,0.862569356,5,5,0,,
ARM ,2010,19.5,0.86054722,3,3,0,,
ARM ,2011,18.9,0.854875283,0,0,0,,
ARM ,2012,18.2,0.856941177,0,0,0,,
AUL ,1955,22,0.222469298,0,0,0,,
AUL ,1956,21.7,0.224751656,0,0,0,,
AUL ,1957,21.4,0.223953975,0,0,0,,
AUL ,1958,20.5,0.225412541,0,0,0,,
AUL ,1959,21.5,0.235615839,0,0,0,,
AUL ,1960,20.2,0.205347594,0,0,0,,
AUL ,1961,19.5,0.164037855,0,0,0,,
AUL ,1962,20.4,0.175786299,0,0,0,,
AUL ,1963,19.6,0.174098419,0,0,0,,
AUL ,1964,19.1,0.168921907,0,0,0,,
AUL ,1965,18.5,0.164979712,0,0,0,,
AUL ,1966,18.7,0.171127888,0,0,0,,
AUL ,1967,18.3,0.177756192,0,0,0,,
AUL ,1968,17.8,0.173092819,0,0,0,,
AUL ,1969,17.9,0.177720413,0,0,0,,
AUL ,1970,17.9,0.183967112,0,0,0,,
AUL ,1971,17.3,0.183856741,0,0,0,,
AUL ,1972,16.7,0.188892659,0,0,0,,
AUL ,1973,16.5,0.193016319,0,0,0,,
AUL ,1974,16.1,0.195068759,0,0,0,,
AUL ,1975,14.3,0.176947349,0,0,0,,
AUL ,1976,13.8,0.16420752,0,0,0,,
AUL ,1977,12.5,0.154121201,0,0,0,,
AUL ,1978,12.2,0.160949868,0,0,0,,
AUL ,1979,11.4,0.157154673,0,0,0,,
AUL ,1980,10.7,0.156261409,0,0,0,,
AUL ,1981,10,0.154320988,0,0,0,,
AUL ,1982,10.3,0.168286905,0,0,0,,
AUL ,1983,9.6,0.163223667,0,0,0,,
AUL ,1984,9.2,0.161559399,0,0,0,,
AUL ,1985,10,0.179759123,0,0,0,,
AUL ,1986,8.9,0.168880455,0,0,0,,
AUL ,1987,8.7,0.169600939,0,0,0,,
AUL ,1988,8.7,0.174456084,0,0,0,,
AUL ,1989,8,0.171856608,0,0,0,,
AUL ,1990,8.3,0.185111111,0,0,0,,
AUL ,1991,7.1,0.158891143,0,0,0,,
AUL ,1992,7.1,0.170778907,0,0,0,,
AUL ,1993,6.1,0.14892051,0,0,0,,
AUL ,1994,5.8,0.145932416,0,0,0,,
AUL ,1995,5.6,0.145652456,0,0,0,,
AUL ,1996,5.7,0.15184151,0,0,0,,
AUL ,1997,5.3,0.152605816,0,0,0,,
AUL ,1998,5,0.148977459,0,0,0,,
AUL ,1999,5.6,0.172884999,0,0,0,,
AUL ,2000,5.2,0.160409556,0,0,0,,
AUL ,2001,5.3,0.171839268,0,0,0,,
AUL ,2002,5.1,0.172495756,0,0,0,,
AUL ,2003,4.8,0.168670439,0,0,0,,
AUL ,2004,4.7,0.170553936,0,0,0,,
AUL ,2005,5.1,0.188997006,0,0,0,,
AUL ,2006,5,0.199598394,0,0,0,,
AUL ,2007,4.9,0.199389624,0,0,0,,
AUL ,2008,4.8,0.19892695,0,0,0,,
AUL ,2009,4.8,0.202731541,0,0,0,,
AUL ,2010,4.7,0.206090027,0,0,0,,
AUL ,2011,4.6,0.209070295,0,0,0,,
AUL ,2012,4.6,0.214117647,0,0,0,,
AUS ,1955,45.6,0.460908677,0,0,0,,
AUS ,1956,43.3,0.448054636,0,0,0,,
AUS ,1957,44.2,0.462343096,0,0,0,,
AUS ,1958,40.7,0.447744775,0,0,0,,
AUS ,1959,39.8,0.435353314,0,0,0,,
AUS ,1960,37.5,0.38197097,0,0,0,,
AUS ,1961,32.7,0.275078864,0,0,0,,
AUS ,1962,32.8,0.282636795,0,0,0,,
AUS ,1963,31.3,0.278024516,0,0,0,,
AUS ,1964,29.2,0.258247104,0,0,0,,
AUS ,1965,28.3,0.25237437,0,0,0,,
AUS ,1966,28.1,0.257149394,0,0,0,,
AUS ,1967,26.4,0.256435163,0,0,0,,
AUS ,1968,25.5,0.247970049,0,0,0,,
AUS ,1969,25.4,0.252184273,0,0,0,,
AUS ,1970,25.9,0.26618705,0,0,0,,
AUS ,1971,26.1,0.277379244,0,0,0,,
AUS ,1972,25.2,0.28503563,0,0,0,,
AUS ,1973,23.8,0.278411417,0,0,0,,
AUS ,1974,23.5,0.284727691,0,0,0,,
AUS ,1975,20.5,0.25366578,0,0,0,,
AUS ,1976,18.2,0.216563541,0,0,0,,
AUS ,1977,16.8,0.207138894,0,0,0,,
AUS ,1978,15,0.197889182,0,0,0,,
AUS ,1979,14.7,0.202646816,0,0,0,,
AUS ,1980,14.3,0.208835341,0,0,0,,
AUS ,1981,12.7,0.195987654,0,0,0,,
AUS ,1982,12.8,0.209133241,0,0,0,,
AUS ,1983,11.9,0.202329338,0,0,0,,
AUS ,1984,11.4,0.200193169,0,0,0,,
AUS ,1985,11.2,0.201330218,0,0,0,,
AUS ,1986,10.3,0.19544592,0,0,0,,
AUS ,1987,9.8,0.19170579,0,0,0,,
AUS ,1988,8.1,0.163174859,0,0,0,,
AUS ,1989,8.3,0.177635099,0,0,0,,
AUS ,1990,7.8,0.173333333,0,0,0,,
AUS ,1991,7.6,0.171061528,0,0,0,,
AUS ,1992,7.5,0.181422351,0,0,0,,
AUS ,1993,6.5,0.158488714,0,0,0,,
AUS ,1994,6.1,0.153692115,0,0,0,,
AUS ,1995,5.3,0.137099909,0,0,0,,
AUS ,1996,5.1,0.135088419,0,0,0,,
AUS ,1997,4.6,0.132450331,0,0,0,,
AUS ,1998,4.8,0.144200627,0,0,0,,
AUS ,1999,4.3,0.131122371,0,0,0,,
AUS ,2000,4.8,0.149550109,0,0,0,,
AUS ,2001,4.7,0.154851356,0,0,0,,
AUS ,2002,4.7,0.160271647,0,0,0,,
AUS ,2003,4.7,0.166195191,0,0,0,,
AUS ,2004,4.7,0.171282799,0,0,0,,
AUS ,2005,4.7,0.174401198,0,0,0,,
AUS ,2006,4.6,0.184738956,0,0,0,,
AUS ,2007,4.5,0.18474059,0,0,0,,
AUS ,2008,4.5,0.184894759,0,0,0,,
AUS ,2009,4.4,0.188647034,0,0,0,,
AUS ,2010,4.4,0.192850839,0,0,0,,
AUS ,2011,4.3,0.195918367,0,0,0,,
AUS ,2012,4.3,0.200470588,0,0,0,,
AZE ,1992,76.1,1.840106434,4,4,4,,
AZE ,1993,84.1,2.062070658,8,8,7,,
AZE ,1994,75.4,1.887359199,12,12,10,,
AZE ,1995,69.2,1.793443048,16,16,12,,
AZE ,1996,59.5,1.582236405,18,18,14,,
AZE ,1997,59.5,1.714080046,20,20,16,,
AZE ,1998,47.8,1.425585908,20,20,16,,
AZE ,1999,45.6,1.400890527,20,20,16,,
AZE ,2000,45.6,1.416071983,20,20,16,,
AZE ,2001,47,1.53381248,20,20,16,,
AZE ,2002,46.6,1.58336163,20,20,16,,
AZE ,2003,41.9,1.482319661,20,20,16,,
AZE ,2004,44,1.602769679,20,20,16,,
AZE ,2005,32.5,1.217065868,20,20,16,,
AZE ,2006,36.3,1.458232932,18,18,14,,
AZE ,2007,32.9,1.339572737,16,16,12,,
AZE ,2008,31.9,1.314898886,12,12,9,,
AZE ,2009,32.2,1.373879642,8,8,6,,
AZE ,2010,31,1.368490733,4,4,4,,
AZE ,2011,29.9,1.354195011,2,2,2,,
AZE ,2012,28.8,1.353411765,0,0,0,,
BAH ,1972,64.4,0.728198168,0,0,0,,
BAH ,1973,61,0.71380944,0,0,0,,
BAH ,1974,58,0.702489853,0,0,0,,
BAH ,1975,54.9,0.67982429,0,0,0,,
BAH ,1976,51.9,0.617325083,0,0,0,,
BAH ,1977,48.8,0.601935762,0,0,0,,
BAH ,1978,45.8,0.603562005,0,0,0,,
BAH ,1979,43.5,0.600082713,0,0,0,,
BAH ,1980,41.3,0.60343191,0,0,0,,
BAH ,1981,38.7,0.596759259,0,0,0,,
BAH ,1982,36.8,0.60044114,0,0,0,,
BAH ,1983,34.9,0.593386041,0,0,0,,
BAH ,1984,33.2,0.582491878,0,0,0,,
BAH ,1985,31.7,0.569836419,0,0,0,,
BAH ,1986,30.1,0.571916509,0,0,0,,
BAH ,1987,29,0.566314554,0,0,0,,
BAH ,1988,27.7,0.557010475,0,0,0,,
BAH ,1989,26.3,0.563723917,0,0,0,,
BAH ,1990,25.1,0.556888889,0,0,0,,
BAH ,1991,24.1,0.542934415,0,0,0,,
BAH ,1992,23.1,0.558297049,0,0,0,,
BAH ,1993,21.8,0.533611384,0,0,0,,
BAH ,1994,20.6,0.514392991,0,0,0,,
BAH ,1995,19.7,0.510561099,0,0,0,,
BAH ,1996,18.9,0.503390507,0,0,0,,
BAH ,1997,18.2,0.522602937,0,0,0,,
BAH ,1998,18,0.538587849,0,0,0,,
BAH ,1999,16.3,0.501151543,0,0,0,,
BAH ,2000,15.7,0.486813528,0,0,0,,
BAH ,2001,15.3,0.498529892,0,0,0,,
BAH ,2002,15.1,0.513412564,0,0,0,,
BAH ,2003,14.6,0.514497878,0,0,0,,
BAH ,2004,14.1,0.512026239,0,0,0,,
BAH ,2005,13.2,0.494386228,0,0,0,,
BAH ,2006,12.4,0.498393574,0,0,0,,
BAH ,2007,11.3,0.458189217,0,0,0,,
BAH ,2008,11.3,0.468014858,0,0,0,,
BAH ,2009,11,0.470337175,0,0,0,,
BAH ,2010,10.7,0.471756399,0,0,0,,
BAH ,2011,10.4,0.473015873,0,0,0,,
BAH ,2012,10.2,0.48,0,0,0,,
BEL ,1955,40.7,0.411684439,0,0,0,,
BEL ,1956,39.4,0.407181291,0,0,0,,
BEL ,1957,35.9,0.37541841,0,0,0,,
BEL ,1958,31.3,0.344664466,0,0,0,,
BEL ,1959,30.4,0.331984249,0,0,0,,
BEL ,1960,31.2,0.317799847,0,0,0,,
BEL ,1961,28.1,0.236382755,0,0,0,,
BEL ,1962,27.5,0.236966825,0,0,0,,
BEL ,1963,27.2,0.241605969,0,0,0,,
BEL ,1964,25.3,0.223755196,0,0,0,,
BEL ,1965,23.7,0.211352388,0,0,0,,
BEL ,1966,24.7,0.226035232,0,0,0,,
BEL ,1967,22.9,0.222438077,0,0,0,,
BEL ,1968,21.7,0.21101765,0,0,0,,
BEL ,1969,21.2,0.210484512,0,0,0,,
BEL ,1970,21.1,0.216855087,0,0,0,,
BEL ,1971,20.4,0.216802168,0,0,0,,
BEL ,1972,18.8,0.212645628,0,0,0,,
BEL ,1973,17.7,0.207053869,0,0,0,,
BEL ,1974,17.4,0.210819652,0,0,0,,
BEL ,1975,16.1,0.199220442,0,0,0,,
BEL ,1976,15.3,0.182056164,0,0,0,,
BEL ,1977,13.6,0.167683867,0,0,0,,
BEL ,1978,13.3,0.175461741,0,0,0,,
BEL ,1979,12.3,0.169561621,0,0,0,,
BEL ,1980,12.1,0.176706827,0,0,0,,
BEL ,1981,11.5,0.177469136,0,0,0,,
BEL ,1982,11.1,0.181357732,0,0,0,,
BEL ,1983,10.5,0.178525886,0,0,0,,
BEL ,1984,10,0.175608043,0,0,0,,
BEL ,1985,9.8,0.17616394,0,0,0,,
BEL ,1986,9.6,0.182163188,0,0,0,,
BEL ,1987,9.7,0.189749609,0,0,0,,
BEL ,1988,9,0.181305399,0,0,0,,
BEL ,1989,8.7,0.186195827,0,0,0,,
BEL ,1990,8,0.177777778,0,0,0,,
BEL ,1991,7,0.157989633,0,0,0,,
BEL ,1992,6.9,0.165699081,0,0,0,,
BEL ,1993,6.6,0.162168793,0,0,0,,
BEL ,1994,6.2,0.153942428,0,0,0,,
BEL ,1995,5.9,0.151613321,0,0,0,,
BEL ,1996,5,0.133492887,0,0,0,,
BEL ,1997,5.4,0.155773107,0,0,0,,
BEL ,1998,5.1,0.15345574,0,0,0,,
BEL ,1999,4.9,0.150161216,0,0,0,,
BEL ,2000,5.1,0.157306857,0,0,0,,
BEL ,2001,5,0.163018621,0,0,0,,
BEL ,2002,4.9,0.16672326,0,0,0,,
BEL ,2003,4.8,0.170792079,0,0,0,,
BEL ,2004,4.8,0.174927114,0,0,0,,
BEL ,2005,4.7,0.175149701,0,0,0,,
BEL ,2006,4.6,0.185542169,0,0,0,,
BEL ,2007,4.6,0.185554425,0,0,0,,
BEL ,2008,4.5,0.185720182,0,0,0,,
BEL ,2009,4.4,0.18950064,0,0,0,,
BEL ,2010,4.4,0.193292145,0,0,0,,
BEL ,2011,4.3,0.196371882,0,0,0,,
BEL ,2012,4.3,0.201411765,0,0,0,,
BEN ,1961,189.9,1.597560463,0,0,0,,
BEN ,1962,187,1.611288238,0,0,0,,
BEN ,1963,184.1,1.634926275,3,3,0,,
BEN ,1964,181.1,1.601751128,5,5,0,,
BEN ,1965,178.2,1.588710037,8,8,0,,
BEN ,1966,176.2,1.612720201,8,8,0,,
BEN ,1967,174.3,1.693054881,8,8,0,,
BEN ,1968,172.4,1.676180289,8,8,0,,
BEN ,1969,170.4,1.692017474,8,8,0,,
BEN ,1970,168.5,1.731551901,8,8,0,,
BEN ,1971,166.5,1.769063181,8,8,0,,
BEN ,1972,164.4,1.859857482,9,9,0,,
BEN ,1973,162.4,1.899748494,9,9,0,,
BEN ,1974,160.4,1.942933301,9,9,0,,
BEN ,1975,158.3,1.959042257,9,9,0,,
BEN ,1976,156.2,1.858757734,9,9,0,,
BEN ,1977,154.1,1.900006165,9,9,0,,
BEN ,1978,152,2.005013193,6,6,0,,
