SFTGCODE,SFTGNAME,YEAR,CNSIMR,XXXCIMR
ITA,Italy,2014,3.3,0.1687484068
IVO,Cote d'Ivoire,1961,157.5,1.3340955285
IVO,Cote d'Ivoire,1962,156.1,1.347435676
IVO,Cote d'Ivoire,1963,154.6,1.4163727152
IVO,Cote d'Ivoire,1964,153.1,1.4215021818
IVO,Cote d'Ivoire,1965,151.6,1.3640984123
IVO,Cote d'Ivoire,1966,150.2,1.4240197241
IVO,Cote d'Ivoire,1967,148.7,1.4914744233
IVO,Cote d'Ivoire,1968,147.2,1.4710496078
IVO,Cote d'Ivoire,1969,145.8,1.4590590591
IVO,Cote d'Ivoire,1970,144.3,1.4929125711
IVO,Cote d'Ivoire,1971,142.8,1.53470879
IVO,Cote d'Ivoire,1972,141.3,1.5986879312
IVO,Cote d'Ivoire,1973,139.9,1.6361934842
IVO,Cote d'Ivoire,1974,138.4,1.6768643606
IVO,Cote d'Ivoire,1975,136.9,1.6943636701
IVO,Cote d'Ivoire,1976,134.7,1.6158829175
IVO,Cote d'Ivoire,1977,132.5,1.6335614327
IVO,Cote d'Ivoire,1978,130.3,1.7191292876
IVO,Cote d'Ivoire,1979,128.2,1.7667493797
IVO,Cote d'Ivoire,1980,126.1,1.8408178167
IVO,Cote d'Ivoire,1981,124.0,1.913117284
IVO,Cote d'Ivoire,1982,121.9,1.9919941181
IVO,Cote d'Ivoire,1983,119.9,2.0389356457
IVO,Cote d'Ivoire,1984,118.0,2.0712968654
IVO,Cote d'Ivoire,1985,116.0,2.0853779096
IVO,Cote d'Ivoire,1986,113.9,2.1537443268
IVO,Cote d'Ivoire,1987,111.8,2.1735665695
IVO,Cote d'Ivoire,1988,109.9,2.2051590886
IVO,Cote d'Ivoire,1989,108.0,2.3107544141
IVO,Cote d'Ivoire,1990,106.2,2.3606666667
IVO,Cote d'Ivoire,1991,103.6,2.3263748597
IVO,Cote d'Ivoire,1992,101.3,2.450411224
IVO,Cote d'Ivoire,1993,99.2,2.4344946026
IVO,Cote d'Ivoire,1994,97.4,2.4382978723
IVO,Cote d'Ivoire,1995,95.7,2.4672680412
IVO,Cote d'Ivoire,1996,94.0,2.4754379033
IVO,Cote d'Ivoire,1997,92.0,2.5862844295
IVO,Cote d'Ivoire,1998,89.8,2.6623203438
IVO,Cote d'Ivoire,1999,87.5,2.6866267465
IVO,Cote d'Ivoire,2000,85.1,2.6397766056
IVO,Cote d'Ivoire,2001,83.1,2.7147990853
IVO,Cote d'Ivoire,2002,81.1,2.7544991511
IVO,Cote d'Ivoire,2003,79.2,2.7991513437
IVO,Cote d'Ivoire,2004,77.2,2.8141399417
IVO,Cote d'Ivoire,2005,75.4,2.8203592814
IVO,Cote d'Ivoire,2006,73.4,2.9481927711
IVO,Cote d'Ivoire,2007,71.6,2.9114954222
IVO,Cote d'Ivoire,2008,69.8,2.8790755262
IVO,Cote d'Ivoire,2009,68.1,2.9048228767
IVO,Cote d'Ivoire,2010,66.4,2.9315975287
IVO,Cote d'Ivoire,2011,64.8,2.9512528474
IVO,Cote d'Ivoire,2012,63.2,2.9853566368
IVO,Cote d'Ivoire,2013,61.7,3.0232900221
IVO,Cote d'Ivoire,2014,60.2,3.0670405302
JAM,Jamaica,1963,48.2,0.4414311237
JAM,Jamaica,1964,47.0,0.4360783586
JAM,Jamaica,1965,45.8,0.4116403544
JAM,Jamaica,1966,44.7,0.4237826561
JAM,Jamaica,1967,43.6,0.4376128385
JAM,Jamaica,1968,42.6,0.4252385472
JAM,Jamaica,1969,41.5,0.4153153153
JAM,Jamaica,1970,40.4,0.4182100362
JAM,Jamaica,1971,39.5,0.4239200516
JAM,Jamaica,1972,38.5,0.435018663
JAM,Jamaica,1973,37.5,0.4384394923
JAM,Jamaica,1974,36.5,0.4422366269
JAM,Jamaica,1975,35.5,0.4395223659
JAM,Jamaica,1976,33.8,0.405950096
JAM,Jamaica,1977,32.2,0.3966463227
JAM,Jamaica,1978,31.6,0.4167546174
JAM,Jamaica,1979,31.0,0.4276261373
JAM,Jamaica,1980,30.5,0.4446878423
JAM,Jamaica,1981,29.4,0.4538580247
JAM,Jamaica,1982,30.5,0.4983253002
JAM,Jamaica,1983,29.8,0.5073535663
JAM,Jamaica,1984,29.3,0.5136535253
JAM,Jamaica,1985,28.6,0.5144243731
JAM,Jamaica,1986,28.0,0.5298789713
JAM,Jamaica,1987,27.4,0.532750243
JAM,Jamaica,1988,26.8,0.5383920506
JAM,Jamaica,1989,26.3,0.5617977528
JAM,Jamaica,1990,25.7,0.5713333333
JAM,Jamaica,1991,24.8,0.5562289562
JAM,Jamaica,1992,23.9,0.5783744557
JAM,Jamaica,1993,23.1,0.5664867517
JAM,Jamaica,1994,22.3,0.5576971214
JAM,Jamaica,1995,21.6,0.5554123711
JAM,Jamaica,1996,20.8,0.548926643
JAM,Jamaica,1997,20.2,0.5671725689
JAM,Jamaica,1998,19.6,0.5799377686
JAM,Jamaica,1999,19.0,0.5831414095
JAM,Jamaica,2000,18.5,0.5733788396
JAM,Jamaica,2001,18.0,0.5877164325
JAM,Jamaica,2002,17.6,0.5969439728
JAM,Jamaica,2003,17.2,0.6085572843
JAM,Jamaica,2004,16.9,0.6144314869
JAM,Jamaica,2005,16.5,0.6175149701
JAM,Jamaica,2006,16.2,0.6493975904
JAM,Jamaica,2007,15.9,0.6453713123
JAM,Jamaica,2008,15.6,0.6425918283
JAM,Jamaica,2009,15.2,0.6495945369
JAM,Jamaica,2010,14.9,0.6579876434
JAM,Jamaica,2011,14.6,0.6651480638
JAM,Jamaica,2012,14.3,0.6754841757
JAM,Jamaica,2013,14.0,0.6854621231
JAM,Jamaica,2014,13.7,0.6979352536
JOR,Jordan,1955,126.0,1.2730580684
JOR,Jordan,1956,123.0,1.269631617
JOR,Jordan,1957,120.1,1.2561715481
JOR,Jordan,1958,117.2,1.3043962159
JOR,Jordan,1959,114.3,1.2442145385
JOR,Jordan,1960,111.3,1.1340972753
JOR,Jordan,1961,108.6,0.9192920054
JOR,Jordan,1962,105.8,0.9132274219
JOR,Jordan,1963,103.0,0.9436987494
JOR,Jordan,1964,100.2,0.9301828985
JOR,Jordan,1965,97.4,0.8761750551
JOR,Jordan,1966,95.2,0.9031340382
JOR,Jordan,1967,92.2,0.9243731194
JOR,Jordan,1968,89.6,0.8949393016
JOR,Jordan,1969,86.9,0.8698698699
JOR,Jordan,1970,89.1,0.9214692188
JOR,Jordan,1971,82.3,0.8838383838
JOR,Jordan,1972,79.4,0.8984277797
JOR,Jordan,1973,77.0,0.9007428204
JOR,Jordan,1974,74.6,0.9034954868
JOR,Jordan,1975,72.1,0.8925323269
JOR,Jordan,1976,69.9,0.8388915547
JOR,Jordan,1977,67.7,0.8349670181
JOR,Jordan,1978,65.5,0.8642480211
JOR,Jordan,1979,63.3,0.8724841467
JOR,Jordan,1980,61.5,0.8981380066
JOR,Jordan,1981,59.7,0.9214506173
JOR,Jordan,1982,57.9,0.9463279144
JOR,Jordan,1983,56.1,0.9543483805
JOR,Jordan,1984,54.3,0.9542541048
JOR,Jordan,1985,52.6,0.9445492945
JOR,Jordan,1986,50.8,0.9599092284
JOR,Jordan,1987,49.0,0.9519922255
JOR,Jordan,1988,47.2,0.9473050286
JOR,Jordan,1989,45.4,0.9716425896
JOR,Jordan,1990,43.6,0.9691111111
JOR,Jordan,1991,41.8,0.9387205387
JOR,Jordan,1992,40.0,0.9683115627
JOR,Jordan,1993,38.2,0.9381746811
JOR,Jordan,1994,36.5,0.9123904881
JOR,Jordan,1995,35.1,0.9051546392
JOR,Jordan,1996,33.9,0.8916106941
JOR,Jordan,1997,32.6,0.9168071951
JOR,Jordan,1998,31.4,0.931397244
JOR,Jordan,1999,30.3,0.9298326424
JOR,Jordan,2000,29.2,0.9053676699
JOR,Jordan,2001,28.1,0.918327344
JOR,Jordan,2002,27.1,0.9198641766
JOR,Jordan,2003,26.1,0.9229137199
JOR,Jordan,2004,25.1,0.916180758
JOR,Jordan,2005,23.8,0.8914670659
JOR,Jordan,2006,22.6,0.9064257028
JOR,Jordan,2007,21.4,0.8699898271
JOR,Jordan,2008,20.3,0.8357408172
JOR,Jordan,2009,19.2,0.8186086214
JOR,Jordan,2010,18.2,0.8018534863
JOR,Jordan,2011,17.5,0.7986332574
JOR,Jordan,2012,16.9,0.798771847
JOR,Jordan,2013,16.3,0.7997058102
JOR,Jordan,2014,15.7,0.8019372929
JPN,Japan,1955,39.8,0.4022843281
JPN,Japan,1956,40.6,0.4189454133
JPN,Japan,1957,40.0,0.4184100418
JPN,Japan,1958,34.5,0.3839732888
JPN,Japan,1959,33.7,0.3670024503
JPN,Japan,1960,30.7,0.3127069009
JPN,Japan,1961,28.6,0.2422086721
JPN,Japan,1962,26.4,0.2279399068
JPN,Japan,1963,23.2,0.2125612717
JPN,Japan,1964,20.4,0.1893974561
JPN,Japan,1965,18.5,0.1664192866
JPN,Japan,1966,19.3,0.1830164525
JPN,Japan,1967,14.9,0.149448345
JPN,Japan,1968,15.3,0.1528700604
JPN,Japan,1969,14.2,0.1421421421
JPN,Japan,1970,13.1,0.1355406105
JPN,Japan,1971,12.4,0.1332473673
JPN,Japan,1972,11.7,0.1323379708
JPN,Japan,1973,11.3,0.1321869334
JPN,Japan,1974,10.8,0.1308535773
JPN,Japan,1975,10.0,0.1237394048
JPN,Japan,1976,9.3,0.1115642994
JPN,Japan,1977,8.9,0.109734295
JPN,Japan,1978,8.4,0.110817942
JPN,Japan,1979,7.9,0.1089054315
JPN,Japan,1980,7.5,0.1095290252
JPN,Japan,1981,7.1,0.1095679012
JPN,Japan,1982,6.6,0.1078343273
JPN,Japan,1983,6.2,0.1054152852
JPN,Japan,1984,6.0,0.1053648257
JPN,Japan,1985,5.5,0.0988586322
JPN,Japan,1986,5.2,0.0983358548
JPN,Japan,1987,5.0,0.0971817298
JPN,Japan,1988,4.8,0.0963565191
JPN,Japan,1989,4.6,0.0984483681
JPN,Japan,1990,4.6,0.1013333333
JPN,Japan,1991,4.5,0.1016835017
JPN,Japan,1992,4.5,0.1090953072
JPN,Japan,1993,4.4,0.1086849853
JPN,Japan,1994,4.4,0.1091364205
JPN,Japan,1995,4.1,0.1054123711
JPN,Japan,1996,3.8,0.1008823917
JPN,Japan,1997,3.8,0.1053962901
JPN,Japan,1998,3.7,0.1087568529
JPN,Japan,1999,3.5,0.1071702748
JPN,Japan,2000,3.3,0.1033198883
JPN,Japan,2001,3.1,0.1022541653
JPN,Japan,2002,3.0,0.101188455
JPN,Japan,2003,2.9,0.103960396
JPN,Japan,2004,2.8,0.1020408163
JPN,Japan,2005,2.8,0.1062874251
JPN,Japan,2006,2.7,0.1084337349
JPN,Japan,2007,2.6,0.104577823
JPN,Japan,2008,2.5,0.1048287247
JPN,Japan,2009,2.4,0.1011523688
JPN,Japan,2010,2.3,0.1015004413
JPN,Japan,2011,2.3,0.1029612756
JPN,Japan,2012,2.2,0.104393009
JPN,Japan,2013,2.2,0.1063986271
JPN,Japan,2014,2.1,0.1085903645
KEN,Kenya,1964,127.0,1.1792776901
KEN,Kenya,1965,124.9,1.1238249449
KEN,Kenya,1966,122.6,1.1628656773
KEN,Kenya,1967,120.4,1.2073219659
KEN,Kenya,1968,118.1,1.1803966628
KEN,Kenya,1969,116.0,1.1607607608
KEN,Kenya,1970,113.8,1.1776513192
KEN,Kenya,1971,111.3,1.1962174941
KEN,Kenya,1972,108.9,1.2314217849
KEN,Kenya,1973,106.5,1.245598643
KEN,Kenya,1974,104.1,1.2616465742
KEN,Kenya,1975,98.4,1.2171007857
KEN,Kenya,1976,92.9,1.1144433781
KEN,Kenya,1977,87.7,1.0818075334
KEN,Kenya,1978,82.9,1.0931398417
KEN,Kenya,1979,78.2,1.0774744968
KEN,Kenya,1980,73.8,1.0774735305
KEN,Kenya,1981,69.7,1.075
KEN,Kenya,1982,65.8,1.0744220243
KEN,Kenya,1983,62.1,1.0558530987
KEN,Kenya,1984,58.7,1.0306436035
KEN,Kenya,1985,59.5,1.069111171
KEN,Kenya,1986,60.4,1.1414523449
KEN,Kenya,1987,61.4,1.1931972789
KEN,Kenya,1988,62.6,1.2574525745
KEN,Kenya,1989,63.7,1.3641519529
KEN,Kenya,1990,65.2,1.448
KEN,Kenya,1991,66.8,1.5003367003
KEN,Kenya,1992,68.7,1.660619255
KEN,Kenya,1993,70.7,1.7338076546
KEN,Kenya,1994,72.6,1.8170212766
KEN,Kenya,1995,73.9,1.9051546392
KEN,Kenya,1996,74.7,1.9683919399
KEN,Kenya,1997,75.1,2.1098931984
KEN,Kenya,1998,75.2,2.2269965921
KEN,Kenya,1999,72.3,2.2192538001
KEN,Kenya,2000,69.4,2.152342538
KEN,Kenya,2001,66.5,2.1715125776
KEN,Kenya,2002,63.8,2.1650254669
KEN,Kenya,2003,61.2,2.1647807638
KEN,Kenya,2004,58.8,2.1432215743
KEN,Kenya,2005,56.8,2.126497006
KEN,Kenya,2006,54.8,2.2
KEN,Kenya,2007,52.8,2.1497456765
KEN,Kenya,2008,51.0,2.1027651671
KEN,Kenya,2009,48.9,2.085787452
KEN,Kenya,2010,46.9,2.0684024713
KEN,Kenya,2011,45.2,2.0592255125
KEN,Kenya,2012,43.6,2.0599905527
KEN,Kenya,2013,42.2,2.0681539593
KEN,Kenya,2014,40.7,2.0754524599
KOS,Kosovo,2008,46.4,1.9153941395
KOS,Kosovo,2009,45.1,1.9257362356
KOS,Kosovo,2010,43.9,1.9364518976
KOS,Kosovo,2011,42.3,1.9261958998
KOS,Kosovo,2012,40.7,1.924421351
KOS,Kosovo,2013,39.3,1.9244912969
KOS,Kosovo,2014,37.8,1.9281162376
KUW,Kuwait,1963,71.0,0.6505107884
KUW,Kuwait,1964,65.3,0.6065360691
KUW,Kuwait,1965,59.7,0.5367696667
KUW,Kuwait,1966,54.0,0.5120667583
KUW,Kuwait,1967,50.0,0.5015045135
KUW,Kuwait,1968,46.0,0.4596093321
KUW,Kuwait,1969,44.0,0.4404404404
KUW,Kuwait,1970,42.0,0.4345576824
KUW,Kuwait,1971,40.0,0.4298302171
KUW,Kuwait,1972,38.0,0.4298156317
KUW,Kuwait,1973,44.0,0.5147101831
KUW,Kuwait,1974,44.0,0.5331071667
KUW,Kuwait,1975,39.0,0.4825836788
KUW,Kuwait,1976,34.0,0.4078694818
KUW,Kuwait,1977,39.0,0.4808581468
KUW,Kuwait,1978,32.0,0.4221635884
KUW,Kuwait,1979,31.0,0.4273504274
KUW,Kuwait,1980,28.0,0.4089083607
KUW,Kuwait,1981,24.0,0.3703703704
KUW,Kuwait,1982,23.0,0.375786292
KUW,Kuwait,1983,19.0,0.3230468418
KUW,Kuwait,1984,18.0,0.3160944771
KUW,Kuwait,1985,19.4,0.349060843
KUW,Kuwait,1986,16.5,0.3110816944
KUW,Kuwait,1987,16.5,0.3206997085
KUW,Kuwait,1988,16.5,0.33162702
KUW,Kuwait,1989,14.8,0.3165329053
KUW,Kuwait,1990,14.4,0.3193333333
KUW,Kuwait,1991,13.8,0.3090909091
KUW,Kuwait,1992,11.7,0.2835026609
KUW,Kuwait,1993,11.9,0.2917075564
KUW,Kuwait,1994,12.3,0.3066332916
KUW,Kuwait,1995,11.6,0.299742268
KUW,Kuwait,1996,12.1,0.3179244041
KUW,Kuwait,1997,12.1,0.3409218662
KUW,Kuwait,1998,12.4,0.367165506
KUW,Kuwait,1999,11.7,0.3592814371
KUW,Kuwait,2000,11.3,0.3496742166
KUW,Kuwait,2001,11.1,0.3626265926
KUW,Kuwait,2002,10.5,0.3548387097
KUW,Kuwait,2003,10.1,0.3567892504
KUW,Kuwait,2004,10.5,0.3837463557
KUW,Kuwait,2005,9.7,0.3622754491
KUW,Kuwait,2006,10.3,0.4140562249
KUW,Kuwait,2007,9.9,0.402034588
KUW,Kuwait,2008,9.9,0.408997111
KUW,Kuwait,2009,9.0,0.3854033291
KUW,Kuwait,2010,8.3,0.3645189762
KUW,Kuwait,2011,8.1,0.3676537585
KUW,Kuwait,2012,7.9,0.3717524799
KUW,Kuwait,2013,7.7,0.3765628831
KUW,Kuwait,2014,7.5,0.3828702524
KYR,Kyrgyzstan,1992,58.1,1.4042089985
KYR,Kyrgyzstan,1993,58.1,1.4244357213
KYR,Kyrgyzstan,1994,55.3,1.3842302879
KYR,Kyrgyzstan,1995,57.0,1.4690721649
KYR,Kyrgyzstan,1996,48.4,1.2756486237
KYR,Kyrgyzstan,1997,52.3,1.4685216414
KYR,Kyrgyzstan,1998,50.2,1.4885168173
KYR,Kyrgyzstan,1999,43.1,1.3238139106
KYR,Kyrgyzstan,2000,41.9,1.3003412969
KYR,Kyrgyzstan,2001,41.4,1.3528258739
KYR,Kyrgyzstan,2002,41.3,1.40237691
KYR,Kyrgyzstan,2003,40.7,1.4381188119
KYR,Kyrgyzstan,2004,39.4,1.4365889213
KYR,Kyrgyzstan,2005,37.7,1.4098053892
KYR,Kyrgyzstan,2006,38.5,1.5465863454
KYR,Kyrgyzstan,2007,36.4,1.479145473
KYR,Kyrgyzstan,2008,35.4,1.4593479158
KYR,Kyrgyzstan,2009,34.2,1.4575330773
KYR,Kyrgyzstan,2010,33.0,1.4558693733
KYR,Kyrgyzstan,2011,31.9,1.4514806378
KYR,Kyrgyzstan,2012,30.8,1.4539442607
KYR,Kyrgyzstan,2013,29.7,1.4577102231
KYR,Kyrgyzstan,2014,28.7,1.4636757583
KZK,Kazakhstan,1992,46.6,1.1282051282
KZK,Kazakhstan,1993,50.6,1.2411678116
KZK,Kazakhstan,1994,49.8,1.2470588235
KZK,Kazakhstan,1995,48.3,1.2456185567
KZK,Kazakhstan,1996,45.1,1.1889898591
KZK,Kazakhstan,1997,44.3,1.2462057336
KZK,Kazakhstan,1998,38.9,1.1518743518
KZK,Kazakhstan,1999,39.1,1.2015968064
KZK,Kazakhstan,2000,35.1,1.0890474713
KZK,Kazakhstan,2001,34.8,1.135576609
KZK,Kazakhstan,2002,36.2,1.2285229202
KZK,Kazakhstan,2003,33.4,1.1799858557
KZK,Kazakhstan,2004,33.0,1.2022594752
KZK,Kazakhstan,2005,32.3,1.2084580838
KZK,Kazakhstan,2006,29.6,1.1875502008
KZK,Kazakhstan,2007,28.4,1.1548321465
KZK,Kazakhstan,2008,27.8,1.1456871647
KZK,Kazakhstan,2009,25.4,1.0845070423
KZK,Kazakhstan,2010,24.6,1.0856134157
KZK,Kazakhstan,2011,23.8,1.0851936219
KZK,Kazakhstan,2012,23.1,1.0892772792
KZK,Kazakhstan,2013,22.3,1.0943858789
KZK,Kazakhstan,2014,21.6,1.1017078766
LAO,Laos,1955,160.0,1.6172234295
LAO,Laos,1956,159.0,1.6406975544
LAO,Laos,1957,158.0,1.6527196653
LAO,Laos,1958,157.0,1.7473567056
LAO,Laos,1959,156.0,1.6988837463
LAO,Laos,1960,155.0,1.5788133435
LAO,Laos,1961,154.0,1.304200542
LAO,Laos,1962,153.0,1.3210153687
LAO,Laos,1963,152.0,1.3926428146
LAO,Laos,1964,151.0,1.4019125429
LAO,Laos,1965,150.0,1.3493455674
LAO,Laos,1966,149.0,1.4129249443
LAO,Laos,1967,148.0,1.4844533601
LAO,Laos,1968,147.0,1.4687515612
LAO,Laos,1969,146.0,1.4614614615
LAO,Laos,1970,145.0,1.5002586653
LAO,Laos,1971,143.5,1.5420159037
LAO,Laos,1972,142.0,1.6061531501
LAO,Laos,1973,140.5,1.6435631982
LAO,Laos,1974,139.0,1.6841340038
LAO,Laos,1975,137.5,1.7014168162
LAO,Laos,1976,136.0,1.6314779271
LAO,Laos,1977,134.5,1.6583441218
LAO,Laos,1978,133.0,1.7546174142
LAO,Laos,1979,131.5,1.8127929418
LAO,Laos,1980,130.0,1.8985031033
LAO,Laos,1981,129.0,1.9907407407
LAO,Laos,1982,128.0,2.0913324075
LAO,Laos,1983,127.0,2.1593131004
LAO,Laos,1984,126.0,2.2126613399
LAO,Laos,1985,125.0,2.2467870945
LAO,Laos,1986,123.0,2.32602118
LAO,Laos,1987,120.9,2.3498542274
LAO,Laos,1988,118.9,2.3868312757
LAO,Laos,1989,116.9,2.5018726592
LAO,Laos,1990,114.8,2.5511111111
LAO,Laos,1991,112.8,2.531986532
LAO,Laos,1992,110.8,2.6802128689
LAO,Laos,1993,108.7,2.6668302257
LAO,Laos,1994,106.7,2.6708385482
LAO,Laos,1995,104.7,2.6989690722
LAO,Laos,1996,100.6,2.6505992361
LAO,Laos,1997,96.7,2.7178189994
LAO,Laos,1998,92.9,2.7532967847
LAO,Laos,1999,89.3,2.7409795793
LAO,Laos,2000,85.8,2.6608749612
LAO,Laos,2001,82.4,2.691604051
LAO,Laos,2002,79.1,2.6872665535
LAO,Laos,2003,76.0,2.6881188119
LAO,Laos,2004,73.0,2.6610787172
LAO,Laos,2005,70.1,2.625
LAO,Laos,2006,68.3,2.7409638554
LAO,Laos,2007,66.4,2.7027466938
LAO,Laos,2008,64.6,2.6673545192
LAO,Laos,2009,62.9,2.6841655997
LAO,Laos,2010,61.2,2.700353045
LAO,Laos,2011,59.5,2.7088838269
LAO,Laos,2012,57.8,2.7288615966
LAO,Laos,2013,56.1,2.7521451336
LAO,Laos,2014,54.5,2.7800152944
LAT,Latvia,1992,19.1,0.461780358
LAT,Latvia,1993,15.1,0.3692345437
LAT,Latvia,1994,15.2,0.3802252816
LAT,Latvia,1995,19.5,0.5028350515
LAT,Latvia,1996,15.3,0.4022125642
LAT,Latvia,1997,12.8,0.3589094997
LAT,Latvia,1998,14.8,0.438879834
LAT,Latvia,1999,11.6,0.3562106556
LAT,Latvia,2000,10.6,0.3288861309
LAT,Latvia,2001,10.9,0.3551127083
LAT,Latvia,2002,9.9,0.3375212224
LAT,Latvia,2003,9.8,0.3465346535
LAT,Latvia,2004,9.7,0.3534985423
LAT,Latvia,2005,9.6,0.3574101796
LAT,Latvia,2006,9.4,0.375502008
LAT,Latvia,2007,9.2,0.3727365209
LAT,Latvia,2008,9.0,0.3697895171
LAT,Latvia,2009,8.8,0.3743064447
LAT,Latvia,2010,8.6,0.379082083
LAT,Latvia,2011,8.4,0.3835990888
LAT,Latvia,2012,8.2,0.3892300425
LAT,Latvia,2013,8.1,0.3961755332
LAT,Latvia,2014,7.9,0.4032628091
LBR,Liberia,1955,182.3,1.8428260979
LBR,Liberia,1956,181.6,1.874109999
LBR,Liberia,1957,180.9,1.8926778243
LBR,Liberia,1958,180.2,2.0060100167
LBR,Liberia,1959,179.6,1.9553498503
LBR,Liberia,1960,178.9,1.8217468806
LBR,Liberia,1961,178.2,1.5090616531
LBR,Liberia,1962,177.5,1.5328958729
LBR,Liberia,1963,176.9,1.6206880755
LBR,Liberia,1964,176.2,1.636245474
LBR,Liberia,1965,175.6,1.5794539648
LBR,Liberia,1966,175.0,1.659096297
LBR,Liberia,1967,174.3,1.7485456369
LBR,Liberia,1968,173.7,1.7355248039
LBR,Liberia,1969,173.1,1.7325325325
LBR,Liberia,1970,172.5,1.7843766167
LBR,Liberia,1971,171.9,1.8466580701
LBR,Liberia,1972,171.3,1.9369980771
LBR,Liberia,1973,170.7,1.9962566532
LBR,Liberia,1974,170.0,2.0598533955
LBR,Liberia,1975,167.9,2.0774608674
LBR,Liberia,1976,165.9,1.9899232246
LBR,Liberia,1977,163.9,2.0202207016
LBR,Liberia,1978,161.9,2.1352242744
LBR,Liberia,1979,158.2,2.1804521643
LBR,Liberia,1980,154.6,2.2574662286
LBR,Liberia,1981,151.1,2.3311728395
LBR,Liberia,1982,147.6,2.4120578384
LBR,Liberia,1983,144.3,2.4529456771
LBR,Liberia,1984,142.2,2.4962683291
LBR,Liberia,1985,140.1,2.5178394895
LBR,Liberia,1986,138.0,2.6100605144
LBR,Liberia,1987,136.0,2.643537415
LBR,Liberia,1988,134.0,2.690354311
LBR,Liberia,1989,132.1,2.8267522739
LBR,Liberia,1990,235.3,5.2288888889
LBR,Liberia,1991,233.8,5.247362514
LBR,Liberia,1992,225.1,5.4460570876
LBR,Liberia,1993,229.3,5.625858685
LBR,Liberia,1994,230.8,5.7762202753
LBR,Liberia,1995,229.9,5.9244845361
LBR,Liberia,1996,229.4,6.0434610826
LBR,Liberia,1997,197.0,5.5362563238
LBR,Liberia,1998,169.8,5.0327455919
LBR,Liberia,1999,147.0,4.5125134347
LBR,Liberia,2000,126.0,3.9103319888
LBR,Liberia,2001,108.0,3.5266252859
LBR,Liberia,2002,92.3,3.1341256367
LBR,Liberia,2003,90.4,3.1948373409
LBR,Liberia,2004,88.0,3.208090379
LBR,Liberia,2005,85.5,3.1991017964
LBR,Liberia,2006,83.5,3.3550200803
LBR,Liberia,2007,81.8,3.3273652085
LBR,Liberia,2008,79.9,3.2955014445
LBR,Liberia,2009,78.1,3.3346137431
LBR,Liberia,2010,76.4,3.3729037952
LBR,Liberia,2011,74.5,3.3949886105
LBR,Liberia,2012,72.7,3.4345772319
LBR,Liberia,2013,70.9,3.4778131895
LBR,Liberia,2014,69.2,3.5274024981
LEB,Lebanon,1955,73.0,0.7378581897
LEB,Lebanon,1956,71.6,0.7387266536
LEB,Lebanon,1957,69.9,0.7310669456
LEB,Lebanon,1958,70.4,0.7831942126
LEB,Lebanon,1959,66.6,0.7252926763
LEB,Lebanon,1960,65.0,0.662083015
LEB,Lebanon,1961,63.4,0.5369241192
LEB,Lebanon,1962,61.9,0.5340183043
LEB,Lebanon,1963,60.2,0.5515598516
LEB,Lebanon,1964,58.6,0.5440534769
LEB,Lebanon,1965,57.0,0.5127513156
LEB,Lebanon,1966,55.4,0.5254373904
LEB,Lebanon,1967,53.8,0.5396188566
LEB,Lebanon,1968,52.2,0.5215566768
LEB,Lebanon,1969,50.8,0.5083083083
LEB,Lebanon,1970,49.0,0.5065700983
LEB,Lebanon,1971,47.6,0.5110681281
LEB,Lebanon,1972,46.2,0.5225653207
LEB,Lebanon,1973,44.9,0.5248874071
LEB,Lebanon,1974,43.6,0.5280184164
LEB,Lebanon,1975,42.3,0.5237889006
LEB,Lebanon,1976,41.1,0.4931621881
LEB,Lebanon,1977,39.9,0.4923247642
LEB,Lebanon,1978,38.8,0.5116094987
LEB,Lebanon,1979,37.7,0.5191618417
LEB,Lebanon,1980,36.6,0.5340635268
LEB,Lebanon,1981,35.5,0.5481481481
LEB,Lebanon,1982,34.5,0.5635160526
LEB,Lebanon,1983,33.5,0.5695825895
LEB,Lebanon,1984,32.5,0.5712529634
LEB,Lebanon,1985,31.6,0.5678080345
LEB,Lebanon,1986,30.7,0.5799924357
LEB,Lebanon,1987,29.8,0.5788143829
LEB,Lebanon,1988,28.9,0.5805480277
LEB,Lebanon,1989,28.1,0.6009630819
LEB,Lebanon,1990,27.3,0.606
LEB,Lebanon,1991,26.1,0.5849607183
LEB,Lebanon,1992,24.9,0.6023222061
LEB,Lebanon,1993,23.8,0.5836604514
LEB,Lebanon,1994,22.7,0.5692115144
LEB,Lebanon,1995,21.7,0.5597938144
LEB,Lebanon,1996,20.8,0.546819439
LEB,Lebanon,1997,19.8,0.5573355818
LEB,Lebanon,1998,19.0,0.5615646762
LEB,Lebanon,1999,18.1,0.555811454
LEB,Lebanon,2000,17.3,0.5367669873
LEB,Lebanon,2001,16.2,0.5302188827
LEB,Lebanon,2002,15.2,0.5174872666
LEB,Lebanon,2003,14.3,0.5056577086
LEB,Lebanon,2004,13.4,0.4890670554
LEB,Lebanon,2005,12.6,0.4715568862
LEB,Lebanon,2006,11.8,0.4746987952
LEB,Lebanon,2007,11.1,0.4512716175
LEB,Lebanon,2008,10.4,0.4296326868
LEB,Lebanon,2009,9.8,0.4169867691
LEB,Lebanon,2010,9.2,0.4042365402
LEB,Lebanon,2011,8.8,0.4004555809
LEB,Lebanon,2012,8.4,0.3982050071
LEB,Lebanon,2013,8.2,0.4020593283
LEB,Lebanon,2014,8.0,0.4068315065
