SFTGCODE,SFTGNAME,YEAR,CNSIMR,XXXCIMR
AFG,Afghanistan,1955,198.9,2.0103097994
AFG,Afghanistan,1956,198.3,2.0458157053
AFG,Afghanistan,1957,197.6,2.0671548117
AFG,Afghanistan,1958,197.0,2.1923205342
AFG,Afghanistan,1959,196.4,2.1384154642
AFG,Afghanistan,1960,195.7,1.9933791698
AFG,Afghanistan,1961,195.0,1.6517615176
AFG,Afghanistan,1962,194.4,1.6783802452
AFG,Afghanistan,1963,193.7,1.77497824
AFG,Afghanistan,1964,193.1,1.7924983753
AFG,Afghanistan,1965,192.4,1.7308505375
AFG,Afghanistan,1966,191.7,1.8182163008
AFG,Afghanistan,1967,191.1,1.9165496489
AFG,Afghanistan,1968,190.4,1.9025828046
AFG,Afghanistan,1969,189.8,1.8993993994
AFG,Afghanistan,1970,189.1,1.9564407656
AFG,Afghanistan,1971,188.4,2.0247152375
AFG,Afghanistan,1972,187.8,2.1237416582
AFG,Afghanistan,1973,187.1,2.1882201556
AFG,Afghanistan,1974,186.4,2.2583146544
AFG,Afghanistan,1975,185.7,2.2979644868
AFG,Afghanistan,1976,185.0,2.2196497121
AFG,Afghanistan,1977,184.3,2.2727328771
AFG,Afghanistan,1978,187.9,2.4787598945
AFG,Afghanistan,1979,191.5,2.6392335263
AFG,Afghanistan,1980,191.2,2.7921139102
AFG,Afghanistan,1981,190.9,2.9466049383
AFG,Afghanistan,1982,190.7,3.1155951311
AFG,Afghanistan,1983,190.4,3.237779478
AFG,Afghanistan,1984,187.3,3.2889630345
AFG,Afghanistan,1985,184.2,3.3106857194
AFG,Afghanistan,1986,181.1,3.4254916793
AFG,Afghanistan,1987,178.1,3.4621963071
AFG,Afghanistan,1988,174.6,3.504968383
AFG,Afghanistan,1989,171.1,3.6624933119
AFG,Afghanistan,1990,167.7,3.7273333333
AFG,Afghanistan,1991,164.4,3.6897867565
AFG,Afghanistan,1992,162.5,3.9296081277
AFG,Afghanistan,1993,160.5,3.9384200196
AFG,Afghanistan,1994,158.6,3.9707133917
AFG,Afghanistan,1995,156.8,4.0399484536
AFG,Afghanistan,1996,154.9,4.0800737521
AFG,Afghanistan,1997,152.8,4.2951096121
AFG,Afghanistan,1998,150.8,4.4679211735
AFG,Afghanistan,1999,148.8,4.5677875019
AFG,Afghanistan,2000,146.8,4.5532112938
AFG,Afghanistan,2001,144.8,4.7295001633
AFG,Afghanistan,2002,143.0,4.8567062818
AFG,Afghanistan,2003,141.3,4.9964639321
AFG,Afghanistan,2004,139.6,5.0874635569
AFG,Afghanistan,2005,137.3,5.1377245509
AFG,Afghanistan,2006,135.0,5.4212851406
AFG,Afghanistan,2007,132.7,5.4014242116
AFG,Afghanistan,2008,130.5,5.3867106892
AFG,Afghanistan,2009,128.3,5.4775928297
AFG,Afghanistan,2010,126.2,5.5688437776
AFG,Afghanistan,2011,123.9,5.644191344
AFG,Afghanistan,2012,121.6,5.7453944261
AFG,Afghanistan,2013,119.4,5.8548663888
AFG,Afghanistan,2014,117.2,5.9765485598
ALB,Albania,1955,165.7,1.6750391671
ALB,Albania,1956,157.3,1.6234650707
ALB,Albania,1957,148.9,1.5579497908
ALB,Albania,1958,140.5,1.564162493
ALB,Albania,1959,132.2,1.4391505581
ALB,Albania,1960,123.8,1.2606060606
ALB,Albania,1961,120.3,1.0189701897
ALB,Albania,1962,141.5,1.2212916595
ALB,Albania,1963,141.2,1.2935086353
ALB,Albania,1964,128.8,1.1959892303
ALB,Albania,1965,139.2,1.2517429047
ALB,Albania,1966,144.9,1.3740458015
ALB,Albania,1967,150.7,1.5110330993
ALB,Albania,1968,156.4,1.562671729
ALB,Albania,1969,162.2,1.6231231231
ALB,Albania,1970,167.9,1.7372995344
ALB,Albania,1971,163.0,1.7513432194
ALB,Albania,1972,143.6,1.6243637598
ALB,Albania,1973,138.6,1.6214540563
ALB,Albania,1974,133.6,1.6189495366
ALB,Albania,1975,128.6,1.5916599641
ALB,Albania,1976,131.7,1.5796545106
ALB,Albania,1977,126.5,1.5601997411
ALB,Albania,1978,113.7,1.4994722955
ALB,Albania,1979,120.2,1.6566032534
ALB,Albania,1980,100.6,1.4697334794
ALB,Albania,1981,99.3,1.5316358025
ALB,Albania,1982,82.1,1.341883833
ALB,Albania,1983,82.7,1.4054237864
ALB,Albania,1984,65.7,1.1542716656
ALB,Albania,1985,61.7,1.1095533387
ALB,Albania,1986,66.6,1.258698941
ALB,Albania,1987,59.1,1.1486880466
ALB,Albania,1988,54.9,1.1010739737
ALB,Albania,1989,46.8,1.0005350455
ALB,Albania,1990,44.3,0.984
ALB,Albania,1991,50.7,1.1369248036
ALB,Albania,1992,53.2,1.2873730044
ALB,Albania,1993,54.3,1.33218842
ALB,Albania,1994,60.3,1.5093867334
ALB,Albania,1995,50.5,1.3015463918
ALB,Albania,1996,43.3,1.139470565
ALB,Albania,1997,38.2,1.074480045
ALB,Albania,1998,27.9,0.8273818343
ALB,Albania,1999,22.6,0.693689544
ALB,Albania,2000,22.6,0.7018305926
ALB,Albania,2001,23.9,0.7798105194
ALB,Albania,2002,18.8,0.636672326
ALB,Albania,2003,17.1,0.6060820368
ALB,Albania,2004,15.0,0.5466472303
ALB,Albania,2005,14.7,0.5516467066
ALB,Albania,2006,13.8,0.5534136546
ALB,Albania,2007,12.2,0.4976602238
ALB,Albania,2008,13.1,0.5414775072
ALB,Albania,2009,14.1,0.6009389671
ALB,Albania,2010,15.1,0.6668137688
ALB,Albania,2011,14.6,0.6656036446
ALB,Albania,2012,14.1,0.6669815777
ALB,Albania,2013,13.7,0.6692816867
ALB,Albania,2014,13.2,0.6724445577
ALG,Algeria,1963,137.5,1.2593339136
ALG,Algeria,1964,133.8,1.2425030174
ALG,Algeria,1965,130.2,1.1713219089
ALG,Algeria,1966,126.6,1.2005120668
ALG,Algeria,1967,123.0,1.2335005015
ALG,Algeria,1968,119.4,1.1925863016
ALG,Algeria,1969,115.7,1.1585585586
ALG,Algeria,1970,112.1,1.1600620797
ALG,Algeria,1971,108.5,1.1659144638
ALG,Algeria,1972,104.9,1.1864042529
ALG,Algeria,1973,101.3,1.1846522782
ALG,Algeria,1974,97.7,1.1831344278
ALG,Algeria,1975,94.0,1.1635216235
ALG,Algeria,1976,90.4,1.0845729367
ALG,Algeria,1977,86.8,1.0700943222
ALG,Algeria,1978,83.2,1.0973614776
ALG,Algeria,1979,79.6,1.0967741935
ALG,Algeria,1980,75.9,1.1090178897
ALG,Algeria,1981,72.3,1.1160493827
ALG,Algeria,1982,68.7,1.1224573156
ALG,Algeria,1983,65.1,1.1065204455
ALG,Algeria,1984,61.5,1.0794626394
ALG,Algeria,1985,57.9,1.0398130673
ALG,Algeria,1986,54.2,1.0255295008
ALG,Algeria,1987,50.6,0.9836734694
ALG,Algeria,1988,47.4,0.9511191408
ALG,Algeria,1989,44.3,0.9476725522
ALG,Algeria,1990,44.5,0.9877777778
ALG,Algeria,1991,42.5,0.9542087542
ALG,Algeria,1992,41.6,1.0060474117
ALG,Algeria,1993,42.9,1.0512757605
ALG,Algeria,1994,40.9,1.0225281602
ALG,Algeria,1995,39.4,1.0154639175
ALG,Algeria,1996,38.8,1.0219939418
ALG,Algeria,1997,41.9,1.1779089376
ALG,Algeria,1998,38.1,1.1296488369
ALG,Algeria,1999,40.9,1.2559496392
ALG,Algeria,2000,38.5,1.195470059
ALG,Algeria,2001,40.0,1.305782424
ALG,Algeria,2002,35.8,1.2146010187
ALG,Algeria,2003,35.5,1.254950495
ALG,Algeria,2004,32.7,1.1916909621
ALG,Algeria,2005,32.9,1.2320359281
ALG,Algeria,2006,29.0,1.1646586345
ALG,Algeria,2007,27.8,1.1300101729
ALG,Algeria,2008,26.7,1.1027651671
ALG,Algeria,2009,26.0,1.1075544174
ALG,Algeria,2010,25.2,1.1107678729
ALG,Algeria,2011,24.3,1.1056947608
ALG,Algeria,2012,23.4,1.1058101086
ALG,Algeria,2013,22.6,1.1066437852
ALG,Algeria,2014,21.8,1.1093550854
ANG,Angola,1976,159.3,1.9111084453
ANG,Angola,1977,155.5,1.9175143333
ANG,Angola,1978,156.1,2.059762533
ANG,Angola,1979,155.9,2.1484698098
ANG,Angola,1980,155.6,2.272362176
ANG,Angola,1981,156.2,2.4100308642
ANG,Angola,1982,156.0,2.5484846009
ANG,Angola,1983,155.8,2.6489841027
ANG,Angola,1984,156.0,2.7386074282
ANG,Angola,1985,156.1,2.8050687517
ANG,Angola,1986,156.0,2.950075643
ANG,Angola,1987,156.1,3.0345966958
ANG,Angola,1988,156.2,3.1347987554
ANG,Angola,1989,156.3,3.3440342429
ANG,Angola,1990,156.4,3.4748888889
ANG,Angola,1991,156.5,3.5138047138
ANG,Angola,1992,156.7,3.7912433478
ANG,Angola,1993,156.9,3.8498527969
ANG,Angola,1994,157.1,3.933416771
ANG,Angola,1995,141.2,3.6386597938
ANG,Angola,1996,126.8,3.3404451468
ANG,Angola,1997,113.8,3.1978639685
ANG,Angola,1998,102.0,3.0217810046
ANG,Angola,1999,105.3,3.2341470904
ANG,Angola,2000,108.7,3.3729444617
ANG,Angola,2001,110.4,3.6063377981
ANG,Angola,2002,112.0,3.8040747029
ANG,Angola,2003,104.7,3.7022630835
ANG,Angola,2004,97.9,3.568877551
ANG,Angola,2005,96.2,3.5999251497
ANG,Angola,2006,94.4,3.7911646586
ANG,Angola,2007,92.5,3.7652085453
ANG,Angola,2008,90.7,3.7424680149
ANG,Angola,2009,88.9,3.7942808365
ANG,Angola,2010,87.2,3.845984113
ANG,Angola,2011,85.3,3.8851936219
ANG,Angola,2012,83.5,3.945677846
ANG,Angola,2013,81.8,4.0083353763
ANG,Angola,2014,80.0,4.0780015294
ARG,Argentina,1955,62.0,0.6266740789
ARG,Argentina,1956,57.0,0.588174595
ARG,Argentina,1957,68.0,0.7112970711
ARG,Argentina,1958,61.0,0.6789092933
ARG,Argentina,1959,59.0,0.6425265451
ARG,Argentina,1960,62.0,0.6315253374
ARG,Argentina,1961,59.0,0.4996612466
ARG,Argentina,1962,59.0,0.5094111552
ARG,Argentina,1963,62.0,0.5680516744
ARG,Argentina,1964,58.0,0.5384829635
ARG,Argentina,1965,57.0,0.5127513156
ARG,Argentina,1966,53.0,0.5025840406
ARG,Argentina,1967,55.0,0.5516549649
ARG,Argentina,1968,60.0,0.5994904331
ARG,Argentina,1969,52.0,0.5205205205
ARG,Argentina,1970,59.0,0.6104500776
ARG,Argentina,1971,62.0,0.6662368364
ARG,Argentina,1972,57.0,0.6447234476
ARG,Argentina,1973,55.0,0.6433877288
ARG,Argentina,1974,49.0,0.5936875265
ARG,Argentina,1975,43.0,0.5320794407
ARG,Argentina,1976,46.0,0.5518234165
ARG,Argentina,1977,44.0,0.5425066272
ARG,Argentina,1978,40.0,0.5277044855
ARG,Argentina,1979,36.0,0.4962779156
ARG,Argentina,1980,32.3,0.4714129244
ARG,Argentina,1981,32.1,0.4947530864
ARG,Argentina,1982,29.8,0.4868883261
ARG,Argentina,1983,29.3,0.4983422596
ARG,Argentina,1984,29.2,0.5133023092
ARG,Argentina,1985,26.0,0.4675114586
ARG,Argentina,1986,26.7,0.5039712557
ARG,Argentina,1987,25.7,0.498931001
ARG,Argentina,1988,25.3,0.5086821239
ARG,Argentina,1989,24.7,0.5292669877
ARG,Argentina,1990,25.1,0.5586666667
ARG,Argentina,1991,24.8,0.5557800224
ARG,Argentina,1992,22.8,0.5503144654
ARG,Argentina,1993,22.4,0.5500490677
ARG,Argentina,1994,21.6,0.5404255319
ARG,Argentina,1995,21.4,0.5523195876
ARG,Argentina,1996,20.7,0.545239036
ARG,Argentina,1997,20.1,0.5654862282
ARG,Argentina,1998,18.5,0.5491183879
ARG,Argentina,1999,18.9,0.5791493935
ARG,Argentina,2000,18.1,0.5603475023
ARG,Argentina,2001,17.5,0.5730153545
ARG,Argentina,2002,17.1,0.5789473684
ARG,Argentina,2003,16.3,0.5756718529
ARG,Argentina,2004,14.4,0.5258746356
ARG,Argentina,2005,12.9,0.4812874251
ARG,Argentina,2006,12.5,0.5016064257
ARG,Argentina,2007,12.1,0.4935910478
ARG,Argentina,2008,11.8,0.4861741643
ARG,Argentina,2009,11.4,0.4882629108
ARG,Argentina,2010,11.1,0.4902912621
ARG,Argentina,2011,10.8,0.4924829157
ARG,Argentina,2012,10.5,0.4969296174
ARG,Argentina,2013,10.2,0.5020838441
ARG,Argentina,2014,10.0,0.5077746622
ARM,Armenia,1992,34.0,0.8219641993
ARM,Armenia,1993,29.8,0.7313542689
ARM,Armenia,1994,24.8,0.6202753442
ARM,Armenia,1995,23.0,0.5930412371
ARM,Armenia,1996,25.8,0.6793098907
ARM,Armenia,1997,24.5,0.6874648679
ARM,Armenia,1998,21.9,0.6483923544
ARM,Armenia,1999,22.8,0.7010594196
ARM,Armenia,2000,21.0,0.6515668632
ARM,Armenia,2001,19.2,0.6282260699
ARM,Armenia,2002,17.9,0.6081494058
ARM,Armenia,2003,18.3,0.6474540311
ARM,Armenia,2004,19.0,0.6927842566
ARM,Armenia,2005,18.6,0.6946107784
ARM,Armenia,2006,17.6,0.70562249
ARM,Armenia,2007,17.1,0.6946083418
ARM,Armenia,2008,16.7,0.689640941
ARM,Armenia,2009,16.7,0.712761417
ARM,Armenia,2010,16.5,0.7272727273
ARM,Armenia,2011,15.5,0.7038724374
ARM,Armenia,2012,15.0,0.7061880019
ARM,Armenia,2013,14.5,0.708506987
ARM,Armenia,2014,14.0,0.7122100433
AUL,Australia,1955,22.0,0.222469298
AUL,Australia,1956,21.7,0.2241254772
AUL,Australia,1957,21.4,0.2239539749
AUL,Australia,1958,20.5,0.2280467446
AUL,Australia,1959,21.5,0.2345766403
AUL,Australia,1960,20.2,0.2053475936
AUL,Australia,1961,19.5,0.1651422764
AUL,Australia,1962,20.4,0.1761353825
AUL,Australia,1963,19.6,0.1795776261
AUL,Australia,1964,19.1,0.1773280104
AUL,Australia,1965,18.5,0.1664192866
AUL,Australia,1966,18.7,0.1773268219
AUL,Australia,1967,18.3,0.183550652
AUL,Australia,1968,17.8,0.1778488285
AUL,Australia,1969,17.9,0.1791791792
AUL,Australia,1970,17.9,0.1852043456
AUL,Australia,1971,17.3,0.1859015689
AUL,Australia,1972,16.7,0.1888926592
AUL,Australia,1973,16.5,0.1930163187
AUL,Australia,1974,16.1,0.1950687587
AUL,Australia,1975,14.3,0.1769473489
AUL,Australia,1976,13.8,0.165547025
AUL,Australia,1977,12.5,0.1541212009
AUL,Australia,1978,12.2,0.1609498681
AUL,Australia,1979,11.4,0.1571546733
AUL,Australia,1980,10.7,0.1562614093
AUL,Australia,1981,10.0,0.1543209877
AUL,Australia,1982,10.3,0.1682869047
AUL,Australia,1983,9.6,0.1632236674
AUL,Australia,1984,9.2,0.1615593994
AUL,Australia,1985,10.0,0.1797429676
AUL,Australia,1986,8.9,0.1683055976
AUL,Australia,1987,8.7,0.1685131195
AUL,Australia,1988,8.7,0.1738432199
AUL,Australia,1989,8.0,0.1718566078
AUL,Australia,1990,8.3,0.1851111111
AUL,Australia,1991,7.1,0.1582491582
AUL,Australia,1992,7.1,0.1707789066
AUL,Australia,1993,6.1,0.1489205103
AUL,Australia,1994,5.8,0.1459324155
AUL,Australia,1995,5.6,0.1448453608
AUL,Australia,1996,5.7,0.1504016858
AUL,Australia,1997,5.3,0.1489600899
AUL,Australia,1998,5.0,0.1478737591
AUL,Australia,1999,5.6,0.1728849992
AUL,Australia,2000,5.2,0.1604095563
AUL,Australia,2001,5.3,0.1718392682
AUL,Australia,2002,5.1,0.1724957555
AUL,Australia,2003,4.8,0.1686704385
AUL,Australia,2004,4.7,0.1705539359
AUL,Australia,2005,5.1,0.188997006
AUL,Australia,2006,5.0,0.1995983936
AUL,Australia,2007,4.9,0.1993896236
AUL,Australia,2008,4.8,0.1989269501
AUL,Australia,2009,4.8,0.2027315408
AUL,Australia,2010,4.7,0.2060900265
AUL,Australia,2011,4.6,0.210022779
AUL,Australia,2012,4.6,0.2149267832
AUL,Australia,2013,4.5,0.220151998
AUL,Australia,2014,4.4,0.2258475656
AUS,Austria,1955,45.6,0.4609086774
AUS,Austria,1956,43.3,0.4468063151
AUS,Austria,1957,44.2,0.4623430962
AUS,Austria,1958,40.7,0.4529771842
AUS,Austria,1959,39.8,0.4334331609
AUS,Austria,1960,37.5,0.3819709702
AUS,Austria,1961,32.7,0.2769308943
AUS,Austria,1962,32.8,0.283198066
AUS,Austria,1963,31.3,0.2867744743
AUS,Austria,1964,29.2,0.2710983196
AUS,Austria,1965,28.3,0.2545765304
AUS,Austria,1966,28.1,0.2664643687
AUS,Austria,1967,26.4,0.2647943831
AUS,Austria,1968,25.5,0.2547834341
AUS,Austria,1969,25.4,0.2542542543
AUS,Austria,1970,25.9,0.2679772375
AUS,Austria,1971,26.1,0.2804642166
AUS,Austria,1972,25.2,0.2850356295
AUS,Austria,1973,23.8,0.2784114172
AUS,Austria,1974,23.5,0.2847276913
AUS,Austria,1975,20.5,0.2536657799
AUS,Austria,1976,18.2,0.2183301344
AUS,Austria,1977,16.8,0.207138894
AUS,Austria,1978,15.0,0.1978891821
AUS,Austria,1979,14.7,0.2026468156
AUS,Austria,1980,14.3,0.2088353414
AUS,Austria,1981,12.7,0.1959876543
AUS,Austria,1982,12.8,0.2091332407
AUS,Austria,1983,11.9,0.2023293378
AUS,Austria,1984,11.4,0.2001931688
AUS,Austria,1985,11.2,0.2013121237
AUS,Austria,1986,10.3,0.1947806354
AUS,Austria,1987,9.8,0.1904761905
AUS,Austria,1988,8.1,0.162601626
AUS,Austria,1989,8.3,0.177635099
AUS,Austria,1990,7.8,0.1733333333
AUS,Austria,1991,7.6,0.1703703704
AUS,Austria,1992,7.5,0.1814223512
AUS,Austria,1993,6.5,0.1584887144
AUS,Austria,1994,6.1,0.1536921151
AUS,Austria,1995,5.3,0.1363402062
AUS,Austria,1996,5.1,0.1338074542
AUS,Austria,1997,4.6,0.1292861158
AUS,Austria,1998,4.8,0.1431323159
AUS,Austria,1999,4.3,0.1311223706
AUS,Austria,2000,4.8,0.1495501086
AUS,Austria,2001,4.7,0.1548513558
AUS,Austria,2002,4.7,0.1602716469
AUS,Austria,2003,4.7,0.1661951909
AUS,Austria,2004,4.7,0.1712827988
AUS,Austria,2005,4.7,0.1744011976
AUS,Austria,2006,4.6,0.1847389558
AUS,Austria,2007,4.5,0.18474059
AUS,Austria,2008,4.5,0.1848947586
AUS,Austria,2009,4.4,0.1886470337
AUS,Austria,2010,4.4,0.1928508385
AUS,Austria,2011,4.3,0.1968109339
AUS,Austria,2012,4.3,0.201228153
AUS,Austria,2013,4.2,0.2064231429
AUS,Austria,2014,4.2,0.2120825899
AZE,Azerbaijan,1992,76.1,1.8401064344
AZE,Azerbaijan,1993,84.1,2.0620706575
AZE,Azerbaijan,1994,75.4,1.887359199
AZE,Azerbaijan,1995,69.2,1.7835051546
AZE,Azerbaijan,1996,59.5,1.5672329777
AZE,Azerbaijan,1997,59.5,1.6731309725
AZE,Azerbaijan,1998,47.8,1.4150244481
AZE,Azerbaijan,1999,45.6,1.4008905266
AZE,Azerbaijan,2000,45.6,1.4160719826
AZE,Azerbaijan,2001,47.0,1.5338124796
AZE,Azerbaijan,2002,46.6,1.5833616299
AZE,Azerbaijan,2003,41.9,1.4823196605
AZE,Azerbaijan,2004,44.0,1.6027696793
AZE,Azerbaijan,2005,32.5,1.2170658683
AZE,Azerbaijan,2006,36.3,1.4582329317
AZE,Azerbaijan,2007,32.9,1.3395727365
AZE,Azerbaijan,2008,31.9,1.3148988857
AZE,Azerbaijan,2009,32.2,1.3738796415
AZE,Azerbaijan,2010,31.0,1.3684907326
AZE,Azerbaijan,2011,29.9,1.3603644647
AZE,Azerbaijan,2012,28.8,1.3585262163
AZE,Azerbaijan,2013,27.7,1.3576857073
AZE,Azerbaijan,2014,26.7,1.3596737191
BAH,Bahrain,1972,64.4,0.7281981676
BAH,Bahrain,1973,61.0,0.7138094403
BAH,Bahrain,1974,58.0,0.7024898528
BAH,Bahrain,1975,54.9,0.67982429
BAH,Bahrain,1976,51.9,0.6223608445
BAH,Bahrain,1977,48.8,0.6019357623
BAH,Bahrain,1978,45.8,0.6035620053
BAH,Bahrain,1979,43.5,0.600082713
BAH,Bahrain,1980,41.3,0.6034319095
BAH,Bahrain,1981,38.7,0.5967592593
BAH,Bahrain,1982,36.8,0.6004411404
BAH,Bahrain,1983,34.9,0.593386041
BAH,Bahrain,1984,33.2,0.5824918781
BAH,Bahrain,1985,31.7,0.5697852072
BAH,Bahrain,1986,30.1,0.5699697428
BAH,Bahrain,1987,29.0,0.5626822157
BAH,Bahrain,1988,27.7,0.5550536987
BAH,Bahrain,1989,26.3,0.5637239165
BAH,Bahrain,1990,25.1,0.5568888889
BAH,Bahrain,1991,24.1,0.5407407407
BAH,Bahrain,1992,23.1,0.5582970489
BAH,Bahrain,1993,21.8,0.5336113837
BAH,Bahrain,1994,20.6,0.5143929912
BAH,Bahrain,1995,19.7,0.5077319588
BAH,Bahrain,1996,18.9,0.4986171474
BAH,Bahrain,1997,18.2,0.5101180438
BAH,Bahrain,1998,18.0,0.5345977182
BAH,Bahrain,1999,16.3,0.5011515431
BAH,Bahrain,2000,15.7,0.4868135278
BAH,Bahrain,2001,15.3,0.4985298922
BAH,Bahrain,2002,15.1,0.5134125637
BAH,Bahrain,2003,14.6,0.5144978784
BAH,Bahrain,2004,14.1,0.5120262391
BAH,Bahrain,2005,13.2,0.4943862275
BAH,Bahrain,2006,12.4,0.4983935743
BAH,Bahrain,2007,11.3,0.4581892167
BAH,Bahrain,2008,11.3,0.4680148576
BAH,Bahrain,2009,11.0,0.4703371746
BAH,Bahrain,2010,10.7,0.4717563989
BAH,Bahrain,2011,10.4,0.4751708428
BAH,Bahrain,2012,10.2,0.4818138876
BAH,Bahrain,2013,9.9,0.4868840402
BAH,Bahrain,2014,9.7,0.4934998725
BEL,Belgium,1955,40.7,0.4116844393
BEL,Belgium,1956,39.4,0.4060468476
BEL,Belgium,1957,35.9,0.37541841
BEL,Belgium,1958,31.3,0.3486922649
BEL,Belgium,1959,30.4,0.3305200109
BEL,Belgium,1960,31.2,0.3177998472
BEL,Belgium,1961,28.1,0.2379742547
BEL,Belgium,1962,27.5,0.2374374029
BEL,Belgium,1963,27.2,0.2492097668
BEL,Belgium,1964,25.3,0.2348899824
BEL,Belgium,1965,23.7,0.2131965996
BEL,Belgium,1966,24.7,0.2342231283
BEL,Belgium,1967,22.9,0.2296890672
BEL,Belgium,1968,21.7,0.2168157066
BEL,Belgium,1969,21.2,0.2122122122
BEL,Belgium,1970,21.1,0.2183135023
BEL,Belgium,1971,20.4,0.2192134107
BEL,Belgium,1972,18.8,0.2126456283
BEL,Belgium,1973,17.7,0.2070538691
BEL,Belgium,1974,17.4,0.2108196523
BEL,Belgium,1975,16.1,0.1992204417
BEL,Belgium,1976,15.3,0.1835412668
BEL,Belgium,1977,13.6,0.1676838666
BEL,Belgium,1978,13.3,0.1754617414
BEL,Belgium,1979,12.3,0.1695616212
BEL,Belgium,1980,12.1,0.1767068273
BEL,Belgium,1981,11.5,0.1774691358
BEL,Belgium,1982,11.1,0.1813577322
BEL,Belgium,1983,10.5,0.1785258863
BEL,Belgium,1984,10.0,0.1756080428
BEL,Belgium,1985,9.8,0.1761481082
BEL,Belgium,1986,9.6,0.1815431165
BEL,Belgium,1987,9.7,0.1885325559
BEL,Belgium,1988,9.0,0.1806684734
BEL,Belgium,1989,8.7,0.1861958266
BEL,Belgium,1990,8.0,0.1777777778
BEL,Belgium,1991,7.0,0.1573512907
BEL,Belgium,1992,6.9,0.1656990808
BEL,Belgium,1993,6.6,0.1621687929
BEL,Belgium,1994,6.2,0.153942428
BEL,Belgium,1995,5.9,0.1507731959
BEL,Belgium,1996,5.0,0.1322270512
BEL,Belgium,1997,5.4,0.1520517144
BEL,Belgium,1998,5.1,0.1523188621
BEL,Belgium,1999,4.9,0.150161216
BEL,Belgium,2000,5.1,0.157306857
BEL,Belgium,2001,5.0,0.1630186214
BEL,Belgium,2002,4.9,0.1667232598
BEL,Belgium,2003,4.8,0.1707920792
BEL,Belgium,2004,4.8,0.1749271137
BEL,Belgium,2005,4.7,0.1751497006
BEL,Belgium,2006,4.6,0.1855421687
BEL,Belgium,2007,4.6,0.1855544252
BEL,Belgium,2008,4.5,0.1857201816
BEL,Belgium,2009,4.4,0.1895006402
BEL,Belgium,2010,4.4,0.1932921447
BEL,Belgium,2011,4.3,0.1972665148
BEL,Belgium,2012,4.3,0.2021728862
BEL,Belgium,2013,4.2,0.2074037754
BEL,Belgium,2014,4.2,0.2131022177
BEN,Benin,1961,189.9,1.6083163957
BEN,Benin,1962,187.0,1.6144879986
BEN,Benin,1963,184.1,1.686380503
BEN,Benin,1964,181.1,1.6814594745
BEN,Benin,1965,178.2,1.6025727522
BEN,Benin,1966,176.2,1.6711393485
BEN,Benin,1967,174.3,1.7482447342
BEN,Benin,1968,172.4,1.7222360993
BEN,Benin,1969,170.4,1.7059059059
BEN,Benin,1970,168.5,1.7431971029
BEN,Benin,1971,166.5,1.7887384483
BEN,Benin,1972,164.4,1.8598574822
BEN,Benin,1973,162.4,1.8997484939
BEN,Benin,1974,160.4,1.942933301
BEN,Benin,1975,158.3,1.959042257
BEN,Benin,1976,156.2,1.8739203455
BEN,Benin,1977,154.1,1.9000061648
BEN,Benin,1978,152.0,2.0050131926
BEN,Benin,1979,150.0,2.0672732286
BEN,Benin,1980,145.4,2.1236947791
BEN,Benin,1981,141.1,2.1766975309
BEN,Benin,1982,136.8,2.2354382812
BEN,Benin,1983,132.7,2.2558871036
BEN,Benin,1984,128.7,2.2595486873
BEN,Benin,1985,124.8,2.2424732632
BEN,Benin,1986,121.0,2.2876323752
BEN,Benin,1987,117.3,2.2796890185
BEN,Benin,1988,113.7,2.2828465322
BEN,Benin,1989,110.3,2.3599785982
BEN,Benin,1990,106.9,2.3764444444
BEN,Benin,1991,103.7,2.3283950617
BEN,Benin,1992,100.8,2.4373488147
BEN,Benin,1993,97.9,2.4021099117
BEN,Benin,1994,95.2,2.3832290363
BEN,Benin,1995,92.6,2.3871134021
BEN,Benin,1996,90.1,2.3729751087
BEN,Benin,1997,87.6,2.4623383924
BEN,Benin,1998,85.1,2.5230404504
BEN,Benin,1999,82.7,2.5392292338
BEN,Benin,2000,80.3,2.4902264971
BEN,Benin,2001,77.9,2.5439398889
BEN,Benin,2002,76.2,2.5857385399
BEN,Benin,2003,74.4,2.6322489392
BEN,Benin,2004,72.8,2.6512390671
BEN,Benin,2005,71.1,2.6613023952
BEN,Benin,2006,69.4,2.7879518072
BEN,Benin,2007,67.8,2.7584944049
BEN,Benin,2008,66.2,2.732150227
BEN,Benin,2009,64.6,2.7588561673
BEN,Benin,2010,63.1,2.7859664607
BEN,Benin,2011,61.6,2.8045558087
BEN,Benin,2012,60.0,2.8356164384
BEN,Benin,2013,58.5,2.8703113508
BEN,Benin,2014,57.1,2.9105276574
BFO,Burkina Faso,1961,196.2,1.6615853659
BFO,Burkina Faso,1962,192.9,1.6656017959
BFO,Burkina Faso,1963,189.7,1.7376883962
BFO,Burkina Faso,1964,186.5,1.7311298858
BFO,Burkina Faso,1965,183.3,1.6489002834
BFO,Burkina Faso,1966,179.8,1.7048029965
BFO,Burkina Faso,1967,176.3,1.7685055165
BFO,Burkina Faso,1968,172.9,1.7276315132
BFO,Burkina Faso,1969,169.6,1.6972972973
BFO,Burkina Faso,1970,166.3,1.7203310916
BFO,Burkina Faso,1971,162.7,1.7477971201
BFO,Burkina Faso,1972,159.1,1.799457075
BFO,Burkina Faso,1973,155.6,1.8202023747
BFO,Burkina Faso,1974,152.2,1.8438238323
BFO,Burkina Faso,1975,148.8,1.8416135618
