"sftgcode","year","imf.gdppc"
"FJI",1987,2.495
"FJI",1988,2.581
"FJI",1989,2.94
"FJI",1990,3.111
"FJI",1991,3.026
"FJI",1992,3.211
"FJI",1993,3.295
"FJI",1994,3.462
"FJI",1995,3.633
"FJI",1996,3.805
"FJI",1997,3.719
"FJI",1998,3.764
"FJI",1999,4.111
"FJI",2000,4.038
"FJI",2001,4.118
"FJI",2002,4.247
"FJI",2003,4.29
"FJI",2004,4.524
"FJI",2005,4.637
"FJI",2006,4.723
"FJI",2007,4.682
"FJI",2008,4.731
"FJI",2009,4.665
"FJI",2010,4.803
"FJI",2011,4.933
"FJI",2012,5.023
"FJI",2013,5.256
"FJI",2014,5.471
"FRN",1980,1126.612
"FRN",1981,1138.754
"FRN",1982,1167.32
"FRN",1983,1181.985
"FRN",1984,1200.004
"FRN",1985,1219.483
"FRN",1986,1248.156
"FRN",1987,1280.325
"FRN",1988,1340.935
"FRN",1989,1399.309
"FRN",1990,1440.085
"FRN",1991,1455.049
"FRN",1992,1478.325
"FRN",1993,1469.268
"FRN",1994,1503.728
"FRN",1995,1535.082
"FRN",1996,1556.389
"FRN",1997,1592.767
"FRN",1998,1649.409
"FRN",1999,1705.606
"FRN",2000,1771.701
"FRN",2001,1806.328
"FRN",2002,1826.531
"FRN",2003,1841.5
"FRN",2004,1892.812
"FRN",2005,1923.243
"FRN",2006,1968.919
"FRN",2007,2015.415
"FRN",2008,2019.351
"FRN",2009,1959.955
"FRN",2010,1998.481
"FRN",2011,2040.034
"FRN",2012,2046.855
"FRN",2013,2052.692
"FRN",2014,2060.11
"GAB",1980,2585.893
"GAB",1981,2482.457
"GAB",1982,2584.238
"GAB",1983,2635.923
"GAB",1984,2765.083
"GAB",1985,2925.458
"GAB",1986,2864.023
"GAB",1987,2422.964
"GAB",1988,2507.767
"GAB",1989,2894.73
"GAB",1990,3043.709
"GAB",1991,3230.092
"GAB",1992,3130.387
"GAB",1993,3253.929
"GAB",1994,3374.739
"GAB",1995,3542.594
"GAB",1996,3671.015
"GAB",1997,3881.671
"GAB",1998,4016.669
"GAB",1999,3657.451
"GAB",2000,3588.575
"GAB",2001,3665.716
"GAB",2002,3624.998
"GAB",2003,3686.656
"GAB",2004,3727.939
"GAB",2005,3698.621
"GAB",2006,3628.048
"GAB",2007,3857.805
"GAB",2008,3924.642
"GAB",2009,3835.193
"GAB",2010,4075.676
"GAB",2011,4358.442
"GAB",2012,4597.871
"GAB",2013,4855.428
"GAB",2014,5102.312
"GAM",1980,7.004
"GAM",1981,6.337
"GAM",1982,7.653
"GAM",1983,8.687
"GAM",1984,8.025
"GAM",1985,8.318
"GAM",1986,8.515
"GAM",1987,8.753
"GAM",1988,8.902
"GAM",1989,9.288
"GAM",1990,9.817
"GAM",1991,10.029
"GAM",1992,10.473
"GAM",1993,11.114
"GAM",1994,11.54
"GAM",1995,11.148
"GAM",1996,11.834
"GAM",1997,12.417
"GAM",1998,13.225
"GAM",1999,14.071
"GAM",2000,14.848
"GAM",2001,15.702
"GAM",2002,15.193
"GAM",2003,16.237
"GAM",2004,17.381
"GAM",2005,17.217
"GAM",2006,17.411
"GAM",2007,18.043
"GAM",2008,19.078
"GAM",2009,20.308
"GAM",2010,21.634
"GAM",2011,20.704
"GAM",2012,21.864
"GAM",2013,22.911
"GAM",2014,22.861
"GER",1990,1942.156
"GER",1991,2039.486
"GER",1992,2070.15
"GER",1993,2049.85
"GER",1994,2101.57
"GER",1995,2138.92
"GER",1996,2156.33
"GER",1997,2197.2
"GER",1998,2235.57
"GER",1999,2277.08
"GER",2000,2350.33
"GER",2001,2393.4
"GER",2002,2393.97
"GER",2003,2376.62
"GER",2004,2393.65
"GER",2005,2414.53
"GER",2006,2508.36
"GER",2007,2593.44
"GER",2008,2613.49
"GER",2009,2467.67
"GER",2010,2564.84
"GER",2011,2658.72
"GER",2012,2674.22
"GER",2013,2679.93
"GER",2014,2723
"GFR",1980,1547.188
"GFR",1981,1548.895
"GFR",1982,1536.687
"GFR",1983,1560.577
"GFR",1984,1604.681
"GFR",1985,1639.859
"GFR",1986,1679.501
"GFR",1987,1704.178
"GFR",1988,1767.84
"GFR",1989,1837.015
"GHA",1980,6.125
"GHA",1981,6.442
"GHA",1982,6.117
"GHA",1983,5.906
"GHA",1984,6.396
"GHA",1985,6.77
"GHA",1986,7.062
"GHA",1987,7.476
"GHA",1988,8.178
"GHA",1989,8.554
"GHA",1990,8.84
"GHA",1991,9.285
"GHA",1992,9.664
"GHA",1993,10.115
"GHA",1994,10.466
"GHA",1995,10.89
"GHA",1996,11.384
"GHA",1997,11.979
"GHA",1998,12.591
"GHA",1999,13.181
"GHA",2000,13.733
"GHA",2001,14.35
"GHA",2002,15.018
"GHA",2003,15.786
"GHA",2004,16.625
"GHA",2005,17.626
"GHA",2006,18.706
"GHA",2007,19.547
"GHA",2008,21.368
"GHA",2009,22.604
"GHA",2010,24.389
"GHA",2011,27.809
"GHA",2012,30.04
"GHA",2013,32.242
"GHA",2014,33.583
"GNB",1980,204.809
"GNB",1981,203.79
"GNB",1982,212.35
"GNB",1983,205.13
"GNB",1984,216.412
"GNB",1985,225.718
"GNB",1986,223.46
"GNB",1987,235.974
"GNB",1988,240.595
"GNB",1989,247.634
"GNB",1990,258.975
"GNB",1991,272.18
"GNB",1992,275.041
"GNB",1993,280.682
"GNB",1994,289.532
"GNB",1995,302.315
"GNB",1996,316.21
"GNB",1997,336.775
"GNB",1998,245.323
"GNB",1999,264.056
"GNB",2000,283.886
"GNB",2001,290.1
"GNB",2002,287.242
"GNB",2003,288.875
"GNB",2004,296.852
"GNB",2005,309.514
"GNB",2006,316.663
"GNB",2007,326.811
"GNB",2008,337.285
"GNB",2009,348.464
"GNB",2010,363.908
"GNB",2011,396.764
"GNB",2012,387.903
"GNB",2013,389.178
"GNB",2014,399.064
"GRC",1980,138.963
"GRC",1981,136.804
"GRC",1982,135.255
"GRC",1983,133.796
"GRC",1984,136.486
"GRC",1985,139.911
"GRC",1986,140.635
"GRC",1987,137.459
"GRC",1988,143.353
"GRC",1989,148.8
"GRC",1990,148.8
"GRC",1991,153.413
"GRC",1992,154.487
"GRC",1993,152.015
"GRC",1994,155.055
"GRC",1995,158.311
"GRC",1996,162.989
"GRC",1997,170.262
"GRC",1998,177.171
"GRC",1999,182.617
"GRC",2000,189.862
"GRC",2001,196.957
"GRC",2002,203.186
"GRC",2003,216.673
"GRC",2004,227.404
"GRC",2005,229.43
"GRC",2006,242.772
"GRC",2007,251.36
"GRC",2008,250.243
"GRC",2009,239.245
"GRC",2010,226.21
"GRC",2011,206.159
"GRC",2012,192.61
"GRC",2013,185.108
"GRC",2014,186.541
"GRG",1980,NA
"GRG",1981,NA
"GRG",1982,NA
"GRG",1983,NA
"GRG",1984,NA
"GRG",1985,NA
"GRG",1986,NA
"GRG",1987,NA
"GRG",1988,NA
"GRG",1989,NA
"GRG",1990,NA
"GRG",1991,NA
"GRG",1992,NA
"GRG",1993,NA
"GRG",1994,4.442
"GRG",1995,4.558
"GRG",1996,5.036
"GRG",1997,5.569
"GRG",1998,5.729
"GRG",1999,5.898
"GRG",2000,6.013
"GRG",2001,6.301
"GRG",2002,6.648
"GRG",2003,7.383
"GRG",2004,7.816
"GRG",2005,8.565
"GRG",2006,9.369
"GRG",2007,10.548
"GRG",2008,10.824
"GRG",2009,10.419
"GRG",2010,11.065
"GRG",2011,11.86
"GRG",2012,12.619
"GRG",2013,13.038
"GRG",2014,13.655
"GUA",1980,91.611
"GUA",1981,92.201
"GUA",1982,88.936
"GUA",1983,86.688
"GUA",1984,87.13
"GUA",1985,86.607
"GUA",1986,86.694
"GUA",1987,89.796
"GUA",1988,93.291
"GUA",1989,96.97
"GUA",1990,99.977
"GUA",1991,103.048
"GUA",1992,107.832
"GUA",1993,111.559
"GUA",1994,115.481
"GUA",1995,120.579
"GUA",1996,123.952
"GUA",1997,129.092
"GUA",1998,135.01
"GUA",1999,139.994
"GUA",2000,143.533
"GUA",2001,146.978
"GUA",2002,152.661
"GUA",2003,156.524
"GUA",2004,161.458
"GUA",2005,166.722
"GUA",2006,175.691
"GUA",2007,186.767
"GUA",2008,192.895
"GUA",2009,193.91
"GUA",2010,199.474
"GUA",2011,207.776
"GUA",2012,213.947
"GUA",2013,221.82
"GUA",2014,230.693
"GUI",1980,3091.668
"GUI",1981,3110.52
"GUI",1982,3166.509
"GUI",1983,3207.674
"GUI",1984,3252.582
"GUI",1985,3415.209
"GUI",1986,3521.56
"GUI",1987,3637.769
"GUI",1988,3867.244
"GUI",1989,4022.068
"GUI",1990,4195.984
"GUI",1991,4257.029
"GUI",1992,4396.34
"GUI",1993,4618.289
"GUI",1994,4803.051
"GUI",1995,5027.836
"GUI",1996,5287.115
"GUI",1997,5561.054
"GUI",1998,5816.034
"GUI",1999,6078.365
"GUI",2000,6253.719
"GUI",2001,6489.42
"GUI",2002,6759.832
"GUI",2003,6840.95
"GUI",2004,7001.036
"GUI",2005,7210.876
"GUI",2006,7390.912
"GUI",2007,7520.821
"GUI",2008,7892.119
"GUI",2009,7870.006
"GUI",2010,8022.386
"GUI",2011,8335.962
"GUI",2012,8653.87
"GUI",2013,8853.328
"GUI",2014,8888.552
"GUY",1980,211.013
"GUY",1981,212.199
"GUY",1982,193.348
"GUY",1983,171.12
"GUY",1984,174.771
"GUY",1985,175.41
"GUY",1986,174.999
"GUY",1987,174.771
"GUY",1988,164.319
"GUY",1989,156.194
"GUY",1990,151.493
"GUY",1991,160.621
"GUY",1992,173.082
"GUY",1993,187.278
"GUY",1994,203.162
"GUY",1995,213.432
"GUY",1996,230.411
"GUY",1997,244.661
"GUY",1998,240.485
"GUY",1999,247.665
"GUY",2000,244.333
"GUY",2001,249.856
"GUY",2002,252.728
"GUY",2003,251.08
"GUY",2004,255.012
"GUY",2005,250.06
"GUY",2006,262.88
"GUY",2007,281.335
"GUY",2008,286.896
"GUY",2009,296.417
"GUY",2010,309.373
"GUY",2011,326.194
"GUY",2012,341.905
"GUY",2013,359.758
"GUY",2014,373.531
"HAI",1980,13.146
"HAI",1981,13.285
"HAI",1982,12.913
"HAI",1983,12.72
"HAI",1984,12.745
"HAI",1985,12.842
"HAI",1986,12.877
"HAI",1987,12.821
"HAI",1988,12.893
"HAI",1989,12.747
"HAI",1990,12.691
"HAI",1991,12.851
"HAI",1992,12.562
"HAI",1993,11.943
"HAI",1994,10.558
"HAI",1995,11.603
"HAI",1996,12.083
"HAI",1997,12.41
"HAI",1998,12.681
"HAI",1999,13.025
"HAI",2000,13.138
"HAI",2001,13.001
"HAI",2002,12.968
"HAI",2003,13.015
"HAI",2004,12.557
"HAI",2005,12.783
"HAI",2006,13.071
"HAI",2007,13.508
"HAI",2008,13.622
"HAI",2009,14.042
"HAI",2010,13.27
"HAI",2011,14.003
"HAI",2012,14.407
"HAI",2013,15.019
"HAI",2014,15.432
"HON",1980,60.753
"HON",1981,62.292
"HON",1982,61.425
"HON",1983,60.858
"HON",1984,63.502
"HON",1985,66.162
"HON",1986,66.64
"HON",1987,70.659
"HON",1988,73.917
"HON",1989,77.114
"HON",1990,77.189
"HON",1991,79.699
"HON",1992,84.182
"HON",1993,89.426
"HON",1994,88.261
"HON",1995,91.862
"HON",1996,95.149
"HON",1997,99.9
"HON",1998,102.799
"HON",1999,100.857
"HON",2000,106.654
"HON",2001,109.559
"HON",2002,113.672
"HON",2003,118.841
"HON",2004,126.247
"HON",2005,133.886
"HON",2006,142.678
"HON",2007,151.508
"HON",2008,157.919
"HON",2009,154.079
"HON",2010,159.828
"HON",2011,165.958
"HON",2012,172.81
"HON",2013,177.634
"HON",2014,183.115
"HUN",1980,15608.593
"HUN",1981,16056.052
"HUN",1982,16512.218
"HUN",1983,16631.596
"HUN",1984,17073.672
"HUN",1985,17030.464
"HUN",1986,17291.873
"HUN",1987,17992.406
"HUN",1988,17980.664
"HUN",1989,18113.078
"HUN",1990,17479.725
"HUN",1991,15401.029
"HUN",1992,14929.114
"HUN",1993,14843.106
"HUN",1994,15280.555
"HUN",1995,15668.863
"HUN",1996,15674.178
"HUN",1997,16202.771
"HUN",1998,16884.661
"HUN",1999,17431.407
"HUN",2000,18170.569
"HUN",2001,18849.26
"HUN",2002,19695.808
"HUN",2003,20439.984
"HUN",2004,21418.927
"HUN",2005,22331.3
"HUN",2006,23216.277
"HUN",2007,23334.977
"HUN",2008,23539.994
"HUN",2009,21997.882
"HUN",2010,22171.471
"HUN",2011,22572.022
"HUN",2012,22238.42
"HUN",2013,22577.593
"HUN",2014,23398.39
"ICE",1980,508.227
"ICE",1981,529.903
"ICE",1982,541.32
"ICE",1983,529.675
"ICE",1984,551.546
"ICE",1985,569.708
"ICE",1986,605.431
"ICE",1987,657.171
"ICE",1988,656.582
"ICE",1989,658.279
"ICE",1990,665.977
"ICE",1991,664.486
"ICE",1992,642.067
"ICE",1993,650.501
"ICE",1994,673.975
"ICE",1995,674.762
"ICE",1996,707.049
"ICE",1997,741.788
"ICE",1998,789.546
"ICE",1999,822.413
"ICE",2000,861.396
"ICE",2001,893.81
"ICE",2002,897.863
"ICE",2003,922.208
"ICE",2004,998.094
"ICE",2005,1057.997
"ICE",2006,1102.782
"ICE",2007,1210
"ICE",2008,1223.903
"ICE",2009,1160.905
"ICE",2010,1125.301
"ICE",2011,1149.298
"ICE",2012,1162.472
"ICE",2013,1202.685
"ICE",2014,1223.747
"IND",1980,13583.27
"IND",1981,14399.109
"IND",1982,14899.583
"IND",1983,15985.598
"IND",1984,16596.366
"IND",1985,17468.388
"IND",1986,18302.777
"IND",1987,19028.547
"IND",1988,20860.575
"IND",1989,22101.225
"IND",1990,23324.264
"IND",1991,23570.737
"IND",1992,24862.993
"IND",1993,26044.085
"IND",1994,27778.33
"IND",1995,29882.44
"IND",1996,32138.479
"IND",1997,33439.985
"IND",1998,35508.034
"IND",1999,38513.054
"IND",2000,40043.943
"IND",2001,42023.877
"IND",2002,43665.929
"IND",2003,47134.732
"IND",2004,50834.328
"IND",2005,55554.151
"IND",2006,60700.754
"IND",2007,66650.275
"IND",2008,69243.567
"IND",2009,75115.32
"IND",2010,82822.132
"IND",2011,88320.1
"IND",2012,92808
"IND",2013,99211.1
"IND",2014,106322.726
"INS",1980,1606175.949
"INS",1981,1728315.513
"INS",1982,1767141.176
"INS",1983,1841236.829
"INS",1984,1969658.253
"INS",1985,2018166.161
"INS",1986,2136743.682
"INS",1987,2241990.423
"INS",1988,2371574.139
"INS",1989,2548432.31
"INS",1990,2732975.841
"INS",1991,2922927.589
"INS",1992,3111740.766
"INS",1993,3360564.7
"INS",1994,3613950
"INS",1995,3911022.1
"INS",1996,4216785.6
"INS",1997,4414970.1
"INS",1998,3835427.9
"INS",1999,3865772.2
"INS",2000,4058235.6
"INS",2001,4206096.2
"INS",2002,4395348.4
"INS",2003,4605462.3
"INS",2004,4837157.2
"INS",2005,5112516
"INS",2006,5393753
"INS",2007,5735987.8
"INS",2008,6162847
"INS",2009,6452609.8
"INS",2010,6864133.1
"INS",2011,7287635.3
"INS",2012,7727083.4
"INS",2013,8158193.7
"INS",2014,8568115.6
"IRE",1980,50.393
"IRE",1981,51.659
"IRE",1982,52.431
"IRE",1983,52.048
"IRE",1984,53.716
"IRE",1985,54.762
"IRE",1986,54.994
"IRE",1987,56.997
"IRE",1988,58.705
"IRE",1989,62.001
"IRE",1990,66.782
"IRE",1991,67.878
"IRE",1992,70.308
"IRE",1993,71.935
"IRE",1994,76.174
"IRE",1995,83.482
"IRE",1996,91.065
"IRE",1997,100.881
"IRE",1998,109.505
"IRE",1999,120.676
"IRE",2000,132.165
"IRE",2001,139.135
"IRE",2002,147.258
"IRE",2003,151.613
"IRE",2004,158.554
"IRE",2005,167.551
"IRE",2006,176.716
"IRE",2007,185.432
"IRE",2008,180.593
"IRE",2009,169.088
"IRE",2010,168.622
"IRE",2011,173.297
"IRE",2012,172.755
"IRE",2013,173.055
"IRE",2014,181.33
"IRN",1980,617062.302
"IRN",1981,665734.725
"IRN",1982,761618.164
"IRN",1983,840038.983
"IRN",1984,867979.202
"IRN",1985,904365.851
"IRN",1986,819846.316
"IRN",1987,801951.652
"IRN",1988,689197.561
"IRN",1989,731936.189
"IRN",1990,875468.876
"IRN",1991,985728.527
"IRN",1992,1027632.54
"IRN",1993,1011439.179
"IRN",1994,1007893.561
"IRN",1995,1034629.814
"IRN",1996,1108096.174
"IRN",1997,1145603.044
"IRN",1998,1176999.343
"IRN",1999,1199760.306
"IRN",2000,1261465.968
"IRN",2001,1291642.412
"IRN",2002,1395991.998
"IRN",2003,1516595.912
"IRN",2004,1582365.611
"IRN",2005,1648962.48
"IRN",2006,1743023.453
"IRN",2007,1901920.389
"IRN",2008,1919488.347
"IRN",2009,1963918.917
"IRN",2010,2093092.618
"IRN",2011,2171578.027
"IRN",2012,2028064.942
"IRN",2013,1989297
"IRN",2014,2048447.568
"IRQ",1980,NA
"IRQ",1981,NA
"IRQ",1982,NA
"IRQ",1983,NA
"IRQ",1984,NA
"IRQ",1985,NA
"IRQ",1986,NA
"IRQ",1987,NA
"IRQ",1988,NA
"IRQ",1989,NA
"IRQ",1990,NA
"IRQ",1991,NA
"IRQ",1992,NA
"IRQ",1993,NA
"IRQ",1994,NA
"IRQ",1995,NA
"IRQ",1996,NA
"IRQ",1997,NA
"IRQ",1998,NA
"IRQ",1999,NA
"IRQ",2000,NA
"IRQ",2001,NA
"IRQ",2002,NA
"IRQ",2003,66398.213
"IRQ",2004,101845.262
"IRQ",2005,103551.403
"IRQ",2006,109389.941
"IRQ",2007,111455.813
"IRQ",2008,120626.517
"IRQ",2009,124702.848
"IRQ",2010,132687.029
"IRQ",2011,142700.217
"IRQ",2012,162587.533
"IRQ",2013,173273.046
"IRQ",2014,169117.024
"ISR",1980,244.514
"ISR",1981,256.064
"ISR",1982,259.711
"ISR",1983,266.427
"ISR",1984,272.316
"ISR",1985,284.437
"ISR",1986,294.536
"ISR",1987,316.597
"ISR",1988,327.881
"ISR",1989,332.534
"ISR",1990,354.591
"ISR",1991,370.964
"ISR",1992,397.506
"ISR",1993,412.497
"ISR",1994,441.417
"ISR",1995,484.031
"ISR",1996,512.07
"ISR",1997,531.901
"ISR",1998,554.937
"ISR",1999,575.275
"ISR",2000,626.608
"ISR",2001,627.302
"ISR",2002,626.919
"ISR",2003,633.671
"ISR",2004,665.691
"ISR",2005,694.575
"ISR",2006,734.722
"ISR",2007,780.769
"ISR",2008,808.101
"ISR",2009,823.489
"ISR",2010,870.844
"ISR",2011,907.34
"ISR",2012,934.522
"ISR",2013,964.878
"ISR",2014,991.451
"ITA",1980,1048.865
"ITA",1981,1057.054
"ITA",1982,1061.427
"ITA",1983,1073.836
"ITA",1984,1108.477
"ITA",1985,1139.494
"ITA",1986,1172.082
"ITA",1987,1209.496
"ITA",1988,1260.225
"ITA",1989,1302.927
"ITA",1990,1329.67
"ITA",1991,1350.065
"ITA",1992,1360.499
"ITA",1993,1348.416
"ITA",1994,1377.431
"ITA",1995,1416.372
"ITA",1996,1431.886
"ITA",1997,1458.695
"ITA",1998,1479.136
"ITA",1999,1500.794
"ITA",2000,1556.221
"ITA",2001,1583.81
"ITA",2002,1587.782
"ITA",2003,1590.205
"ITA",2004,1615.383
"ITA",2005,1630.722
"ITA",2006,1663.441
"ITA",2007,1687.963
"ITA",2008,1670.242
"ITA",2009,1578.69
"ITA",2010,1605.694
"ITA",2011,1615.117
"ITA",2012,1570.372
"ITA",2013,1543.702
"ITA",2014,1537.258
"IVO",1980,6875.692
"IVO",1981,7116.176
"IVO",1982,7130.408
"IVO",1983,6952.148
"IVO",1984,6813.105
"IVO",1985,7058.377
"IVO",1986,7397.179
"IVO",1987,7360.193
"IVO",1988,7444.099
"IVO",1989,7663.7
"IVO",1990,7580.165
"IVO",1991,7583.198
"IVO",1992,7564.24
"IVO",1993,8546.521
"IVO",1994,8561.17
"IVO",1995,9038.173
"IVO",1996,9773.492
"IVO",1997,10332.743
"IVO",1998,10792.761
"IVO",1999,10989.085
"IVO",2000,10480.365
"IVO",2001,10493.086
"IVO",2002,10318.099
"IVO",2003,10177.82
"IVO",2004,10303.188
"IVO",2005,10480.531
"IVO",2006,10639.4
"IVO",2007,10827.189
"IVO",2008,11102.507
"IVO",2009,11463.5
"IVO",2010,11694.792
"IVO",2011,11181.711
"IVO",2012,12375.256
"IVO",2013,13451.904
"IVO",2014,14457.922
"JAM",1980,457.463
"JAM",1981,477.683
"JAM",1982,492.394
"JAM",1983,512.842
"JAM",1984,517.712
"JAM",1985,513.053
"JAM",1986,548.967
"JAM",1987,591.237
"JAM",1988,567.632
"JAM",1989,594.31
"JAM",1990,623.284
"JAM",1991,628.483
"JAM",1992,645.94
"JAM",1993,660.219
"JAM",1994,672.598
"JAM",1995,689.556
"JAM",1996,687.879
"JAM",1997,676.591
"JAM",1998,668.405
"JAM",1999,674.961
"JAM",2000,680.201
"JAM",2001,688.913
"JAM",2002,693.562
"JAM",2003,718.99
"JAM",2004,728.508
"JAM",2005,735.019
"JAM",2006,756.133
"JAM",2007,766.972
"JAM",2008,760.777
"JAM",2009,734.763
"JAM",2010,724.101
"JAM",2011,734.23
"JAM",2012,730.804
"JAM",2013,732.248
"JAM",2014,736.082
"JOR",1980,2.818
"JOR",1981,3.302
"JOR",1982,3.534
"JOR",1983,3.456
"JOR",1984,3.604
"JOR",1985,3.507
"JOR",1986,3.7
"JOR",1987,3.786
"JOR",1988,3.841
"JOR",1989,3.429
"JOR",1990,3.419
"JOR",1991,3.474
"JOR",1992,3.973
"JOR",1993,4.151
"JOR",1994,4.358
"JOR",1995,4.628
"JOR",1996,4.724
"JOR",1997,4.881
"JOR",1998,5.028
"JOR",1999,5.198
"JOR",2000,5.419
"JOR",2001,5.704
"JOR",2002,6.034
"JOR",2003,6.286
"JOR",2004,6.824
"JOR",2005,7.38
"JOR",2006,7.977
"JOR",2007,8.629
"JOR",2008,9.253
"JOR",2009,9.76
"JOR",2010,9.985
"JOR",2011,10.244
"JOR",2012,10.515
"JOR",2013,10.813
"JOR",2014,11.148
"JPN",1980,269833.875
"JPN",1981,281104.415
"JPN",1982,290596.21
"JPN",1983,299490.599
"JPN",1984,312859.557
"JPN",1985,332674.069
"JPN",1986,342092.327
"JPN",1987,356143.52
"JPN",1988,381596.006
"JPN",1989,402088.294
"JPN",1990,424494.255
"JPN",1991,438605.891
"JPN",1992,442198.204
"JPN",1993,442954.64
"JPN",1994,446779.9
"JPN",1995,455457.9
"JPN",1996,467345.7
"JPN",1997,474802.7
"JPN",1998,465291.7
"JPN",1999,464364.3
"JPN",2000,474847.2
"JPN",2001,476535.1
"JPN",2002,477914.8
"JPN",2003,485968.3
"JPN",2004,497440.8
"JPN",2005,503921
"JPN",2006,512452
"JPN",2007,523685.8
"JPN",2008,518230.9
"JPN",2009,489588.4
"JPN",2010,512364.2
"JPN",2011,510044.6
"JPN",2012,518989.3
"JPN",2013,527362.1
"JPN",2014,527049.7
"KEN",1980,1126.463
"KEN",1981,1172.648
"KEN",1982,1231.895
"KEN",1983,1251.519
"KEN",1984,1271.545
"KEN",1985,1323.334
"KEN",1986,1415.73
"KEN",1987,1497.994
"KEN",1988,1589.234
"KEN",1989,1661.612
"KEN",1990,1730.298
"KEN",1991,1753.471
"KEN",1992,1734.531
"KEN",1993,1732.887
"KEN",1994,1776.75
"KEN",1995,1852.917
"KEN",1996,1927.238
"KEN",1997,1931.48
"KEN",1998,1995.807
"KEN",1999,2043.845
"KEN",2000,2056.093
"KEN",2001,2137.902
"KEN",2002,2148.195
"KEN",2003,2211.544
"KEN",2004,2314.051
"KEN",2005,2445.134
"KEN",2006,2588.279
"KEN",2007,2765.596
"KEN",2008,2772.019
"KEN",2009,2863.688
"KEN",2010,3104.401
"KEN",2011,3294.455
"KEN",2012,3441.133
"KEN",2013,3638.763
"KEN",2014,3830.69
"KOS",1980,NA
"KOS",1981,NA
"KOS",1982,NA
"KOS",1983,NA
"KOS",1984,NA
"KOS",1985,NA
"KOS",1986,NA
"KOS",1987,NA
"KOS",1988,NA
"KOS",1989,NA
"KOS",1990,NA
"KOS",1991,NA
"KOS",1992,NA
"KOS",1993,NA
"KOS",1994,NA
"KOS",1995,NA
"KOS",1996,NA
"KOS",1997,NA
"KOS",1998,NA
"KOS",1999,NA
"KOS",2000,3.269
"KOS",2001,3.437
"KOS",2002,3.412
"KOS",2003,3.597
"KOS",2004,3.691
"KOS",2005,3.834
"KOS",2006,3.964
"KOS",2007,4.293
"KOS",2008,4.486
"KOS",2009,4.647
"KOS",2010,4.801
"KOS",2011,5.011
"KOS",2012,5.152
"KOS",2013,5.327
"KOS",2014,5.473
"KUW",1980,15.664
"KUW",1981,12.7
"KUW",1982,11.493
"KUW",1983,12.097
"KUW",1984,12.731
"KUW",1985,12.189
"KUW",1986,13.233
"KUW",1987,14.31
"KUW",1988,12.872
"KUW",1989,16.206
"KUW",1990,11.955
"KUW",1991,7.053
"KUW",1992,12.893
"KUW",1993,17.422
"KUW",1994,18.923
"KUW",1995,19.239
"KUW",1996,19.354
"KUW",1997,19.837
"KUW",1998,20.561
"KUW",1999,20.194
"KUW",2000,21.141
"KUW",2001,21.185
"KUW",2002,21.824
"KUW",2003,25.607
"KUW",2004,28.363
"KUW",2005,31.221
"KUW",2006,33.569
"KUW",2007,35.58
"KUW",2008,36.462
"KUW",2009,33.882
"KUW",2010,33.079
"KUW",2011,36.264
"KUW",2012,38.667
"KUW",2013,39.239
"KUW",2014,39.749
"KYR",1980,NA
"KYR",1981,NA
"KYR",1982,NA
"KYR",1983,NA
"KYR",1984,NA
"KYR",1985,NA
"KYR",1986,NA
"KYR",1987,NA
"KYR",1988,NA
"KYR",1989,NA
"KYR",1990,NA
"KYR",1991,NA
"KYR",1992,24.556
"KYR",1993,21.362
"KYR",1994,17.131
"KYR",1995,16.146
"KYR",1996,17.289
"KYR",1997,19.001
"KYR",1998,19.4
"KYR",1999,20.118
"KYR",2000,21.204
"KYR",2001,22.328
"KYR",2002,22.323
"KYR",2003,23.885
"KYR",2004,25.564
"KYR",2005,25.523
"KYR",2006,26.314
"KYR",2007,28.562
"KYR",2008,30.723
"KYR",2009,31.614
"KYR",2010,31.465
"KYR",2011,33.339
"KYR",2012,33.039
"KYR",2013,36.52
"KYR",2014,37.835
"KZK",1980,NA
"KZK",1981,NA
"KZK",1982,NA
"KZK",1983,NA
"KZK",1984,NA
"KZK",1985,NA
"KZK",1986,NA
"KZK",1987,NA
"KZK",1988,NA
"KZK",1989,NA
"KZK",1990,NA
"KZK",1991,NA
"KZK",1992,7899.794
"KZK",1993,7173.013
"KZK",1994,6270.665
"KZK",1995,5756.471
"KZK",1996,5785.253
"KZK",1997,5883.603
"KZK",1998,5771.814
"KZK",1999,5927.653
"KZK",2000,6508.563
"KZK",2001,7387.219
"KZK",2002,8111.167
"KZK",2003,8865.505
"KZK",2004,9716.594
"KZK",2005,10659.103
"KZK",2006,11799.627
"KZK",2007,12849.794
"KZK",2008,13273.837
"KZK",2009,13433.123
"KZK",2010,14413.741
"KZK",2011,15494.772
"KZK",2012,16269.51
"KZK",2013,17245.681
"KZK",2014,17987.245
"LAO",1980,5099.276
"LAO",1981,5881.089
"LAO",1982,6158.365
"LAO",1983,6343.132
"LAO",1984,6751.526
"LAO",1985,7367.373
"LAO",1986,7723.143
"LAO",1987,7649.024
"LAO",1988,7488.394
"LAO",1989,8229.209
"LAO",1990,8779.448
"LAO",1991,9130.511
"LAO",1992,9769.589
"LAO",1993,10342.754
"LAO",1994,11186.739
"LAO",1995,11974.84
"LAO",1996,12800.197
"LAO",1997,13684.303
"LAO",1998,14283.662
"LAO",1999,14874.293
"LAO",2000,15814.953
"LAO",2001,16546.06
"LAO",2002,17681.983
