"sftgcode","year","imf.gdppc"
"LAO",2003,18779.998
"LAO",2004,20098.595
"LAO",2005,21458.597
"LAO",2006,23313.598
"LAO",2007,25141.967
"LAO",2008,27099.194
"LAO",2009,29132.162
"LAO",2010,31500.91
"LAO",2011,34033.736
"LAO",2012,36721.861
"LAO",2013,39647.854
"LAO",2014,42584.164
"LAT",1980,NA
"LAT",1981,NA
"LAT",1982,NA
"LAT",1983,NA
"LAT",1984,NA
"LAT",1985,NA
"LAT",1986,NA
"LAT",1987,NA
"LAT",1988,NA
"LAT",1989,NA
"LAT",1990,NA
"LAT",1991,NA
"LAT",1992,10.847
"LAT",1993,9.611
"LAT",1994,9.822
"LAT",1995,9.617
"LAT",1996,9.86
"LAT",1997,10.726
"LAT",1998,11.399
"LAT",1999,11.646
"LAT",2000,12.268
"LAT",2001,13.146
"LAT",2002,14.091
"LAT",2003,15.307
"LAT",2004,16.672
"LAT",2005,18.368
"LAT",2006,20.502
"LAT",2007,22.51
"LAT",2008,21.796
"LAT",2009,18.704
"LAT",2010,18.166
"LAT",2011,19.074
"LAT",2012,19.996
"LAT",2013,20.841
"LAT",2014,21.333
"LBR",1980,NA
"LBR",1981,NA
"LBR",1982,NA
"LBR",1983,NA
"LBR",1984,NA
"LBR",1985,NA
"LBR",1986,NA
"LBR",1987,NA
"LBR",1988,NA
"LBR",1989,NA
"LBR",1990,NA
"LBR",1991,NA
"LBR",1992,NA
"LBR",1993,NA
"LBR",1994,NA
"LBR",1995,NA
"LBR",1996,NA
"LBR",1997,NA
"LBR",1998,NA
"LBR",1999,NA
"LBR",2000,0.578
"LBR",2001,0.594
"LBR",2002,0.62
"LBR",2003,0.445
"LBR",2004,0.463
"LBR",2005,0.489
"LBR",2006,0.529
"LBR",2007,0.596
"LBR",2008,0.632
"LBR",2009,0.664
"LBR",2010,0.705
"LBR",2011,0.757
"LBR",2012,0.819
"LBR",2013,0.89
"LBR",2014,0.895
"LEB",1980,22358.049
"LEB",1981,22480.943
"LEB",1982,14210.468
"LEB",1983,17437.638
"LEB",1984,25193.768
"LEB",1985,31315.831
"LEB",1986,29194.73
"LEB",1987,34078.725
"LEB",1988,24465.494
"LEB",1989,14142.193
"LEB",1990,12244.125
"LEB",1991,16921.381
"LEB",1992,17681.972
"LEB",1993,18919.661
"LEB",1994,20438.867
"LEB",1995,21765.918
"LEB",1996,22644.871
"LEB",1997,24952.363
"LEB",1998,25925.505
"LEB",1999,25718.101
"LEB",2000,26001
"LEB",2001,27015.039
"LEB",2002,27933.55
"LEB",2003,28408.421
"LEB",2004,29844.725
"LEB",2005,30650.533
"LEB",2006,31140.941
"LEB",2007,34068.19
"LEB",2008,37168.395
"LEB",2009,40996.74
"LEB",2010,44276.479
"LEB",2011,44674.967
"LEB",2012,45925.866
"LEB",2013,47074.013
"LEB",2014,48015.493
"LES",1980,3.104
"LES",1981,3.2
"LES",1982,3.377
"LES",1983,3.388
"LES",1984,3.561
"LES",1985,3.717
"LES",1986,3.916
"LES",1987,3.923
"LES",1988,4.27
"LES",1989,4.56
"LES",1990,4.855
"LES",1991,4.97
"LES",1992,5.335
"LES",1993,5.511
"LES",1994,5.824
"LES",1995,5.927
"LES",1996,6.204
"LES",1997,6.418
"LES",1998,6.77
"LES",1999,6.795
"LES",2000,7.18
"LES",2001,7.415
"LES",2002,7.532
"LES",2003,7.839
"LES",2004,8.027
"LES",2005,8.276
"LES",2006,8.642
"LES",2007,9.073
"LES",2008,9.538
"LES",2009,9.969
"LES",2010,10.654
"LES",2011,11.136
"LES",2012,11.726
"LES",2013,12.135
"LES",2014,12.399
"LIB",1980,46.285
"LIB",1981,37.009
"LIB",1982,37.571
"LIB",1983,35.801
"LIB",1984,32.828
"LIB",1985,33.027
"LIB",1986,29.278
"LIB",1987,24.973
"LIB",1988,26.866
"LIB",1989,28.8
"LIB",1990,29.872
"LIB",1991,34.548
"LIB",1992,33.611
"LIB",1993,32.346
"LIB",1994,32.972
"LIB",1995,28.884
"LIB",1996,29.645
"LIB",1997,29.465
"LIB",1998,29.354
"LIB",1999,29.49
"LIB",2000,30.575
"LIB",2001,30.036
"LIB",2002,29.748
"LIB",2003,33.62
"LIB",2004,35.12
"LIB",2005,39.289
"LIB",2006,41.843
"LIB",2007,44.501
"LIB",2008,45.688
"LIB",2009,45.327
"LIB",2010,47.603
"LIB",2011,18.053
"LIB",2012,36.916
"LIB",2013,31.913
"LIB",2014,24.244
"LIT",1980,NA
"LIT",1981,NA
"LIT",1982,NA
"LIT",1983,NA
"LIT",1984,NA
"LIT",1985,NA
"LIT",1986,NA
"LIT",1987,NA
"LIT",1988,NA
"LIT",1989,NA
"LIT",1990,NA
"LIT",1991,NA
"LIT",1992,NA
"LIT",1993,NA
"LIT",1994,NA
"LIT",1995,14.454
"LIT",1996,15.211
"LIT",1997,16.449
"LIT",1998,17.703
"LIT",1999,17.522
"LIT",2000,18.157
"LIT",2001,19.373
"LIT",2002,20.698
"LIT",2003,22.825
"LIT",2004,24.507
"LIT",2005,26.417
"LIT",2006,28.373
"LIT",2007,31.519
"LIT",2008,32.347
"LIT",2009,27.555
"LIT",2010,28.001
"LIT",2011,29.714
"LIT",2012,30.854
"LIT",2013,31.859
"LIT",2014,32.792
"LUX",1980,9.505
"LUX",1981,9.58
"LUX",1982,9.68
"LUX",1983,9.863
"LUX",1984,10.329
"LUX",1985,10.907
"LUX",1986,11.996
"LUX",1987,12.47
"LUX",1988,13.525
"LUX",1989,14.85
"LUX",1990,15.641
"LUX",1991,16.993
"LUX",1992,17.302
"LUX",1993,18.029
"LUX",1994,18.717
"LUX",1995,18.986
"LUX",1996,19.273
"LUX",1997,20.418
"LUX",1998,21.743
"LUX",1999,23.574
"LUX",2000,25.564
"LUX",2001,26.075
"LUX",2002,26.929
"LUX",2003,27.25
"LUX",2004,28.592
"LUX",2005,29.771
"LUX",2006,31.225
"LUX",2007,33.243
"LUX",2008,33.405
"LUX",2009,31.623
"LUX",2010,33.25
"LUX",2011,34.117
"LUX",2012,34.062
"LUX",2013,34.741
"LUX",2014,35.752
"MAA",1980,NA
"MAA",1981,NA
"MAA",1982,NA
"MAA",1983,NA
"MAA",1984,NA
"MAA",1985,NA
"MAA",1986,NA
"MAA",1987,NA
"MAA",1988,NA
"MAA",1989,NA
"MAA",1990,328.844
"MAA",1991,328.844
"MAA",1992,334.67
"MAA",1993,354.327
"MAA",1994,343.482
"MAA",1995,377.212
"MAA",1996,399.161
"MAA",1997,383.016
"MAA",1998,393.656
"MAA",1999,424.018
"MAA",2000,422.193
"MAA",2001,430.674
"MAA",2002,433.537
"MAA",2003,459.457
"MAA",2004,485.863
"MAA",2005,529.442
"MAA",2006,629.343
"MAA",2007,647.077
"MAA",2008,654.065
"MAA",2009,647.249
"MAA",2010,678.147
"MAA",2011,707.887
"MAA",2012,750.14
"MAA",2013,792.706
"MAA",2014,843.598
"MAC",1980,NA
"MAC",1981,NA
"MAC",1982,NA
"MAC",1983,NA
"MAC",1984,NA
"MAC",1985,NA
"MAC",1986,NA
"MAC",1987,NA
"MAC",1988,NA
"MAC",1989,NA
"MAC",1990,NA
"MAC",1991,NA
"MAC",1992,273.636
"MAC",1993,253.113
"MAC",1994,248.557
"MAC",1995,245.823
"MAC",1996,248.773
"MAC",1997,252.133
"MAC",1998,260.657
"MAC",1999,271.99
"MAC",2000,284.335
"MAC",2001,271.468
"MAC",2002,273.785
"MAC",2003,281.507
"MAC",2004,294.533
"MAC",2005,308.447
"MAC",2006,324.292
"MAC",2007,345.285
"MAC",2008,364.179
"MAC",2009,362.873
"MAC",2010,375.062
"MAC",2011,383.837
"MAC",2012,382.086
"MAC",2013,392.27
"MAC",2014,407.049
"MAD",1980,2.164
"MAD",1981,2.335
"MAD",1982,2.509
"MAD",1983,2.62
"MAD",1984,3.075
"MAD",1985,3.499
"MAD",1986,3.8
"MAD",1987,4.137
"MAD",1988,4.498
"MAD",1989,4.916
"MAD",1990,4.717
"MAD",1991,5.042
"MAD",1992,5.368
"MAD",1993,5.659
"MAD",1994,6.084
"MAD",1995,6.532
"MAD",1996,7.126
"MAD",1997,7.867
"MAD",1998,8.638
"MAD",1999,9.262
"MAD",2000,9.704
"MAD",2001,10.039
"MAD",2002,10.651
"MAD",2003,12.158
"MAD",2004,13.676
"MAD",2005,12.489
"MAD",2006,14.936
"MAD",2007,16.512
"MAD",2008,18.526
"MAD",2009,17.853
"MAD",2010,19.113
"MAD",2011,20.351
"MAD",2012,20.622
"MAD",2013,21.586
"MAD",2014,22.67
"MAG",1980,4211.678
"MAG",1981,3798.934
"MAG",1982,3726.754
"MAG",1983,3760.295
"MAG",1984,3826.483
"MAG",1985,3870.73
"MAG",1986,3946.605
"MAG",1987,3992.974
"MAG",1988,4129.012
"MAG",1989,4297.265
"MAG",1990,4431.722
"MAG",1991,4152.242
"MAG",1992,4201.275
"MAG",1993,4289.499
"MAG",1994,4287.693
"MAG",1995,4359.666
"MAG",1996,4453.582
"MAG",1997,4618.074
"MAG",1998,4798.968
"MAG",1999,5024.482
"MAG",2000,5248.416
"MAG",2001,5562.284
"MAG",2002,4872.117
"MAG",2003,5348.849
"MAG",2004,5630.038
"MAG",2005,5897.794
"MAG",2006,6216.187
"MAG",2007,6615.266
"MAG",2008,7091.999
"MAG",2009,6756.813
"MAG",2010,6774.586
"MAG",2011,6873.124
"MAG",2012,7081.204
"MAG",2013,7252.171
"MAG",2014,7467.789
"MAL",1980,121.76
"MAL",1981,130.212
"MAL",1982,137.948
"MAL",1983,146.57
"MAL",1984,157.947
"MAL",1985,156.564
"MAL",1986,158.368
"MAL",1987,166.902
"MAL",1988,183.488
"MAL",1989,200.112
"MAL",1990,218.137
"MAL",1991,238.963
"MAL",1992,260.198
"MAL",1993,285.946
"MAL",1994,312.285
"MAL",1995,342.982
"MAL",1996,377.287
"MAL",1997,404.915
"MAL",1998,375.116
"MAL",1999,398.139
"MAL",2000,432.699
"MAL",2001,434.939
"MAL",2002,458.386
"MAL",2003,484.921
"MAL",2004,517.813
"MAL",2005,543.579
"MAL",2006,573.936
"MAL",2007,610.087
"MAL",2008,639.565
"MAL",2009,629.885
"MAL",2010,676.653
"MAL",2011,711.76
"MAL",2012,751.935
"MAL",2013,787.613
"MAL",2014,835.038
"MAS",1980,60.4
"MAS",1981,56.133
"MAS",1982,59.098
"MAS",1983,62.584
"MAS",1984,63.191
"MAS",1985,66.24
"MAS",1986,72.073
"MAS",1987,80.113
"MAS",1988,87.056
"MAS",1989,92.126
"MAS",1990,96.644
"MAS",1991,102.811
"MAS",1992,113.52
"MAS",1993,125.184
"MAS",1994,131.249
"MAS",1995,137.084
"MAS",1996,137.447
"MAS",1997,142.576
"MAS",1998,154.802
"MAS",1999,161.952
"MAS",2000,173.611
"MAS",2001,179.191
"MAS",2002,182.106
"MAS",2003,193.004
"MAS",2004,201.302
"MAS",2005,204.226
"MAS",2006,213.444
"MAS",2007,226.017
"MAS",2008,238.473
"MAS",2009,245.744
"MAS",2010,255.82
"MAS",2011,265.762
"MAS",2012,274.325
"MAS",2013,283.08
"MAS",2014,292.264
"MAW",1980,236.52
"MAW",1981,224.114
"MAW",1982,229.753
"MAW",1983,238.239
"MAW",1984,251.04
"MAW",1985,262.514
"MAW",1986,261.951
"MAW",1987,266.208
"MAW",1988,274.666
"MAW",1989,278.36
"MAW",1990,294.205
"MAW",1991,319.889
"MAW",1992,296.432
"MAW",1993,325.162
"MAW",1994,291.627
"MAW",1995,331.958
"MAW",1996,365.083
"MAW",1997,389.132
"MAW",1998,393.261
"MAW",1999,407.187
"MAW",2000,410.344
"MAW",2001,393.329
"MAW",2002,399.998
"MAW",2003,422.122
"MAW",2004,445.417
"MAW",2005,456.861
"MAW",2006,466.282
"MAW",2007,510.539
"MAW",2008,553.112
"MAW",2009,603.09
"MAW",2010,642.492
"MAW",2011,670.425
"MAW",2012,683.068
"MAW",2013,718.587
"MAW",2014,759.546
"MEX",1980,6105.872
"MEX",1981,6627.249
"MEX",1982,6592.673
"MEX",1983,6362.331
"MEX",1984,6579.031
"MEX",1985,6721.994
"MEX",1986,6512.766
"MEX",1987,6625.857
"MEX",1988,6709.746
"MEX",1989,6986.874
"MEX",1990,7347.7
"MEX",1991,7655.833
"MEX",1992,7929.094
"MEX",1993,8132.915
"MEX",1994,8517.387
"MEX",1995,8026.898
"MEX",1996,8498.459
"MEX",1997,9090.197
"MEX",1998,9517.604
"MEX",1999,9771.44
"MEX",2000,10288.982
"MEX",2001,10226.683
"MEX",2002,10240.173
"MEX",2003,10385.857
"MEX",2004,10832.004
"MEX",2005,11160.493
"MEX",2006,11718.672
"MEX",2007,12087.602
"MEX",2008,12256.864
"MEX",2009,11680.75
"MEX",2010,12277.659
"MEX",2011,12774.243
"MEX",2012,13286.154
"MEX",2013,13470.942
"MEX",2014,13757.167
"MLD",1980,NA
"MLD",1981,NA
"MLD",1982,NA
"MLD",1983,NA
"MLD",1984,NA
"MLD",1985,NA
"MLD",1986,NA
"MLD",1987,NA
"MLD",1988,NA
"MLD",1989,NA
"MLD",1990,NA
"MLD",1991,NA
"MLD",1992,9.628
"MLD",1993,9.513
"MLD",1994,6.573
"MLD",1995,6.48
"MLD",1996,6.099
"MLD",1997,6.199
"MLD",1998,5.794
"MLD",1999,5.599
"MLD",2000,5.717
"MLD",2001,6.068
"MLD",2002,6.542
"MLD",2003,6.975
"MLD",2004,7.488
"MLD",2005,8.05
"MLD",2006,8.435
"MLD",2007,8.688
"MLD",2008,9.369
"MLD",2009,8.808
"MLD",2010,9.433
"MLD",2011,10.076
"MLD",2012,10.002
"MLD",2013,10.942
"MLD",2014,11.445
"MLI",1980,545.406
"MLI",1981,532.059
"MLI",1982,567.182
"MLI",1983,538.11
"MLI",1984,543.489
"MLI",1985,532.904
"MLI",1986,578.743
"MLI",1987,590.306
"MLI",1988,588.394
"MLI",1989,658.638
"MLI",1990,704.84
"MLI",1991,768.641
"MLI",1992,743.775
"MLI",1993,772.285
"MLI",1994,799.796
"MLI",1995,818.625
"MLI",1996,879.056
"MLI",1997,925.943
"MLI",1998,966.884
"MLI",1999,1021.98
"MLI",2000,988.513
"MLI",2001,1105.704
"MLI",2002,1153.327
"MLI",2003,1241.165
"MLI",2004,1269.203
"MLI",2005,1347.063
"MLI",2006,1417.813
"MLI",2007,1478.754
"MLI",2008,1552.374
"MLI",2009,1621.57
"MLI",2010,1715.935
"MLI",2011,1762.803
"MLI",2012,1763.207
"MLI",2013,1793.737
"MLI",2014,1916.199
"MLT",1980,NA
"MLT",1981,NA
"MLT",1982,NA
"MLT",1983,NA
"MLT",1984,NA
"MLT",1985,NA
"MLT",1986,NA
"MLT",1987,NA
"MLT",1988,NA
"MLT",1989,NA
"MLT",1990,NA
"MLT",1991,NA
"MLT",1992,NA
"MLT",1993,NA
"MLT",1994,NA
"MLT",1995,NA
"MLT",1996,NA
"MLT",1997,NA
"MLT",1998,NA
"MLT",1999,NA
"MLT",2000,5.392
"MLT",2001,5.424
"MLT",2002,5.586
"MLT",2003,5.728
"MLT",2004,5.754
"MLT",2005,5.971
"MLT",2006,6.081
"MLT",2007,6.323
"MLT",2008,6.535
"MLT",2009,6.374
"MLT",2010,6.6
"MLT",2011,6.748
"MLT",2012,6.917
"MLT",2013,7.105
"MLT",2014,7.357
"MNE",1980,NA
"MNE",1981,NA
"MNE",1982,NA
"MNE",1983,NA
"MNE",1984,NA
"MNE",1985,NA
"MNE",1986,NA
"MNE",1987,NA
"MNE",1988,NA
"MNE",1989,NA
"MNE",1990,NA
"MNE",1991,NA
"MNE",1992,NA
"MNE",1993,NA
"MNE",1994,NA
"MNE",1995,NA
"MNE",1996,NA
"MNE",1997,NA
"MNE",1998,NA
"MNE",1999,NA
"MNE",2000,1.723
"MNE",2001,1.742
"MNE",2002,1.775
"MNE",2003,1.819
"MNE",2004,1.899
"MNE",2005,1.979
"MNE",2006,2.149
"MNE",2007,2.379
"MNE",2008,2.543
"MNE",2009,2.398
"MNE",2010,2.457
"MNE",2011,2.537
"MNE",2012,2.472
"MNE",2013,2.554
"MNE",2014,2.583
"MON",1980,2794.83
"MON",1981,3028.931
"MON",1982,3281.272
"MON",1983,3471.33
"MON",1984,3676.62
"MON",1985,3885.422
"MON",1986,4251.674
"MON",1987,4402.266
"MON",1988,4628.801
"MON",1989,4822.42
"MON",1990,4702.553
"MON",1991,4269.981
"MON",1992,3874.731
"MON",1993,3751.949
"MON",1994,3832.03
"MON",1995,4076.377
"MON",1996,4167.488
"MON",1997,4329.883
"MON",1998,4474.498
"MON",1999,4611.882
"MON",2000,4664.737
"MON",2001,4908.272
"MON",2002,5212.877
"MON",2003,5603.123
"MON",2004,6127.429
"MON",2005,6508.445
"MON",2006,7021.525
"MON",2007,7638.965
"MON",2008,8258.353
"MON",2009,8072.386
"MON",2010,9756.588
"MON",2011,11443.578
"MON",2012,12853.407
"MON",2013,14350.132
"MON",2014,15472.872
"MOR",1980,212.961
"MOR",1981,207.073
"MOR",1982,226.991
"MOR",1983,225.726
"MOR",1984,235.516
"MOR",1985,250.41
"MOR",1986,271.195
"MOR",1987,264.295
"MOR",1988,291.821
"MOR",1989,298.725
"MOR",1990,310.777
"MOR",1991,332.214
"MOR",1992,318.829
"MOR",1993,315.595
"MOR",1994,348.284
"MOR",1995,325.369
"MOR",1996,365.119
"MOR",1997,356.987
"MOR",1998,384.385
"MOR",1999,386.42
"MOR",2000,392.574
"MOR",2001,422.221
"MOR",2002,436.222
"MOR",2003,463.778
"MOR",2004,486.048
"MOR",2005,500.525
"MOR",2006,539.365
"MOR",2007,553.959
"MOR",2008,584.909
"MOR",2009,612.741
"MOR",2010,635.063
"MOR",2011,666.725
"MOR",2012,684.521
"MOR",2013,714.513
"MOR",2014,735.394
"MYA",1980,NA
"MYA",1981,NA
"MYA",1982,NA
"MYA",1983,NA
"MYA",1984,NA
"MYA",1985,NA
"MYA",1986,NA
"MYA",1987,NA
"MYA",1988,NA
"MYA",1989,NA
"MYA",1990,NA
"MYA",1991,NA
"MYA",1992,NA
"MYA",1993,NA
"MYA",1994,NA
"MYA",1995,NA
"MYA",1996,NA
"MYA",1997,NA
"MYA",1998,11871.959
"MYA",1999,13171.36
"MYA",2000,14981.886
"MYA",2001,16681.425
"MYA",2002,18687.453
"MYA",2003,21274.543
"MYA",2004,24160.363
"MYA",2005,27438.675
"MYA",2006,31026.585
"MYA",2007,34747.119
"MYA",2008,35998.015
"MYA",2009,37849.595
"MYA",2010,39872.546
"MYA",2011,42228.504
"MYA",2012,45311.184
"MYA",2013,49049.357
"MYA",2014,52819.513
"MZM",1980,76.563
"MZM",1981,80.391
"MZM",1982,74.844
"MZM",1983,63.093
"MZM",1984,58.992
"MZM",1985,59.582
"MZM",1986,58.212
"MZM",1987,66.769
"MZM",1988,72.244
"MZM",1989,76.94
"MZM",1990,77.709
"MZM",1991,82.8
"MZM",1992,78.469
"MZM",1993,85.348
"MZM",1994,90.605
"MZM",1995,92.632
"MZM",1996,106.323
"MZM",1997,118.108
"MZM",1998,132.078
"MZM",1999,143.129
"MZM",2000,145.322
"MZM",2001,163.787
"MZM",2002,178.906
"MZM",2003,191.201
"MZM",2004,207.523
"MZM",2005,223.579
"MZM",2006,243.925
"MZM",2007,262.083
"MZM",2008,277.221
"MZM",2009,295.177
"MZM",2010,316.184
"MZM",2011,339.695
"MZM",2012,363.739
"MZM",2013,390.816
"MZM",2014,419.63
"NAM",1980,NA
"NAM",1981,NA
"NAM",1982,NA
"NAM",1983,NA
"NAM",1984,NA
"NAM",1985,NA
"NAM",1986,NA
"NAM",1987,NA
"NAM",1988,NA
"NAM",1989,NA
"NAM",1990,18.543
"NAM",1991,19.534
"NAM",1992,21.345
"NAM",1993,20.999
"NAM",1994,22.077
"NAM",1995,22.789
"NAM",1996,23.314
"NAM",1997,24.408
"NAM",1998,25.383
"NAM",1999,26.063
"NAM",2000,27.126
"NAM",2001,27.444
"NAM",2002,28.759
"NAM",2003,29.983
"NAM",2004,33.661
"NAM",2005,34.5
"NAM",2006,36.94
"NAM",2007,38.927
"NAM",2008,39.957
"NAM",2009,40.075
"NAM",2010,42.496
"NAM",2011,44.672
"NAM",2012,46.974
"NAM",2013,49.381
"NAM",2014,51.999
"NEP",1980,161.548
"NEP",1981,175.023
"NEP",1982,181.639
"NEP",1983,176.23
"NEP",1984,193.291
"NEP",1985,205.169
"NEP",1986,214.537
"NEP",1987,218.183
"NEP",1988,234.976
"NEP",1989,245.145
"NEP",1990,256.508
"NEP",1991,272.838
"NEP",1992,284.046
"NEP",1993,294.973
"NEP",1994,319.217
"NEP",1995,330.289
"NEP",1996,347.919
"NEP",1997,366.223
"NEP",1998,376.999
"NEP",1999,393.9
"NEP",2000,417.991
"NEP",2001,441.518
"NEP",2002,442.049
"NEP",2003,459.488
"NEP",2004,481.004
"NEP",2005,497.739
"NEP",2006,514.486
"NEP",2007,532.038
"NEP",2008,564.517
"NEP",2009,590.107
"NEP",2010,618.529
"NEP",2011,639.694
"NEP",2012,670.279
"NEP",2013,696.101
"NEP",2014,734.219
"NEW",1980,93.868
"NEW",1981,96.648
"NEW",1982,99.429
"NEW",1983,99.306
"NEW",1984,106.116
"NEW",1985,107.403
"NEW",1986,109.347
"NEW",1987,112.011
"NEW",1988,112.633
"NEW",1989,113.107
"NEW",1990,113.089
"NEW",1991,111.603
"NEW",1992,112.402
"NEW",1993,118.285
"NEW",1994,124.887
"NEW",1995,130.848
"NEW",1996,136.145
"NEW",1997,139.471
"NEW",1998,139.586
"NEW",1999,145.974
"NEW",2000,152.108
"NEW",2001,155.847
"NEW",2002,163.482
"NEW",2003,170.675
"NEW",2004,178.499
"NEW",2005,184.228
"NEW",2006,189.292
"NEW",2007,195.736
"NEW",2008,194.751
"NEW",2009,192.01
"NEW",2010,195.055
"NEW",2011,198.627
"NEW",2012,203.3
"NEW",2013,207.812
"NEW",2014,214.543
"NIC",1980,79.191
"NIC",1981,83.436
"NIC",1982,82.754
"NIC",1983,86.573
"NIC",1984,85.218
"NIC",1985,81.738
"NIC",1986,80.908
"NIC",1987,80.337
"NIC",1988,70.375
"NIC",1989,69.183
"NIC",1990,69.091
"NIC",1991,68.984
"NIC",1992,69.26
"NIC",1993,68.983
"NIC",1994,72.432
"NIC",1995,76.715
"NIC",1996,81.582
"NIC",1997,84.818
"NIC",1998,87.966
"NIC",1999,94.155
"NIC",2000,98.017
"NIC",2001,100.919
"NIC",2002,101.68
"NIC",2003,104.243
"NIC",2004,109.781
"NIC",2005,114.482
"NIC",2006,119.235
"NIC",2007,125.54
"NIC",2008,129.12
"NIC",2009,125.557
"NIC",2010,129.587
"NIC",2011,137.68
"NIC",2012,144.565
"NIC",2013,150.993
"NIC",2014,157.846
"NIG",1980,12248.8
"NIG",1981,14801.232
"NIG",1982,14645.347
"NIG",1983,13905.691
"NIG",1984,13624.583
"NIG",1985,14758.533
"NIG",1986,13466.545
"NIG",1987,12018.663
"NIG",1988,12925.173
"NIG",1989,13761.069
"NIG",1990,15517.808
"NIG",1991,15860.154
"NIG",1992,16369.067
"NIG",1993,17160.566
"NIG",1994,17770.098
"NIG",1995,18167.478
"NIG",1996,19549.298
"NIG",1997,20585.008
"NIG",1998,21645.161
"NIG",1999,22251.326
"NIG",2000,23964.964
"NIG",2001,25650.786
"NIG",2002,27420.099
"NIG",2003,30679.948
"NIG",2004,33377.032
"NIG",2005,36273.209
"NIG",2006,39293.72
"NIG",2007,42854.253
"NIG",2008,46288.727
"NIG",2009,50441.105
"NIG",2010,55469.35
"NIG",2011,58180.352
"NIG",2012,60670.05
"NIG",2013,63942.846
"NIG",2014,67977.459
"NIR",1980,1077.447
"NIR",1981,1075.533
"NIR",1982,1098.92
"NIR",1983,1056.462
"NIR",1984,878.767
"NIR",1985,946.591
"NIR",1986,1006.72
"NIR",1987,1007.608
"NIR",1988,1076.843
"NIR",1989,1087.149
"NIR",1990,1072.924
"NIR",1991,1099.638
"NIR",1992,1027.981
"NIR",1993,1042.88
"NIR",1994,1084.644
"NIR",1995,1012.935
"NIR",1996,1064.488
"NIR",1997,1069.768
"NIR",1998,1205.755
"NIR",1999,1217.74
"NIR",2000,1186.278
"NIR",2001,1281.656
"NIR",2002,1350.068
"NIR",2003,1445.314
"NIR",2004,1433.385
"NIR",2005,1554.015
"NIR",2006,1644.251
"NIR",2007,1696.302
"NIR",2008,1859.987
"NIR",2009,1846.748
"NIR",2010,2001.136
"NIR",2011,2045.356
"NIR",2012,2287.68
"NIR",2013,2392.514
"NIR",2014,2557.642
"NOR",1980,1323.057
"NOR",1981,1344.203
"NOR",1982,1347.366
"NOR",1983,1400.894
"NOR",1984,1485.682
"NOR",1985,1568.187
"NOR",1986,1631.579
"NOR",1987,1660.186
"NOR",1988,1655.947
"NOR",1989,1673.14
"NOR",1990,1705.473
"NOR",1991,1758.081
"NOR",1992,1820.924
"NOR",1993,1872.733
"NOR",1994,1967.407
"NOR",1995,2049.134
"NOR",1996,2152.164
"NOR",1997,2265.899
"NOR",1998,2325.365
"NOR",1999,2372.182
"NOR",2000,2448.217
"NOR",2001,2499.27
"NOR",2002,2535.203
"NOR",2003,2558.522
"NOR",2004,2659.815
"NOR",2005,2729.628
"NOR",2006,2795.006
"NOR",2007,2876.892
"NOR",2008,2887.948
"NOR",2009,2841.09
"NOR",2010,2858.191
"NOR",2011,2885.88
"NOR",2012,2965.209
"NOR",2013,2987.213
"NOR",2014,3053.971
"NTH",1980,320.527
"NTH",1981,318.881
"NTH",1982,314.79
"NTH",1983,320.324
"NTH",1984,330.315
"NTH",1985,339.089
"NTH",1986,349.685
"NTH",1987,356.157
"NTH",1988,372.491
"NTH",1989,388.958
"NTH",1990,405.226
"NTH",1991,415.114
"NTH",1992,422.199
"NTH",1993,427.501
"NTH",1994,440.155
"NTH",1995,451.724
"NTH",1996,465.496
"NTH",1997,484.219
"NTH",1998,505.495
"NTH",1999,528.387
"NTH",2000,551.543
"NTH",2001,560.519
"NTH",2002,560.322
"NTH",2003,561.819
"NTH",2004,572.241
"NTH",2005,585.103
"NTH",2006,607.469
"NTH",2007,632.963
"NTH",2008,646.176
"NTH",2009,624.833
"NTH",2010,631.512
"NTH",2011,642.018
"NTH",2012,631.836
"NTH",2013,627.262
"NTH",2014,632.75
"OMA",1980,4.356
"OMA",1981,5.101
"OMA",1982,5.688
"OMA",1983,6.595
"OMA",1984,7.511
"OMA",1985,8.602
"OMA",1986,8.787
"OMA",1987,8.436
"OMA",1988,8.879
"OMA",1989,9.143
"OMA",1990,9.909
"OMA",1991,10.508
"OMA",1992,11.401
"OMA",1993,12.101
"OMA",1994,12.567
"OMA",1995,13.174
"OMA",1996,13.554
"OMA",1997,14.392
"OMA",1998,14.781
"OMA",1999,14.83
"OMA",2000,15.801
"OMA",2001,16.509
"OMA",2002,16.328
"OMA",2003,15.892
"OMA",2004,16.097
"OMA",2005,16.498
"OMA",2006,17.385
"OMA",2007,18.159
"OMA",2008,19.648
"OMA",2009,20.849
"OMA",2010,21.85
"OMA",2011,22.745
"OMA",2012,24.056
"OMA",2013,25.185
"OMA",2014,25.927
"PAK",1980,2014.235
"PAK",1981,2151.824
"PAK",1982,2292.499
"PAK",1983,2447.894
"PAK",1984,2571.884
"PAK",1985,2767.145
"PAK",1986,2919.383
"PAK",1987,3107.752
"PAK",1988,3344.719
"PAK",1989,3510.618
"PAK",1990,3667.141
"PAK",1991,3865.782
"PAK",1992,4158.407
"PAK",1993,4245.602
"PAK",1994,4431.073
"PAK",1995,4655.373
"PAK",1996,4962.585
"PAK",1997,5047.083
"PAK",1998,5223.424
"PAK",1999,5441.961
"PAK",2000,5654.536
"PAK",2001,5765.774
"PAK",2002,5945.199
"PAK",2003,6226.156
"PAK",2004,6692.079
