"year","cir.physint","cir.disap","cir.kill","cir.polpris","cir.tort","cir.newempinx","cir.assn","cir.formov","cir.dommov","cir.speech","cir.elecsd","cir.newrelfre","cir.worker","cir.wecon","cir.wopol","cir.wosoc","cir.injud","sftgcode"
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
2011,2,1,0,1,0,10,2,2,2,1,1,2,0,1,2,NA,1,"SSD"
1981,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,"USS"
1982,3,2,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,"USS"
1983,4,2,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,"USS"
1984,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,"USS"
1985,4,2,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,"USS"
1986,4,2,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,"USS"
1987,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,"USS"
1988,5,2,2,0,1,1,1,0,0,0,0,0,0,1,3,1,0,"USS"
1989,3,2,1,0,0,2,1,0,0,1,0,0,0,1,2,1,0,"USS"
1990,6,2,2,1,1,3,1,0,0,1,1,0,0,1,2,1,0,"USS"
1991,2,1,1,0,0,3,1,0,0,0,1,1,0,1,2,2,1,"USS"
1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USS"
1981,4,0,2,1,1,13,2,2,2,2,1,2,2,1,1,1,2,"SPN"
1982,4,0,2,2,0,14,2,2,2,2,2,2,2,1,1,2,2,"SPN"
1983,4,0,2,2,0,14,2,2,2,2,2,2,2,2,1,2,2,"SPN"
1984,3,0,2,1,0,12,2,2,2,1,1,2,2,1,1,2,2,"SPN"
1985,4,0,2,2,0,14,2,2,2,2,2,2,2,1,1,2,2,"SPN"
1986,5,0,2,2,1,14,2,2,2,2,2,2,2,2,2,1,2,"SPN"
1987,3,0,1,1,1,13,2,2,2,2,1,2,2,2,2,2,2,"SPN"
1988,6,0,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"SPN"
1989,5,0,2,2,1,14,2,2,2,2,2,2,2,2,2,2,2,"SPN"
1990,5,0,2,2,1,12,2,2,2,1,1,2,2,1,2,2,2,"SPN"
1991,6,0,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"SPN"
1992,4,0,2,2,0,14,2,2,2,2,2,2,2,2,2,2,2,"SPN"
1993,5,0,2,2,1,14,2,2,2,2,2,2,2,1,2,1,2,"SPN"
1994,4,0,2,2,0,14,2,2,2,2,2,2,2,2,2,2,2,"SPN"
1995,4,0,2,1,1,13,2,2,2,2,2,2,1,2,2,2,2,"SPN"
1996,4,0,2,2,0,14,2,2,2,2,2,2,2,2,2,2,2,"SPN"
1997,4,0,2,1,1,13,2,2,2,2,2,1,2,2,2,2,2,"SPN"
1998,6,0,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"SPN"
1999,5,0,2,2,1,13,2,2,2,2,2,1,2,2,2,2,2,"SPN"
2000,4,0,2,1,1,14,2,2,2,2,2,2,2,2,2,2,2,"SPN"
2001,5,0,2,2,1,13,2,2,2,2,2,1,2,2,2,3,2,"SPN"
2002,5,0,2,2,1,13,2,2,2,2,2,2,1,2,2,3,2,"SPN"
2003,3,0,1,2,0,12,2,2,2,2,2,1,1,1,3,-999,2,"SPN"
2004,5,0,2,2,1,13,2,2,2,2,2,2,1,1,3,2,2,"SPN"
2005,4,0,1,2,1,11,2,2,2,1,2,1,1,2,3,NA,2,"SPN"
2006,3,0,2,1,0,11,2,2,2,1,2,1,1,2,3,NA,2,"SPN"
2007,3,0,2,1,0,11,2,2,2,1,2,1,1,2,3,3,2,"SPN"
2008,4,0,2,2,0,11,2,2,2,1,2,1,1,2,3,NA,2,"SPN"
2009,4,0,2,2,0,11,2,2,2,1,2,1,1,2,3,NA,2,"SPN"
2010,5,0,2,2,1,11,2,2,2,1,2,1,1,2,3,NA,2,"SPN"
2011,5,0,2,2,1,11,2,2,2,1,2,1,1,2,3,NA,2,"SPN"
1981,6,2,0,2,2,11,1,2,2,1,2,2,1,1,1,1,2,"SRI"
1982,4,2,0,1,1,12,2,2,2,1,2,2,1,1,2,1,2,"SRI"
1983,3,2,0,0,1,12,2,2,2,1,2,2,1,1,2,1,1,"SRI"
1984,1,1,0,0,0,11,1,2,2,1,2,2,1,1,2,1,2,"SRI"
1985,0,0,0,0,0,11,1,1,2,1,2,2,2,1,2,1,2,"SRI"
1986,1,0,0,0,1,10,1,1,2,1,1,2,2,1,2,1,2,"SRI"
1987,0,0,0,0,0,9,1,1,2,1,1,2,1,0,1,1,2,"SRI"
1988,2,0,0,1,1,9,0,1,2,1,1,2,2,1,2,1,2,"SRI"
1989,0,0,0,0,0,12,1,2,2,1,2,2,2,1,2,1,2,"SRI"
1990,0,0,0,0,0,12,1,2,2,1,2,2,2,2,2,1,2,"SRI"
1991,0,0,0,0,0,10,1,1,1,1,2,2,2,1,2,1,2,"SRI"
1992,0,0,0,0,0,9,1,0,2,1,2,2,1,1,2,1,2,"SRI"
1993,2,1,0,1,0,8,2,1,2,1,1,0,1,2,2,1,2,"SRI"
1994,2,1,1,0,0,12,2,1,2,1,2,2,2,1,2,1,2,"SRI"
1995,0,0,0,0,0,12,2,2,2,1,2,1,2,1,2,2,2,"SRI"
1996,0,0,0,0,0,8,1,2,1,1,1,1,1,1,2,1,2,"SRI"
1997,1,0,1,0,0,12,2,1,2,1,2,2,2,1,2,1,2,"SRI"
1998,1,0,1,0,0,6,1,0,1,1,2,0,1,1,2,1,2,"SRI"
1999,2,1,0,1,0,8,2,0,1,0,2,2,1,1,2,1,2,"SRI"
2000,0,0,0,0,0,9,2,0,2,0,2,1,2,1,2,1,2,"SRI"
2001,2,0,1,1,0,7,1,0,1,0,2,2,1,1,2,1,2,"SRI"
2002,3,2,1,0,0,9,2,0,2,1,2,1,1,1,2,1,2,"SRI"
2003,4,2,1,1,0,8,1,1,2,1,1,0,2,1,2,1,2,"SRI"
2004,5,2,1,2,0,5,0,0,1,1,1,1,1,1,2,1,2,"SRI"
2005,4,1,1,2,0,6,1,1,2,1,1,0,0,1,2,NA,2,"SRI"
2006,2,0,0,2,0,7,1,1,1,1,2,1,0,1,1,NA,2,"SRI"
2007,1,0,0,1,0,3,1,0,0,0,1,0,1,0,2,1,2,"SRI"
2008,1,0,0,1,0,1,0,0,0,0,0,1,0,1,2,NA,1,"SRI"
2009,0,0,0,0,0,4,1,1,0,0,1,1,0,1,2,NA,1,"SRI"
2010,1,1,0,0,0,3,1,1,0,0,1,0,0,1,2,NA,0,"SRI"
2011,0,0,0,0,0,5,0,1,1,0,1,1,1,1,2,NA,0,"SRI"
1981,5,2,2,0,1,7,1,1,1,1,1,2,0,-999,2,-999,0,"SUD"
1982,4,2,2,0,0,8,1,1,1,2,0,1,2,1,2,0,1,"SUD"
1983,4,2,2,0,0,6,1,1,1,1,0,0,2,1,2,0,1,"SUD"
1984,4,2,2,0,0,4,1,1,1,0,1,0,0,1,2,0,0,"SUD"
1985,5,2,1,1,1,7,1,1,1,1,0,1,2,1,2,0,1,"SUD"
1986,3,2,1,0,0,9,1,1,1,1,2,1,2,1,2,0,1,"SUD"
1987,5,2,1,1,1,5,0,1,1,1,2,0,0,0,2,0,1,"SUD"
1988,2,2,0,0,0,5,0,0,0,2,1,1,1,1,2,1,1,"SUD"
1989,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"SUD"
1990,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"SUD"
1991,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SUD"
1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"SUD"
1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"SUD"
1994,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"SUD"
1995,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"SUD"
1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,"SUD"
1997,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,"SUD"
1998,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,"SUD"
1999,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,"SUD"
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"SUD"
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"SUD"
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"SUD"
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"SUD"
2004,2,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"SUD"
2005,1,1,0,0,0,1,0,0,0,0,1,0,0,1,2,NA,0,"SUD"
2006,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,NA,0,"SUD"
2007,1,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,"SUD"
2008,0,0,0,0,0,2,0,0,2,0,0,0,0,1,2,NA,0,"SUD"
2009,1,1,0,0,0,2,0,0,2,0,0,0,0,0,2,NA,0,"SUD"
2010,1,1,0,0,0,4,0,1,2,0,1,0,0,1,2,NA,0,"SUD"
2011,1,1,0,0,0,4,0,1,2,0,1,0,0,0,2,NA,0,"SUD"
1981,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SUR"
1982,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,0,"SUR"
1983,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,1,"SUR"
1984,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,2,NA,NA,NA,NA,0,"SUR"
1985,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,2,NA,NA,NA,NA,2,"SUR"
1986,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,2,NA,NA,NA,NA,2,"SUR"
1987,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,2,"SUR"
1988,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,2,"SUR"
1989,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,1,"SUR"
1990,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,1,"SUR"
1991,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,1,"SUR"
1992,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,1,"SUR"
1993,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,1,"SUR"
1994,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,1,"SUR"
1995,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,1,"SUR"
1996,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,1,"SUR"
1997,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,1,"SUR"
1998,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,1,"SUR"
1999,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,1,"SUR"
2000,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,1,"SUR"
2001,5,2,1,2,0,11,2,2,2,1,1,2,1,1,2,1,2,"SUR"
2002,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,1,"SUR"
2003,6,2,2,2,0,11,2,2,2,1,1,2,1,1,2,1,1,"SUR"
2004,5,2,1,2,0,13,2,2,2,2,2,2,1,1,2,1,1,"SUR"
2005,6,2,2,2,0,11,2,2,2,1,1,2,1,1,2,NA,2,"SUR"
2006,6,2,1,2,1,11,2,2,2,1,1,2,1,1,2,NA,1,"SUR"
2007,6,2,1,2,1,11,2,2,2,1,1,2,1,1,2,1,1,"SUR"
2008,7,2,2,2,1,11,2,2,2,1,1,2,1,1,2,NA,2,"SUR"
2009,7,2,2,2,1,12,2,2,2,1,2,2,1,1,2,NA,1,"SUR"
2010,7,2,2,2,1,12,2,2,2,1,2,2,1,1,2,NA,2,"SUR"
2011,6,2,1,2,1,12,2,2,2,1,2,2,1,1,2,NA,2,"SUR"
1981,6,2,2,1,1,6,0,2,1,0,0,2,1,1,0,0,2,"SWA"
1982,5,1,2,0,2,7,0,2,1,1,0,2,1,0,0,0,2,"SWA"
1983,6,2,1,1,2,4,0,2,1,0,0,0,1,1,2,0,2,"SWA"
1984,5,2,2,0,1,5,0,2,1,0,0,1,1,1,2,0,2,"SWA"
1985,6,2,2,1,1,5,0,2,1,0,0,1,1,1,2,0,2,"SWA"
1986,5,1,1,2,1,7,1,2,1,0,0,2,1,1,2,0,2,"SWA"
1987,3,1,1,1,0,6,1,2,1,0,0,1,1,1,2,0,2,"SWA"
1988,5,2,1,1,1,5,0,2,1,0,0,1,1,1,2,0,2,"SWA"
1989,5,2,1,1,1,6,0,2,1,0,0,2,1,1,2,0,2,"SWA"
1990,5,2,2,1,0,5,0,2,0,0,0,2,1,1,2,0,2,"SWA"
1991,7,2,2,2,1,4,0,2,0,0,0,2,0,1,2,0,2,"SWA"
1992,6,2,2,1,1,6,0,2,0,1,0,2,1,1,2,1,2,"SWA"
1993,5,2,2,1,0,4,0,2,0,0,0,2,0,1,2,0,2,"SWA"
1994,7,2,2,2,1,5,0,2,0,0,0,2,1,2,2,1,2,"SWA"
1995,5,2,2,1,0,4,0,2,0,0,0,2,0,1,2,1,2,"SWA"
1996,5,2,1,2,0,4,0,2,0,0,0,2,0,1,2,0,2,"SWA"
1997,4,1,2,1,0,5,0,2,0,1,0,2,0,1,2,0,1,"SWA"
1998,6,2,2,2,0,4,0,2,0,0,0,2,0,1,2,0,1,"SWA"
1999,6,2,2,1,1,4,0,2,0,0,0,2,0,1,2,0,1,"SWA"
2000,5,2,1,1,1,3,0,2,0,0,0,1,0,1,2,0,1,"SWA"
2001,7,2,2,2,1,5,0,2,0,1,0,2,0,1,2,0,1,"SWA"
2002,7,2,2,2,1,3,0,2,0,0,0,1,0,1,2,0,1,"SWA"
2003,7,2,2,2,1,2,0,1,0,0,0,1,0,1,2,0,1,"SWA"
2004,6,2,1,2,1,3,0,2,0,0,0,1,0,1,2,0,1,"SWA"
2005,5,2,1,2,0,3,0,1,0,0,0,1,1,1,2,NA,1,"SWA"
2006,6,2,1,2,1,7,0,2,1,1,0,2,1,1,2,NA,1,"SWA"
2007,5,2,1,1,1,5,0,1,1,0,0,2,1,1,2,0,1,"SWA"
2008,4,2,1,1,0,4,0,1,1,0,0,2,0,0,2,NA,1,"SWA"
2009,4,2,1,1,0,4,0,1,1,0,0,2,0,0,2,NA,1,"SWA"
2010,4,2,1,1,0,5,0,1,1,0,0,2,1,0,2,NA,1,"SWA"
2011,3,1,1,1,0,5,0,1,1,0,0,2,1,0,2,NA,0,"SWA"
1981,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,3,2,"SWD"
1982,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,3,2,"SWD"
1983,7,2,2,2,1,14,2,2,2,2,2,2,2,2,2,3,2,"SWD"
1984,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,3,2,"SWD"
1985,8,2,2,2,2,14,2,2,2,2,2,2,2,2,3,3,2,"SWD"
1986,8,2,2,2,2,14,2,2,2,2,2,2,2,3,3,3,2,"SWD"
1987,8,2,2,2,2,14,2,2,2,2,2,2,2,2,3,3,2,"SWD"
1988,8,2,2,2,2,14,2,2,2,2,2,2,2,3,3,3,2,"SWD"
1989,8,2,2,2,2,14,2,2,2,2,2,2,2,3,3,3,2,"SWD"
1990,8,2,2,2,2,14,2,2,2,2,2,2,2,2,3,3,2,"SWD"
1991,8,2,2,2,2,14,2,2,2,2,2,2,2,2,3,3,2,"SWD"
1992,8,2,2,2,2,14,2,2,2,2,2,2,2,2,3,3,2,"SWD"
1993,8,2,2,2,2,14,2,2,2,2,2,2,2,2,3,3,2,"SWD"
1994,8,2,2,2,2,14,2,2,2,2,2,2,2,2,3,3,2,"SWD"
1995,8,2,2,2,2,13,2,2,2,2,2,2,1,2,3,3,2,"SWD"
1996,8,2,2,2,2,14,2,2,2,2,2,2,2,2,3,3,2,"SWD"
1997,6,2,1,2,1,14,2,2,2,2,2,2,2,3,3,3,2,"SWD"
1998,8,2,2,2,2,14,2,2,2,2,2,2,2,3,3,3,2,"SWD"
1999,8,2,2,2,2,14,2,2,2,2,2,2,2,3,3,3,2,"SWD"
2000,7,2,2,2,1,14,2,2,2,2,2,2,2,3,3,3,2,"SWD"
2001,8,2,2,2,2,13,2,2,2,1,2,2,2,3,3,3,2,"SWD"
2002,8,2,2,2,2,13,2,2,2,1,2,2,2,3,3,3,2,"SWD"
2003,7,2,2,2,1,13,2,2,2,1,2,2,2,3,3,3,2,"SWD"
2004,8,2,2,2,2,13,2,2,2,1,2,2,2,3,3,-999,2,"SWD"
2005,7,2,2,2,1,13,2,2,2,1,2,2,2,3,3,NA,2,"SWD"
2006,7,2,2,2,1,13,2,2,2,1,2,2,2,3,3,NA,2,"SWD"
2007,7,2,2,2,1,12,2,2,2,1,2,2,1,3,3,3,2,"SWD"
2008,7,2,2,2,1,12,2,2,2,1,2,2,1,3,3,NA,2,"SWD"
2009,7,2,2,2,1,12,2,2,2,1,2,2,1,3,3,NA,2,"SWD"
2010,7,2,2,2,1,12,2,2,2,1,2,2,1,3,3,NA,2,"SWD"
2011,7,2,2,2,1,12,2,2,2,1,2,2,1,2,3,NA,2,"SWD"
1981,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"SWZ"
1982,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,3,2,"SWZ"
1983,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,3,2,"SWZ"
1984,8,2,2,2,2,13,2,2,2,2,2,1,2,2,2,2,2,"SWZ"
1985,8,2,2,2,2,13,2,2,2,2,2,1,2,2,2,2,2,"SWZ"
1986,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"SWZ"
1987,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"SWZ"
1988,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"SWZ"
1989,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"SWZ"
1990,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"SWZ"
1991,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"SWZ"
1992,8,2,2,2,2,13,2,2,2,2,2,2,1,2,2,2,2,"SWZ"
1993,7,2,2,2,1,13,2,2,2,2,2,1,2,2,2,2,2,"SWZ"
1994,7,2,2,2,1,13,2,2,2,1,2,2,2,2,2,2,2,"SWZ"
1995,7,2,2,2,1,12,2,2,2,1,2,2,1,2,2,2,2,"SWZ"
1996,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,3,2,"SWZ"
1997,7,2,2,2,1,13,2,2,2,1,2,2,2,2,2,2,2,"SWZ"
1998,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,2,2,"SWZ"
1999,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,3,2,"SWZ"
2000,7,2,2,1,2,13,2,2,2,1,2,2,2,2,2,3,2,"SWZ"
2001,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,3,2,"SWZ"
2002,8,2,2,2,2,12,2,2,2,1,2,1,2,2,2,3,2,"SWZ"
2003,7,2,2,2,1,13,2,2,2,1,2,2,2,2,2,2,2,"SWZ"
2004,7,2,2,2,1,13,2,2,2,1,2,2,2,2,2,0,2,"SWZ"
2005,7,2,2,2,1,12,2,2,2,1,2,1,2,2,2,NA,2,"SWZ"
2006,7,2,2,2,1,12,2,2,2,1,2,1,2,1,2,NA,2,"SWZ"
2007,7,2,2,2,1,11,2,2,2,1,2,1,1,2,2,2,2,"SWZ"
2008,7,2,2,2,1,11,2,2,2,1,2,1,1,1,3,NA,2,"SWZ"
2009,7,2,2,2,1,11,2,2,2,1,2,1,1,2,2,NA,2,"SWZ"
2010,7,2,2,2,1,12,2,2,2,1,2,1,2,3,2,NA,2,"SWZ"
2011,7,2,2,2,1,11,2,2,2,1,2,1,1,3,2,NA,2,"SWZ"
1981,0,0,0,0,0,5,0,2,1,0,1,1,0,1,2,1,0,"SYR"
1982,0,0,0,0,0,3,0,2,1,0,0,0,0,1,2,1,1,"SYR"
1983,0,0,0,0,0,2,0,2,0,0,0,0,0,1,2,1,1,"SYR"
1984,1,1,0,0,0,3,0,2,0,0,1,0,0,2,2,1,1,"SYR"
1985,1,1,0,0,0,3,0,2,0,0,0,0,1,1,2,1,1,"SYR"
1986,0,0,0,0,0,3,0,2,0,0,0,0,1,1,2,1,1,"SYR"
1987,1,0,1,0,0,4,0,2,0,0,1,1,0,1,2,1,1,"SYR"
1988,3,2,1,0,0,2,0,2,0,0,0,0,0,1,2,1,2,"SYR"
1989,3,1,2,0,0,3,0,2,0,0,0,1,0,1,2,1,1,"SYR"
1990,2,1,1,0,0,4,0,2,0,0,1,1,0,1,2,1,1,"SYR"
1991,3,2,1,0,0,1,0,1,0,0,0,0,0,1,2,1,1,"SYR"
1992,5,2,2,0,1,0,0,0,0,0,0,0,0,1,2,1,1,"SYR"
1993,3,2,1,0,0,1,0,1,0,0,0,0,0,1,2,1,1,"SYR"
1994,4,2,2,0,0,1,0,1,0,0,0,0,0,1,2,1,1,"SYR"
1995,5,2,2,0,1,3,0,2,0,0,0,1,0,1,2,1,1,"SYR"
1996,3,1,1,1,0,2,0,1,0,0,0,1,0,1,2,1,1,"SYR"
1997,3,1,2,0,0,3,0,2,0,0,0,1,0,1,2,1,1,"SYR"
1998,3,1,2,0,0,2,0,1,0,0,0,1,0,1,2,1,1,"SYR"
1999,3,1,2,0,0,2,0,2,0,0,0,0,0,1,2,1,1,"SYR"
2000,2,1,1,0,0,2,0,1,0,0,0,1,0,2,2,1,1,"SYR"
2001,4,2,2,0,0,2,0,2,0,0,0,0,0,1,2,1,1,"SYR"
2002,4,2,2,0,0,2,0,1,0,0,0,1,0,1,2,1,1,"SYR"
2003,3,2,1,0,0,2,0,1,0,0,0,1,0,1,2,1,1,"SYR"
2004,3,2,1,0,0,2,1,0,0,0,0,1,0,1,2,0,1,"SYR"
2005,3,2,1,0,0,1,0,1,0,0,0,0,0,1,2,NA,1,"SYR"
2006,2,1,1,0,0,2,0,1,0,0,0,1,0,1,1,NA,0,"SYR"
2007,2,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,"SYR"
