"sftgcode","year","eth.frac","eth.largest","eth.ratio","rel.frac","rel.largest","rel.ratio"
"COL",1952,0.657,0.518,2.23,0.108,0.943,16.5
"COL",1953,0.657,0.518,2.24,0.108,0.943,16.49
"COL",1954,0.657,0.518,2.25,0.108,0.943,16.48
"COL",1955,0.657,0.518,2.25,0.108,0.943,16.46
"COL",1956,0.657,0.518,2.26,0.108,0.943,16.45
"COL",1957,0.657,0.519,2.27,0.108,0.943,16.44
"COL",1958,0.657,0.519,2.28,0.108,0.943,16.43
"COL",1959,0.657,0.519,2.29,0.108,0.943,16.42
"COL",1960,0.657,0.519,2.29,0.108,0.943,16.41
"COL",1961,0.657,0.519,2.3,0.108,0.943,16.4
"COL",1962,0.656,0.519,2.31,0.108,0.942,16.39
"COL",1963,0.656,0.52,2.32,0.108,0.942,16.38
"COL",1964,0.656,0.52,2.33,0.109,0.942,16.36
"COL",1965,0.656,0.52,2.33,0.109,0.942,16.35
"COL",1966,0.656,0.52,2.34,0.109,0.942,16.34
"COL",1967,0.656,0.52,2.35,0.109,0.942,16.33
"COL",1968,0.656,0.52,2.36,0.109,0.942,16.32
"COL",1969,0.655,0.521,2.37,0.109,0.942,16.31
"COL",1970,0.655,0.521,2.38,0.109,0.942,16.3
"COL",1971,0.655,0.521,2.38,0.109,0.942,16.29
"COL",1972,0.655,0.521,2.39,0.109,0.942,16.28
"COL",1973,0.655,0.521,2.4,0.109,0.942,16.26
"COL",1974,0.654,0.522,2.41,0.109,0.942,16.25
"COL",1975,0.654,0.522,2.42,0.109,0.942,16.24
"COL",1976,0.654,0.522,2.43,0.109,0.942,16.23
"COL",1977,0.654,0.522,2.43,0.109,0.942,16.22
"COL",1978,0.653,0.522,2.44,0.109,0.942,16.21
"COL",1979,0.653,0.522,2.45,0.11,0.942,16.2
"COL",1980,0.653,0.523,2.46,0.11,0.942,16.19
"COL",1981,0.653,0.523,2.47,0.11,0.942,16.18
"COL",1982,0.652,0.523,2.48,0.11,0.942,16.17
"COL",1983,0.652,0.523,2.49,0.11,0.942,16.15
"COL",1984,0.652,0.523,2.49,0.11,0.942,16.14
"COL",1985,0.651,0.524,2.5,0.11,0.942,16.13
"COL",1986,0.651,0.524,2.51,0.11,0.942,16.12
"COL",1987,0.651,0.524,2.52,0.11,0.942,16.11
"COL",1988,0.65,0.524,2.53,0.11,0.942,16.1
"COL",1989,0.65,0.524,2.54,0.11,0.941,16.09
"COL",1990,0.65,0.524,2.55,0.11,0.941,16.08
"COL",1991,0.649,0.525,2.56,0.11,0.941,16.07
"COL",1992,0.649,0.525,2.57,0.11,0.941,16.06
"COL",1993,0.649,0.525,2.58,0.11,0.941,16.05
"COL",1994,0.648,0.525,2.58,0.111,0.941,16.03
"COL",1995,0.648,0.525,2.59,0.111,0.941,16.02
"COL",1996,0.647,0.525,2.6,0.111,0.941,16.01
"COL",1997,0.647,0.526,2.61,0.111,0.941,16
"COL",1998,0.646,0.526,2.62,0.111,0.941,15.99
"COL",1999,0.646,0.526,2.63,0.111,0.941,15.98
"COL",2000,0.646,0.526,2.64,0.111,0.941,15.97
"COL",2001,0.645,0.526,2.65,0.111,0.941,15.96
"COL",2002,0.645,0.527,2.66,0.111,0.941,15.95
"COL",2003,0.644,0.527,2.67,0.111,0.941,15.94
"COL",2004,0.644,0.527,2.68,0.111,0.941,15.93
"COL",2005,0.643,0.527,2.69,0.111,0.941,15.91
"COL",2006,0.643,0.527,2.7,0.111,0.941,15.9
"COL",2007,0.642,0.527,2.68,0.111,0.941,15.89
"COL",2008,0.642,0.528,2.66,0.111,0.941,15.88
"COL",2009,0.641,0.528,2.64,0.112,0.941,15.87
"COL",2010,0.641,0.528,2.62,0.112,0.941,15.86
"COL",2011,0.64,0.528,2.6,0.112,0.941,15.85
"COL",2012,0.64,0.528,2.58,0.112,0.941,15.84
"COL",2013,0.639,0.528,2.57,0.112,0.941,15.83
"COM",1975,0.062,0.968,60.53,0.043,0.978,44.45
"COM",1976,0.061,0.969,60.54,0.043,0.978,44.63
"COM",1977,0.061,0.969,60.54,0.043,0.978,44.81
"COM",1978,0.061,0.969,60.55,0.043,0.978,45
"COM",1979,0.061,0.969,60.56,0.042,0.978,45.18
"COM",1980,0.061,0.969,60.56,0.042,0.978,45.36
"COM",1981,0.06,0.969,60.57,0.042,0.979,45.55
"COM",1982,0.06,0.969,60.58,0.042,0.979,45.73
"COM",1983,0.06,0.969,60.58,0.042,0.979,45.92
"COM",1984,0.06,0.969,60.59,0.042,0.979,46.11
"COM",1985,0.06,0.97,60.59,0.041,0.979,46.3
"COM",1986,0.059,0.97,60.6,0.041,0.979,46.48
"COM",1987,0.059,0.97,60.61,0.041,0.979,46.67
"COM",1988,0.059,0.97,60.61,0.041,0.979,46.86
"COM",1989,0.059,0.97,60.62,0.041,0.979,47.05
"COM",1990,0.059,0.97,60.63,0.041,0.979,47.25
"COM",1991,0.059,0.97,60.63,0.04,0.979,47.44
"COM",1992,0.058,0.97,60.64,0.04,0.979,47.63
"COM",1993,0.058,0.97,60.65,0.04,0.98,47.83
"COM",1994,0.058,0.97,60.65,0.04,0.98,48.02
"COM",1995,0.058,0.971,60.66,0.04,0.98,48.22
"COM",1996,0.058,0.971,60.66,0.04,0.98,48.41
"COM",1997,0.057,0.971,60.67,0.04,0.98,48.61
"COM",1998,0.057,0.971,60.68,0.039,0.98,48.81
"COM",1999,0.057,0.971,60.68,0.039,0.98,49.01
"COM",2000,0.057,0.971,60.69,0.039,0.98,49.21
"COM",2001,0.057,0.971,60.69,0.039,0.98,49.41
"COM",2002,0.056,0.971,60.7,0.039,0.98,49.61
"COM",2003,0.056,0.971,60.71,0.039,0.98,49.81
"COM",2004,0.056,0.971,60.71,0.038,0.98,50.01
"COM",2005,0.056,0.972,60.72,0.038,0.98,50.22
"COM",2006,0.056,0.972,60.73,0.038,0.981,50.42
"COM",2007,0.055,0.972,60.73,0.038,0.981,50.63
"COM",2008,0.055,0.972,60.74,0.038,0.981,50.84
"COM",2009,0.055,0.972,60.74,0.038,0.981,51.04
"COM",2010,0.055,0.972,60.75,0.038,0.981,51.25
"COM",2011,0.055,0.972,60.76,0.037,0.981,51.46
"COM",2012,0.055,0.972,60.76,0.037,0.981,51.67
"COM",2013,0.054,0.972,60.77,0.037,0.981,51.88
"CON",1960,0.7,0.491,2.35,0.659,0.448,1.46
"CON",1961,0.701,0.491,2.37,0.659,0.446,1.45
"CON",1962,0.701,0.492,2.39,0.658,0.445,1.43
"CON",1963,0.702,0.492,2.41,0.658,0.444,1.41
"CON",1964,0.702,0.492,2.43,0.658,0.443,1.4
"CON",1965,0.702,0.492,2.45,0.658,0.442,1.38
"CON",1966,0.703,0.492,2.47,0.657,0.441,1.36
"CON",1967,0.703,0.492,2.49,0.657,0.44,1.35
"CON",1968,0.703,0.493,2.51,0.657,0.438,1.33
"CON",1969,0.704,0.493,2.53,0.656,0.437,1.32
"CON",1970,0.704,0.493,2.55,0.656,0.436,1.3
"CON",1971,0.704,0.493,2.57,0.656,0.435,1.29
"CON",1972,0.705,0.493,2.59,0.655,0.434,1.27
"CON",1973,0.705,0.493,2.61,0.655,0.432,1.26
"CON",1974,0.705,0.493,2.63,0.655,0.431,1.25
"CON",1975,0.705,0.494,2.65,0.654,0.43,1.23
"CON",1976,0.705,0.494,2.68,0.654,0.428,1.22
"CON",1977,0.706,0.494,2.7,0.653,0.427,1.2
"CON",1978,0.706,0.494,2.72,0.653,0.426,1.19
"CON",1979,0.706,0.494,2.74,0.652,0.425,1.18
"CON",1980,0.706,0.494,2.77,0.652,0.423,1.16
"CON",1981,0.706,0.494,2.79,0.651,0.422,1.15
"CON",1982,0.707,0.495,2.81,0.651,0.421,1.14
"CON",1983,0.707,0.495,2.83,0.65,0.419,1.13
"CON",1984,0.707,0.495,2.86,0.649,0.418,1.11
"CON",1985,0.707,0.495,2.88,0.649,0.417,1.1
"CON",1986,0.707,0.495,2.91,0.648,0.415,1.09
"CON",1987,0.707,0.495,2.93,0.648,0.414,1.08
"CON",1988,0.707,0.496,2.96,0.647,0.413,1.07
"CON",1989,0.707,0.496,2.98,0.646,0.411,1.06
"CON",1990,0.707,0.496,3,0.646,0.41,1.05
"CON",1991,0.707,0.496,3.03,0.645,0.409,1.03
"CON",1992,0.707,0.496,3.06,0.644,0.407,1.02
"CON",1993,0.707,0.496,3.08,0.643,0.406,1.01
"CON",1994,0.707,0.496,3.11,0.643,0.404,1
"CON",1995,0.707,0.497,3.13,0.642,0.406,1.01
"CON",1996,0.707,0.497,3.16,0.641,0.409,1.02
"CON",1997,0.707,0.497,3.19,0.64,0.412,1.03
"CON",1998,0.707,0.497,3.21,0.639,0.415,1.04
"CON",1999,0.707,0.497,3.24,0.639,0.418,1.05
"CON",2000,0.707,0.497,3.27,0.638,0.421,1.06
"CON",2001,0.707,0.497,3.3,0.637,0.423,1.07
"CON",2002,0.707,0.498,3.33,0.636,0.426,1.08
"CON",2003,0.707,0.498,3.35,0.635,0.429,1.09
"CON",2004,0.706,0.498,3.38,0.634,0.432,1.11
"CON",2005,0.706,0.498,3.41,0.633,0.435,1.12
"CON",2006,0.706,0.498,3.44,0.632,0.437,1.13
"CON",2007,0.706,0.498,3.47,0.631,0.44,1.14
"CON",2008,0.706,0.498,3.5,0.63,0.443,1.15
"CON",2009,0.705,0.499,3.53,0.629,0.446,1.16
"CON",2010,0.705,0.499,3.56,0.628,0.449,1.17
"CON",2011,0.705,0.499,3.59,0.627,0.451,1.19
"CON",2012,0.704,0.499,3.62,0.626,0.454,1.2
"CON",2013,0.704,0.499,3.65,0.625,0.457,1.21
"COS",1945,0.227,0.877,24.94,0.037,0.981,51.51
"COS",1946,0.229,0.876,24.32,0.039,0.98,49.62
"COS",1947,0.231,0.875,23.66,0.04,0.98,47.79
"COS",1948,0.233,0.873,23.04,0.042,0.979,46.04
"COS",1949,0.235,0.872,22.45,0.043,0.978,44.34
"COS",1950,0.238,0.871,21.89,0.045,0.977,42.71
"COS",1951,0.24,0.869,21.36,0.046,0.976,41.14
"COS",1952,0.242,0.868,20.86,0.048,0.975,39.63
"COS",1953,0.244,0.867,20.38,0.05,0.974,38.17
"COS",1954,0.247,0.865,19.93,0.052,0.974,36.77
"COS",1955,0.249,0.864,19.5,0.053,0.973,35.41
"COS",1956,0.251,0.863,19.09,0.055,0.972,34.11
"COS",1957,0.253,0.861,18.69,0.057,0.97,32.85
"COS",1958,0.256,0.86,18.32,0.059,0.969,31.64
"COS",1959,0.258,0.858,17.96,0.062,0.968,30.47
"COS",1960,0.26,0.857,17.62,0.064,0.967,29.35
"COS",1961,0.263,0.855,17.29,0.066,0.966,28.27
"COS",1962,0.265,0.854,16.98,0.068,0.965,27.22
"COS",1963,0.267,0.852,16.68,0.071,0.963,26.22
"COS",1964,0.27,0.851,16.39,0.073,0.962,25.25
"COS",1965,0.272,0.849,16.11,0.076,0.96,24.31
"COS",1966,0.275,0.848,15.84,0.079,0.959,23.41
"COS",1967,0.277,0.846,15.59,0.081,0.958,22.55
"COS",1968,0.279,0.845,15.34,0.084,0.956,21.71
"COS",1969,0.282,0.843,15.11,0.087,0.954,20.9
"COS",1970,0.284,0.842,14.88,0.09,0.953,20.13
"COS",1971,0.287,0.84,14.67,0.093,0.951,19.38
"COS",1972,0.289,0.839,14.46,0.097,0.949,18.66
"COS",1973,0.292,0.837,14.26,0.1,0.947,17.96
"COS",1974,0.294,0.835,14.06,0.103,0.945,17.29
"COS",1975,0.297,0.834,13.88,0.107,0.943,16.65
"COS",1976,0.299,0.832,13.7,0.111,0.941,16.03
"COS",1977,0.302,0.831,13.52,0.114,0.939,15.43
"COS",1978,0.304,0.829,13.28,0.118,0.937,14.85
"COS",1979,0.307,0.827,12.99,0.122,0.935,14.29
"COS",1980,0.309,0.825,12.71,0.126,0.932,13.76
"COS",1981,0.312,0.824,12.44,0.13,0.93,13.24
"COS",1982,0.315,0.822,12.17,0.135,0.927,12.74
"COS",1983,0.317,0.82,11.91,0.139,0.925,12.26
"COS",1984,0.32,0.819,11.65,0.144,0.922,11.8
"COS",1985,0.322,0.817,11.4,0.149,0.919,11.35
"COS",1986,0.325,0.815,11.16,0.153,0.916,10.92
"COS",1987,0.328,0.813,10.92,0.158,0.913,10.51
"COS",1988,0.33,0.811,10.68,0.164,0.91,10.11
"COS",1989,0.333,0.81,10.46,0.169,0.907,9.72
"COS",1990,0.336,0.808,10.23,0.174,0.903,9.35
"COS",1991,0.338,0.806,10.01,0.18,0.9,8.99
"COS",1992,0.341,0.804,9.8,0.185,0.896,8.65
"COS",1993,0.344,0.802,9.59,0.191,0.893,8.31
"COS",1994,0.346,0.8,9.38,0.197,0.889,7.99
"COS",1995,0.349,0.799,9.18,0.203,0.885,7.69
"COS",1996,0.352,0.797,8.98,0.209,0.881,7.39
"COS",1997,0.354,0.795,8.79,0.215,0.877,7.1
"COS",1998,0.357,0.793,8.6,0.222,0.872,6.82
"COS",1999,0.36,0.791,8.42,0.228,0.868,6.56
"COS",2000,0.363,0.789,8.24,0.235,0.863,6.3
"COS",2001,0.365,0.787,8.07,0.242,0.858,6.05
"COS",2002,0.368,0.785,7.89,0.249,0.853,5.81
"COS",2003,0.371,0.783,7.73,0.256,0.848,5.58
"COS",2004,0.374,0.781,7.56,0.263,0.843,5.36
"COS",2005,0.376,0.779,7.4,0.27,0.837,5.15
"COS",2006,0.379,0.777,7.24,0.277,0.832,4.94
"COS",2007,0.382,0.775,7.09,0.284,0.826,4.75
"COS",2008,0.384,0.773,6.94,0.292,0.82,4.55
"COS",2009,0.387,0.771,6.79,0.299,0.814,4.37
"COS",2010,0.39,0.769,6.65,0.307,0.807,4.19
"COS",2011,0.393,0.766,6.51,0.314,0.801,4.02
"COS",2012,0.395,0.764,6.37,0.322,0.794,3.86
"COS",2013,0.398,0.762,6.24,0.33,0.787,3.7
"CRO",1991,0.325,0.813,7.61,0.417,0.745,5.98
"CRO",1992,0.317,0.819,7.99,0.401,0.758,6.49
"CRO",1993,0.308,0.824,8.38,0.385,0.77,7.04
"CRO",1994,0.3,0.83,8.8,0.369,0.782,7.63
"CRO",1995,0.292,0.835,9.23,0.353,0.793,8.27
"CRO",1996,0.284,0.84,9.69,0.338,0.804,8.96
"CRO",1997,0.277,0.845,10.16,0.323,0.814,9.71
"CRO",1998,0.269,0.85,10.67,0.308,0.824,10.52
"CRO",1999,0.262,0.855,11.19,0.294,0.834,11.39
"CRO",2000,0.254,0.859,11.74,0.28,0.843,12.33
"CRO",2001,0.247,0.864,12.32,0.266,0.852,13.34
"CRO",2002,0.24,0.868,12.93,0.253,0.86,14.43
"CRO",2003,0.233,0.873,13.56,0.24,0.868,15.61
"CRO",2004,0.226,0.877,14.23,0.228,0.876,16.88
"CRO",2005,0.219,0.881,14.92,0.216,0.883,18.25
"CRO",2006,0.213,0.885,15.66,0.204,0.89,19.73
"CRO",2007,0.206,0.889,16.42,0.193,0.896,21.32
"CRO",2008,0.2,0.892,17.23,0.183,0.902,23.03
"CRO",2009,0.194,0.896,18.07,0.173,0.908,24.88
"CRO",2010,0.188,0.899,18.95,0.163,0.914,26.87
"CRO",2011,0.182,0.903,19.88,0.154,0.919,29.01
"CRO",2012,0.176,0.906,20.85,0.145,0.924,31.32
"CRO",2013,0.171,0.909,21.87,0.137,0.928,33.81
"CUB",1945,0.448,0.716,4.62,0.538,0.568,1.54
"CUB",1946,0.448,0.716,4.61,0.538,0.566,1.53
"CUB",1947,0.448,0.716,4.6,0.539,0.565,1.52
"CUB",1948,0.448,0.716,4.59,0.54,0.563,1.51
"CUB",1949,0.448,0.716,4.58,0.541,0.561,1.5
"CUB",1950,0.449,0.716,4.58,0.541,0.56,1.49
"CUB",1951,0.449,0.715,4.57,0.542,0.558,1.48
"CUB",1952,0.449,0.715,4.56,0.543,0.557,1.47
"CUB",1953,0.449,0.715,4.55,0.543,0.555,1.46
"CUB",1954,0.449,0.715,4.54,0.544,0.554,1.45
"CUB",1955,0.45,0.715,4.53,0.545,0.552,1.44
"CUB",1956,0.45,0.715,4.52,0.545,0.55,1.43
"CUB",1957,0.45,0.714,4.51,0.546,0.549,1.42
"CUB",1958,0.45,0.714,4.5,0.547,0.547,1.41
"CUB",1959,0.45,0.714,4.49,0.548,0.545,1.4
"CUB",1960,0.451,0.714,4.48,0.548,0.544,1.39
"CUB",1961,0.451,0.714,4.47,0.549,0.542,1.38
"CUB",1962,0.451,0.713,4.46,0.55,0.54,1.37
"CUB",1963,0.451,0.713,4.45,0.55,0.539,1.36
"CUB",1964,0.451,0.713,4.44,0.551,0.537,1.36
"CUB",1965,0.452,0.713,4.43,0.552,0.535,1.35
"CUB",1966,0.452,0.713,4.42,0.553,0.533,1.34
"CUB",1967,0.452,0.712,4.41,0.553,0.532,1.33
"CUB",1968,0.452,0.712,4.4,0.554,0.53,1.32
"CUB",1969,0.453,0.712,4.39,0.555,0.528,1.31
"CUB",1970,0.453,0.712,4.38,0.555,0.526,1.3
"CUB",1971,0.454,0.711,4.37,0.556,0.525,1.29
"CUB",1972,0.455,0.71,4.36,0.557,0.523,1.28
"CUB",1973,0.457,0.709,4.35,0.558,0.521,1.27
"CUB",1974,0.458,0.708,4.34,0.558,0.519,1.26
"CUB",1975,0.46,0.707,4.34,0.559,0.517,1.26
"CUB",1976,0.462,0.706,4.33,0.56,0.515,1.25
"CUB",1977,0.463,0.705,4.32,0.561,0.513,1.24
"CUB",1978,0.465,0.704,4.31,0.562,0.511,1.23
"CUB",1979,0.466,0.702,4.3,0.562,0.509,1.22
"CUB",1980,0.468,0.701,4.29,0.563,0.507,1.21
"CUB",1981,0.469,0.7,4.28,0.564,0.505,1.2
"CUB",1982,0.471,0.699,4.27,0.565,0.503,1.19
"CUB",1983,0.472,0.698,4.26,0.566,0.501,1.18
"CUB",1984,0.474,0.697,4.25,0.567,0.499,1.17
"CUB",1985,0.475,0.696,4.24,0.567,0.497,1.17
"CUB",1986,0.477,0.695,4.23,0.568,0.495,1.16
"CUB",1987,0.478,0.694,4.22,0.569,0.493,1.15
"CUB",1988,0.48,0.693,4.21,0.57,0.49,1.14
"CUB",1989,0.481,0.691,4.2,0.571,0.488,1.13
"CUB",1990,0.483,0.69,4.19,0.572,0.486,1.12
"CUB",1991,0.485,0.689,4.18,0.573,0.483,1.11
"CUB",1992,0.486,0.688,4.17,0.574,0.481,1.1
"CUB",1993,0.488,0.687,4.16,0.575,0.479,1.09
"CUB",1994,0.489,0.686,4.15,0.576,0.476,1.08
"CUB",1995,0.491,0.685,4.14,0.577,0.474,1.07
"CUB",1996,0.492,0.684,4.13,0.578,0.471,1.06
"CUB",1997,0.494,0.682,4.12,0.579,0.469,1.06
"CUB",1998,0.495,0.681,4.11,0.58,0.466,1.05
"CUB",1999,0.497,0.68,4.1,0.581,0.463,1.04
"CUB",2000,0.498,0.679,4.09,0.582,0.461,1.03
"CUB",2001,0.499,0.678,4.08,0.583,0.458,1.02
"CUB",2002,0.501,0.677,4.07,0.584,0.455,1.01
"CUB",2003,0.502,0.676,4.06,0.585,0.453,1
"CUB",2004,0.504,0.674,4.05,0.587,0.454,1.01
"CUB",2005,0.505,0.673,4.05,0.588,0.456,1.02
"CUB",2006,0.507,0.672,4.04,0.589,0.457,1.03
"CUB",2007,0.508,0.671,4.03,0.59,0.459,1.04
"CUB",2008,0.51,0.67,4.02,0.592,0.46,1.05
"CUB",2009,0.511,0.669,4.01,0.593,0.462,1.06
"CUB",2010,0.513,0.668,4,0.594,0.463,1.07
"CUB",2011,0.514,0.666,3.99,0.595,0.465,1.09
"CUB",2012,0.516,0.665,3.98,0.597,0.466,1.1
"CUB",2013,0.517,0.664,3.97,0.598,0.468,1.11
"CYP",1960,0.336,0.794,4.34,0.342,0.789,4.21
"CYP",1961,0.336,0.794,4.34,0.343,0.789,4.21
"CYP",1962,0.336,0.794,4.35,0.343,0.788,4.22
"CYP",1963,0.336,0.794,4.36,0.343,0.788,4.22
"CYP",1964,0.337,0.793,4.37,0.344,0.788,4.22
"CYP",1965,0.337,0.793,4.37,0.344,0.788,4.23
"CYP",1966,0.337,0.793,4.38,0.344,0.788,4.23
"CYP",1967,0.337,0.793,4.39,0.345,0.788,4.24
"CYP",1968,0.338,0.793,4.39,0.345,0.787,4.24
"CYP",1969,0.338,0.793,4.4,0.345,0.787,4.24
"CYP",1970,0.338,0.793,4.41,0.346,0.787,4.25
"CYP",1971,0.338,0.793,4.42,0.346,0.787,4.25
"CYP",1972,0.338,0.793,4.42,0.346,0.787,4.26
"CYP",1973,0.339,0.793,4.43,0.347,0.787,4.26
"CYP",1974,0.339,0.793,4.44,0.347,0.786,4.26
"CYP",1975,0.339,0.793,4.44,0.347,0.786,4.27
"CYP",1976,0.339,0.793,4.45,0.348,0.786,4.27
"CYP",1977,0.34,0.792,4.46,0.348,0.786,4.28
"CYP",1978,0.34,0.792,4.47,0.348,0.786,4.28
"CYP",1979,0.34,0.792,4.47,0.349,0.786,4.29
"CYP",1980,0.34,0.792,4.48,0.349,0.785,4.29
"CYP",1981,0.34,0.792,4.49,0.349,0.785,4.29
"CYP",1982,0.341,0.792,4.49,0.35,0.785,4.3
"CYP",1983,0.341,0.792,4.5,0.35,0.785,4.3
"CYP",1984,0.341,0.792,4.51,0.35,0.785,4.31
"CYP",1985,0.341,0.792,4.52,0.351,0.785,4.31
"CYP",1986,0.341,0.792,4.52,0.351,0.784,4.31
"CYP",1987,0.342,0.792,4.53,0.351,0.784,4.32
"CYP",1988,0.342,0.792,4.54,0.352,0.784,4.32
"CYP",1989,0.342,0.791,4.55,0.352,0.784,4.33
"CYP",1990,0.342,0.791,4.55,0.353,0.784,4.33
"CYP",1991,0.343,0.791,4.56,0.353,0.783,4.33
"CYP",1992,0.343,0.791,4.57,0.353,0.783,4.34
"CYP",1993,0.343,0.791,4.57,0.354,0.783,4.34
"CYP",1994,0.343,0.791,4.58,0.354,0.783,4.35
"CYP",1995,0.343,0.791,4.59,0.354,0.783,4.35
"CYP",1996,0.344,0.791,4.6,0.355,0.783,4.36
"CYP",1997,0.344,0.791,4.6,0.355,0.782,4.36
"CYP",1998,0.344,0.791,4.61,0.355,0.782,4.36
"CYP",1999,0.344,0.791,4.62,0.356,0.782,4.37
"CYP",2000,0.344,0.791,4.63,0.356,0.782,4.37
"CYP",2001,0.345,0.79,4.63,0.356,0.782,4.38
"CYP",2002,0.345,0.79,4.64,0.357,0.782,4.38
"CYP",2003,0.345,0.79,4.65,0.357,0.781,4.38
"CYP",2004,0.345,0.79,4.66,0.357,0.781,4.39
"CYP",2005,0.345,0.79,4.67,0.358,0.781,4.39
"CYP",2006,0.346,0.79,4.67,0.358,0.781,4.4
"CYP",2007,0.346,0.79,4.68,0.358,0.781,4.4
"CYP",2008,0.346,0.79,4.69,0.359,0.78,4.41
"CYP",2009,0.346,0.79,4.7,0.359,0.78,4.41
"CYP",2010,0.346,0.79,4.7,0.359,0.78,4.41
"CYP",2011,0.347,0.79,4.71,0.36,0.78,4.42
"CYP",2012,0.347,0.79,4.72,0.36,0.78,4.42
"CYP",2013,0.347,0.789,4.73,0.36,0.78,4.43
"CZE",1945,0.472,0.678,2.62,0.458,0.693,2.88
"CZE",1946,0.473,0.677,2.6,0.461,0.691,2.87
"CZE",1947,0.473,0.676,2.59,0.464,0.688,2.85
"CZE",1948,0.473,0.676,2.57,0.467,0.686,2.84
"CZE",1949,0.473,0.675,2.55,0.47,0.684,2.83
"CZE",1950,0.474,0.674,2.54,0.474,0.681,2.82
"CZE",1951,0.474,0.673,2.52,0.477,0.679,2.81
"CZE",1952,0.474,0.673,2.5,0.48,0.676,2.8
"CZE",1953,0.475,0.672,2.49,0.483,0.674,2.79
"CZE",1954,0.475,0.671,2.47,0.486,0.671,2.78
"CZE",1955,0.476,0.67,2.46,0.49,0.669,2.78
"CZE",1956,0.476,0.669,2.44,0.493,0.666,2.77
"CZE",1957,0.477,0.668,2.43,0.496,0.664,2.77
"CZE",1958,0.477,0.667,2.41,0.5,0.661,2.77
"CZE",1959,0.478,0.666,2.39,0.503,0.659,2.77
"CZE",1960,0.478,0.665,2.38,0.507,0.656,2.77
"CZE",1961,0.479,0.664,2.36,0.51,0.654,2.77
"CZE",1962,0.479,0.663,2.35,0.514,0.651,2.78
"CZE",1963,0.48,0.662,2.33,0.517,0.648,2.78
"CZE",1964,0.481,0.661,2.32,0.521,0.646,2.79
"CZE",1965,0.481,0.66,2.3,0.524,0.643,2.8
"CZE",1966,0.482,0.659,2.29,0.528,0.641,2.82
"CZE",1967,0.483,0.657,2.27,0.532,0.638,2.83
"CZE",1968,0.484,0.656,2.26,0.536,0.635,2.85
"CZE",1969,0.484,0.655,2.24,0.539,0.633,2.87
"CZE",1970,0.485,0.654,2.23,0.543,0.63,2.9
"CZE",1971,0.486,0.653,2.21,0.547,0.628,2.93
"CZE",1972,0.487,0.651,2.2,0.551,0.625,2.97
"CZE",1973,0.488,0.65,2.19,0.555,0.622,3.01
"CZE",1974,0.488,0.649,2.17,0.559,0.62,3.05
"CZE",1975,0.489,0.648,2.16,0.562,0.617,3.1
"CZE",1976,0.49,0.646,2.14,0.566,0.614,3.16
"CZE",1977,0.491,0.645,2.13,0.57,0.612,3.23
"CZE",1978,0.492,0.644,2.11,0.574,0.609,3.3
"CZE",1979,0.493,0.642,2.1,0.577,0.606,3.39
"CZE",1980,0.494,0.641,2.09,0.581,0.604,3.49
"CZE",1981,0.495,0.639,2.07,0.584,0.601,3.61
"CZE",1982,0.495,0.638,2.06,0.587,0.598,3.74
"CZE",1983,0.496,0.637,2.05,0.59,0.595,3.89
"CZE",1984,0.497,0.635,2.03,0.593,0.593,4.07
"CZE",1985,0.498,0.634,2.02,0.596,0.59,4.16
"CZE",1986,0.499,0.632,2.01,0.598,0.587,3.92
"CZE",1987,0.5,0.631,1.99,0.6,0.584,3.69
"CZE",1988,0.501,0.629,1.98,0.602,0.582,3.47
"CZE",1989,0.502,0.628,1.97,0.603,0.579,3.27
"CZE",1990,0.503,0.626,1.95,0.604,0.576,3.08
"CZE",1991,0.504,0.625,1.94,0.604,0.573,2.91
"CZE",1992,0.505,0.623,1.93,0.603,0.571,2.74
"CZR",1993,0.371,0.78,5.96,0.642,0.429,1.08
"CZR",1994,0.365,0.785,6.01,0.65,0.415,1.04
"CZR",1995,0.359,0.789,6.06,0.657,0.4,1
"CZR",1996,0.353,0.792,6.11,0.664,0.399,1.04
"CZR",1997,0.347,0.796,6.16,0.669,0.4,1.08
"CZR",1998,0.341,0.8,6.21,0.673,0.401,1.13
"CZR",1999,0.336,0.804,6.26,0.677,0.403,1.17
"CZR",2000,0.33,0.808,6.31,0.68,0.404,1.23
"CZR",2001,0.324,0.811,6.36,0.682,0.405,1.28
"CZR",2002,0.319,0.815,6.4,0.684,0.406,1.34
"CZR",2003,0.313,0.819,6.45,0.685,0.407,1.4
"CZR",2004,0.308,0.822,6.5,0.686,0.408,1.47
"CZR",2005,0.302,0.825,6.55,0.686,0.409,1.5
"CZR",2006,0.297,0.829,6.6,0.686,0.41,1.45
"CZR",2007,0.291,0.832,6.64,0.685,0.411,1.41
"CZR",2008,0.286,0.836,6.69,0.684,0.413,1.37
"CZR",2009,0.281,0.839,6.74,0.684,0.414,1.34
"CZR",2010,0.275,0.842,6.78,0.683,0.415,1.32
"CZR",2011,0.27,0.845,6.83,0.682,0.416,1.3
"CZR",2012,0.265,0.848,6.88,0.681,0.417,1.28
"CZR",2013,0.262,0.85,6.92,0.68,0.418,1.26
"DEN",1945,0.005,0.997,380.38,0.047,0.976,43.32
"DEN",1946,0.006,0.997,360.11,0.048,0.976,42.24
"DEN",1947,0.006,0.997,340.92,0.049,0.975,41.19
"DEN",1948,0.006,0.997,322.75,0.05,0.974,40.16
