"year","fiw.pr","fiw.cl","fiw.status","sftgcode"
1975,6,4,"PF","BFO"
1976,5,5,"PF","BFO"
1977,5,4,"PF","BFO"
1978,2,3,"F","BFO"
1979,2,3,"F","BFO"
1980,6,5,"PF","BFO"
1982,6,5,"PF","BFO"
1983,6,5,"PF","BFO"
1984,7,5,"NF","BFO"
1985,7,6,"NF","BFO"
1986,7,6,"NF","BFO"
1987,7,6,"NF","BFO"
1988,7,6,"NF","BFO"
1989,6,5,"NF","BFO"
1990,6,5,"NF","BFO"
1991,6,5,"NF","BFO"
1992,5,5,"PF","BFO"
1993,5,4,"PF","BFO"
1994,5,4,"PF","BFO"
1995,5,4,"PF","BFO"
1996,5,4,"PF","BFO"
1997,5,4,"PF","BFO"
1998,5,4,"PF","BFO"
1999,4,4,"PF","BFO"
2000,4,4,"PF","BFO"
2001,4,4,"PF","BFO"
2002,4,4,"PF","BFO"
2003,4,4,"PF","BFO"
2004,5,4,"PF","BFO"
2005,5,3,"PF","BFO"
2006,5,3,"PF","BFO"
2007,5,3,"PF","BFO"
2008,5,3,"PF","BFO"
2009,5,3,"PF","BFO"
2010,5,3,"PF","BFO"
2011,5,3,"PF","BFO"
2012,5,3,"PF","BFO"
2013,5,3,"PF","BFO"
1972,7,5,"NF","MYA"
1973,7,5,"NF","MYA"
1974,7,5,"NF","MYA"
1975,6,6,"NF","MYA"
1976,6,6,"NF","MYA"
1977,7,6,"NF","MYA"
1978,7,6,"NF","MYA"
1979,7,6,"NF","MYA"
1980,7,6,"NF","MYA"
1982,7,6,"NF","MYA"
1983,7,7,"NF","MYA"
1984,7,7,"NF","MYA"
1985,7,7,"NF","MYA"
1986,7,7,"NF","MYA"
1987,7,7,"NF","MYA"
1988,7,6,"NF","MYA"
1989,7,7,"NF","MYA"
1990,7,7,"NF","MYA"
1991,7,7,"NF","MYA"
1992,7,7,"NF","MYA"
1993,7,7,"NF","MYA"
1994,7,7,"NF","MYA"
1995,7,7,"NF","MYA"
1996,7,7,"NF","MYA"
1997,7,7,"NF","MYA"
1998,7,7,"NF","MYA"
1999,7,7,"NF","MYA"
2000,7,7,"NF","MYA"
2001,7,7,"NF","MYA"
2002,7,7,"NF","MYA"
2003,7,7,"NF","MYA"
2004,7,7,"NF","MYA"
2005,7,7,"NF","MYA"
2006,7,7,"NF","MYA"
2007,7,7,"NF","MYA"
2008,7,7,"NF","MYA"
2009,7,7,"NF","MYA"
2010,7,7,"NF","MYA"
2011,7,6,"NF","MYA"
2012,6,5,"NF","MYA"
2013,6,5,"NF","MYA"
1972,7,7,"NF","BUI"
1973,7,7,"NF","BUI"
1974,7,7,"NF","BUI"
1975,7,6,"NF","BUI"
1976,7,6,"NF","BUI"
1977,7,6,"NF","BUI"
1978,7,7,"NF","BUI"
1979,7,7,"NF","BUI"
1980,7,6,"NF","BUI"
1982,7,6,"NF","BUI"
1983,6,6,"NF","BUI"
1984,7,6,"NF","BUI"
1985,7,6,"NF","BUI"
1986,7,6,"NF","BUI"
1987,7,6,"NF","BUI"
1988,7,6,"NF","BUI"
1989,7,6,"NF","BUI"
1990,7,6,"NF","BUI"
1991,7,6,"NF","BUI"
1992,6,5,"PF","BUI"
1993,7,7,"NF","BUI"
1994,6,7,"NF","BUI"
1995,6,7,"NF","BUI"
1996,7,7,"NF","BUI"
1997,7,7,"NF","BUI"
1998,7,6,"NF","BUI"
1999,6,6,"NF","BUI"
2000,6,6,"NF","BUI"
2001,6,6,"NF","BUI"
2002,6,5,"NF","BUI"
2003,5,5,"PF","BUI"
2004,5,5,"PF","BUI"
2005,3,5,"PF","BUI"
2006,4,5,"PF","BUI"
2007,4,5,"PF","BUI"
2008,4,5,"PF","BUI"
2009,4,5,"PF","BUI"
2010,5,5,"PF","BUI"
2011,5,5,"PF","BUI"
2012,5,5,"PF","BUI"
2013,5,5,"PF","BUI"
1972,6,5,"NF","CAM"
1973,6,5,"NF","CAM"
1974,6,6,"NF","CAM"
1975,7,7,"NF","CAM"
1976,7,7,"NF","CAM"
1977,7,7,"NF","CAM"
1978,7,7,"NF","CAM"
1979,7,7,"NF","CAM"
1980,7,7,"NF","CAM"
1982,7,7,"NF","CAM"
1983,7,7,"NF","CAM"
1984,7,7,"NF","CAM"
1985,7,7,"NF","CAM"
1986,7,7,"NF","CAM"
1987,7,7,"NF","CAM"
1988,7,7,"NF","CAM"
1989,7,7,"NF","CAM"
1990,7,7,"NF","CAM"
1991,6,6,"NF","CAM"
1992,6,6,"NF","CAM"
1993,4,5,"PF","CAM"
1994,4,5,"PF","CAM"
1995,6,6,"NF","CAM"
1996,6,6,"NF","CAM"
1997,7,6,"NF","CAM"
1998,6,6,"NF","CAM"
1999,6,6,"NF","CAM"
2000,6,6,"NF","CAM"
2001,6,5,"NF","CAM"
2002,6,5,"NF","CAM"
2003,6,5,"NF","CAM"
2004,6,5,"NF","CAM"
2005,6,5,"NF","CAM"
2006,6,5,"NF","CAM"
2007,6,5,"NF","CAM"
2008,6,5,"NF","CAM"
2009,6,5,"NF","CAM"
2010,6,5,"NF","CAM"
2011,6,5,"NF","CAM"
2012,6,5,"NF","CAM"
2013,6,5,"NF","CAM"
1972,6,4,"PF","CAO"
1973,6,4,"PF","CAO"
1974,6,4,"PF","CAO"
1975,6,4,"PF","CAO"
1976,7,5,"NF","CAO"
1977,6,5,"NF","CAO"
1978,6,6,"NF","CAO"
1979,6,6,"NF","CAO"
1980,6,6,"NF","CAO"
1982,6,6,"NF","CAO"
1983,6,6,"NF","CAO"
1984,6,7,"NF","CAO"
1985,6,7,"NF","CAO"
1986,6,6,"NF","CAO"
1987,6,6,"NF","CAO"
1988,6,6,"NF","CAO"
1989,6,6,"NF","CAO"
1990,6,6,"NF","CAO"
1991,6,6,"NF","CAO"
1992,6,5,"NF","CAO"
1993,6,5,"NF","CAO"
1994,6,5,"NF","CAO"
1995,7,5,"NF","CAO"
1996,7,5,"NF","CAO"
1997,7,5,"NF","CAO"
1998,7,5,"NF","CAO"
1999,7,6,"NF","CAO"
2000,7,6,"NF","CAO"
2001,6,6,"NF","CAO"
2002,6,6,"NF","CAO"
2003,6,6,"NF","CAO"
2004,6,6,"NF","CAO"
2005,6,6,"NF","CAO"
2006,6,6,"NF","CAO"
2007,6,6,"NF","CAO"
2008,6,6,"NF","CAO"
2009,6,6,"NF","CAO"
2010,6,6,"NF","CAO"
2011,6,6,"NF","CAO"
2012,6,6,"NF","CAO"
2013,6,6,"NF","CAO"
1972,1,1,"F","CAN"
1973,1,1,"F","CAN"
1974,1,1,"F","CAN"
1975,1,1,"F","CAN"
1976,1,1,"F","CAN"
1977,1,1,"F","CAN"
1978,1,1,"F","CAN"
1979,1,1,"F","CAN"
1980,1,1,"F","CAN"
1982,1,1,"F","CAN"
1983,1,1,"F","CAN"
1984,1,1,"F","CAN"
1985,1,1,"F","CAN"
1986,1,1,"F","CAN"
1987,1,1,"F","CAN"
1988,1,1,"F","CAN"
1989,1,1,"F","CAN"
1990,1,1,"F","CAN"
1991,1,1,"F","CAN"
1992,1,1,"F","CAN"
1993,1,1,"F","CAN"
1994,1,1,"F","CAN"
1995,1,1,"F","CAN"
1996,1,1,"F","CAN"
1997,1,1,"F","CAN"
1998,1,1,"F","CAN"
1999,1,1,"F","CAN"
2000,1,1,"F","CAN"
2001,1,1,"F","CAN"
2002,1,1,"F","CAN"
2003,1,1,"F","CAN"
2004,1,1,"F","CAN"
2005,1,1,"F","CAN"
2006,1,1,"F","CAN"
2007,1,1,"F","CAN"
2008,1,1,"F","CAN"
2009,1,1,"F","CAN"
2010,1,1,"F","CAN"
2011,1,1,"F","CAN"
2012,1,1,"F","CAN"
2013,1,1,"F","CAN"
1975,5,5,"PF","CAP"
1976,6,6,"NF","CAP"
1977,6,6,"NF","CAP"
1978,6,6,"NF","CAP"
1979,6,6,"NF","CAP"
1980,6,6,"NF","CAP"
1982,6,6,"NF","CAP"
1983,6,6,"NF","CAP"
1984,6,7,"NF","CAP"
1985,6,7,"NF","CAP"
1986,6,6,"NF","CAP"
1987,5,6,"PF","CAP"
1988,5,6,"NF","CAP"
1989,6,5,"NF","CAP"
1990,5,5,"PF","CAP"
1991,2,3,"F","CAP"
1992,1,2,"F","CAP"
1993,1,2,"F","CAP"
1994,1,2,"F","CAP"
1995,1,2,"F","CAP"
1996,1,2,"F","CAP"
1997,1,2,"F","CAP"
1998,1,2,"F","CAP"
1999,1,2,"F","CAP"
2000,1,2,"F","CAP"
2001,1,2,"F","CAP"
2002,1,2,"F","CAP"
2003,1,1,"F","CAP"
2004,1,1,"F","CAP"
2005,1,1,"F","CAP"
2006,1,1,"F","CAP"
2007,1,1,"F","CAP"
2008,1,1,"F","CAP"
2009,1,1,"F","CAP"
2010,1,1,"F","CAP"
2011,1,1,"F","CAP"
2012,1,1,"F","CAP"
2013,1,1,"F","CAP"
1972,7,7,"NF","CEN"
1973,7,7,"NF","CEN"
1974,7,7,"NF","CEN"
1975,7,7,"NF","CEN"
1976,7,7,"NF","CEN"
1977,7,7,"NF","CEN"
1978,7,7,"NF","CEN"
1979,7,6,"NF","CEN"
1980,7,5,"NF","CEN"
1982,7,5,"NF","CEN"
1983,7,5,"NF","CEN"
1984,7,6,"NF","CEN"
1985,7,6,"NF","CEN"
1986,7,6,"NF","CEN"
1987,6,6,"NF","CEN"
1988,6,6,"NF","CEN"
1989,6,6,"NF","CEN"
1990,6,5,"NF","CEN"
1991,6,5,"PF","CEN"
1992,6,5,"PF","CEN"
1993,3,4,"PF","CEN"
1994,3,4,"PF","CEN"
1995,3,4,"PF","CEN"
1996,3,5,"PF","CEN"
1997,3,5,"PF","CEN"
1998,3,4,"PF","CEN"
1999,3,4,"PF","CEN"
2000,3,4,"PF","CEN"
2001,5,5,"PF","CEN"
2002,5,5,"PF","CEN"
2003,7,5,"NF","CEN"
2004,6,5,"NF","CEN"
2005,5,4,"PF","CEN"
2006,5,4,"PF","CEN"
2007,5,5,"PF","CEN"
2008,5,5,"PF","CEN"
2009,5,5,"PF","CEN"
2010,5,5,"PF","CEN"
2011,5,5,"PF","CEN"
2012,5,5,"PF","CEN"
2013,7,7,"NF","CEN"
1972,6,7,"NF","CHA"
1973,6,7,"NF","CHA"
1974,6,7,"NF","CHA"
1975,7,6,"NF","CHA"
1976,7,6,"NF","CHA"
1977,7,6,"NF","CHA"
1978,6,6,"NF","CHA"
1979,6,6,"NF","CHA"
1980,7,6,"NF","CHA"
1982,7,6,"NF","CHA"
1983,7,6,"NF","CHA"
1984,7,7,"NF","CHA"
1985,7,7,"NF","CHA"
1986,7,7,"NF","CHA"
1987,6,7,"NF","CHA"
1988,6,7,"NF","CHA"
1989,7,6,"NF","CHA"
1990,7,6,"NF","CHA"
1991,6,6,"NF","CHA"
1992,6,6,"NF","CHA"
1993,6,5,"NF","CHA"
1994,6,5,"NF","CHA"
1995,6,5,"NF","CHA"
1996,6,5,"NF","CHA"
1997,6,5,"NF","CHA"
1998,6,4,"NF","CHA"
1999,6,5,"NF","CHA"
2000,6,5,"NF","CHA"
2001,6,5,"NF","CHA"
2002,6,5,"NF","CHA"
2003,6,5,"NF","CHA"
2004,6,5,"NF","CHA"
2005,6,5,"NF","CHA"
2006,6,6,"NF","CHA"
2007,7,6,"NF","CHA"
2008,7,6,"NF","CHA"
2009,7,6,"NF","CHA"
2010,7,6,"NF","CHA"
2011,7,6,"NF","CHA"
2012,7,6,"NF","CHA"
2013,7,6,"NF","CHA"
1972,1,2,"F","CHL"
1973,7,5,"NF","CHL"
1974,7,5,"NF","CHL"
1975,7,5,"NF","CHL"
1976,7,5,"NF","CHL"
1977,7,5,"NF","CHL"
1978,6,5,"NF","CHL"
1979,6,5,"PF","CHL"
1980,6,5,"PF","CHL"
1982,6,5,"PF","CHL"
1983,6,5,"PF","CHL"
1984,6,5,"PF","CHL"
1985,6,5,"PF","CHL"
1986,6,5,"PF","CHL"
1987,6,5,"PF","CHL"
1988,5,4,"PF","CHL"
1989,4,3,"PF","CHL"
1990,2,2,"F","CHL"
1991,2,2,"F","CHL"
1992,2,2,"F","CHL"
1993,2,2,"F","CHL"
1994,2,2,"F","CHL"
1995,2,2,"F","CHL"
1996,2,2,"F","CHL"
1997,2,2,"F","CHL"
1998,3,2,"F","CHL"
1999,2,2,"F","CHL"
2000,2,2,"F","CHL"
2001,2,2,"F","CHL"
2002,2,1,"F","CHL"
2003,1,1,"F","CHL"
2004,1,1,"F","CHL"
2005,1,1,"F","CHL"
2006,1,1,"F","CHL"
2007,1,1,"F","CHL"
2008,1,1,"F","CHL"
2009,1,1,"F","CHL"
2010,1,1,"F","CHL"
2011,1,1,"F","CHL"
2012,1,1,"F","CHL"
2013,1,1,"F","CHL"
1972,7,7,"NF","CHN"
1973,7,7,"NF","CHN"
1974,7,7,"NF","CHN"
1975,7,7,"NF","CHN"
1976,7,7,"NF","CHN"
1977,6,6,"NF","CHN"
1978,6,6,"NF","CHN"
1979,6,6,"NF","CHN"
1980,6,6,"NF","CHN"
1982,6,6,"NF","CHN"
1983,6,6,"NF","CHN"
1984,6,6,"NF","CHN"
1985,6,6,"NF","CHN"
1986,6,6,"NF","CHN"
1987,6,6,"NF","CHN"
1988,6,6,"NF","CHN"
1989,7,7,"NF","CHN"
1990,7,7,"NF","CHN"
1991,7,7,"NF","CHN"
1992,7,7,"NF","CHN"
1993,7,7,"NF","CHN"
1994,7,7,"NF","CHN"
1995,7,7,"NF","CHN"
1996,7,7,"NF","CHN"
1997,7,7,"NF","CHN"
1998,7,6,"NF","CHN"
1999,7,6,"NF","CHN"
2000,7,6,"NF","CHN"
2001,7,6,"NF","CHN"
2002,7,6,"NF","CHN"
2003,7,6,"NF","CHN"
2004,7,6,"NF","CHN"
2005,7,6,"NF","CHN"
2006,7,6,"NF","CHN"
2007,7,6,"NF","CHN"
2008,7,6,"NF","CHN"
2009,7,6,"NF","CHN"
2010,7,6,"NF","CHN"
2011,7,6,"NF","CHN"
2012,7,6,"NF","CHN"
2013,7,6,"NF","CHN"
1972,2,2,"F","COL"
1973,2,2,"F","COL"
1974,2,2,"F","COL"
1975,2,3,"F","COL"
1976,2,3,"F","COL"
1977,2,3,"F","COL"
1978,2,3,"F","COL"
1979,2,3,"F","COL"
1980,2,3,"F","COL"
1982,2,3,"F","COL"
1983,2,3,"F","COL"
1984,2,3,"F","COL"
1985,2,3,"F","COL"
1986,2,3,"F","COL"
1987,2,3,"F","COL"
1988,2,3,"F","COL"
1989,3,4,"PF","COL"
1990,3,4,"PF","COL"
1991,2,4,"PF","COL"
1992,2,4,"PF","COL"
1993,2,4,"PF","COL"
1994,3,4,"PF","COL"
1995,4,4,"PF","COL"
1996,4,4,"PF","COL"
1997,4,4,"PF","COL"
1998,3,4,"PF","COL"
1999,4,4,"PF","COL"
2000,4,4,"PF","COL"
2001,4,4,"PF","COL"
2002,4,4,"PF","COL"
2003,4,4,"PF","COL"
2004,4,4,"PF","COL"
2005,3,3,"PF","COL"
2006,3,3,"PF","COL"
2007,3,3,"PF","COL"
2008,3,4,"PF","COL"
2009,3,4,"PF","COL"
2010,3,4,"PF","COL"
2011,3,4,"PF","COL"
2012,3,4,"PF","COL"
2013,3,4,"PF","COL"
1975,5,2,"PF","COM"
1976,5,3,"PF","COM"
1977,4,4,"PF","COM"
1978,5,4,"PF","COM"
1979,4,5,"PF","COM"
1980,4,5,"PF","COM"
1982,4,5,"PF","COM"
1983,4,4,"PF","COM"
1984,5,5,"PF","COM"
1985,6,6,"NF","COM"
1986,6,6,"NF","COM"
1987,6,6,"NF","COM"
1988,6,6,"NF","COM"
1989,6,5,"NF","COM"
1990,5,5,"PF","COM"
1991,4,3,"PF","COM"
1992,4,2,"PF","COM"
1993,4,4,"PF","COM"
1994,4,4,"PF","COM"
1995,4,4,"PF","COM"
1996,4,4,"PF","COM"
1997,5,4,"PF","COM"
1998,5,4,"PF","COM"
1999,6,4,"PF","COM"
2000,6,4,"PF","COM"
2001,6,4,"PF","COM"
2002,5,4,"PF","COM"
2003,5,4,"PF","COM"
2004,4,4,"PF","COM"
2005,4,4,"PF","COM"
2006,3,4,"PF","COM"
2007,4,4,"PF","COM"
2008,3,4,"PF","COM"
2009,3,4,"PF","COM"
2010,3,4,"PF","COM"
2011,3,4,"PF","COM"
2012,3,4,"PF","COM"
2013,3,4,"PF","COM"
1972,7,7,"NF","CON"
1973,5,6,"PF","CON"
1974,5,6,"PF","CON"
1975,5,6,"PF","CON"
1976,5,6,"PF","CON"
1977,7,6,"NF","CON"
1978,7,7,"NF","CON"
1979,7,7,"NF","CON"
1980,7,6,"NF","CON"
1982,7,6,"NF","CON"
1983,7,6,"NF","CON"
1984,7,6,"NF","CON"
1985,7,6,"NF","CON"
1986,7,6,"NF","CON"
1987,7,6,"NF","CON"
1988,7,6,"NF","CON"
1989,7,6,"NF","CON"
1990,6,6,"NF","CON"
1991,6,4,"PF","CON"
1992,3,3,"PF","CON"
1993,3,3,"PF","CON"
1994,4,4,"PF","CON"
1995,4,4,"PF","CON"
1996,4,4,"PF","CON"
1997,7,5,"NF","CON"
1998,7,5,"NF","CON"
1999,6,5,"NF","CON"
2000,6,4,"PF","CON"
2001,5,4,"PF","CON"
2002,6,4,"PF","CON"
2003,5,4,"PF","CON"
2004,5,4,"PF","CON"
2005,5,5,"PF","CON"
2006,6,5,"NF","CON"
2007,6,5,"NF","CON"
2008,6,5,"NF","CON"
2009,6,5,"NF","CON"
2010,6,5,"NF","CON"
2011,6,5,"NF","CON"
2012,6,5,"NF","CON"
2013,6,5,"NF","CON"
1972,7,6,"NF","ZAI"
1973,7,6,"NF","ZAI"
1974,7,6,"NF","ZAI"
1975,7,7,"NF","ZAI"
1976,7,6,"NF","ZAI"
1977,6,6,"NF","ZAI"
1978,6,6,"NF","ZAI"
1979,6,6,"NF","ZAI"
1980,6,6,"NF","ZAI"
1982,6,6,"NF","ZAI"
1983,6,7,"NF","ZAI"
1984,6,7,"NF","ZAI"
1985,7,7,"NF","ZAI"
1986,7,7,"NF","ZAI"
1987,6,7,"NF","ZAI"
1988,6,7,"NF","ZAI"
1989,7,6,"NF","ZAI"
1990,6,6,"NF","ZAI"
1991,6,5,"NF","ZAI"
1992,6,5,"NF","ZAI"
1993,7,6,"NF","ZAI"
1994,7,6,"NF","ZAI"
1995,7,6,"NF","ZAI"
1996,7,6,"NF","ZAI"
1997,7,6,"NF","ZAI"
1998,7,6,"NF","ZAI"
1999,7,6,"NF","ZAI"
2000,7,6,"NF","ZAI"
2001,6,6,"NF","ZAI"
2002,6,6,"NF","ZAI"
2003,6,6,"NF","ZAI"
2004,6,6,"NF","ZAI"
2005,6,6,"NF","ZAI"
2006,5,6,"NF","ZAI"
2007,5,6,"NF","ZAI"
2008,6,6,"NF","ZAI"
2009,6,6,"NF","ZAI"
2010,6,6,"NF","ZAI"
2011,6,6,"NF","ZAI"
2012,6,6,"NF","ZAI"
2013,6,6,"NF","ZAI"
1972,1,1,"F","COS"
1973,1,1,"F","COS"
1974,1,1,"F","COS"
1975,1,1,"F","COS"
1976,1,1,"F","COS"
1977,1,1,"F","COS"
1978,1,1,"F","COS"
1979,1,1,"F","COS"
1980,1,1,"F","COS"
1982,1,1,"F","COS"
1983,1,1,"F","COS"
1984,1,1,"F","COS"
1985,1,1,"F","COS"
1986,1,1,"F","COS"
1987,1,1,"F","COS"
1988,1,1,"F","COS"
1989,1,1,"F","COS"
1990,1,1,"F","COS"
1991,1,1,"F","COS"
1992,1,1,"F","COS"
1993,1,2,"F","COS"
1994,1,2,"F","COS"
1995,1,2,"F","COS"
1996,1,2,"F","COS"
1997,1,2,"F","COS"
1998,1,2,"F","COS"
1999,1,2,"F","COS"
2000,1,2,"F","COS"
2001,1,2,"F","COS"
2002,1,2,"F","COS"
2003,1,2,"F","COS"
2004,1,1,"F","COS"
2005,1,1,"F","COS"
2006,1,1,"F","COS"
2007,1,1,"F","COS"
2008,1,1,"F","COS"
2009,1,1,"F","COS"
2010,1,1,"F","COS"
2011,1,1,"F","COS"
2012,1,1,"F","COS"
2013,1,1,"F","COS"
1972,6,6,"NF","IVO"
1973,6,6,"NF","IVO"
1974,6,6,"NF","IVO"
1975,6,5,"NF","IVO"
1976,6,5,"NF","IVO"
1977,6,5,"NF","IVO"
1978,6,5,"PF","IVO"
1979,6,5,"PF","IVO"
1980,5,5,"PF","IVO"
1982,5,5,"PF","IVO"
1983,5,5,"PF","IVO"
1984,6,5,"PF","IVO"
1985,6,5,"PF","IVO"
1986,6,5,"PF","IVO"
1987,6,5,"PF","IVO"
1988,6,6,"NF","IVO"
1989,6,5,"PF","IVO"
1990,6,4,"PF","IVO"
1991,6,4,"PF","IVO"
1992,6,4,"PF","IVO"
1993,6,5,"NF","IVO"
1994,6,5,"NF","IVO"
1995,6,5,"NF","IVO"
1996,6,5,"NF","IVO"
1997,6,4,"NF","IVO"
1998,6,4,"NF","IVO"
1999,6,5,"PF","IVO"
2000,6,5,"PF","IVO"
2001,5,4,"PF","IVO"
2002,6,6,"NF","IVO"
2003,6,5,"NF","IVO"
2004,6,6,"NF","IVO"
2005,6,6,"NF","IVO"
2006,7,6,"NF","IVO"
2007,7,5,"NF","IVO"
2008,6,5,"NF","IVO"
2009,6,5,"NF","IVO"
2010,7,6,"NF","IVO"
2011,6,6,"NF","IVO"
2012,5,5,"PF","IVO"
2013,5,4,"PF","IVO"
1991,3,4,"PF","CRO"
1992,4,4,"PF","CRO"
1993,4,4,"PF","CRO"
1994,4,4,"PF","CRO"
1995,4,4,"PF","CRO"
1996,4,4,"PF","CRO"
1997,4,4,"PF","CRO"
1998,4,4,"PF","CRO"
1999,4,4,"PF","CRO"
2000,2,3,"F","CRO"
2001,2,2,"F","CRO"
2002,2,2,"F","CRO"
2003,2,2,"F","CRO"
2004,2,2,"F","CRO"
2005,2,2,"F","CRO"
2006,2,2,"F","CRO"
2007,2,2,"F","CRO"
2008,2,2,"F","CRO"
2009,1,2,"F","CRO"
2010,1,2,"F","CRO"
2011,1,2,"F","CRO"
2012,1,2,"F","CRO"
2013,1,2,"F","CRO"
1972,7,7,"NF","CUB"
1973,7,7,"NF","CUB"
1974,7,7,"NF","CUB"
1975,7,7,"NF","CUB"
1976,7,6,"NF","CUB"
1977,6,6,"NF","CUB"
1978,6,6,"NF","CUB"
1979,6,6,"NF","CUB"
1980,6,6,"NF","CUB"
1982,6,6,"NF","CUB"
1983,6,6,"NF","CUB"
1984,6,6,"NF","CUB"
1985,6,6,"NF","CUB"
1986,6,6,"NF","CUB"
1987,6,6,"NF","CUB"
1988,7,6,"NF","CUB"
1989,7,7,"NF","CUB"
1990,7,7,"NF","CUB"
1991,7,7,"NF","CUB"
1992,7,7,"NF","CUB"
1993,7,7,"NF","CUB"
1994,7,7,"NF","CUB"
1995,7,7,"NF","CUB"
1996,7,7,"NF","CUB"
1997,7,7,"NF","CUB"
1998,7,7,"NF","CUB"
1999,7,7,"NF","CUB"
2000,7,7,"NF","CUB"
2001,7,7,"NF","CUB"
2002,7,7,"NF","CUB"
2003,7,7,"NF","CUB"
2004,7,7,"NF","CUB"
2005,7,7,"NF","CUB"
2006,7,7,"NF","CUB"
2007,7,7,"NF","CUB"
2008,7,6,"NF","CUB"
2009,7,6,"NF","CUB"
2010,7,6,"NF","CUB"
2011,7,6,"NF","CUB"
2012,7,6,"NF","CUB"
2013,7,6,"NF","CUB"
1972,2,3,"F","CYP"
1973,2,3,"F","CYP"
1974,4,4,"PF","CYP"
1975,4,4,"PF","CYP"
1976,3,4,"PF","CYP"
1977,3,4,"PF","CYP"
1978,3,4,"PF","CYP"
1979,3,3,"PF","CYP"
1980,3,3,"PF","CYP"
1982,1,2,"F","CYP"
1983,1,2,"F","CYP"
1984,1,2,"F","CYP"
1985,1,2,"F","CYP"
1986,1,2,"F","CYP"
1987,1,2,"F","CYP"
1988,1,2,"F","CYP"
1989,1,1,"F","CYP"
1990,1,1,"F","CYP"
1991,1,1,"F","CYP"
1992,1,1,"F","CYP"
1993,1,1,"F","CYP"
1994,1,1,"F","CYP"
1995,1,1,"F","CYP"
1996,1,1,"F","CYP"
1997,1,1,"F","CYP"
1998,1,1,"F","CYP"
1999,1,1,"F","CYP"
2000,1,1,"F","CYP"
2001,1,1,"F","CYP"
2002,1,1,"F","CYP"
2003,1,1,"F","CYP"
2004,1,1,"F","CYP"
2005,1,1,"F","CYP"
2006,1,1,"F","CYP"
2007,1,1,"F","CYP"
2008,1,1,"F","CYP"
2009,1,1,"F","CYP"
2010,1,1,"F","CYP"
2011,1,1,"F","CYP"
2012,1,1,"F","CYP"
2013,1,1,"F","CYP"
1993,1,2,"F","CZR"
1994,1,2,"F","CZR"
1995,1,2,"F","CZR"
1996,1,2,"F","CZR"
1997,1,2,"F","CZR"
1998,1,2,"F","CZR"
1999,1,2,"F","CZR"
2000,1,2,"F","CZR"
2001,1,2,"F","CZR"
2002,1,2,"F","CZR"
2003,1,2,"F","CZR"
2004,1,1,"F","CZR"
2005,1,1,"F","CZR"
2006,1,1,"F","CZR"
2007,1,1,"F","CZR"
2008,1,1,"F","CZR"
2009,1,1,"F","CZR"
2010,1,1,"F","CZR"
2011,1,1,"F","CZR"
2012,1,1,"F","CZR"
2013,1,1,"F","CZR"
1972,7,7,"NF","CZE"
1973,7,7,"NF","CZE"
1974,7,7,"NF","CZE"
1975,7,6,"NF","CZE"
1976,7,6,"NF","CZE"
1977,7,6,"NF","CZE"
1978,7,6,"NF","CZE"
1979,7,6,"NF","CZE"
1980,7,6,"NF","CZE"
1982,7,6,"NF","CZE"
1983,7,6,"NF","CZE"
1984,7,6,"NF","CZE"
1985,7,6,"NF","CZE"
1986,7,6,"NF","CZE"
1987,7,6,"NF","CZE"
1988,7,6,"NF","CZE"
1989,6,6,"NF","CZE"
1990,2,2,"F","CZE"
1991,2,2,"F","CZE"
1992,2,2,"F","CZE"
1972,1,1,"F","DEN"
1973,1,1,"F","DEN"
1974,1,1,"F","DEN"
1975,1,1,"F","DEN"
1976,1,1,"F","DEN"
1977,1,1,"F","DEN"
1978,1,1,"F","DEN"
1979,1,1,"F","DEN"
1980,1,1,"F","DEN"
1982,1,1,"F","DEN"
1983,1,1,"F","DEN"
1984,1,1,"F","DEN"
1985,1,1,"F","DEN"
1986,1,1,"F","DEN"
1987,1,1,"F","DEN"
1988,1,1,"F","DEN"
1989,1,1,"F","DEN"
1990,1,1,"F","DEN"
1991,1,1,"F","DEN"
1992,1,1,"F","DEN"
1993,1,1,"F","DEN"
1994,1,1,"F","DEN"
1995,1,1,"F","DEN"
1996,1,1,"F","DEN"
1997,1,1,"F","DEN"
1998,1,1,"F","DEN"
1999,1,1,"F","DEN"
2000,1,1,"F","DEN"
2001,1,1,"F","DEN"
2002,1,1,"F","DEN"
2003,1,1,"F","DEN"
2004,1,1,"F","DEN"
2005,1,1,"F","DEN"
2006,1,1,"F","DEN"
2007,1,1,"F","DEN"
2008,1,1,"F","DEN"
2009,1,1,"F","DEN"
2010,1,1,"F","DEN"
2011,1,1,"F","DEN"
2012,1,1,"F","DEN"
2013,1,1,"F","DEN"
1977,3,4,"PF","DJI"
1978,3,4,"PF","DJI"
1979,3,4,"PF","DJI"
1980,3,4,"PF","DJI"
1982,5,6,"NF","DJI"
1983,5,6,"NF","DJI"
1984,5,6,"PF","DJI"
1985,6,6,"NF","DJI"
1986,6,6,"NF","DJI"
1987,6,6,"NF","DJI"
1988,6,6,"NF","DJI"
1989,6,5,"NF","DJI"
1990,6,5,"NF","DJI"
1991,6,5,"NF","DJI"
1992,6,6,"NF","DJI"
1993,6,6,"NF","DJI"
1994,6,6,"NF","DJI"
1995,5,6,"NF","DJI"
1996,5,6,"NF","DJI"
1997,5,6,"NF","DJI"
1998,5,6,"NF","DJI"
