"sftgcode","year","elf.ethnic","elf.language","elf.religion"
"LEB",1983,0.13,0.13,0.79
"LEB",1984,0.13,0.13,0.79
"LEB",1985,0.13,0.13,0.79
"LEB",1986,0.13,0.13,0.79
"LEB",1987,0.13,0.13,0.79
"LEB",1988,0.13,0.13,0.79
"LEB",1989,0.13,0.13,0.79
"LEB",1990,0.13,0.13,0.79
"LEB",1991,0.13,0.13,0.79
"LEB",1992,0.13,0.13,0.79
"LEB",1993,0.13,0.13,0.79
"LEB",1994,0.13,0.13,0.79
"LEB",1995,0.13,0.13,0.79
"LEB",1996,0.13,0.13,0.79
"LEB",1997,0.13,0.13,0.79
"LEB",1998,0.13,0.13,0.79
"LEB",1999,0.13,0.13,0.79
"LEB",2000,0.13,0.13,0.79
"LEB",2001,0.13,0.13,0.79
"LEB",2002,0.13,0.13,0.79
"LEB",2003,0.13,0.13,0.79
"LEB",2004,0.13,0.13,0.79
"LEB",2005,0.13,0.13,0.79
"LEB",2006,0.13,0.13,0.79
"LEB",2007,0.13,0.13,0.79
"LEB",2008,0.13,0.13,0.79
"LEB",2009,0.13,0.13,0.79
"LEB",2010,0.13,0.13,0.79
"LEB",2011,0.13,0.13,0.79
"LEB",2012,0.13,0.13,0.79
"LEB",2013,0.13,0.13,0.79
"LES",1966,0.26,0.25,0.72
"LES",1967,0.26,0.25,0.72
"LES",1968,0.26,0.25,0.72
"LES",1969,0.26,0.25,0.72
"LES",1970,0.26,0.25,0.72
"LES",1971,0.26,0.25,0.72
"LES",1972,0.26,0.25,0.72
"LES",1973,0.26,0.25,0.72
"LES",1974,0.26,0.25,0.72
"LES",1975,0.26,0.25,0.72
"LES",1976,0.26,0.25,0.72
"LES",1977,0.26,0.25,0.72
"LES",1978,0.26,0.25,0.72
"LES",1979,0.26,0.25,0.72
"LES",1980,0.26,0.25,0.72
"LES",1981,0.26,0.25,0.72
"LES",1982,0.26,0.25,0.72
"LES",1983,0.26,0.25,0.72
"LES",1984,0.26,0.25,0.72
"LES",1985,0.26,0.25,0.72
"LES",1986,0.26,0.25,0.72
"LES",1987,0.26,0.25,0.72
"LES",1988,0.26,0.25,0.72
"LES",1989,0.26,0.25,0.72
"LES",1990,0.26,0.25,0.72
"LES",1991,0.26,0.25,0.72
"LES",1992,0.26,0.25,0.72
"LES",1993,0.26,0.25,0.72
"LES",1994,0.26,0.25,0.72
"LES",1995,0.26,0.25,0.72
"LES",1996,0.26,0.25,0.72
"LES",1997,0.26,0.25,0.72
"LES",1998,0.26,0.25,0.72
"LES",1999,0.26,0.25,0.72
"LES",2000,0.26,0.25,0.72
"LES",2001,0.26,0.25,0.72
"LES",2002,0.26,0.25,0.72
"LES",2003,0.26,0.25,0.72
"LES",2004,0.26,0.25,0.72
"LES",2005,0.26,0.25,0.72
"LES",2006,0.26,0.25,0.72
"LES",2007,0.26,0.25,0.72
"LES",2008,0.26,0.25,0.72
"LES",2009,0.26,0.25,0.72
"LES",2010,0.26,0.25,0.72
"LES",2011,0.26,0.25,0.72
"LES",2012,0.26,0.25,0.72
"LES",2013,0.26,0.25,0.72
"LIB",1951,0.79,0.08,0.06
"LIB",1952,0.79,0.08,0.06
"LIB",1953,0.79,0.08,0.06
"LIB",1954,0.79,0.08,0.06
"LIB",1955,0.79,0.08,0.06
"LIB",1956,0.79,0.08,0.06
"LIB",1957,0.79,0.08,0.06
"LIB",1958,0.79,0.08,0.06
"LIB",1959,0.79,0.08,0.06
"LIB",1960,0.79,0.08,0.06
"LIB",1961,0.79,0.08,0.06
"LIB",1962,0.79,0.08,0.06
"LIB",1963,0.79,0.08,0.06
"LIB",1964,0.79,0.08,0.06
"LIB",1965,0.79,0.08,0.06
"LIB",1966,0.79,0.08,0.06
"LIB",1967,0.79,0.08,0.06
"LIB",1968,0.79,0.08,0.06
"LIB",1969,0.79,0.08,0.06
"LIB",1970,0.79,0.08,0.06
"LIB",1971,0.79,0.08,0.06
"LIB",1972,0.79,0.08,0.06
"LIB",1973,0.79,0.08,0.06
"LIB",1974,0.79,0.08,0.06
"LIB",1975,0.79,0.08,0.06
"LIB",1976,0.79,0.08,0.06
"LIB",1977,0.79,0.08,0.06
"LIB",1978,0.79,0.08,0.06
"LIB",1979,0.79,0.08,0.06
"LIB",1980,0.79,0.08,0.06
"LIB",1981,0.79,0.08,0.06
"LIB",1982,0.79,0.08,0.06
"LIB",1983,0.79,0.08,0.06
"LIB",1984,0.79,0.08,0.06
"LIB",1985,0.79,0.08,0.06
"LIB",1986,0.79,0.08,0.06
"LIB",1987,0.79,0.08,0.06
"LIB",1988,0.79,0.08,0.06
"LIB",1989,0.79,0.08,0.06
"LIB",1990,0.79,0.08,0.06
"LIB",1991,0.79,0.08,0.06
"LIB",1992,0.79,0.08,0.06
"LIB",1993,0.79,0.08,0.06
"LIB",1994,0.79,0.08,0.06
"LIB",1995,0.79,0.08,0.06
"LIB",1996,0.79,0.08,0.06
"LIB",1997,0.79,0.08,0.06
"LIB",1998,0.79,0.08,0.06
"LIB",1999,0.79,0.08,0.06
"LIB",2000,0.79,0.08,0.06
"LIB",2001,0.79,0.08,0.06
"LIB",2002,0.79,0.08,0.06
"LIB",2003,0.79,0.08,0.06
"LIB",2004,0.79,0.08,0.06
"LIB",2005,0.79,0.08,0.06
"LIB",2006,0.79,0.08,0.06
"LIB",2007,0.79,0.08,0.06
"LIB",2008,0.79,0.08,0.06
"LIB",2009,0.79,0.08,0.06
"LIB",2010,0.79,0.08,0.06
"LIB",2011,0.79,0.08,0.06
"LIB",2012,0.79,0.08,0.06
"LIB",2013,0.79,0.08,0.06
"LIT",1991,0.32,0.32,0.41
"LIT",1992,0.32,0.32,0.41
"LIT",1993,0.32,0.32,0.41
"LIT",1994,0.32,0.32,0.41
"LIT",1995,0.32,0.32,0.41
"LIT",1996,0.32,0.32,0.41
"LIT",1997,0.32,0.32,0.41
"LIT",1998,0.32,0.32,0.41
"LIT",1999,0.32,0.32,0.41
"LIT",2000,0.32,0.32,0.41
"LIT",2001,0.32,0.32,0.41
"LIT",2002,0.32,0.32,0.41
"LIT",2003,0.32,0.32,0.41
"LIT",2004,0.32,0.32,0.41
"LIT",2005,0.32,0.32,0.41
"LIT",2006,0.32,0.32,0.41
"LIT",2007,0.32,0.32,0.41
"LIT",2008,0.32,0.32,0.41
"LIT",2009,0.32,0.32,0.41
"LIT",2010,0.32,0.32,0.41
"LIT",2011,0.32,0.32,0.41
"LIT",2012,0.32,0.32,0.41
"LIT",2013,0.32,0.32,0.41
"MAA",1960,0.62,0.33,0.01
"MAA",1961,0.62,0.33,0.01
"MAA",1962,0.62,0.33,0.01
"MAA",1963,0.62,0.33,0.01
"MAA",1964,0.62,0.33,0.01
"MAA",1965,0.62,0.33,0.01
"MAA",1966,0.62,0.33,0.01
"MAA",1967,0.62,0.33,0.01
"MAA",1968,0.62,0.33,0.01
"MAA",1969,0.62,0.33,0.01
"MAA",1970,0.62,0.33,0.01
"MAA",1971,0.62,0.33,0.01
"MAA",1972,0.62,0.33,0.01
"MAA",1973,0.62,0.33,0.01
"MAA",1974,0.62,0.33,0.01
"MAA",1975,0.62,0.33,0.01
"MAA",1976,0.62,0.33,0.01
"MAA",1977,0.62,0.33,0.01
"MAA",1978,0.62,0.33,0.01
"MAA",1979,0.62,0.33,0.01
"MAA",1980,0.62,0.33,0.01
"MAA",1981,0.62,0.33,0.01
"MAA",1982,0.62,0.33,0.01
"MAA",1983,0.62,0.33,0.01
"MAA",1984,0.62,0.33,0.01
"MAA",1985,0.62,0.33,0.01
"MAA",1986,0.62,0.33,0.01
"MAA",1987,0.62,0.33,0.01
"MAA",1988,0.62,0.33,0.01
"MAA",1989,0.62,0.33,0.01
"MAA",1990,0.62,0.33,0.01
"MAA",1991,0.62,0.33,0.01
"MAA",1992,0.62,0.33,0.01
"MAA",1993,0.62,0.33,0.01
"MAA",1994,0.62,0.33,0.01
"MAA",1995,0.62,0.33,0.01
"MAA",1996,0.62,0.33,0.01
"MAA",1997,0.62,0.33,0.01
"MAA",1998,0.62,0.33,0.01
"MAA",1999,0.62,0.33,0.01
"MAA",2000,0.62,0.33,0.01
"MAA",2001,0.62,0.33,0.01
"MAA",2002,0.62,0.33,0.01
"MAA",2003,0.62,0.33,0.01
"MAA",2004,0.62,0.33,0.01
"MAA",2005,0.62,0.33,0.01
"MAA",2006,0.62,0.33,0.01
"MAA",2007,0.62,0.33,0.01
"MAA",2008,0.62,0.33,0.01
"MAA",2009,0.62,0.33,0.01
"MAA",2010,0.62,0.33,0.01
"MAA",2011,0.62,0.33,0.01
"MAA",2012,0.62,0.33,0.01
"MAA",2013,0.62,0.33,0.01
"MAC",1991,0.5,0.5,0.59
"MAC",1992,0.5,0.5,0.59
"MAC",1993,0.5,0.5,0.59
"MAC",1994,0.5,0.5,0.59
"MAC",1995,0.5,0.5,0.59
"MAC",1996,0.5,0.5,0.59
"MAC",1997,0.5,0.5,0.59
"MAC",1998,0.5,0.5,0.59
"MAC",1999,0.5,0.5,0.59
"MAC",2000,0.5,0.5,0.59
"MAC",2001,0.5,0.5,0.59
"MAC",2002,0.5,0.5,0.59
"MAC",2003,0.5,0.5,0.59
"MAC",2004,0.5,0.5,0.59
"MAC",2005,0.5,0.5,0.59
"MAC",2006,0.5,0.5,0.59
"MAC",2007,0.5,0.5,0.59
"MAC",2008,0.5,0.5,0.59
"MAC",2009,0.5,0.5,0.59
"MAC",2010,0.5,0.5,0.59
"MAC",2011,0.5,0.5,0.59
"MAC",2012,0.5,0.5,0.59
"MAC",2013,0.5,0.5,0.59
"MAG",1960,0.88,0.02,0.52
"MAG",1961,0.88,0.02,0.52
"MAG",1962,0.88,0.02,0.52
"MAG",1963,0.88,0.02,0.52
"MAG",1964,0.88,0.02,0.52
"MAG",1965,0.88,0.02,0.52
"MAG",1966,0.88,0.02,0.52
"MAG",1967,0.88,0.02,0.52
"MAG",1968,0.88,0.02,0.52
"MAG",1969,0.88,0.02,0.52
"MAG",1970,0.88,0.02,0.52
"MAG",1971,0.88,0.02,0.52
"MAG",1972,0.88,0.02,0.52
"MAG",1973,0.88,0.02,0.52
"MAG",1974,0.88,0.02,0.52
"MAG",1975,0.88,0.02,0.52
"MAG",1976,0.88,0.02,0.52
"MAG",1977,0.88,0.02,0.52
"MAG",1978,0.88,0.02,0.52
"MAG",1979,0.88,0.02,0.52
"MAG",1980,0.88,0.02,0.52
"MAG",1981,0.88,0.02,0.52
"MAG",1982,0.88,0.02,0.52
"MAG",1983,0.88,0.02,0.52
"MAG",1984,0.88,0.02,0.52
"MAG",1985,0.88,0.02,0.52
"MAG",1986,0.88,0.02,0.52
"MAG",1987,0.88,0.02,0.52
"MAG",1988,0.88,0.02,0.52
"MAG",1989,0.88,0.02,0.52
"MAG",1990,0.88,0.02,0.52
"MAG",1991,0.88,0.02,0.52
"MAG",1992,0.88,0.02,0.52
"MAG",1993,0.88,0.02,0.52
"MAG",1994,0.88,0.02,0.52
"MAG",1995,0.88,0.02,0.52
"MAG",1996,0.88,0.02,0.52
"MAG",1997,0.88,0.02,0.52
"MAG",1998,0.88,0.02,0.52
"MAG",1999,0.88,0.02,0.52
"MAG",2000,0.88,0.02,0.52
"MAG",2001,0.88,0.02,0.52
"MAG",2002,0.88,0.02,0.52
"MAG",2003,0.88,0.02,0.52
"MAG",2004,0.88,0.02,0.52
"MAG",2005,0.88,0.02,0.52
"MAG",2006,0.88,0.02,0.52
"MAG",2007,0.88,0.02,0.52
"MAG",2008,0.88,0.02,0.52
"MAG",2009,0.88,0.02,0.52
"MAG",2010,0.88,0.02,0.52
"MAG",2011,0.88,0.02,0.52
"MAG",2012,0.88,0.02,0.52
"MAG",2013,0.88,0.02,0.52
"MAL",1957,0.59,0.6,0.67
"MAL",1958,0.59,0.6,0.67
"MAL",1959,0.59,0.6,0.67
"MAL",1960,0.59,0.6,0.67
"MAL",1961,0.59,0.6,0.67
"MAL",1962,0.59,0.6,0.67
"MAL",1963,0.59,0.6,0.67
"MAL",1964,0.59,0.6,0.67
"MAL",1965,0.59,0.6,0.67
"MAL",1966,0.59,0.6,0.67
"MAL",1967,0.59,0.6,0.67
"MAL",1968,0.59,0.6,0.67
"MAL",1969,0.59,0.6,0.67
"MAL",1970,0.59,0.6,0.67
"MAL",1971,0.59,0.6,0.67
"MAL",1972,0.59,0.6,0.67
"MAL",1973,0.59,0.6,0.67
"MAL",1974,0.59,0.6,0.67
"MAL",1975,0.59,0.6,0.67
"MAL",1976,0.59,0.6,0.67
"MAL",1977,0.59,0.6,0.67
"MAL",1978,0.59,0.6,0.67
"MAL",1979,0.59,0.6,0.67
"MAL",1980,0.59,0.6,0.67
"MAL",1981,0.59,0.6,0.67
"MAL",1982,0.59,0.6,0.67
"MAL",1983,0.59,0.6,0.67
"MAL",1984,0.59,0.6,0.67
"MAL",1985,0.59,0.6,0.67
"MAL",1986,0.59,0.6,0.67
"MAL",1987,0.59,0.6,0.67
"MAL",1988,0.59,0.6,0.67
"MAL",1989,0.59,0.6,0.67
"MAL",1990,0.59,0.6,0.67
"MAL",1991,0.59,0.6,0.67
"MAL",1992,0.59,0.6,0.67
"MAL",1993,0.59,0.6,0.67
"MAL",1994,0.59,0.6,0.67
"MAL",1995,0.59,0.6,0.67
"MAL",1996,0.59,0.6,0.67
"MAL",1997,0.59,0.6,0.67
"MAL",1998,0.59,0.6,0.67
"MAL",1999,0.59,0.6,0.67
"MAL",2000,0.59,0.6,0.67
"MAL",2001,0.59,0.6,0.67
"MAL",2002,0.59,0.6,0.67
"MAL",2003,0.59,0.6,0.67
"MAL",2004,0.59,0.6,0.67
"MAL",2005,0.59,0.6,0.67
"MAL",2006,0.59,0.6,0.67
"MAL",2007,0.59,0.6,0.67
"MAL",2008,0.59,0.6,0.67
"MAL",2009,0.59,0.6,0.67
"MAL",2010,0.59,0.6,0.67
"MAL",2011,0.59,0.6,0.67
"MAL",2012,0.59,0.6,0.67
"MAL",2013,0.59,0.6,0.67
"MAS",1968,0.46,0.45,0.64
"MAS",1969,0.46,0.45,0.64
"MAS",1970,0.46,0.45,0.64
"MAS",1971,0.46,0.45,0.64
"MAS",1972,0.46,0.45,0.64
"MAS",1973,0.46,0.45,0.64
"MAS",1974,0.46,0.45,0.64
"MAS",1975,0.46,0.45,0.64
"MAS",1976,0.46,0.45,0.64
"MAS",1977,0.46,0.45,0.64
"MAS",1978,0.46,0.45,0.64
"MAS",1979,0.46,0.45,0.64
"MAS",1980,0.46,0.45,0.64
"MAS",1981,0.46,0.45,0.64
"MAS",1982,0.46,0.45,0.64
"MAS",1983,0.46,0.45,0.64
"MAS",1984,0.46,0.45,0.64
"MAS",1985,0.46,0.45,0.64
"MAS",1986,0.46,0.45,0.64
"MAS",1987,0.46,0.45,0.64
"MAS",1988,0.46,0.45,0.64
"MAS",1989,0.46,0.45,0.64
"MAS",1990,0.46,0.45,0.64
"MAS",1991,0.46,0.45,0.64
"MAS",1992,0.46,0.45,0.64
"MAS",1993,0.46,0.45,0.64
"MAS",1994,0.46,0.45,0.64
"MAS",1995,0.46,0.45,0.64
"MAS",1996,0.46,0.45,0.64
"MAS",1997,0.46,0.45,0.64
"MAS",1998,0.46,0.45,0.64
"MAS",1999,0.46,0.45,0.64
"MAS",2000,0.46,0.45,0.64
"MAS",2001,0.46,0.45,0.64
"MAS",2002,0.46,0.45,0.64
"MAS",2003,0.46,0.45,0.64
"MAS",2004,0.46,0.45,0.64
"MAS",2005,0.46,0.45,0.64
"MAS",2006,0.46,0.45,0.64
"MAS",2007,0.46,0.45,0.64
"MAS",2008,0.46,0.45,0.64
"MAS",2009,0.46,0.45,0.64
"MAS",2010,0.46,0.45,0.64
"MAS",2011,0.46,0.45,0.64
"MAS",2012,0.46,0.45,0.64
"MAS",2013,0.46,0.45,0.64
"MAW",1964,0.67,0.6,0.82
"MAW",1965,0.67,0.6,0.82
"MAW",1966,0.67,0.6,0.82
"MAW",1967,0.67,0.6,0.82
"MAW",1968,0.67,0.6,0.82
"MAW",1969,0.67,0.6,0.82
"MAW",1970,0.67,0.6,0.82
"MAW",1971,0.67,0.6,0.82
"MAW",1972,0.67,0.6,0.82
"MAW",1973,0.67,0.6,0.82
"MAW",1974,0.67,0.6,0.82
"MAW",1975,0.67,0.6,0.82
"MAW",1976,0.67,0.6,0.82
"MAW",1977,0.67,0.6,0.82
"MAW",1978,0.67,0.6,0.82
"MAW",1979,0.67,0.6,0.82
"MAW",1980,0.67,0.6,0.82
"MAW",1981,0.67,0.6,0.82
"MAW",1982,0.67,0.6,0.82
"MAW",1983,0.67,0.6,0.82
"MAW",1984,0.67,0.6,0.82
"MAW",1985,0.67,0.6,0.82
"MAW",1986,0.67,0.6,0.82
"MAW",1987,0.67,0.6,0.82
"MAW",1988,0.67,0.6,0.82
"MAW",1989,0.67,0.6,0.82
"MAW",1990,0.67,0.6,0.82
"MAW",1991,0.67,0.6,0.82
"MAW",1992,0.67,0.6,0.82
"MAW",1993,0.67,0.6,0.82
"MAW",1994,0.67,0.6,0.82
"MAW",1995,0.67,0.6,0.82
"MAW",1996,0.67,0.6,0.82
"MAW",1997,0.67,0.6,0.82
"MAW",1998,0.67,0.6,0.82
"MAW",1999,0.67,0.6,0.82
"MAW",2000,0.67,0.6,0.82
"MAW",2001,0.67,0.6,0.82
"MAW",2002,0.67,0.6,0.82
"MAW",2003,0.67,0.6,0.82
"MAW",2004,0.67,0.6,0.82
"MAW",2005,0.67,0.6,0.82
"MAW",2006,0.67,0.6,0.82
"MAW",2007,0.67,0.6,0.82
"MAW",2008,0.67,0.6,0.82
"MAW",2009,0.67,0.6,0.82
"MAW",2010,0.67,0.6,0.82
"MAW",2011,0.67,0.6,0.82
"MAW",2012,0.67,0.6,0.82
"MAW",2013,0.67,0.6,0.82
"MEX",1945,0.54,0.15,0.18
"MEX",1946,0.54,0.15,0.18
"MEX",1947,0.54,0.15,0.18
"MEX",1948,0.54,0.15,0.18
"MEX",1949,0.54,0.15,0.18
"MEX",1950,0.54,0.15,0.18
"MEX",1951,0.54,0.15,0.18
"MEX",1952,0.54,0.15,0.18
"MEX",1953,0.54,0.15,0.18
"MEX",1954,0.54,0.15,0.18
"MEX",1955,0.54,0.15,0.18
"MEX",1956,0.54,0.15,0.18
"MEX",1957,0.54,0.15,0.18
"MEX",1958,0.54,0.15,0.18
"MEX",1959,0.54,0.15,0.18
"MEX",1960,0.54,0.15,0.18
"MEX",1961,0.54,0.15,0.18
"MEX",1962,0.54,0.15,0.18
"MEX",1963,0.54,0.15,0.18
"MEX",1964,0.54,0.15,0.18
"MEX",1965,0.54,0.15,0.18
"MEX",1966,0.54,0.15,0.18
"MEX",1967,0.54,0.15,0.18
"MEX",1968,0.54,0.15,0.18
"MEX",1969,0.54,0.15,0.18
"MEX",1970,0.54,0.15,0.18
"MEX",1971,0.54,0.15,0.18
"MEX",1972,0.54,0.15,0.18
"MEX",1973,0.54,0.15,0.18
"MEX",1974,0.54,0.15,0.18
"MEX",1975,0.54,0.15,0.18
"MEX",1976,0.54,0.15,0.18
"MEX",1977,0.54,0.15,0.18
"MEX",1978,0.54,0.15,0.18
"MEX",1979,0.54,0.15,0.18
"MEX",1980,0.54,0.15,0.18
"MEX",1981,0.54,0.15,0.18
"MEX",1982,0.54,0.15,0.18
"MEX",1983,0.54,0.15,0.18
"MEX",1984,0.54,0.15,0.18
"MEX",1985,0.54,0.15,0.18
"MEX",1986,0.54,0.15,0.18
"MEX",1987,0.54,0.15,0.18
"MEX",1988,0.54,0.15,0.18
"MEX",1989,0.54,0.15,0.18
"MEX",1990,0.54,0.15,0.18
"MEX",1991,0.54,0.15,0.18
"MEX",1992,0.54,0.15,0.18
"MEX",1993,0.54,0.15,0.18
"MEX",1994,0.54,0.15,0.18
"MEX",1995,0.54,0.15,0.18
"MEX",1996,0.54,0.15,0.18
"MEX",1997,0.54,0.15,0.18
"MEX",1998,0.54,0.15,0.18
"MEX",1999,0.54,0.15,0.18
"MEX",2000,0.54,0.15,0.18
"MEX",2001,0.54,0.15,0.18
"MEX",2002,0.54,0.15,0.18
"MEX",2003,0.54,0.15,0.18
"MEX",2004,0.54,0.15,0.18
"MEX",2005,0.54,0.15,0.18
"MEX",2006,0.54,0.15,0.18
"MEX",2007,0.54,0.15,0.18
"MEX",2008,0.54,0.15,0.18
"MEX",2009,0.54,0.15,0.18
"MEX",2010,0.54,0.15,0.18
"MEX",2011,0.54,0.15,0.18
"MEX",2012,0.54,0.15,0.18
"MEX",2013,0.54,0.15,0.18
"MLD",1991,0.55,0.55,0.56
"MLD",1992,0.55,0.55,0.56
"MLD",1993,0.55,0.55,0.56
"MLD",1994,0.55,0.55,0.56
"MLD",1995,0.55,0.55,0.56
"MLD",1996,0.55,0.55,0.56
"MLD",1997,0.55,0.55,0.56
"MLD",1998,0.55,0.55,0.56
"MLD",1999,0.55,0.55,0.56
"MLD",2000,0.55,0.55,0.56
"MLD",2001,0.55,0.55,0.56
"MLD",2002,0.55,0.55,0.56
"MLD",2003,0.55,0.55,0.56
"MLD",2004,0.55,0.55,0.56
"MLD",2005,0.55,0.55,0.56
"MLD",2006,0.55,0.55,0.56
"MLD",2007,0.55,0.55,0.56
"MLD",2008,0.55,0.55,0.56
"MLD",2009,0.55,0.55,0.56
"MLD",2010,0.55,0.55,0.56
"MLD",2011,0.55,0.55,0.56
"MLD",2012,0.55,0.55,0.56
"MLD",2013,0.55,0.55,0.56
"MLI",1960,0.69,0.84,0.18
"MLI",1961,0.69,0.84,0.18
"MLI",1962,0.69,0.84,0.18
"MLI",1963,0.69,0.84,0.18
"MLI",1964,0.69,0.84,0.18
"MLI",1965,0.69,0.84,0.18
"MLI",1966,0.69,0.84,0.18
"MLI",1967,0.69,0.84,0.18
"MLI",1968,0.69,0.84,0.18
"MLI",1969,0.69,0.84,0.18
"MLI",1970,0.69,0.84,0.18
"MLI",1971,0.69,0.84,0.18
"MLI",1972,0.69,0.84,0.18
"MLI",1973,0.69,0.84,0.18
"MLI",1974,0.69,0.84,0.18
"MLI",1975,0.69,0.84,0.18
"MLI",1976,0.69,0.84,0.18
"MLI",1977,0.69,0.84,0.18
"MLI",1978,0.69,0.84,0.18
"MLI",1979,0.69,0.84,0.18
"MLI",1980,0.69,0.84,0.18
"MLI",1981,0.69,0.84,0.18
"MLI",1982,0.69,0.84,0.18
"MLI",1983,0.69,0.84,0.18
"MLI",1984,0.69,0.84,0.18
"MLI",1985,0.69,0.84,0.18
"MLI",1986,0.69,0.84,0.18
"MLI",1987,0.69,0.84,0.18
"MLI",1988,0.69,0.84,0.18
"MLI",1989,0.69,0.84,0.18
"MLI",1990,0.69,0.84,0.18
"MLI",1991,0.69,0.84,0.18
"MLI",1992,0.69,0.84,0.18
"MLI",1993,0.69,0.84,0.18
"MLI",1994,0.69,0.84,0.18
"MLI",1995,0.69,0.84,0.18
"MLI",1996,0.69,0.84,0.18
"MLI",1997,0.69,0.84,0.18
"MLI",1998,0.69,0.84,0.18
"MLI",1999,0.69,0.84,0.18
"MLI",2000,0.69,0.84,0.18
"MLI",2001,0.69,0.84,0.18
"MLI",2002,0.69,0.84,0.18
"MLI",2003,0.69,0.84,0.18
"MLI",2004,0.69,0.84,0.18
"MLI",2005,0.69,0.84,0.18
"MLI",2006,0.69,0.84,0.18
"MLI",2007,0.69,0.84,0.18
"MLI",2008,0.69,0.84,0.18
"MLI",2009,0.69,0.84,0.18
"MLI",2010,0.69,0.84,0.18
"MLI",2011,0.69,0.84,0.18
"MLI",2012,0.69,0.84,0.18
"MLI",2013,0.69,0.84,0.18
"MNE",2006,NA,NA,NA
"MNE",2007,NA,NA,NA
"MNE",2008,NA,NA,NA
"MNE",2009,NA,NA,NA
"MNE",2010,NA,NA,NA
"MNE",2011,NA,NA,NA
"MNE",2012,NA,NA,NA
"MNE",2013,NA,NA,NA
"MON",1945,0.37,0.37,0.08
"MON",1946,0.37,0.37,0.08
"MON",1947,0.37,0.37,0.08
"MON",1948,0.37,0.37,0.08
"MON",1949,0.37,0.37,0.08
"MON",1950,0.37,0.37,0.08
"MON",1951,0.37,0.37,0.08
"MON",1952,0.37,0.37,0.08
"MON",1953,0.37,0.37,0.08
"MON",1954,0.37,0.37,0.08
"MON",1955,0.37,0.37,0.08
"MON",1956,0.37,0.37,0.08
"MON",1957,0.37,0.37,0.08
"MON",1958,0.37,0.37,0.08
"MON",1959,0.37,0.37,0.08
"MON",1960,0.37,0.37,0.08
"MON",1961,0.37,0.37,0.08
"MON",1962,0.37,0.37,0.08
"MON",1963,0.37,0.37,0.08
"MON",1964,0.37,0.37,0.08
"MON",1965,0.37,0.37,0.08
"MON",1966,0.37,0.37,0.08
"MON",1967,0.37,0.37,0.08
"MON",1968,0.37,0.37,0.08
"MON",1969,0.37,0.37,0.08
"MON",1970,0.37,0.37,0.08
"MON",1971,0.37,0.37,0.08
"MON",1972,0.37,0.37,0.08
"MON",1973,0.37,0.37,0.08
"MON",1974,0.37,0.37,0.08
"MON",1975,0.37,0.37,0.08
"MON",1976,0.37,0.37,0.08
"MON",1977,0.37,0.37,0.08
"MON",1978,0.37,0.37,0.08
"MON",1979,0.37,0.37,0.08
"MON",1980,0.37,0.37,0.08
"MON",1981,0.37,0.37,0.08
"MON",1982,0.37,0.37,0.08
"MON",1983,0.37,0.37,0.08
"MON",1984,0.37,0.37,0.08
"MON",1985,0.37,0.37,0.08
"MON",1986,0.37,0.37,0.08
"MON",1987,0.37,0.37,0.08
"MON",1988,0.37,0.37,0.08
"MON",1989,0.37,0.37,0.08
"MON",1990,0.37,0.37,0.08
"MON",1991,0.37,0.37,0.08
"MON",1992,0.37,0.37,0.08
"MON",1993,0.37,0.37,0.08
"MON",1994,0.37,0.37,0.08
"MON",1995,0.37,0.37,0.08
"MON",1996,0.37,0.37,0.08
"MON",1997,0.37,0.37,0.08
"MON",1998,0.37,0.37,0.08
"MON",1999,0.37,0.37,0.08
"MON",2000,0.37,0.37,0.08
"MON",2001,0.37,0.37,0.08
"MON",2002,0.37,0.37,0.08
"MON",2003,0.37,0.37,0.08
"MON",2004,0.37,0.37,0.08
"MON",2005,0.37,0.37,0.08
"MON",2006,0.37,0.37,0.08
"MON",2007,0.37,0.37,0.08
"MON",2008,0.37,0.37,0.08
"MON",2009,0.37,0.37,0.08
"MON",2010,0.37,0.37,0.08
"MON",2011,0.37,0.37,0.08
"MON",2012,0.37,0.37,0.08
"MON",2013,0.37,0.37,0.08
"MOR",1956,0.48,0.47,0
"MOR",1957,0.48,0.47,0
"MOR",1958,0.48,0.47,0
"MOR",1959,0.48,0.47,0
"MOR",1960,0.48,0.47,0
"MOR",1961,0.48,0.47,0
"MOR",1962,0.48,0.47,0
"MOR",1963,0.48,0.47,0
"MOR",1964,0.48,0.47,0
"MOR",1965,0.48,0.47,0
"MOR",1966,0.48,0.47,0
"MOR",1967,0.48,0.47,0
"MOR",1968,0.48,0.47,0
"MOR",1969,0.48,0.47,0
"MOR",1970,0.48,0.47,0
"MOR",1971,0.48,0.47,0
"MOR",1972,0.48,0.47,0
"MOR",1973,0.48,0.47,0
"MOR",1974,0.48,0.47,0
"MOR",1975,0.48,0.47,0
"MOR",1976,0.48,0.47,0
"MOR",1977,0.48,0.47,0
"MOR",1978,0.48,0.47,0
"MOR",1979,0.48,0.47,0
"MOR",1980,0.48,0.47,0
"MOR",1981,0.48,0.47,0
"MOR",1982,0.48,0.47,0
"MOR",1983,0.48,0.47,0
"MOR",1984,0.48,0.47,0
"MOR",1985,0.48,0.47,0
"MOR",1986,0.48,0.47,0
"MOR",1987,0.48,0.47,0
"MOR",1988,0.48,0.47,0
"MOR",1989,0.48,0.47,0
"MOR",1990,0.48,0.47,0
"MOR",1991,0.48,0.47,0
"MOR",1992,0.48,0.47,0
