"sftgcode","year","elf.ethnic","elf.language","elf.religion"
"DJI",1982,0.8,0.66,0.04
"DJI",1983,0.8,0.66,0.04
"DJI",1984,0.8,0.66,0.04
"DJI",1985,0.8,0.66,0.04
"DJI",1986,0.8,0.66,0.04
"DJI",1987,0.8,0.66,0.04
"DJI",1988,0.8,0.66,0.04
"DJI",1989,0.8,0.66,0.04
"DJI",1990,0.8,0.66,0.04
"DJI",1991,0.8,0.66,0.04
"DJI",1992,0.8,0.66,0.04
"DJI",1993,0.8,0.66,0.04
"DJI",1994,0.8,0.66,0.04
"DJI",1995,0.8,0.66,0.04
"DJI",1996,0.8,0.66,0.04
"DJI",1997,0.8,0.66,0.04
"DJI",1998,0.8,0.66,0.04
"DJI",1999,0.8,0.66,0.04
"DJI",2000,0.8,0.66,0.04
"DJI",2001,0.8,0.66,0.04
"DJI",2002,0.8,0.66,0.04
"DJI",2003,0.8,0.66,0.04
"DJI",2004,0.8,0.66,0.04
"DJI",2005,0.8,0.66,0.04
"DJI",2006,0.8,0.66,0.04
"DJI",2007,0.8,0.66,0.04
"DJI",2008,0.8,0.66,0.04
"DJI",2009,0.8,0.66,0.04
"DJI",2010,0.8,0.66,0.04
"DJI",2011,0.8,0.66,0.04
"DJI",2012,0.8,0.66,0.04
"DJI",2013,0.8,0.66,0.04
"DOM",1945,0.43,0.04,0.31
"DOM",1946,0.43,0.04,0.31
"DOM",1947,0.43,0.04,0.31
"DOM",1948,0.43,0.04,0.31
"DOM",1949,0.43,0.04,0.31
"DOM",1950,0.43,0.04,0.31
"DOM",1951,0.43,0.04,0.31
"DOM",1952,0.43,0.04,0.31
"DOM",1953,0.43,0.04,0.31
"DOM",1954,0.43,0.04,0.31
"DOM",1955,0.43,0.04,0.31
"DOM",1956,0.43,0.04,0.31
"DOM",1957,0.43,0.04,0.31
"DOM",1958,0.43,0.04,0.31
"DOM",1959,0.43,0.04,0.31
"DOM",1960,0.43,0.04,0.31
"DOM",1961,0.43,0.04,0.31
"DOM",1962,0.43,0.04,0.31
"DOM",1963,0.43,0.04,0.31
"DOM",1964,0.43,0.04,0.31
"DOM",1965,0.43,0.04,0.31
"DOM",1966,0.43,0.04,0.31
"DOM",1967,0.43,0.04,0.31
"DOM",1968,0.43,0.04,0.31
"DOM",1969,0.43,0.04,0.31
"DOM",1970,0.43,0.04,0.31
"DOM",1971,0.43,0.04,0.31
"DOM",1972,0.43,0.04,0.31
"DOM",1973,0.43,0.04,0.31
"DOM",1974,0.43,0.04,0.31
"DOM",1975,0.43,0.04,0.31
"DOM",1976,0.43,0.04,0.31
"DOM",1977,0.43,0.04,0.31
"DOM",1978,0.43,0.04,0.31
"DOM",1979,0.43,0.04,0.31
"DOM",1980,0.43,0.04,0.31
"DOM",1981,0.43,0.04,0.31
"DOM",1982,0.43,0.04,0.31
"DOM",1983,0.43,0.04,0.31
"DOM",1984,0.43,0.04,0.31
"DOM",1985,0.43,0.04,0.31
"DOM",1986,0.43,0.04,0.31
"DOM",1987,0.43,0.04,0.31
"DOM",1988,0.43,0.04,0.31
"DOM",1989,0.43,0.04,0.31
"DOM",1990,0.43,0.04,0.31
"DOM",1991,0.43,0.04,0.31
"DOM",1992,0.43,0.04,0.31
"DOM",1993,0.43,0.04,0.31
"DOM",1994,0.43,0.04,0.31
"DOM",1995,0.43,0.04,0.31
"DOM",1996,0.43,0.04,0.31
"DOM",1997,0.43,0.04,0.31
"DOM",1998,0.43,0.04,0.31
"DOM",1999,0.43,0.04,0.31
"DOM",2000,0.43,0.04,0.31
"DOM",2001,0.43,0.04,0.31
"DOM",2002,0.43,0.04,0.31
"DOM",2003,0.43,0.04,0.31
"DOM",2004,0.43,0.04,0.31
"DOM",2005,0.43,0.04,0.31
"DOM",2006,0.43,0.04,0.31
"DOM",2007,0.43,0.04,0.31
"DOM",2008,0.43,0.04,0.31
"DOM",2009,0.43,0.04,0.31
"DOM",2010,0.43,0.04,0.31
"DOM",2011,0.43,0.04,0.31
"DOM",2012,0.43,0.04,0.31
"DOM",2013,0.43,0.04,0.31
"DRV",1954,NA,NA,NA
"DRV",1955,NA,NA,NA
"DRV",1956,NA,NA,NA
"DRV",1957,NA,NA,NA
"DRV",1958,NA,NA,NA
"DRV",1959,NA,NA,NA
"DRV",1960,NA,NA,NA
"DRV",1961,NA,NA,NA
"DRV",1962,NA,NA,NA
"DRV",1963,NA,NA,NA
"DRV",1964,NA,NA,NA
"DRV",1965,NA,NA,NA
"DRV",1966,NA,NA,NA
"DRV",1967,NA,NA,NA
"DRV",1968,NA,NA,NA
"DRV",1969,NA,NA,NA
"DRV",1970,NA,NA,NA
"DRV",1971,NA,NA,NA
"DRV",1972,NA,NA,NA
"DRV",1973,NA,NA,NA
"DRV",1974,NA,NA,NA
"DRV",1975,NA,NA,NA
"ECU",1945,0.66,0.13,0.14
"ECU",1946,0.66,0.13,0.14
"ECU",1947,0.66,0.13,0.14
"ECU",1948,0.66,0.13,0.14
"ECU",1949,0.66,0.13,0.14
"ECU",1950,0.66,0.13,0.14
"ECU",1951,0.66,0.13,0.14
"ECU",1952,0.66,0.13,0.14
"ECU",1953,0.66,0.13,0.14
"ECU",1954,0.66,0.13,0.14
"ECU",1955,0.66,0.13,0.14
"ECU",1956,0.66,0.13,0.14
"ECU",1957,0.66,0.13,0.14
"ECU",1958,0.66,0.13,0.14
"ECU",1959,0.66,0.13,0.14
"ECU",1960,0.66,0.13,0.14
"ECU",1961,0.66,0.13,0.14
"ECU",1962,0.66,0.13,0.14
"ECU",1963,0.66,0.13,0.14
"ECU",1964,0.66,0.13,0.14
"ECU",1965,0.66,0.13,0.14
"ECU",1966,0.66,0.13,0.14
"ECU",1967,0.66,0.13,0.14
"ECU",1968,0.66,0.13,0.14
"ECU",1969,0.66,0.13,0.14
"ECU",1970,0.66,0.13,0.14
"ECU",1971,0.66,0.13,0.14
"ECU",1972,0.66,0.13,0.14
"ECU",1973,0.66,0.13,0.14
"ECU",1974,0.66,0.13,0.14
"ECU",1975,0.66,0.13,0.14
"ECU",1976,0.66,0.13,0.14
"ECU",1977,0.66,0.13,0.14
"ECU",1978,0.66,0.13,0.14
"ECU",1979,0.66,0.13,0.14
"ECU",1980,0.66,0.13,0.14
"ECU",1981,0.66,0.13,0.14
"ECU",1982,0.66,0.13,0.14
"ECU",1983,0.66,0.13,0.14
"ECU",1984,0.66,0.13,0.14
"ECU",1985,0.66,0.13,0.14
"ECU",1986,0.66,0.13,0.14
"ECU",1987,0.66,0.13,0.14
"ECU",1988,0.66,0.13,0.14
"ECU",1989,0.66,0.13,0.14
"ECU",1990,0.66,0.13,0.14
"ECU",1991,0.66,0.13,0.14
"ECU",1992,0.66,0.13,0.14
"ECU",1993,0.66,0.13,0.14
"ECU",1994,0.66,0.13,0.14
"ECU",1995,0.66,0.13,0.14
"ECU",1996,0.66,0.13,0.14
"ECU",1997,0.66,0.13,0.14
"ECU",1998,0.66,0.13,0.14
"ECU",1999,0.66,0.13,0.14
"ECU",2000,0.66,0.13,0.14
"ECU",2001,0.66,0.13,0.14
"ECU",2002,0.66,0.13,0.14
"ECU",2003,0.66,0.13,0.14
"ECU",2004,0.66,0.13,0.14
"ECU",2005,0.66,0.13,0.14
"ECU",2006,0.66,0.13,0.14
"ECU",2007,0.66,0.13,0.14
"ECU",2008,0.66,0.13,0.14
"ECU",2009,0.66,0.13,0.14
"ECU",2010,0.66,0.13,0.14
"ECU",2011,0.66,0.13,0.14
"ECU",2012,0.66,0.13,0.14
"ECU",2013,0.66,0.13,0.14
"EGY",1953,0.18,0.02,0.2
"EGY",1954,0.18,0.02,0.2
"EGY",1955,0.18,0.02,0.2
"EGY",1956,0.18,0.02,0.2
"EGY",1957,0.18,0.02,0.2
"EGY",1958,0.18,0.02,0.2
"EGY",1959,0.18,0.02,0.2
"EGY",1960,0.18,0.02,0.2
"EGY",1961,0.18,0.02,0.2
"EGY",1962,0.18,0.02,0.2
"EGY",1963,0.18,0.02,0.2
"EGY",1964,0.18,0.02,0.2
"EGY",1965,0.18,0.02,0.2
"EGY",1966,0.18,0.02,0.2
"EGY",1967,0.18,0.02,0.2
"EGY",1968,0.18,0.02,0.2
"EGY",1969,0.18,0.02,0.2
"EGY",1970,0.18,0.02,0.2
"EGY",1971,0.18,0.02,0.2
"EGY",1972,0.18,0.02,0.2
"EGY",1973,0.18,0.02,0.2
"EGY",1974,0.18,0.02,0.2
"EGY",1975,0.18,0.02,0.2
"EGY",1976,0.18,0.02,0.2
"EGY",1977,0.18,0.02,0.2
"EGY",1978,0.18,0.02,0.2
"EGY",1979,0.18,0.02,0.2
"EGY",1980,0.18,0.02,0.2
"EGY",1981,0.18,0.02,0.2
"EGY",1982,0.18,0.02,0.2
"EGY",1983,0.18,0.02,0.2
"EGY",1984,0.18,0.02,0.2
"EGY",1985,0.18,0.02,0.2
"EGY",1986,0.18,0.02,0.2
"EGY",1987,0.18,0.02,0.2
"EGY",1988,0.18,0.02,0.2
"EGY",1989,0.18,0.02,0.2
"EGY",1990,0.18,0.02,0.2
"EGY",1991,0.18,0.02,0.2
"EGY",1992,0.18,0.02,0.2
"EGY",1993,0.18,0.02,0.2
"EGY",1994,0.18,0.02,0.2
"EGY",1995,0.18,0.02,0.2
"EGY",1996,0.18,0.02,0.2
"EGY",1997,0.18,0.02,0.2
"EGY",1998,0.18,0.02,0.2
"EGY",1999,0.18,0.02,0.2
"EGY",2000,0.18,0.02,0.2
"EGY",2001,0.18,0.02,0.2
"EGY",2002,0.18,0.02,0.2
"EGY",2003,0.18,0.02,0.2
"EGY",2004,0.18,0.02,0.2
"EGY",2005,0.18,0.02,0.2
"EGY",2006,0.18,0.02,0.2
"EGY",2007,0.18,0.02,0.2
"EGY",2008,0.18,0.02,0.2
"EGY",2009,0.18,0.02,0.2
"EGY",2010,0.18,0.02,0.2
"EGY",2011,0.18,0.02,0.2
"EGY",2012,0.18,0.02,0.2
"EGY",2013,0.18,0.02,0.2
"EQG",1968,0.35,0.32,0.12
"EQG",1969,0.35,0.32,0.12
"EQG",1970,0.35,0.32,0.12
"EQG",1971,0.35,0.32,0.12
"EQG",1972,0.35,0.32,0.12
"EQG",1973,0.35,0.32,0.12
"EQG",1974,0.35,0.32,0.12
"EQG",1975,0.35,0.32,0.12
"EQG",1976,0.35,0.32,0.12
"EQG",1977,0.35,0.32,0.12
"EQG",1978,0.35,0.32,0.12
"EQG",1979,0.35,0.32,0.12
"EQG",1980,0.35,0.32,0.12
"EQG",1981,0.35,0.32,0.12
"EQG",1982,0.35,0.32,0.12
"EQG",1983,0.35,0.32,0.12
"EQG",1984,0.35,0.32,0.12
"EQG",1985,0.35,0.32,0.12
"EQG",1986,0.35,0.32,0.12
"EQG",1987,0.35,0.32,0.12
"EQG",1988,0.35,0.32,0.12
"EQG",1989,0.35,0.32,0.12
"EQG",1990,0.35,0.32,0.12
"EQG",1991,0.35,0.32,0.12
"EQG",1992,0.35,0.32,0.12
"EQG",1993,0.35,0.32,0.12
"EQG",1994,0.35,0.32,0.12
"EQG",1995,0.35,0.32,0.12
"EQG",1996,0.35,0.32,0.12
"EQG",1997,0.35,0.32,0.12
"EQG",1998,0.35,0.32,0.12
"EQG",1999,0.35,0.32,0.12
"EQG",2000,0.35,0.32,0.12
"EQG",2001,0.35,0.32,0.12
"EQG",2002,0.35,0.32,0.12
"EQG",2003,0.35,0.32,0.12
"EQG",2004,0.35,0.32,0.12
"EQG",2005,0.35,0.32,0.12
"EQG",2006,0.35,0.32,0.12
"EQG",2007,0.35,0.32,0.12
"EQG",2008,0.35,0.32,0.12
"EQG",2009,0.35,0.32,0.12
"EQG",2010,0.35,0.32,0.12
"EQG",2011,0.35,0.32,0.12
"EQG",2012,0.35,0.32,0.12
"EQG",2013,0.35,0.32,0.12
"ERI",1993,0.65,0.65,0.43
"ERI",1994,0.65,0.65,0.43
"ERI",1995,0.65,0.65,0.43
"ERI",1996,0.65,0.65,0.43
"ERI",1997,0.65,0.65,0.43
"ERI",1998,0.65,0.65,0.43
"ERI",1999,0.65,0.65,0.43
"ERI",2000,0.65,0.65,0.43
"ERI",2001,0.65,0.65,0.43
"ERI",2002,0.65,0.65,0.43
"ERI",2003,0.65,0.65,0.43
"ERI",2004,0.65,0.65,0.43
"ERI",2005,0.65,0.65,0.43
"ERI",2006,0.65,0.65,0.43
"ERI",2007,0.65,0.65,0.43
"ERI",2008,0.65,0.65,0.43
"ERI",2009,0.65,0.65,0.43
"ERI",2010,0.65,0.65,0.43
"ERI",2011,0.65,0.65,0.43
"ERI",2012,0.65,0.65,0.43
"ERI",2013,0.65,0.65,0.43
"EST",1991,0.51,0.49,0.5
"EST",1992,0.51,0.49,0.5
"EST",1993,0.51,0.49,0.5
"EST",1994,0.51,0.49,0.5
"EST",1995,0.51,0.49,0.5
"EST",1996,0.51,0.49,0.5
"EST",1997,0.51,0.49,0.5
"EST",1998,0.51,0.49,0.5
"EST",1999,0.51,0.49,0.5
"EST",2000,0.51,0.49,0.5
"EST",2001,0.51,0.49,0.5
"EST",2002,0.51,0.49,0.5
"EST",2003,0.51,0.49,0.5
"EST",2004,0.51,0.49,0.5
"EST",2005,0.51,0.49,0.5
"EST",2006,0.51,0.49,0.5
"EST",2007,0.51,0.49,0.5
"EST",2008,0.51,0.49,0.5
"EST",2009,0.51,0.49,0.5
"EST",2010,0.51,0.49,0.5
"EST",2011,0.51,0.49,0.5
"EST",2012,0.51,0.49,0.5
"EST",2013,0.51,0.49,0.5
"ETH",1945,0.72,0.81,0.62
"ETH",1946,0.72,0.81,0.62
"ETH",1947,0.72,0.81,0.62
"ETH",1948,0.72,0.81,0.62
"ETH",1949,0.72,0.81,0.62
"ETH",1950,0.72,0.81,0.62
"ETH",1951,0.72,0.81,0.62
"ETH",1952,0.72,0.81,0.62
"ETH",1953,0.72,0.81,0.62
"ETH",1954,0.72,0.81,0.62
"ETH",1955,0.72,0.81,0.62
"ETH",1956,0.72,0.81,0.62
"ETH",1957,0.72,0.81,0.62
"ETH",1958,0.72,0.81,0.62
"ETH",1959,0.72,0.81,0.62
"ETH",1960,0.72,0.81,0.62
"ETH",1961,0.72,0.81,0.62
"ETH",1962,0.72,0.81,0.62
"ETH",1963,0.72,0.81,0.62
"ETH",1964,0.72,0.81,0.62
"ETH",1965,0.72,0.81,0.62
"ETH",1966,0.72,0.81,0.62
"ETH",1967,0.72,0.81,0.62
"ETH",1968,0.72,0.81,0.62
"ETH",1969,0.72,0.81,0.62
"ETH",1970,0.72,0.81,0.62
"ETH",1971,0.72,0.81,0.62
"ETH",1972,0.72,0.81,0.62
"ETH",1973,0.72,0.81,0.62
"ETH",1974,0.72,0.81,0.62
"ETH",1975,0.72,0.81,0.62
"ETH",1976,0.72,0.81,0.62
"ETH",1977,0.72,0.81,0.62
"ETH",1978,0.72,0.81,0.62
"ETH",1979,0.72,0.81,0.62
"ETH",1980,0.72,0.81,0.62
"ETH",1981,0.72,0.81,0.62
"ETH",1982,0.72,0.81,0.62
"ETH",1983,0.72,0.81,0.62
"ETH",1984,0.72,0.81,0.62
"ETH",1985,0.72,0.81,0.62
"ETH",1986,0.72,0.81,0.62
"ETH",1987,0.72,0.81,0.62
"ETH",1988,0.72,0.81,0.62
"ETH",1989,0.72,0.81,0.62
"ETH",1990,0.72,0.81,0.62
"ETH",1991,0.72,0.81,0.62
"ETH",1992,0.72,0.81,0.62
"ETI",1993,0.72,0.81,0.62
"ETI",1994,0.72,0.81,0.62
"ETI",1995,0.72,0.81,0.62
"ETI",1996,0.72,0.81,0.62
"ETI",1997,0.72,0.81,0.62
"ETI",1998,0.72,0.81,0.62
"ETI",1999,0.72,0.81,0.62
"ETI",2000,0.72,0.81,0.62
"ETI",2001,0.72,0.81,0.62
"ETI",2002,0.72,0.81,0.62
"ETI",2003,0.72,0.81,0.62
"ETI",2004,0.72,0.81,0.62
"ETI",2005,0.72,0.81,0.62
"ETI",2006,0.72,0.81,0.62
"ETI",2007,0.72,0.81,0.62
"ETI",2008,0.72,0.81,0.62
"ETI",2009,0.72,0.81,0.62
"ETI",2010,0.72,0.81,0.62
"ETI",2011,0.72,0.81,0.62
"ETI",2012,0.72,0.81,0.62
"ETI",2013,0.72,0.81,0.62
"ETM",2002,NA,0.53,0.43
"ETM",2003,NA,0.53,0.43
"ETM",2004,NA,0.53,0.43
"ETM",2005,NA,0.53,0.43
"ETM",2006,NA,0.53,0.43
"ETM",2007,NA,0.53,0.43
"ETM",2008,NA,0.53,0.43
"ETM",2009,NA,0.53,0.43
"ETM",2010,NA,0.53,0.43
"ETM",2011,NA,0.53,0.43
"ETM",2012,NA,0.53,0.43
"ETM",2013,NA,0.53,0.43
"FIN",1945,0.13,0.14,0.25
"FIN",1946,0.13,0.14,0.25
"FIN",1947,0.13,0.14,0.25
"FIN",1948,0.13,0.14,0.25
"FIN",1949,0.13,0.14,0.25
"FIN",1950,0.13,0.14,0.25
"FIN",1951,0.13,0.14,0.25
"FIN",1952,0.13,0.14,0.25
"FIN",1953,0.13,0.14,0.25
"FIN",1954,0.13,0.14,0.25
"FIN",1955,0.13,0.14,0.25
"FIN",1956,0.13,0.14,0.25
"FIN",1957,0.13,0.14,0.25
"FIN",1958,0.13,0.14,0.25
"FIN",1959,0.13,0.14,0.25
"FIN",1960,0.13,0.14,0.25
"FIN",1961,0.13,0.14,0.25
"FIN",1962,0.13,0.14,0.25
"FIN",1963,0.13,0.14,0.25
"FIN",1964,0.13,0.14,0.25
"FIN",1965,0.13,0.14,0.25
"FIN",1966,0.13,0.14,0.25
"FIN",1967,0.13,0.14,0.25
"FIN",1968,0.13,0.14,0.25
"FIN",1969,0.13,0.14,0.25
"FIN",1970,0.13,0.14,0.25
"FIN",1971,0.13,0.14,0.25
"FIN",1972,0.13,0.14,0.25
"FIN",1973,0.13,0.14,0.25
"FIN",1974,0.13,0.14,0.25
"FIN",1975,0.13,0.14,0.25
"FIN",1976,0.13,0.14,0.25
"FIN",1977,0.13,0.14,0.25
"FIN",1978,0.13,0.14,0.25
"FIN",1979,0.13,0.14,0.25
"FIN",1980,0.13,0.14,0.25
"FIN",1981,0.13,0.14,0.25
"FIN",1982,0.13,0.14,0.25
"FIN",1983,0.13,0.14,0.25
"FIN",1984,0.13,0.14,0.25
"FIN",1985,0.13,0.14,0.25
"FIN",1986,0.13,0.14,0.25
"FIN",1987,0.13,0.14,0.25
"FIN",1988,0.13,0.14,0.25
"FIN",1989,0.13,0.14,0.25
"FIN",1990,0.13,0.14,0.25
"FIN",1991,0.13,0.14,0.25
"FIN",1992,0.13,0.14,0.25
"FIN",1993,0.13,0.14,0.25
"FIN",1994,0.13,0.14,0.25
"FIN",1995,0.13,0.14,0.25
"FIN",1996,0.13,0.14,0.25
"FIN",1997,0.13,0.14,0.25
"FIN",1998,0.13,0.14,0.25
"FIN",1999,0.13,0.14,0.25
"FIN",2000,0.13,0.14,0.25
"FIN",2001,0.13,0.14,0.25
"FIN",2002,0.13,0.14,0.25
"FIN",2003,0.13,0.14,0.25
"FIN",2004,0.13,0.14,0.25
"FIN",2005,0.13,0.14,0.25
"FIN",2006,0.13,0.14,0.25
"FIN",2007,0.13,0.14,0.25
"FIN",2008,0.13,0.14,0.25
"FIN",2009,0.13,0.14,0.25
"FIN",2010,0.13,0.14,0.25
"FIN",2011,0.13,0.14,0.25
"FIN",2012,0.13,0.14,0.25
"FIN",2013,0.13,0.14,0.25
"FJI",1970,0.55,0.55,0.57
"FJI",1971,0.55,0.55,0.57
"FJI",1972,0.55,0.55,0.57
"FJI",1973,0.55,0.55,0.57
"FJI",1974,0.55,0.55,0.57
"FJI",1975,0.55,0.55,0.57
"FJI",1976,0.55,0.55,0.57
"FJI",1977,0.55,0.55,0.57
"FJI",1978,0.55,0.55,0.57
"FJI",1979,0.55,0.55,0.57
"FJI",1980,0.55,0.55,0.57
"FJI",1981,0.55,0.55,0.57
"FJI",1982,0.55,0.55,0.57
"FJI",1983,0.55,0.55,0.57
"FJI",1984,0.55,0.55,0.57
"FJI",1985,0.55,0.55,0.57
"FJI",1986,0.55,0.55,0.57
"FJI",1987,0.55,0.55,0.57
"FJI",1988,0.55,0.55,0.57
"FJI",1989,0.55,0.55,0.57
"FJI",1990,0.55,0.55,0.57
"FJI",1991,0.55,0.55,0.57
"FJI",1992,0.55,0.55,0.57
"FJI",1993,0.55,0.55,0.57
"FJI",1994,0.55,0.55,0.57
"FJI",1995,0.55,0.55,0.57
"FJI",1996,0.55,0.55,0.57
"FJI",1997,0.55,0.55,0.57
"FJI",1998,0.55,0.55,0.57
"FJI",1999,0.55,0.55,0.57
"FJI",2000,0.55,0.55,0.57
"FJI",2001,0.55,0.55,0.57
"FJI",2002,0.55,0.55,0.57
"FJI",2003,0.55,0.55,0.57
"FJI",2004,0.55,0.55,0.57
"FJI",2005,0.55,0.55,0.57
"FJI",2006,0.55,0.55,0.57
"FJI",2007,0.55,0.55,0.57
"FJI",2008,0.55,0.55,0.57
"FJI",2009,0.55,0.55,0.57
"FJI",2010,0.55,0.55,0.57
"FJI",2011,0.55,0.55,0.57
"FJI",2012,0.55,0.55,0.57
"FJI",2013,0.55,0.55,0.57
"FRN",1945,0.1,0.12,0.4
"FRN",1946,0.1,0.12,0.4
"FRN",1947,0.1,0.12,0.4
"FRN",1948,0.1,0.12,0.4
"FRN",1949,0.1,0.12,0.4
"FRN",1950,0.1,0.12,0.4
"FRN",1951,0.1,0.12,0.4
"FRN",1952,0.1,0.12,0.4
"FRN",1953,0.1,0.12,0.4
"FRN",1954,0.1,0.12,0.4
"FRN",1955,0.1,0.12,0.4
"FRN",1956,0.1,0.12,0.4
"FRN",1957,0.1,0.12,0.4
"FRN",1958,0.1,0.12,0.4
"FRN",1959,0.1,0.12,0.4
"FRN",1960,0.1,0.12,0.4
"FRN",1961,0.1,0.12,0.4
"FRN",1962,0.1,0.12,0.4
"FRN",1963,0.1,0.12,0.4
"FRN",1964,0.1,0.12,0.4
"FRN",1965,0.1,0.12,0.4
"FRN",1966,0.1,0.12,0.4
"FRN",1967,0.1,0.12,0.4
"FRN",1968,0.1,0.12,0.4
"FRN",1969,0.1,0.12,0.4
"FRN",1970,0.1,0.12,0.4
"FRN",1971,0.1,0.12,0.4
"FRN",1972,0.1,0.12,0.4
"FRN",1973,0.1,0.12,0.4
"FRN",1974,0.1,0.12,0.4
"FRN",1975,0.1,0.12,0.4
"FRN",1976,0.1,0.12,0.4
"FRN",1977,0.1,0.12,0.4
"FRN",1978,0.1,0.12,0.4
"FRN",1979,0.1,0.12,0.4
"FRN",1980,0.1,0.12,0.4
"FRN",1981,0.1,0.12,0.4
"FRN",1982,0.1,0.12,0.4
"FRN",1983,0.1,0.12,0.4
"FRN",1984,0.1,0.12,0.4
"FRN",1985,0.1,0.12,0.4
"FRN",1986,0.1,0.12,0.4
"FRN",1987,0.1,0.12,0.4
"FRN",1988,0.1,0.12,0.4
"FRN",1989,0.1,0.12,0.4
"FRN",1990,0.1,0.12,0.4
"FRN",1991,0.1,0.12,0.4
"FRN",1992,0.1,0.12,0.4
"FRN",1993,0.1,0.12,0.4
"FRN",1994,0.1,0.12,0.4
"FRN",1995,0.1,0.12,0.4
"FRN",1996,0.1,0.12,0.4
"FRN",1997,0.1,0.12,0.4
"FRN",1998,0.1,0.12,0.4
"FRN",1999,0.1,0.12,0.4
"FRN",2000,0.1,0.12,0.4
"FRN",2001,0.1,0.12,0.4
"FRN",2002,0.1,0.12,0.4
"FRN",2003,0.1,0.12,0.4
"FRN",2004,0.1,0.12,0.4
"FRN",2005,0.1,0.12,0.4
"FRN",2006,0.1,0.12,0.4
"FRN",2007,0.1,0.12,0.4
"FRN",2008,0.1,0.12,0.4
"FRN",2009,0.1,0.12,0.4
"FRN",2010,0.1,0.12,0.4
"FRN",2011,0.1,0.12,0.4
"FRN",2012,0.1,0.12,0.4
"FRN",2013,0.1,0.12,0.4
"GAB",1960,0.77,0.78,0.67
"GAB",1961,0.77,0.78,0.67
"GAB",1962,0.77,0.78,0.67
"GAB",1963,0.77,0.78,0.67
"GAB",1964,0.77,0.78,0.67
"GAB",1965,0.77,0.78,0.67
"GAB",1966,0.77,0.78,0.67
"GAB",1967,0.77,0.78,0.67
"GAB",1968,0.77,0.78,0.67
"GAB",1969,0.77,0.78,0.67
"GAB",1970,0.77,0.78,0.67
"GAB",1971,0.77,0.78,0.67
"GAB",1972,0.77,0.78,0.67
"GAB",1973,0.77,0.78,0.67
"GAB",1974,0.77,0.78,0.67
"GAB",1975,0.77,0.78,0.67
"GAB",1976,0.77,0.78,0.67
"GAB",1977,0.77,0.78,0.67
"GAB",1978,0.77,0.78,0.67
"GAB",1979,0.77,0.78,0.67
"GAB",1980,0.77,0.78,0.67
"GAB",1981,0.77,0.78,0.67
"GAB",1982,0.77,0.78,0.67
"GAB",1983,0.77,0.78,0.67
"GAB",1984,0.77,0.78,0.67
"GAB",1985,0.77,0.78,0.67
"GAB",1986,0.77,0.78,0.67
"GAB",1987,0.77,0.78,0.67
"GAB",1988,0.77,0.78,0.67
"GAB",1989,0.77,0.78,0.67
"GAB",1990,0.77,0.78,0.67
"GAB",1991,0.77,0.78,0.67
"GAB",1992,0.77,0.78,0.67
"GAB",1993,0.77,0.78,0.67
"GAB",1994,0.77,0.78,0.67
"GAB",1995,0.77,0.78,0.67
"GAB",1996,0.77,0.78,0.67
"GAB",1997,0.77,0.78,0.67
"GAB",1998,0.77,0.78,0.67
"GAB",1999,0.77,0.78,0.67
"GAB",2000,0.77,0.78,0.67
"GAB",2001,0.77,0.78,0.67
"GAB",2002,0.77,0.78,0.67
"GAB",2003,0.77,0.78,0.67
"GAB",2004,0.77,0.78,0.67
"GAB",2005,0.77,0.78,0.67
"GAB",2006,0.77,0.78,0.67
"GAB",2007,0.77,0.78,0.67
"GAB",2008,0.77,0.78,0.67
"GAB",2009,0.77,0.78,0.67
"GAB",2010,0.77,0.78,0.67
"GAB",2011,0.77,0.78,0.67
"GAB",2012,0.77,0.78,0.67
"GAB",2013,0.77,0.78,0.67
"GAM",1965,0.79,0.81,0.1
"GAM",1966,0.79,0.81,0.1
"GAM",1967,0.79,0.81,0.1
"GAM",1968,0.79,0.81,0.1
"GAM",1969,0.79,0.81,0.1
"GAM",1970,0.79,0.81,0.1
"GAM",1971,0.79,0.81,0.1
"GAM",1972,0.79,0.81,0.1
"GAM",1973,0.79,0.81,0.1
"GAM",1974,0.79,0.81,0.1
"GAM",1975,0.79,0.81,0.1
"GAM",1976,0.79,0.81,0.1
"GAM",1977,0.79,0.81,0.1
"GAM",1978,0.79,0.81,0.1
"GAM",1979,0.79,0.81,0.1
"GAM",1980,0.79,0.81,0.1
"GAM",1981,0.79,0.81,0.1
"GAM",1982,0.79,0.81,0.1
"GAM",1983,0.79,0.81,0.1
"GAM",1984,0.79,0.81,0.1
"GAM",1985,0.79,0.81,0.1
"GAM",1986,0.79,0.81,0.1
"GAM",1987,0.79,0.81,0.1
"GAM",1988,0.79,0.81,0.1
"GAM",1989,0.79,0.81,0.1
"GAM",1990,0.79,0.81,0.1
"GAM",1991,0.79,0.81,0.1
"GAM",1992,0.79,0.81,0.1
"GAM",1993,0.79,0.81,0.1
"GAM",1994,0.79,0.81,0.1
"GAM",1995,0.79,0.81,0.1
"GAM",1996,0.79,0.81,0.1
"GAM",1997,0.79,0.81,0.1
"GAM",1998,0.79,0.81,0.1
"GAM",1999,0.79,0.81,0.1
"GAM",2000,0.79,0.81,0.1
"GAM",2001,0.79,0.81,0.1
"GAM",2002,0.79,0.81,0.1
"GAM",2003,0.79,0.81,0.1
"GAM",2004,0.79,0.81,0.1
"GAM",2005,0.79,0.81,0.1
"GAM",2006,0.79,0.81,0.1
"GAM",2007,0.79,0.81,0.1
