"country","sftgcode","forecast.year","mean.p","rf.p","threat.p","harff.p","year","imr.normed.ln","mev.regac.ln","postcw","cou.tries5d","pol.cat.fl2","pol.cat.fl3","pol.cat.fl7","pol.durable.ln","gdppcgrow.sr","mev.civtot.ln","ios.iccpr1","wdi.popsize.ln","coup.p","cwar.p","reg.eap","reg.eur","reg.mna","reg.sca","reg.amr","pol.cat.pitf2","pol.cat.pitf3","pol.cat.pitf4","pol.cat.pitf5","pol.cat.pitf6","dis.l4pop.ln","pitf.p","mkl.ever","pit.sftpuhvl2.10.ln","pol.autoc","elc.eliti","elc.elethc","wdi.trade.ln","reg.afr","mkl.ongoing","countryage.ln","pol.cat.fl1","elf.ethnicc1","elf.ethnicc2","elf.ethnicc3","elf.ethnicc9","elc.eleth1","elc.eleth2","date"
"Ethiopia","ETI",2015,0.0298986186136015,0.025,0.0290760275640064,0.0356198282767982,2014,1.04494151072601,1.79175946922805,1,0,1,0,0,2.30258509299405,3.21673881638395,0.693147180559945,0,11.4521213595476,0.054029861939309,0.0559698557234064,0,0,0,0,0,1,0,0,0,0,1.94591014905531,0.0755950618194342,1,3.17805383034795,1,0,1,3.72689214244328,1,0,7.65681009148038,0,0,0,1,0,0,1,2015-05-27
"Mali","MLI",2015,0.0293338564308978,0.016,0.058902163362358,0.0130994059303353,2014,1.67136021793708,2.19722457733622,1,1,1,0,0,0.693147180559945,2.61289098607994,0.693147180559945,1,9.63571594470313,0.216343133269072,0.0479811090779859,0,0,0,0,0,0,0,1,0,0,0,0.0697983985438128,0,2.484906649788,0,0,0,4.23419155129192,1,0,4.00733318523247,0,0,0,1,0,0,0,2015-05-27
"Bangladesh","BNG",2015,0.0275284906989195,0.009,0.0443711407517606,0.029214331344998,2014,0.845147047518017,3.09104245335832,1,0,1,0,0,0,2.47140947034148,0,0,11.9614178908847,0.0554072981709918,0.0891698851363938,0,0,0,1,0,0,1,0,0,0,2.484906649788,0.164940848610596,1,1.38629436111989,0,0,0,3.83506423966453,0,0,3.78418963391826,0,1,0,0,0,0,0,2015-05-27
"Iraq","IRQ",2015,0.0265884165645578,0.017,0.025914049910684,0.0368511997829893,2014,0.647779651095761,2.99573227355399,1,0,1,0,0,1.6094379124341,-1.54872180833841,1.6094379124341,0,10.4168342756588,0.053074658739458,0.0497389553720981,0,0,1,0,0,0,1,0,0,0,3.04452243772342,0.258265915474522,1,3.63758615972639,0,0,0,4.19990844871728,0,0,4.4188406077966,0,0,1,0,0,0,0,2015-05-27
"Burkina Faso","BFO",2015,0.0214368307110086,0.012,0.0415376172628147,0.0107728748702112,2014,1.36491006048565,2.70805020110221,1,1,1,0,0,2.63905732961526,2.0059724938069,0,1,9.73712825826839,0.116250993858237,0.0493235316466428,0,0,0,0,0,1,0,0,0,0,0,0.0575651815845982,0,0,1,0,0,4.04521003838395,1,0,4.00733318523247,0,0,0,1,0,0,0,2015-05-27
"Guinea","GUI",2015,0.0212884823766845,0.002,0.0361053406052438,0.0257601065248097,2014,1.03539274888318,2.70805020110221,1,1,1,0,0,0.693147180559945,0.630762780654382,0,1,9.37119898891756,0.139765478130504,0.0369443702368321,0,0,0,0,0,0,1,0,0,0,0,0.106136112051404,1,0,0,0,1,4.41961214017549,1,0,4.04305126783455,0,0,0,1,0,0,1,2015-05-27
"Chad","CHA",2015,0.0197408003607286,0.025,0.0205519651070029,0.0136704359751829,2014,1.52684288075768,2.19722457733622,1,0,1,0,0,3.13549421592915,2.62544837147976,0,1,9.45917615317006,0.0478056023379319,0.0411861784614103,0,0,0,0,0,1,0,0,0,0,0,0.0680525990393988,1,2.77258872223978,1,0,0,4.24302993473813,1,0,4.00733318523247,0,0,0,1,0,0,0,2015-05-27
"India","IND",2015,0.0181439990018362,0.024,0.019139566168356,0.0112924308371524,2014,0.789314407312772,2.70805020110221,1,0,0,1,0,4.17438726989564,2.67734490463971,2.07944154167984,0,14.0403643228293,0.0228784853392552,0.0635207862874076,0,0,0,1,0,0,0,1,0,0,0,0.0372624277865211,1,3.58351893845611,0,0,0,3.97563036837039,0,0,4.21950770517611,0,0,1,0,0,0,0,2015-05-27
"Ukraine","UKR",2015,0.0173463798837354,0.024,0.00795452375574714,0.020084615895459,2014,-0.884430518019851,1.94591014905531,1,1,1,0,0,3.17805383034795,-2.61345663813012,1.09861228866811,1,10.725239007384,0.035894876363295,0.0174200474868162,0,1,0,0,0,0,1,0,0,0,3.13549421592915,0.0831602823692758,0,1.6094379124341,0,0,1,4.62734957516973,0,0,3.17805383034795,0,0,1,0,0,1,0,2015-05-27
"Rwanda","RWA",2015,0.0170746154237374,0.009,0.0188261662564008,0.0233976800148113,2014,1.1111931951023,3.13549421592915,1,0,1,0,0,3.04452243772342,2.64713132814219,0,0,9.37386316743188,0.0373658785523327,0.0443063530577292,0,0,0,0,0,0,0,0,0,0,4.40671924726425,0.05756088176116,1,0,1,0,1,3.81539616973908,1,0,3.97029191355212,0,0,1,0,0,0,1,2015-05-27
"Iran","IRN",2015,0.0170473742815182,0.024,0.0182131596599772,0.00892896318457721,2014,0.687267066474246,3.46573590279973,1,0,0,0,0,2.39789527279837,1.72436677312902,0,0,11.2573512796503,0.0223166463600584,0.0611282541886561,0,0,1,0,0,0,0,0,0,0,2.60638654732571,0.0513070138212053,1,0,1,1,0,3.98373285143102,0,0,6.24222326545517,1,0,0,1,0,0,0,2015-05-27
"Cameroon","CAO",2015,0.0163753522107184,0.004,0.0173146002655556,0.0278114563665995,2014,1.03285513648348,2.70805020110221,1,0,1,0,0,3.13549421592915,2.26638258465959,0,1,10.0102752043505,0.0312322597296767,0.0456998295249039,0,0,0,0,0,1,0,0,0,0,3.04452243772342,0.0883556307635741,0,0,1,0,1,3.90332067745914,1,0,4.00733318523247,0,0,0,1,0,0,1,2015-05-27
