"sftgcode","year","wdi.trade","wdi.gdppcppp","wdi.gdppc","wdi.gdppcgrow","wdi.inflation","wdi.cpi","wdi.popsize","wdi.popurb","wdi.popgrow","wdi.popdens","wdi.pop014","wdi.miltot","wdi.milpct","wdi.forest","wdi.minerals","wdi.energy","wdi.mobiles","wdi.netusers","wdi.imrate"
"AFG",1960,11.1570267298681,NA,NA,NA,NA,NA,8774440,8.221,1.9589936626479,NA,43.7122840881348,NA,NA,NA,NA,NA,0,NA,NA
"AFG",1961,12.5506097484633,NA,NA,NA,NA,NA,8953544,8.508,2.02064819102562,13.7143399810066,43.783935546875,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1962,14.2276445819287,NA,NA,NA,NA,NA,9141783,8.805,2.08060114655946,14.0026697913795,43.8382873535156,NA,NA,NA,NA,NA,NA,NA,234.9
"AFG",1963,26.0355115588381,NA,NA,NA,NA,NA,9339507,9.11,2.13980240942024,14.3055279845602,43.8965682983398,NA,NA,NA,NA,NA,NA,NA,231.5
"AFG",1964,26.9444478893825,NA,NA,NA,NA,NA,9547131,9.426,2.19872233879581,14.6235502251631,43.9858322143555,NA,NA,NA,NA,NA,NA,NA,227.8
"AFG",1965,32.6710826008606,NA,NA,NA,NA,NA,9765015,9.75,2.25654099160833,14.9572879330944,44.1222686767578,NA,NA,NA,NA,NA,0,NA,224.1
"AFG",1966,27.1428573982767,NA,NA,NA,NA,NA,9990125,10.085,2.27910046689211,15.3020938639218,44.3092155456543,NA,NA,NA,NA,NA,NA,NA,220.7
"AFG",1967,20.9827353336826,NA,NA,NA,NA,NA,10221902,10.43,2.29355680404985,15.6571117850688,44.5349998474121,NA,NA,NA,NA,NA,NA,NA,217.2
"AFG",1968,24.1100330059383,NA,NA,NA,NA,NA,10465770,10.786,2.35772586513165,16.0306497564562,44.7815208435059,NA,NA,NA,NA,NA,NA,NA,213.7
"AFG",1969,25.0788641495089,NA,NA,NA,NA,NA,10729191,11.152,2.48582259279297,16.4341374873633,45.0246810913086,NA,NA,NA,NA,NA,NA,NA,210.2
"AFG",1970,21.7281101301864,NA,NA,NA,NA,NA,11015621,11.529,2.63461986175251,16.8728686088901,45.2474250793457,NA,NA,1.44910275936127,0,0,0,NA,207
"AFG",1971,27.0631374780262,NA,NA,NA,NA,NA,11323446,11.917,2.75610870787623,17.3443709217903,45.4464645385742,NA,NA,1.70174515247345,0,0,NA,NA,203.5
"AFG",1972,32.8690809944678,NA,NA,NA,NA,NA,11644377,12.316,2.79479591384902,17.8359479827222,45.6262893676758,NA,NA,1.99835669994354,0,0,NA,NA,200
"AFG",1973,27.6923087829586,NA,NA,NA,NA,NA,11966352,12.726,2.72753086665571,18.3291241613822,45.7883224487305,NA,NA,3.78890109062195,0,0,NA,NA,196.6
"AFG",1974,28.8659801432671,NA,NA,NA,NA,NA,12273589,13.149,2.5351006774156,18.7997258217688,45.9364891052246,NA,NA,3.92111420631409,0,0,NA,NA,193
"AFG",1975,26.9483576308828,NA,NA,NA,NA,NA,12551790,13.583,2.24135668993182,19.2258524032718,46.0748863220215,NA,NA,4.01365852355957,0,0,0,NA,189.4
"AFG",1976,28.0869566192998,NA,NA,NA,NA,NA,12806810,14.029,2.01137758078773,19.6164721379775,46.2018585205078,NA,NA,3.78800177574158,0,0,0,NA,185.6
"AFG",1977,26.4860797644353,NA,NA,NA,NA,NA,13034460,14.487,1.7619558902719,19.965168642588,46.318920135498,NA,NA,3.59701824188232,0,0,0,NA,182
"AFG",1978,24.7138040767142,NA,NA,NA,NA,NA,13199597,14.958,1.25896792233923,20.2181126121986,46.4379119873047,NA,NA,3.08421301841736,0,0,0,NA,178.1
"AFG",1979,NA,NA,NA,NA,NA,NA,13257128,15.435,0.434907122332274,20.3062341083846,46.5750198364258,NA,NA,2.82579278945923,0,0,0,NA,174.1
"AFG",1980,NA,NA,NA,NA,NA,NA,13180431,15.681,-0.58021404446499,20.1887556290782,46.7429084777832,NA,NA,2.96993374824524,0,2.29653429985046,0,NA,170
"AFG",1981,NA,NA,NA,NA,NA,NA,12963788,15.93,-1.65732974337951,19.8569187881016,46.952766418457,NA,NA,2.30336904525757,0,4.03425216674805,0,NA,165.8
"AFG",1982,NA,NA,NA,NA,NA,NA,12634494,16.182,-2.57292396170168,19.3525319364029,47.2053642272949,NA,NA,NA,NA,NA,0,NA,161.4
"AFG",1983,NA,NA,NA,NA,NA,NA,12241928,16.437,-3.15639115314434,18.7512299727353,47.488655090332,NA,NA,NA,NA,NA,0,NA,156.8
"AFG",1984,NA,NA,NA,NA,NA,NA,11854205,16.696,-3.21841240630323,18.1573461385289,47.7761421203613,NA,NA,NA,NA,NA,0,NA,151.8
"AFG",1985,NA,NA,NA,NA,NA,NA,11528977,16.958,-2.78190516770025,17.6591872683271,48.0401496887207,47000,NA,NA,NA,NA,0,NA,146.7
"AFG",1986,NA,NA,NA,NA,NA,NA,11262439,17.223,-2.33903985640474,17.2509251600649,48.2749977111816,NA,NA,NA,NA,NA,0,NA,141.5
"AFG",1987,NA,NA,NA,NA,NA,NA,11063107,17.491,-1.78573278303325,16.9456039579695,48.4802703857422,NA,NA,NA,NA,NA,0,NA,136.5
"AFG",1988,NA,NA,NA,NA,NA,NA,11013345,17.763,-0.450815957909817,16.869382409705,48.6297569274902,NA,NA,NA,NA,NA,0,NA,131.3
"AFG",1989,NA,NA,NA,NA,NA,NA,11215323,18.038,1.81732489646289,17.1787565481114,48.6923904418945,55000,NA,NA,NA,NA,0,NA,126.2
"AFG",1990,NA,NA,NA,NA,NA,NA,11731193,18.316,4.49703942528469,17.9689259565604,48.658821105957,58000,1.95728858836635,NA,NA,NA,0,0,121.3
