"sftgcode","year","imr.raw","imr.normed"
"TUN",2006,31,1.25
"TUN",2007,29.5,1.2
"TUN",2008,29.1,1.2
"TUN",2009,28,1.19
"TUN",2010,26.9,1.19
"TUN",2011,25.9,1.18
"TUN",2012,25,1.18
"TUR",1955,173.3,1.75
"TUR",1956,170.2,1.76
"TUR",1957,167,1.75
"TUR",1958,163.9,1.8
"TUR",1959,160.8,1.76
"TUR",1960,157.6,1.61
"TUR",1961,154.4,1.3
"TUR",1962,151.2,1.3
"TUR",1963,148,1.31
"TUR",1964,144.7,1.28
"TUR",1965,141.5,1.26
"TUR",1966,138.5,1.27
"TUR",1967,135.1,1.31
"TUR",1968,131.9,1.28
"TUR",1969,128.7,1.28
"TUR",1970,125.5,1.29
"TUR",1971,125.3,1.33
"TUR",1972,125.1,1.42
"TUR",1973,125,1.46
"TUR",1974,124.8,1.51
"TUR",1975,120.2,1.49
"TUR",1976,115.4,1.37
"TUR",1977,110.2,1.36
"TUR",1978,105.3,1.39
"TUR",1979,100.3,1.38
"TUR",1980,95.3,1.39
"TUR",1981,91,1.4
"TUR",1982,86.8,1.42
"TUR",1983,82.8,1.41
"TUR",1984,79,1.39
"TUR",1985,75.3,1.35
"TUR",1986,71.8,1.36
"TUR",1987,68.5,1.34
"TUR",1988,65.3,1.32
"TUR",1989,62.3,1.33
"TUR",1990,59.4,1.32
"TUR",1991,56.6,1.28
"TUR",1992,54,1.31
"TUR",1993,51.4,1.26
"TUR",1994,49,1.23
"TUR",1995,46.7,1.21
"TUR",1996,44.5,1.18
"TUR",1997,42.4,1.22
"TUR",1998,40.4,1.21
"TUR",1999,38.5,1.18
"TUR",2000,36.7,1.14
"TUR",2001,35.2,1.15
"TUR",2002,33.8,1.15
"TUR",2003,32.5,1.15
"TUR",2004,31.2,1.14
"TUR",2005,29.9,1.12
"TUR",2006,28.8,1.16
"TUR",2007,27.8,1.13
"TUR",2008,26.8,1.1
"TUR",2009,25.8,1.1
"TUR",2010,24.8,1.1
"TUR",2011,23.9,1.09
"TUR",2012,23.1,1.09
"UAE",1971,NA,NA
"UAE",1972,50.6,0.57
"UAE",1973,48.9,0.57
"UAE",1974,47.1,0.57
"UAE",1975,45.3,0.56
"UAE",1976,43.8,0.52
"UAE",1977,42.2,0.52
"UAE",1978,40.6,0.54
"UAE",1979,39,0.54
"UAE",1980,37.4,0.55
"UAE",1981,35.6,0.55
"UAE",1982,33.8,0.55
"UAE",1983,32.1,0.54
"UAE",1984,30.6,0.54
"UAE",1985,29.2,0.52
"UAE",1986,28.1,0.53
"UAE",1987,27.1,0.53
"UAE",1988,26.1,0.52
"UAE",1989,25.1,0.54
"UAE",1990,24.1,0.54
"UAE",1991,23.3,0.52
"UAE",1992,22.5,0.54
"UAE",1993,21.7,0.53
"UAE",1994,20.9,0.52
"UAE",1995,20.3,0.53
"UAE",1996,19.6,0.52
"UAE",1997,18.9,0.54
"UAE",1998,18.2,0.54
"UAE",1999,17.6,0.54
"UAE",2000,17,0.53
"UAE",2001,16.5,0.54
"UAE",2002,15.9,0.54
"UAE",2003,15.4,0.54
"UAE",2004,14.9,0.54
"UAE",2005,14.4,0.54
"UAE",2006,14,0.56
"UAE",2007,13.5,0.55
"UAE",2008,13.1,0.54
"UAE",2009,12.7,0.54
"UAE",2010,12.3,0.54
"UAE",2011,11.9,0.54
"UAE",2012,11.6,0.55
"UGA",1962,NA,NA
"UGA",1963,128,1.14
"UGA",1964,126.7,1.12
"UGA",1965,125.3,1.12
"UGA",1966,124,1.13
"UGA",1967,122.6,1.19
"UGA",1968,121.2,1.18
"UGA",1969,119.8,1.19
"UGA",1970,118.3,1.22
"UGA",1971,128.2,1.36
"UGA",1972,128.1,1.45
"UGA",1973,128.2,1.5
"UGA",1974,128.3,1.55
"UGA",1975,128.7,1.59
"UGA",1976,132.5,1.58
"UGA",1977,134,1.65
"UGA",1978,137.6,1.82
"UGA",1979,137.2,1.89
"UGA",1980,130,1.9
"UGA",1981,129.8,2
"UGA",1982,129.2,2.11
"UGA",1983,128.4,2.18
"UGA",1984,127.7,2.24
"UGA",1985,127,2.28
"UGA",1986,109.7,2.08
"UGA",1987,107.2,2.1
"UGA",1988,104.8,2.11
"UGA",1989,102.5,2.19
"UGA",1990,100.1,2.23
"UGA",1991,97.9,2.21
"UGA",1992,95.7,2.31
"UGA",1993,93.5,2.29
"UGA",1994,91.4,2.29
"UGA",1995,89.3,2.31
"UGA",1996,88.7,2.36
"UGA",1997,88.1,2.54
"UGA",1998,87.6,2.61
"UGA",1999,87,2.67
"UGA",2000,86.5,2.68
"UGA",2001,86,2.81
"UGA",2002,83.8,2.85
"UGA",2003,81.6,2.89
"UGA",2004,79.5,2.9
"UGA",2005,77.4,2.9
"UGA",2006,75.3,3.03
"UGA",2007,73.4,2.98
"UGA",2008,71.4,2.95
"UGA",2009,69.5,2.97
"UGA",2010,67.7,2.99
"UGA",2011,65.9,2.99
"UGA",2012,64.2,3.02
"UKG",1955,25.8,0.26
"UKG",1956,24.4,0.25
"UKG",1957,24,0.25
"UKG",1958,23.4,0.26
"UKG",1959,23.1,0.25
"UKG",1960,22.4,0.23
"UKG",1961,22.1,0.19
"UKG",1962,22.4,0.19
"UKG",1963,21.7,0.19
"UKG",1964,20.6,0.18
"UKG",1965,19.6,0.17
"UKG",1966,19.6,0.18
"UKG",1967,18.8,0.18
"UKG",1968,18.7,0.18
"UKG",1969,18.6,0.18
"UKG",1970,18.5,0.19
"UKG",1971,17.9,0.19
"UKG",1972,17.5,0.2
"UKG",1973,17.2,0.2
"UKG",1974,16.8,0.2
"UKG",1975,16,0.2
"UKG",1976,14.5,0.17
"UKG",1977,14.1,0.17
"UKG",1978,13.3,0.18
"UKG",1979,12.9,0.18
"UKG",1980,12.2,0.18
"UKG",1981,11.2,0.17
"UKG",1982,11,0.18
"UKG",1983,10.1,0.17
"UKG",1984,9.6,0.17
"UKG",1985,9.4,0.17
"UKG",1986,9.5,0.18
"UKG",1987,9.1,0.18
"UKG",1988,9,0.18
"UKG",1989,8.4,0.18
"UKG",1990,7.9,0.18
"UKG",1991,7.3,0.16
"UKG",1992,6.5,0.16
"UKG",1993,6.3,0.15
"UKG",1994,6.2,0.15
"UKG",1995,6.1,0.16
"UKG",1996,6.1,0.16
"UKG",1997,5.8,0.17
"UKG",1998,5.7,0.17
"UKG",1999,5.7,0.18
"UKG",2000,5.5,0.17
"UKG",2001,5.4,0.18
"UKG",2002,5.3,0.18
"UKG",2003,5.4,0.19
"UKG",2004,5.2,0.19
"UKG",2005,5.1,0.19
"UKG",2006,5.1,0.2
"UKG",2007,4.9,0.2
"UKG",2008,4.8,0.2
"UKG",2009,4.8,0.2
"UKG",2010,4.7,0.21
"UKG",2011,4.6,0.21
"UKG",2012,4.6,0.21
"UKR",1991,NA,NA
"UKR",1992,13.7,0.33
"UKR",1993,14.6,0.36
"UKR",1994,14.3,0.36
"UKR",1995,14.5,0.38
"UKR",1996,14.2,0.38
"UKR",1997,13.9,0.4
"UKR",1998,12.6,0.38
"UKR",1999,12.6,0.39
"UKR",2000,11.9,0.37
"UKR",2001,11.3,0.37
"UKR",2002,10.5,0.36
"UKR",2003,9.9,0.35
"UKR",2004,9.6,0.35
"UKR",2005,10,0.37
"UKR",2006,9.7,0.39
"UKR",2007,9.5,0.39
"UKR",2008,9.2,0.38
"UKR",2009,9,0.38
"UKR",2010,8.7,0.39
"UKR",2011,8.5,0.39
"UKR",2012,8.4,0.39
"URU",1955,47,0.48
"URU",1956,44,0.46
"URU",1957,53,0.55
"URU",1958,49,0.54
"URU",1959,57,0.62
"URU",1960,47,0.48
"URU",1961,48.8,0.41
"URU",1962,48.9,0.42
"URU",1963,48.5,0.43
"URU",1964,50.8,0.45
"URU",1965,55.7,0.5
"URU",1966,49.8,0.46
"URU",1967,58.2,0.57
"URU",1968,61.9,0.6
"URU",1969,52.1,0.52
"URU",1970,50.2,0.52
"URU",1971,47.6,0.51
"URU",1972,49.6,0.56
"URU",1973,50.2,0.59
"URU",1974,48.1,0.58
"URU",1975,48.6,0.6
"URU",1976,45.9,0.55
"URU",1977,48.5,0.6
"URU",1978,43.1,0.57
"URU",1979,39.6,0.55
"URU",1980,37.6,0.55
"URU",1981,33.4,0.52
"URU",1982,29.9,0.49
"URU",1983,28.6,0.49
"URU",1984,29,0.51
"URU",1985,30.4,0.55
"URU",1986,27.8,0.53
"URU",1987,23.9,0.47
"URU",1988,23.1,0.47
"URU",1989,22,0.47
"URU",1990,20.6,0.46
"URU",1991,20.8,0.47
"URU",1992,18.5,0.45
"URU",1993,20.5,0.5
"URU",1994,19,0.48
"URU",1995,19.9,0.52
"URU",1996,18.1,0.48
"URU",1997,16.4,0.47
"URU",1998,15.9,0.48
"URU",1999,14.3,0.44
"URU",2000,13.9,0.43
"URU",2001,13.8,0.45
"URU",2002,13.6,0.46
"URU",2003,14.8,0.52
"URU",2004,13.1,0.48
"URU",2005,12.4,0.46
"URU",2006,10.6,0.42
"URU",2007,10.4,0.42
"URU",2008,10.2,0.42
"URU",2009,10.1,0.43
"URU",2010,9.9,0.44
"URU",2011,9.7,0.44
"URU",2012,9.4,0.44
"USA",1955,31.3,0.32
"USA",1956,31.9,0.33
"USA",1957,30.9,0.32
"USA",1958,30.2,0.33
"USA",1959,28.4,0.31
"USA",1960,27.3,0.28
"USA",1961,27.2,0.23
"USA",1962,27.6,0.24
"USA",1963,26.3,0.23
"USA",1964,24.7,0.22
"USA",1965,23.6,0.21
"USA",1966,23.1,0.21
"USA",1967,22,0.21
"USA",1968,20.8,0.2
"USA",1969,19.3,0.19
"USA",1970,18.8,0.19
"USA",1971,17.5,0.19
"USA",1972,17.1,0.19
"USA",1973,15.5,0.18
"USA",1974,15,0.18
"USA",1975,13.7,0.17
"USA",1976,13,0.15
"USA",1977,12.4,0.15
"USA",1978,12,0.16
"USA",1979,10.9,0.15
"USA",1980,10.5,0.15
"USA",1981,9.6,0.15
"USA",1982,9.1,0.15
"USA",1983,8.5,0.14
"USA",1984,8.1,0.14
"USA",1985,8,0.14
"USA",1986,7.9,0.15
"USA",1987,7.3,0.14
"USA",1988,7.2,0.15
"USA",1989,7.1,0.15
"USA",1990,6.8,0.15
"USA",1991,6.4,0.14
"USA",1992,6,0.14
"USA",1993,6.2,0.15
"USA",1994,6.4,0.16
"USA",1995,6.1,0.16
"USA",1996,5.4,0.14
"USA",1997,5.5,0.16
"USA",1998,5.4,0.16
"USA",1999,5.2,0.16
"USA",2000,5.2,0.16
"USA",2001,5.3,0.17
"USA",2002,5.3,0.18
"USA",2003,5.3,0.19
"USA",2004,5.3,0.19
"USA",2005,5.2,0.2
"USA",2006,5.2,0.21
"USA",2007,5.1,0.21
"USA",2008,5.1,0.21
"USA",2009,5,0.22
"USA",2010,5,0.22
"USA",2011,4.9,0.22
"USA",2012,4.9,0.23
"USS",1955,127.1,1.28
"USS",1956,101.1,1.05
"USS",1957,96.6,1.01
"USS",1958,86.6,0.95
"USS",1959,86.6,0.95
"USS",1960,75.3,0.77
"USS",1961,68.9,0.58
"USS",1962,68.7,0.59
"USS",1963,65.9,0.59
"USS",1964,61.4,0.54
"USS",1965,58,0.52
"USS",1966,55.7,0.51
"USS",1967,55.5,0.54
"USS",1968,56.3,0.55
"USS",1969,55,0.55
"USS",1970,52.7,0.54
"USS",1971,48.8,0.52
"USS",1972,52.7,0.6
"USS",1973,56.3,0.66
"USS",1974,59.5,0.72
"USS",1975,65.3,0.81
"USS",1976,67,0.8
"USS",1977,65.1,0.8
"USS",1978,62.3,0.82
"USS",1979,58.4,0.81
"USS",1980,58.2,0.85
"USS",1981,56.9,0.88
"USS",1982,53.8,0.88
"USS",1983,52.5,0.89
"USS",1984,53.3,0.94
"USS",1985,53,0.95
"USS",1986,51.3,0.97
"USS",1987,53.2,1.04
"USS",1988,53.8,1.08
"USS",1989,44.1,0.94
"USS",1990,41.1,0.91
"USS",1991,NA,NA
"UZB",1991,NA,NA
"UZB",1992,63.8,1.54
"UZB",1993,55.3,1.36
"UZB",1994,49.1,1.23
"UZB",1995,46.1,1.2
"UZB",1996,41.8,1.11
"UZB",1997,39,1.12
"UZB",1998,37.1,1.11
"UZB",1999,35.1,1.08
"UZB",2000,32.7,1.02
"UZB",2001,30.6,1
"UZB",2002,28.5,0.97
"UZB",2003,28.2,1
"UZB",2004,27.4,1
"UZB",2005,26.8,1
"UZB",2006,25.9,1.04
"UZB",2007,25.1,1.02
"UZB",2008,24.2,1
"UZB",2009,23.4,1
"UZB",2010,22.7,1
"UZB",2011,21.9,0.99
"UZB",2012,21.2,1
"VEN",1955,112.3,1.13
"VEN",1956,109.7,1.14
"VEN",1957,107.2,1.12
"VEN",1958,104.7,1.15
"VEN",1959,102.1,1.12
"VEN",1960,99.6,1.01
"VEN",1961,96.9,0.82
"VEN",1962,94.2,0.81
"VEN",1963,91.6,0.81
"VEN",1964,88.9,0.79
"VEN",1965,86.2,0.77
"VEN",1966,83.7,0.77
"VEN",1967,81.2,0.79
"VEN",1968,78.6,0.76
"VEN",1969,76.1,0.76
"VEN",1970,73.6,0.76
"VEN",1971,71.2,0.76
"VEN",1972,68.9,0.78
"VEN",1973,66.5,0.78
"VEN",1974,64.2,0.78
"VEN",1975,61.8,0.76
"VEN",1976,59.7,0.71
"VEN",1977,57.6,0.71
"VEN",1978,55.5,0.73
"VEN",1979,53.3,0.74
"VEN",1980,51.2,0.75
"VEN",1981,49.3,0.76
"VEN",1982,47.5,0.78
"VEN",1983,45.6,0.78
"VEN",1984,43.8,0.77
"VEN",1985,41.9,0.75
"VEN",1986,40.3,0.77
"VEN",1987,38.8,0.76
"VEN",1988,37.2,0.75
"VEN",1989,35.6,0.76
"VEN",1990,34,0.76
"VEN",1991,33.2,0.75
"VEN",1992,32.3,0.78
"VEN",1993,31.5,0.77
"VEN",1994,30.7,0.77
"VEN",1995,29.9,0.78
"VEN",1996,29.2,0.78
"VEN",1997,28.4,0.82
"VEN",1998,27.7,0.83
"VEN",1999,27,0.83
"VEN",2000,26.3,0.82
"VEN",2001,25.7,0.84
"VEN",2002,25.2,0.85
"VEN",2003,24.6,0.87
"VEN",2004,24.1,0.88
"VEN",2005,23.5,0.88
"VEN",2006,23,0.92
"VEN",2007,22.5,0.92
"VEN",2008,22,0.91
"VEN",2009,21.5,0.92
"VEN",2010,21.1,0.93
"VEN",2011,20.6,0.94
"VEN",2012,20.2,0.95
"VIE",1976,NA,NA
"VIE",1977,74.8,0.92
"VIE",1978,69.8,0.92
"VIE",1979,64.8,0.89
"VIE",1980,59.8,0.87
"VIE",1981,54.8,0.85
"VIE",1982,53,0.87
"VIE",1983,51.3,0.87
"VIE",1984,49.5,0.87
"VIE",1985,47.8,0.86
"VIE",1986,46,0.87
"VIE",1987,45,0.88
"VIE",1988,44.1,0.89
"VIE",1989,41.5,0.89
"VIE",1990,40.3,0.89
"VIE",1991,39,0.88
"VIE",1992,37.8,0.91
"VIE",1993,36.6,0.9
"VIE",1994,35.5,0.89
"VIE",1995,34.4,0.89
"VIE",1996,33.3,0.89
"VIE",1997,32.3,0.93
"VIE",1998,31.3,0.93
"VIE",1999,30.4,0.93
"VIE",2000,29.4,0.91
"VIE",2001,28.6,0.93
"VIE",2002,27.7,0.94
"VIE",2003,26.9,0.95
"VIE",2004,26,0.95
"VIE",2005,25.3,0.94
"VIE",2006,24.5,0.98
"VIE",2007,23.7,0.96
"VIE",2008,23,0.95
"VIE",2009,22.3,0.95
"VIE",2010,21.6,0.95
"VIE",2011,20.9,0.95
"VIE",2012,20.2,0.95
"YAR",1955,197.8,2
"YAR",1956,195,2.02
"YAR",1957,192.3,2.01
"YAR",1958,189.5,2.09
"YAR",1959,186.8,2.04
"YAR",1960,184.1,1.87
"YAR",1961,181.3,1.53
"YAR",1962,178.6,1.54
"YAR",1963,175.8,1.56
"YAR",1964,173.1,1.53
"YAR",1965,170.4,1.52
"YAR",1966,167.6,1.53
"YAR",1967,164.9,1.6
"YAR",1968,162.1,1.58
"YAR",1969,159.4,1.58
"YAR",1970,156.7,1.61
"YAR",1971,153.9,1.64
"YAR",1972,151.2,1.71
"YAR",1973,148.4,1.74
"YAR",1974,145.7,1.77
"YAR",1975,143.6,1.78
"YAR",1976,140.3,1.67
"YAR",1977,137.5,1.7
"YAR",1978,134.7,1.78
"YAR",1979,131.7,1.82
"YAR",1980,129,1.88
"YAR",1981,126.2,1.95
"YAR",1982,123.4,2.02
"YAR",1983,120.6,2.05
"YAR",1984,117.8,2.07
"YAR",1985,114.9,2.07
"YAR",1986,112.1,2.13
"YAR",1987,109.2,2.14
"YAR",1988,104.9,2.11
"YAR",1989,100.5,2.15
"YEM",1990,87.9,1.95
"YEM",1991,85.9,1.94
"YEM",1992,83.9,2.03
"YEM",1993,81.9,2.01
"YEM",1994,81.7,2.04
"YEM",1995,80.5,2.09
"YEM",1996,79.3,2.11
"YEM",1997,78.2,2.25
"YEM",1998,77,2.3
"YEM",1999,75.9,2.33
"YEM",2000,74.8,2.32
"YEM",2001,72.8,2.38
"YEM",2002,70.9,2.41
"YEM",2003,69,2.44
"YEM",2004,67.2,2.45
"YEM",2005,65.4,2.45
"YEM",2006,63.6,2.55
"YEM",2007,61.8,2.51
"YEM",2008,60.1,2.48
"YEM",2009,58.4,2.49
"YEM",2010,56.8,2.51
"YEM",2011,55.1,2.5
"YEM",2012,53.5,2.52
"YGS",1992,27.7,0.67
"YGS",1993,28.8,0.71
"YGS",1994,23.7,0.59
"YGS",1995,22.1,0.57
"YGS",1996,19.4,0.51
"YGS",1997,15.9,0.46
"YGS",1998,16.2,0.48
"YGS",1999,16.4,0.5
"YGS",2000,16.6,0.51
"YGS",2001,15.2,0.5
"YGS",2002,14.8,0.5
"YGS",2003,14.2,0.5
"YGS",2004,13.6,0.49
"YGS",2005,13,0.49
"YGS",2006,NA,NA
"YPR",1967,NA,NA
"YPR",1968,144.8,1.41
"YPR",1969,142.4,1.41
"YPR",1970,139.9,1.44
"YPR",1971,137.5,1.46
"YPR",1972,135,1.53
"YPR",1973,132.6,1.55
"YPR",1974,130.1,1.58
"YPR",1975,126,1.56
"YPR",1976,123.4,1.47
"YPR",1977,121.5,1.5
"YPR",1978,119.6,1.58
"YPR",1979,117.5,1.62
"YPR",1980,115.6,1.69
"YPR",1981,113.3,1.75
"YPR",1982,111,1.81
"YPR",1983,108.6,1.85
"YPR",1984,106.3,1.87
"YPR",1985,104,1.87
"YPR",1986,101.7,1.93
"YPR",1987,99.1,1.94
"YPR",1988,95.6,1.92
"YPR",1989,91.9,1.97
"YUG",1955,112.8,1.14
"YUG",1956,98.3,1.02
"YUG",1957,101.5,1.06
"YUG",1958,86.4,0.95
"YUG",1959,92,1.01
"YUG",1960,87.7,0.89
"YUG",1961,82,0.69
"YUG",1962,84.2,0.73
"YUG",1963,77.5,0.69
"YUG",1964,75.8,0.67
"YUG",1965,71.8,0.64
"YUG",1966,62.1,0.57
"YUG",1967,62.1,0.6
"YUG",1968,58.6,0.57
"YUG",1969,57.3,0.57
"YUG",1970,55.5,0.57
"YUG",1971,49.5,0.53
"YUG",1972,44.4,0.5
"YUG",1973,44,0.51
"YUG",1974,40.9,0.5
"YUG",1975,39.7,0.49
"YUG",1976,36.8,0.44
"YUG",1977,35.6,0.44
"YUG",1978,33.8,0.45
"YUG",1979,32.7,0.45
"YUG",1980,31.4,0.46
"YUG",1981,30.8,0.48
"YUG",1982,30.3,0.5
"YUG",1983,30.7,0.52
"YUG",1984,27.7,0.49
"YUG",1985,28.2,0.51
"YUG",1986,26.7,0.51
"YUG",1987,25.1,0.49
"YUG",1988,24.5,0.49
"YUG",1989,23.5,0.5
"YUG",1990,19.3,0.43
"YUG",1991,17.9,0.4
"ZAI",1960,176.2,1.79
"ZAI",1961,175.8,1.48
"ZAI",1962,174.1,1.5
"ZAI",1963,172.4,1.53
"ZAI",1964,170.7,1.51
"ZAI",1965,169,1.51
"ZAI",1966,166.2,1.52
"ZAI",1967,164.5,1.6
"ZAI",1968,162.7,1.58
"ZAI",1969,161,1.6
"ZAI",1970,159.2,1.64
"ZAI",1971,157.4,1.67
"ZAI",1972,155.6,1.76
"ZAI",1973,153.8,1.8
"ZAI",1974,154.6,1.87
"ZAI",1975,152.3,1.88
"ZAI",1976,150,1.78
"ZAI",1977,147.7,1.82
"ZAI",1978,145.5,1.92
"ZAI",1979,143.2,1.97
"ZAI",1980,141.2,2.06
"ZAI",1981,139.1,2.15
"ZAI",1982,137.1,2.24
"ZAI",1983,134.7,2.29
"ZAI",1984,132.4,2.32
"ZAI",1985,130.1,2.34
"ZAI",1986,127.8,2.43
"ZAI",1987,125.6,2.46
"ZAI",1988,123.4,2.49
"ZAI",1989,121.3,2.6
"ZAI",1990,119.2,2.65
"ZAI",1991,117,2.64
"ZAI",1992,114.9,2.78
"ZAI",1993,112.8,2.77
"ZAI",1994,111.3,2.78
"ZAI",1995,108.4,2.81
"ZAI",1996,106.5,2.83
"ZAI",1997,108.7,3.13
"ZAI",1998,102.2,3.05
"ZAI",1999,100.3,3.08
"ZAI",2000,98.4,3.05
"ZAI",2001,96.6,3.15
"ZAI",2002,94.8,3.22
"ZAI",2003,92.9,3.28
"ZAI",2004,91,3.32
"ZAI",2005,89.2,3.34
"ZAI",2006,87.4,3.51
"ZAI",2007,85.5,3.48
"ZAI",2008,83.7,3.46
"ZAI",2009,82,3.5
"ZAI",2010,80.3,3.54
"ZAI",2011,78.4,3.56
"ZAI",2012,76.6,3.61
"ZAM",1964,NA,NA
"ZAM",1965,128,1.14
"ZAM",1966,126,1.15
"ZAM",1967,124.1,1.21
"ZAM",1968,122.2,1.19
"ZAM",1969,120.2,1.19
"ZAM",1970,118.3,1.22
"ZAM",1971,116.2,1.24
"ZAM",1972,114.2,1.29
"ZAM",1973,112.1,1.31
"ZAM",1974,110.1,1.33
"ZAM",1975,108,1.34
"ZAM",1976,97.5,1.16
"ZAM",1977,96.4,1.19
"ZAM",1978,95.3,1.26
"ZAM",1979,94.2,1.3
"ZAM",1980,91.8,1.34
"ZAM",1981,92.7,1.43
"ZAM",1982,93.5,1.53
"ZAM",1983,94.4,1.6
"ZAM",1984,95.2,1.67
"ZAM",1985,96.1,1.73
"ZAM",1986,97,1.84
"ZAM",1987,97.9,1.91
"ZAM",1988,98.2,1.98
"ZAM",1989,98.4,2.11
"ZAM",1990,98.7,2.19
"ZAM",1991,99,2.23
"ZAM",1992,99.2,2.4
"ZAM",1993,99.5,2.44
"ZAM",1994,99.8,2.5
"ZAM",1995,97.1,2.52
"ZAM",1996,94.5,2.51
"ZAM",1997,92,2.65
"ZAM",1998,89.5,2.67
"ZAM",1999,87.1,2.68
"ZAM",2000,85.9,2.67
"ZAM",2001,84.8,2.77
"ZAM",2002,83.6,2.84
"ZAM",2003,82.4,2.91
"ZAM",2004,81.3,2.96
"ZAM",2005,80.2,3
"ZAM",2006,79.1,3.18
"ZAM",2007,78,3.17
"ZAM",2008,76.9,3.17
"ZAM",2009,75.9,3.24
"ZAM",2010,74.8,3.3
"ZAM",2011,72.7,3.3
"ZAM",2012,70.6,3.32
"ZIM",1980,59.3,0.87
"ZIM",1981,58.7,0.91
"ZIM",1982,59,0.96
"ZIM",1983,57.3,0.97
"ZIM",1984,54.5,0.96
"ZIM",1985,52.5,0.94
"ZIM",1986,51,0.97
"ZIM",1987,49.9,0.98
"ZIM",1988,49.7,1
"ZIM",1989,50.4,1.08
"ZIM",1990,51.7,1.15
"ZIM",1991,53.7,1.21
"ZIM",1992,55.8,1.35
"ZIM",1993,57.7,1.42
"ZIM",1994,58.9,1.47
"ZIM",1995,59.9,1.55
"ZIM",1996,59.8,1.59
"ZIM",1997,59,1.7
"ZIM",1998,57.5,1.72
"ZIM",1999,55.8,1.71
"ZIM",2000,53.9,1.67
"ZIM",2001,51.6,1.69
"ZIM",2002,49,1.66
"ZIM",2003,46.2,1.64
"ZIM",2004,43.4,1.58
"ZIM",2005,40.6,1.52
"ZIM",2006,38.1,1.53
"ZIM",2007,35.8,1.46
"ZIM",2008,33.9,1.4
"ZIM",2009,32.3,1.38
"ZIM",2010,30.9,1.36
"ZIM",2011,29.5,1.34
"ZIM",2012,28.2,1.33
