"sftgcode","year","pol.democ","pol.autoc","pol.polity","pol.polity2","pol.durable","pol.xrreg","pol.xrcomp","pol.xropen","pol.xconst","pol.parreg","pol.parcomp","pol.exrec","pol.exconst","pol.polcomp"
"CHL",1974,0,7,-7,-7,1,1,0,0,1,4,1,4,1,1
"CHL",1975,0,7,-7,-7,2,1,0,0,1,4,1,4,1,1
"CHL",1976,0,7,-7,-7,3,1,0,0,1,4,1,4,1,1
"CHL",1977,0,7,-7,-7,4,1,0,0,1,4,1,4,1,1
"CHL",1978,0,7,-7,-7,5,1,0,0,1,4,1,4,1,1
"CHL",1979,0,7,-7,-7,6,1,0,0,1,4,1,4,1,1
"CHL",1980,0,7,-7,-7,7,1,0,0,1,4,1,4,1,1
"CHL",1981,0,7,-7,-7,8,2,0,0,1,4,1,5,1,1
"CHL",1982,0,7,-7,-7,9,2,0,0,1,4,1,5,1,1
"CHL",1983,0,6,-6,-6,10,2,0,0,1,4,2,5,1,2
"CHL",1984,0,6,-6,-6,11,2,0,0,1,4,2,5,1,2
"CHL",1985,0,6,-6,-6,12,2,0,0,1,4,2,5,1,2
"CHL",1986,0,6,-6,-6,13,2,0,0,1,4,2,5,1,2
"CHL",1987,0,6,-6,-6,14,2,0,0,1,4,2,5,1,2
"CHL",1988,2,3,-1,-1,0,2,0,0,2,3,4,5,2,8
"CHL",1989,8,0,8,8,0,2,2,4,7,2,4,7,7,9
"CHL",1990,8,0,8,8,1,2,2,4,7,2,4,7,7,9
"CHL",1991,8,0,8,8,2,2,2,4,7,2,4,7,7,9
"CHL",1992,8,0,8,8,3,2,2,4,7,2,4,7,7,9
"CHL",1993,8,0,8,8,4,2,2,4,7,2,4,7,7,9
"CHL",1994,8,0,8,8,5,2,2,4,7,2,4,7,7,9
"CHL",1995,8,0,8,8,6,2,2,4,7,2,4,7,7,9
"CHL",1996,8,0,8,8,7,2,2,4,7,2,4,7,7,9
"CHL",1997,8,0,8,8,8,2,2,4,7,2,4,7,7,9
"CHL",1998,8,0,8,8,9,2,2,4,7,2,4,7,7,9
"CHL",1999,8,0,8,8,10,2,2,4,7,2,4,7,7,9
"CHL",2000,9,0,9,9,11,3,3,4,7,2,4,8,7,9
"CHL",2001,9,0,9,9,12,3,3,4,7,2,4,8,7,9
"CHL",2002,9,0,9,9,13,3,3,4,7,2,4,8,7,9
"CHL",2003,9,0,9,9,14,3,3,4,7,2,4,8,7,9
"CHL",2004,9,0,9,9,15,3,3,4,7,2,4,8,7,9
"CHL",2005,9,0,9,9,16,3,3,4,7,2,4,8,7,9
"CHL",2006,10,0,10,10,17,3,3,4,7,5,5,8,7,10
"CHL",2007,10,0,10,10,18,3,3,4,7,5,5,8,7,10
"CHL",2008,10,0,10,10,19,3,3,4,7,5,5,8,7,10
"CHL",2009,10,0,10,10,20,3,3,4,7,5,5,8,7,10
"CHL",2010,10,0,10,10,21,3,3,4,7,5,5,8,7,10
"CHL",2011,10,0,10,10,22,3,3,4,7,5,5,8,7,10
"CHL",2012,10,0,10,10,23,3,3,4,7,5,5,8,7,10
"CHL",2013,10,0,10,10,24,3,3,4,7,5,5,8,7,10
"CHL",2014,10,0,10,10,25,3,3,4,7,5,5,8,7,10
"CHN",1945,-66,-66,-66,NA,0,-66,-66,-66,-66,-66,-66,-66,-66,-66
"CHN",1946,1,6,-5,-5,0,2,1,4,1,3,3,3,1,6
"CHN",1947,1,6,-5,-5,0,2,1,4,1,3,3,3,1,6
"CHN",1948,1,6,-5,-5,1,2,1,4,1,3,3,3,1,6
"CHN",1949,0,8,-8,-8,0,2,1,4,2,4,1,3,2,1
"CHN",1950,0,8,-8,-8,1,2,1,4,2,4,1,3,2,1
"CHN",1951,0,8,-8,-8,2,2,1,4,2,4,1,3,2,1
"CHN",1952,0,8,-8,-8,3,2,1,4,2,4,1,3,2,1
"CHN",1953,0,8,-8,-8,4,2,1,4,2,4,1,3,2,1
"CHN",1954,0,8,-8,-8,5,2,1,4,2,4,1,3,2,1
"CHN",1955,0,8,-8,-8,6,2,1,4,2,4,1,3,2,1
"CHN",1956,0,8,-8,-8,7,2,1,4,2,4,1,3,2,1
"CHN",1957,0,8,-8,-8,8,2,1,4,2,4,1,3,2,1
"CHN",1958,0,8,-8,-8,9,2,1,4,2,4,1,3,2,1
"CHN",1959,0,8,-8,-8,10,2,1,4,2,4,1,3,2,1
"CHN",1960,0,8,-8,-8,11,2,1,4,2,4,1,3,2,1
"CHN",1961,0,8,-8,-8,12,2,1,4,2,4,1,3,2,1
"CHN",1962,0,8,-8,-8,13,2,1,4,2,4,1,3,2,1
"CHN",1963,0,8,-8,-8,14,2,1,4,2,4,1,3,2,1
"CHN",1964,0,8,-8,-8,15,2,1,4,2,4,1,3,2,1
"CHN",1965,0,8,-8,-8,16,2,1,4,2,4,1,3,2,1
"CHN",1966,0,9,-9,-9,17,2,1,4,1,4,1,3,1,1
"CHN",1967,0,9,-9,-9,18,2,1,4,1,4,1,3,1,1
"CHN",1968,0,9,-9,-9,19,2,1,4,1,4,1,3,1,1
"CHN",1969,0,8,-8,-8,20,2,1,4,2,4,1,3,2,1
"CHN",1970,0,8,-8,-8,21,2,1,4,2,4,1,3,2,1
"CHN",1971,0,8,-8,-8,22,2,1,4,2,4,1,3,2,1
"CHN",1972,0,8,-8,-8,23,2,1,4,2,4,1,3,2,1
"CHN",1973,0,8,-8,-8,24,2,1,4,2,4,1,3,2,1
"CHN",1974,0,8,-8,-8,25,2,1,4,2,4,1,3,2,1
"CHN",1975,0,8,-8,-8,26,2,1,4,2,4,1,3,2,1
"CHN",1976,0,7,-7,-7,27,2,1,4,3,4,1,3,3,1
"CHN",1977,0,7,-7,-7,28,2,1,4,3,4,1,3,3,1
"CHN",1978,0,7,-7,-7,29,2,1,4,3,4,1,3,3,1
"CHN",1979,0,7,-7,-7,30,2,1,4,3,4,1,3,3,1
"CHN",1980,0,7,-7,-7,31,2,1,4,3,4,1,3,3,1
"CHN",1981,0,7,-7,-7,32,2,1,4,3,4,1,3,3,1
"CHN",1982,0,7,-7,-7,33,2,1,4,3,4,1,3,3,1
"CHN",1983,0,7,-7,-7,34,2,1,4,3,4,1,3,3,1
"CHN",1984,0,7,-7,-7,35,2,1,4,3,4,1,3,3,1
"CHN",1985,0,7,-7,-7,36,2,1,4,3,4,1,3,3,1
"CHN",1986,0,7,-7,-7,37,2,1,4,3,4,1,3,3,1
"CHN",1987,0,7,-7,-7,38,2,1,4,3,4,1,3,3,1
"CHN",1988,0,7,-7,-7,39,2,1,4,3,4,1,3,3,1
"CHN",1989,0,7,-7,-7,40,2,1,4,3,4,1,3,3,1
"CHN",1990,0,7,-7,-7,41,2,1,4,3,4,1,3,3,1
"CHN",1991,0,7,-7,-7,42,2,1,4,3,4,1,3,3,1
"CHN",1992,0,7,-7,-7,43,2,1,4,3,4,1,3,3,1
"CHN",1993,0,7,-7,-7,44,2,1,4,3,4,1,3,3,1
"CHN",1994,0,7,-7,-7,45,2,1,4,3,4,1,3,3,1
"CHN",1995,0,7,-7,-7,46,2,1,4,3,4,1,3,3,1
"CHN",1996,0,7,-7,-7,47,2,1,4,3,4,1,3,3,1
"CHN",1997,0,7,-7,-7,48,2,1,4,3,4,1,3,3,1
"CHN",1998,0,7,-7,-7,49,2,1,4,3,4,1,3,3,1
"CHN",1999,0,7,-7,-7,50,2,1,4,3,4,1,3,3,1
"CHN",2000,0,7,-7,-7,51,2,1,4,3,4,1,3,3,1
"CHN",2001,0,7,-7,-7,52,2,1,4,3,4,1,3,3,1
"CHN",2002,0,7,-7,-7,53,2,1,4,3,4,1,3,3,1
"CHN",2003,0,7,-7,-7,54,2,1,4,3,4,1,3,3,1
"CHN",2004,0,7,-7,-7,55,2,1,4,3,4,1,3,3,1
"CHN",2005,0,7,-7,-7,56,2,1,4,3,4,1,3,3,1
"CHN",2006,0,7,-7,-7,57,2,1,4,3,4,1,3,3,1
"CHN",2007,0,7,-7,-7,58,2,1,4,3,4,1,3,3,1
"CHN",2008,0,7,-7,-7,59,2,1,4,3,4,1,3,3,1
"CHN",2009,0,7,-7,-7,60,2,1,4,3,4,1,3,3,1
"CHN",2010,0,7,-7,-7,61,2,1,4,3,4,1,3,3,1
"CHN",2011,0,7,-7,-7,62,2,1,4,3,4,1,3,3,1
"CHN",2012,0,7,-7,-7,63,2,1,4,3,4,1,3,3,1
"CHN",2013,0,7,-7,-7,64,2,1,4,3,4,1,3,3,1
"CHN",2014,0,7,-7,-7,65,2,1,4,3,4,1,3,3,1
"COL",1945,6,1,5,5,15,3,3,4,3,5,5,8,3,10
"COL",1946,6,1,5,5,16,3,3,4,3,5,5,8,3,10
"COL",1947,6,1,5,5,17,3,3,4,3,5,5,8,3,10
"COL",1948,1,6,-5,-5,0,2,1,4,1,3,3,3,1,6
"COL",1949,1,6,-5,-5,1,2,1,4,1,3,3,3,1,6
"COL",1950,1,6,-5,-5,2,2,1,4,1,3,3,3,1,6
"COL",1951,1,6,-5,-5,3,2,1,4,1,3,3,3,1,6
"COL",1952,1,6,-5,-5,4,2,1,4,1,3,3,3,1,6
"COL",1953,1,6,-5,-5,5,2,1,4,1,3,3,3,1,6
"COL",1954,1,6,-5,-5,6,2,1,4,1,3,3,3,1,6
"COL",1955,1,6,-5,-5,7,2,1,4,1,3,3,3,1,6
"COL",1956,1,6,-5,-5,8,2,1,4,1,3,3,3,1,6
"COL",1957,7,0,7,7,0,2,2,4,6,2,4,7,6,9
"COL",1958,7,0,7,7,1,2,2,4,6,2,4,7,6,9
"COL",1959,7,0,7,7,2,2,2,4,6,2,4,7,6,9
"COL",1960,7,0,7,7,3,2,2,4,6,2,4,7,6,9
"COL",1961,7,0,7,7,4,2,2,4,6,2,4,7,6,9
"COL",1962,7,0,7,7,5,2,2,4,6,2,4,7,6,9
"COL",1963,7,0,7,7,6,2,2,4,6,2,4,7,6,9
"COL",1964,7,0,7,7,7,2,2,4,6,2,4,7,6,9
"COL",1965,7,0,7,7,8,2,2,4,6,2,4,7,6,9
"COL",1966,7,0,7,7,9,2,2,4,6,2,4,7,6,9
"COL",1967,7,0,7,7,10,2,2,4,6,2,4,7,6,9
"COL",1968,7,0,7,7,11,2,2,4,6,2,4,7,6,9
"COL",1969,7,0,7,7,12,2,2,4,6,2,4,7,6,9
"COL",1970,7,0,7,7,13,2,2,4,6,2,4,7,6,9
"COL",1971,7,0,7,7,14,2,2,4,6,2,4,7,6,9
"COL",1972,7,0,7,7,15,2,2,4,6,2,4,7,6,9
"COL",1973,7,0,7,7,16,2,2,4,6,2,4,7,6,9
"COL",1974,8,0,8,8,17,3,3,4,6,2,4,8,6,9
"COL",1975,8,0,8,8,18,3,3,4,6,2,4,8,6,9
"COL",1976,8,0,8,8,19,3,3,4,6,2,4,8,6,9
"COL",1977,8,0,8,8,20,3,3,4,6,2,4,8,6,9
"COL",1978,8,0,8,8,21,3,3,4,6,2,4,8,6,9
"COL",1979,8,0,8,8,22,3,3,4,6,2,4,8,6,9
"COL",1980,8,0,8,8,23,3,3,4,6,2,4,8,6,9
"COL",1981,8,0,8,8,24,3,3,4,6,2,4,8,6,9
"COL",1982,8,0,8,8,25,3,3,4,6,2,4,8,6,9
"COL",1983,8,0,8,8,26,3,3,4,6,2,4,8,6,9
"COL",1984,8,0,8,8,27,3,3,4,6,2,4,8,6,9
"COL",1985,8,0,8,8,28,3,3,4,6,2,4,8,6,9
"COL",1986,8,0,8,8,29,3,3,4,6,2,4,8,6,9
"COL",1987,8,0,8,8,30,3,3,4,6,2,4,8,6,9
"COL",1988,8,0,8,8,31,3,3,4,6,2,4,8,6,9
"COL",1989,8,0,8,8,32,3,3,4,6,2,4,8,6,9
"COL",1990,8,0,8,8,33,3,3,4,6,2,4,8,6,9
"COL",1991,9,0,9,9,34,3,3,4,7,2,4,8,7,9
"COL",1992,9,0,9,9,35,3,3,4,7,2,4,8,7,9
"COL",1993,9,0,9,9,36,3,3,4,7,2,4,8,7,9
"COL",1994,9,0,9,9,37,3,3,4,7,2,4,8,7,9
"COL",1995,7,0,7,7,38,3,3,4,6,2,3,8,6,7
"COL",1996,7,0,7,7,39,3,3,4,6,2,3,8,6,7
"COL",1997,7,0,7,7,40,3,3,4,6,2,3,8,6,7
"COL",1998,7,0,7,7,41,3,3,4,6,2,3,8,6,7
"COL",1999,7,0,7,7,42,3,3,4,6,2,3,8,6,7
"COL",2000,7,0,7,7,43,3,3,4,6,2,3,8,6,7
"COL",2001,7,0,7,7,44,3,3,4,6,2,3,8,6,7
"COL",2002,7,0,7,7,45,3,3,4,6,2,3,8,6,7
"COL",2003,7,0,7,7,46,3,3,4,6,2,3,8,6,7
"COL",2004,7,0,7,7,47,3,3,4,6,2,3,8,6,7
"COL",2005,7,0,7,7,48,3,3,4,6,2,3,8,6,7
"COL",2006,7,0,7,7,49,3,3,4,6,2,3,8,6,7
"COL",2007,7,0,7,7,50,3,3,4,6,2,3,8,6,7
"COL",2008,7,0,7,7,51,3,3,4,6,2,3,8,6,7
"COL",2009,7,0,7,7,52,3,3,4,6,2,3,8,6,7
"COL",2010,7,0,7,7,53,3,3,4,6,2,3,8,6,7
"COL",2011,7,0,7,7,54,3,3,4,6,2,3,8,6,7
"COL",2012,7,0,7,7,55,3,3,4,6,2,3,8,6,7
"COL",2013,7,0,7,7,56,3,3,4,6,2,3,8,6,7
"COL",2014,7,0,7,7,57,3,3,4,6,2,3,8,6,7
"COM",1975,5,0,5,5,0,3,3,4,5,2,0,8,5,5
"COM",1976,0,4,-4,-4,0,1,0,0,3,4,2,4,3,2
"COM",1977,0,4,-4,-4,1,1,0,0,3,4,2,4,3,2
"COM",1978,0,5,-5,-5,2,2,0,0,3,4,1,5,3,1
"COM",1979,0,5,-5,-5,3,2,0,0,3,4,1,5,3,1
"COM",1980,0,5,-5,-5,4,2,0,0,3,4,1,5,3,1
"COM",1981,0,5,-5,-5,5,2,0,0,3,4,1,5,3,1
"COM",1982,0,6,-6,-6,6,2,0,0,2,4,1,5,2,1
"COM",1983,0,6,-6,-6,7,2,0,0,2,4,1,5,2,1
"COM",1984,0,6,-6,-6,8,2,0,0,2,4,1,5,2,1
"COM",1985,0,7,-7,-7,9,2,0,0,1,4,1,5,1,1
"COM",1986,0,7,-7,-7,10,2,0,0,1,4,1,5,1,1
"COM",1987,0,7,-7,-7,11,2,0,0,1,4,1,5,1,1
"COM",1988,0,7,-7,-7,12,2,0,0,1,4,1,5,1,1
"COM",1989,0,7,-7,-7,13,2,0,0,1,4,1,5,1,1
"COM",1990,5,1,4,4,0,2,2,4,5,3,3,7,5,6
"COM",1991,5,1,4,4,1,2,2,4,5,3,3,7,5,6
"COM",1992,5,1,4,4,2,2,2,4,5,3,3,7,5,6
"COM",1993,5,1,4,4,3,2,2,4,5,3,3,7,5,6
"COM",1994,5,1,4,4,4,2,2,4,5,3,3,7,5,6
"COM",1995,-77,-77,-77,0,0,-77,-77,-77,-77,-77,-77,-77,-77,-77
"COM",1996,5,1,4,4,0,2,2,4,5,3,3,7,5,6
"COM",1997,5,1,4,4,0,2,2,4,5,3,3,7,5,6
"COM",1998,5,1,4,4,1,2,2,4,5,3,3,7,5,6
"COM",1999,1,3,-2,-2,0,1,0,0,1,2,3,4,1,7
"COM",2000,1,2,-1,-1,0,1,0,0,2,2,3,4,2,7
"COM",2001,2,2,0,0,0,1,0,0,2,2,4,4,2,9
"COM",2002,4,0,4,4,0,2,0,0,5,2,4,5,5,9
"COM",2003,4,0,4,4,0,2,0,0,5,2,4,5,5,9
"COM",2004,6,0,6,6,0,2,0,0,7,2,4,5,7,9
"COM",2005,6,0,6,6,0,2,0,0,7,2,4,5,7,9
"COM",2006,9,0,9,9,0,3,3,4,7,2,4,8,7,9
"COM",2007,9,0,9,9,1,3,3,4,7,2,4,8,7,9
"COM",2008,9,0,9,9,2,3,3,4,7,2,4,8,7,9
"COM",2009,9,0,9,9,3,3,3,4,7,2,4,8,7,9
"COM",2010,9,0,9,9,4,3,3,4,7,2,4,8,7,9
"COM",2011,9,0,9,9,5,3,3,4,7,2,4,8,7,9
"COM",2012,9,0,9,9,6,3,3,4,7,2,4,8,7,9
"COM",2013,9,0,9,9,7,3,3,4,7,2,4,8,7,9
"COM",2014,9,0,9,9,8,3,3,4,7,2,4,8,7,9
"CON",1960,5,1,4,4,0,3,3,4,4,3,3,8,4,6
"CON",1961,5,1,4,4,1,3,3,4,4,3,3,8,4,6
"CON",1962,5,1,4,4,2,3,3,4,4,3,3,8,4,6
"CON",1963,0,7,-7,-7,0,2,1,4,3,4,1,3,3,1
"CON",1964,0,7,-7,-7,1,2,1,4,3,4,1,3,3,1
"CON",1965,0,7,-7,-7,2,2,1,4,3,4,1,3,3,1
"CON",1966,0,7,-7,-7,3,2,1,4,3,4,1,3,3,1
"CON",1967,0,7,-7,-7,4,2,1,4,3,4,1,3,3,1
"CON",1968,0,7,-7,-7,5,2,1,4,3,4,1,3,3,1
"CON",1969,0,7,-7,-7,6,2,1,4,3,4,1,3,3,1
"CON",1970,0,7,-7,-7,7,2,1,4,3,4,1,3,3,1
"CON",1971,0,7,-7,-7,8,2,1,4,3,4,1,3,3,1
"CON",1972,0,7,-7,-7,9,2,1,4,3,4,1,3,3,1
"CON",1973,0,7,-7,-7,10,2,1,4,3,4,1,3,3,1
"CON",1974,0,7,-7,-7,11,2,1,4,3,4,1,3,3,1
"CON",1975,0,7,-7,-7,12,2,1,4,3,4,1,3,3,1
"CON",1976,0,7,-7,-7,13,2,1,4,3,4,1,3,3,1
"CON",1977,0,7,-7,-7,14,2,1,4,3,4,1,3,3,1
"CON",1978,0,7,-7,-7,15,2,1,4,3,4,1,3,3,1
"CON",1979,0,8,-8,-8,16,2,1,4,2,4,1,3,2,1
"CON",1980,0,8,-8,-8,17,2,1,4,2,4,1,3,2,1
"CON",1981,0,8,-8,-8,18,2,1,4,2,4,1,3,2,1
"CON",1982,0,8,-8,-8,19,2,1,4,2,4,1,3,2,1
"CON",1983,0,8,-8,-8,20,2,1,4,2,4,1,3,2,1
"CON",1984,0,8,-8,-8,21,2,1,4,2,4,1,3,2,1
"CON",1985,0,8,-8,-8,22,2,1,4,2,4,1,3,2,1
"CON",1986,0,8,-8,-8,23,2,1,4,2,4,1,3,2,1
"CON",1987,0,8,-8,-8,24,2,1,4,2,4,1,3,2,1
"CON",1988,0,8,-8,-8,25,2,1,4,2,4,1,3,2,1
"CON",1989,0,8,-8,-8,26,2,1,4,2,4,1,3,2,1
"CON",1990,0,8,-8,-8,27,2,1,4,2,4,1,3,2,1
"CON",1991,-88,-88,-88,-1,0,-88,-88,-88,-88,-88,-88,-88,-88,-88
"CON",1992,6,1,5,5,0,3,3,4,5,3,3,8,5,6
"CON",1993,6,1,5,5,1,3,3,4,5,3,3,8,5,6
"CON",1994,6,1,5,5,2,3,3,4,5,3,3,8,5,6
"CON",1995,6,1,5,5,3,3,3,4,5,3,3,8,5,6
"CON",1996,6,1,5,5,4,3,3,4,5,3,3,8,5,6
"CON",1997,0,6,-6,-6,0,1,0,0,1,4,2,4,1,2
"CON",1998,0,6,-6,-6,1,1,0,0,1,4,2,4,1,2
"CON",1999,0,6,-6,-6,2,1,0,0,1,4,2,4,1,2
"CON",2000,0,6,-6,-6,3,1,0,0,1,4,2,4,1,2
"CON",2001,0,5,-5,-5,4,2,0,0,1,3,2,5,1,3
"CON",2002,0,4,-4,-4,5,2,0,0,2,3,2,5,2,3
"CON",2003,0,4,-4,-4,6,2,0,0,2,3,2,5,2,3
"CON",2004,0,4,-4,-4,7,2,0,0,2,3,2,5,2,3
"CON",2005,0,4,-4,-4,8,2,0,0,2,3,2,5,2,3
"CON",2006,0,4,-4,-4,9,2,0,0,2,3,2,5,2,3
"CON",2007,0,4,-4,-4,10,2,0,0,2,3,2,5,2,3
"CON",2008,0,4,-4,-4,11,2,0,0,2,3,2,5,2,3
"CON",2009,0,4,-4,-4,12,2,0,0,2,3,2,5,2,3
"CON",2010,0,4,-4,-4,13,2,0,0,2,3,2,5,2,3
"CON",2011,0,4,-4,-4,14,2,0,0,2,3,2,5,2,3
"CON",2012,0,4,-4,-4,15,2,0,0,2,3,2,5,2,3
"CON",2013,0,4,-4,-4,16,2,0,0,2,3,2,5,2,3
"CON",2014,0,4,-4,-4,17,2,0,0,2,3,2,5,2,3
"COS",1945,10,0,10,10,26,3,3,4,7,5,5,8,7,10
"COS",1946,10,0,10,10,27,3,3,4,7,5,5,8,7,10
"COS",1947,10,0,10,10,28,3,3,4,7,5,5,8,7,10
"COS",1948,10,0,10,10,29,3,3,4,7,5,5,8,7,10
"COS",1949,10,0,10,10,30,3,3,4,7,5,5,8,7,10
"COS",1950,10,0,10,10,31,3,3,4,7,5,5,8,7,10
"COS",1951,10,0,10,10,32,3,3,4,7,5,5,8,7,10
"COS",1952,10,0,10,10,33,3,3,4,7,5,5,8,7,10
"COS",1953,10,0,10,10,34,3,3,4,7,5,5,8,7,10
"COS",1954,10,0,10,10,35,3,3,4,7,5,5,8,7,10
"COS",1955,10,0,10,10,36,3,3,4,7,5,5,8,7,10
"COS",1956,10,0,10,10,37,3,3,4,7,5,5,8,7,10
"COS",1957,10,0,10,10,38,3,3,4,7,5,5,8,7,10
"COS",1958,10,0,10,10,39,3,3,4,7,5,5,8,7,10
"COS",1959,10,0,10,10,40,3,3,4,7,5,5,8,7,10
"COS",1960,10,0,10,10,41,3,3,4,7,5,5,8,7,10
"COS",1961,10,0,10,10,42,3,3,4,7,5,5,8,7,10
"COS",1962,10,0,10,10,43,3,3,4,7,5,5,8,7,10
"COS",1963,10,0,10,10,44,3,3,4,7,5,5,8,7,10
"COS",1964,10,0,10,10,45,3,3,4,7,5,5,8,7,10
"COS",1965,10,0,10,10,46,3,3,4,7,5,5,8,7,10
"COS",1966,10,0,10,10,47,3,3,4,7,5,5,8,7,10
"COS",1967,10,0,10,10,48,3,3,4,7,5,5,8,7,10
"COS",1968,10,0,10,10,49,3,3,4,7,5,5,8,7,10
"COS",1969,10,0,10,10,50,3,3,4,7,5,5,8,7,10
"COS",1970,10,0,10,10,51,3,3,4,7,5,5,8,7,10
"COS",1971,10,0,10,10,52,3,3,4,7,5,5,8,7,10
"COS",1972,10,0,10,10,53,3,3,4,7,5,5,8,7,10
"COS",1973,10,0,10,10,54,3,3,4,7,5,5,8,7,10
"COS",1974,10,0,10,10,55,3,3,4,7,5,5,8,7,10
"COS",1975,10,0,10,10,56,3,3,4,7,5,5,8,7,10
"COS",1976,10,0,10,10,57,3,3,4,7,5,5,8,7,10
"COS",1977,10,0,10,10,58,3,3,4,7,5,5,8,7,10
"COS",1978,10,0,10,10,59,3,3,4,7,5,5,8,7,10
"COS",1979,10,0,10,10,60,3,3,4,7,5,5,8,7,10
"COS",1980,10,0,10,10,61,3,3,4,7,5,5,8,7,10
"COS",1981,10,0,10,10,62,3,3,4,7,5,5,8,7,10
"COS",1982,10,0,10,10,63,3,3,4,7,5,5,8,7,10
"COS",1983,10,0,10,10,64,3,3,4,7,5,5,8,7,10
"COS",1984,10,0,10,10,65,3,3,4,7,5,5,8,7,10
"COS",1985,10,0,10,10,66,3,3,4,7,5,5,8,7,10
"COS",1986,10,0,10,10,67,3,3,4,7,5,5,8,7,10
"COS",1987,10,0,10,10,68,3,3,4,7,5,5,8,7,10
"COS",1988,10,0,10,10,69,3,3,4,7,5,5,8,7,10
"COS",1989,10,0,10,10,70,3,3,4,7,5,5,8,7,10
"COS",1990,10,0,10,10,71,3,3,4,7,5,5,8,7,10
"COS",1991,10,0,10,10,72,3,3,4,7,5,5,8,7,10
"COS",1992,10,0,10,10,73,3,3,4,7,5,5,8,7,10
"COS",1993,10,0,10,10,74,3,3,4,7,5,5,8,7,10
"COS",1994,10,0,10,10,75,3,3,4,7,5,5,8,7,10
"COS",1995,10,0,10,10,76,3,3,4,7,5,5,8,7,10
"COS",1996,10,0,10,10,77,3,3,4,7,5,5,8,7,10
"COS",1997,10,0,10,10,78,3,3,4,7,5,5,8,7,10
"COS",1998,10,0,10,10,79,3,3,4,7,5,5,8,7,10
"COS",1999,10,0,10,10,80,3,3,4,7,5,5,8,7,10
"COS",2000,10,0,10,10,81,3,3,4,7,5,5,8,7,10
"COS",2001,10,0,10,10,82,3,3,4,7,5,5,8,7,10
"COS",2002,10,0,10,10,83,3,3,4,7,5,5,8,7,10
"COS",2003,10,0,10,10,84,3,3,4,7,5,5,8,7,10
"COS",2004,10,0,10,10,85,3,3,4,7,5,5,8,7,10
"COS",2005,10,0,10,10,86,3,3,4,7,5,5,8,7,10
"COS",2006,10,0,10,10,87,3,3,4,7,5,5,8,7,10
"COS",2007,10,0,10,10,88,3,3,4,7,5,5,8,7,10
"COS",2008,10,0,10,10,89,3,3,4,7,5,5,8,7,10
"COS",2009,10,0,10,10,90,3,3,4,7,5,5,8,7,10
"COS",2010,10,0,10,10,91,3,3,4,7,5,5,8,7,10
"COS",2011,10,0,10,10,92,3,3,4,7,5,5,8,7,10
"COS",2012,10,0,10,10,93,3,3,4,7,5,5,8,7,10
"COS",2013,10,0,10,10,94,3,3,4,7,5,5,8,7,10
"COS",2014,10,0,10,10,95,3,3,4,7,5,5,8,7,10
"CRO",1991,1,4,-3,-3,0,2,1,4,3,3,3,3,3,6
"CRO",1992,1,4,-3,-3,1,2,1,4,3,3,3,3,3,6
"CRO",1993,1,4,-3,-3,2,2,1,4,3,3,3,3,3,6
"CRO",1994,1,4,-3,-3,3,2,1,4,3,3,3,3,3,6
"CRO",1995,0,5,-5,-5,4,2,1,4,3,3,2,3,3,3
"CRO",1996,0,5,-5,-5,5,2,1,4,3,3,2,3,3,3
"CRO",1997,0,5,-5,-5,6,2,1,4,3,3,2,3,3,3
"CRO",1998,0,5,-5,-5,7,2,1,4,3,3,2,3,3,3
"CRO",1999,-88,-88,-88,1,0,-88,-88,-88,-88,-88,-88,-88,-88,-88
"CRO",2000,8,0,8,8,0,2,2,4,7,2,4,7,7,9
"CRO",2001,8,0,8,8,1,2,2,4,7,2,4,7,7,9
"CRO",2002,8,0,8,8,2,2,2,4,7,2,4,7,7,9
"CRO",2003,8,0,8,8,3,2,2,4,7,2,4,7,7,9
"CRO",2004,8,0,8,8,4,2,2,4,7,2,4,7,7,9
"CRO",2005,9,0,9,9,5,3,3,4,7,2,4,8,7,9
"CRO",2006,9,0,9,9,6,3,3,4,7,2,4,8,7,9
"CRO",2007,9,0,9,9,7,3,3,4,7,2,4,8,7,9
"CRO",2008,9,0,9,9,8,3,3,4,7,2,4,8,7,9
"CRO",2009,9,0,9,9,9,3,3,4,7,2,4,8,7,9
"CRO",2010,9,0,9,9,10,3,3,4,7,2,4,8,7,9
"CRO",2011,9,0,9,9,11,3,3,4,7,2,4,8,7,9
"CRO",2012,9,0,9,9,12,3,3,4,7,2,4,8,7,9
"CRO",2013,9,0,9,9,13,3,3,4,7,2,4,8,7,9
"CRO",2014,9,0,9,9,14,3,3,4,7,2,4,8,7,9
"CUB",1945,4,1,3,3,28,3,3,4,3,2,3,8,3,7
"CUB",1946,4,1,3,3,29,3,3,4,3,2,3,8,3,7
"CUB",1947,4,1,3,3,30,3,3,4,3,2,3,8,3,7
"CUB",1948,4,1,3,3,31,3,3,4,3,2,3,8,3,7
"CUB",1949,4,1,3,3,32,3,3,4,3,2,3,8,3,7
"CUB",1950,4,1,3,3,33,3,3,4,3,2,3,8,3,7
"CUB",1951,4,1,3,3,34,3,3,4,3,2,3,8,3,7
"CUB",1952,-88,-88,-88,0,0,-88,-88,-88,-88,-88,-88,-88,-88,-88
"CUB",1953,-88,-88,-88,-3,0,-88,-88,-88,-88,-88,-88,-88,-88,-88
"CUB",1954,-88,-88,-88,-6,0,-88,-88,-88,-88,-88,-88,-88,-88,-88
